Time Remaining,RCMBB12,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
15:23,"GOOD 3PTR by GALOW,ANDREW",44 (+11),,33,,RCMBB12 44-33 (-11),,"GOOD 3PTR by GALOW,ANDREW",2
15:04,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
14:52,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
14:32,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:29,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
14:29,"SUB OUT by GALOW,ANDREW",,,,,,,"SUB OUT by GALOW,ANDREW",2
14:27,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by GALLAGHER,MICHAEL",,,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",2
14:06,"GOOD 3PTR by GALLAGHER,MICHAEL",47 (+14),,33,,RCMBB12 47-33 (-14),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,"ASSIST  by DUNAVANT,JOHN",,,,,,,"ASSIST  by DUNAVANT,JOHN",2
14:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:46,,47 (+11),,36,"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 47-36 (-11),,"GOOD 3PTR by ELLIS,BRYON",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
13:15,"TURNOVER  by GALLAGHER,MICHAEL",,,,,,,"TURNOVER  by GALLAGHER,MICHAEL",2
13:14,,,,,"STEAL  by MULLANEY,JEFF",,,"STEAL  by MULLANEY,JEFF",2
13:05,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",2
13:04,"STEAL  by CHIEN,KEVIN",,,,,,,"STEAL  by CHIEN,KEVIN",2
12:59,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND OFF by HARTWELL,THEO",,,,,,,"REBOUND OFF by HARTWELL,THEO",2
12:53,"GOOD LAYUP by HARTWELL,THEO(in the paint)",49 (+13),,36,,RCMBB12 49-36 (-13),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
12:36,,49 (+11),,38,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 49-38 (-11),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
12:15,"GOOD 3PTR by LIVSEY,GEOFF",52 (+14),,38,,RCMBB12 52-38 (-14),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,"ASSIST  by GALLAGHER,MICHAEL",,,,,,,"ASSIST  by GALLAGHER,MICHAEL",2
11:43,,,,,"MISS JUMPER by ELLIS,BRYON",,,"MISS JUMPER by ELLIS,BRYON",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
11:27,"GOOD LAYUP by CHIEN,KEVIN(in the paint)",54 (+16),,38,,RCMBB12 54-38 (-16),,"GOOD LAYUP by CHIEN,KEVIN(in the paint)",2
11:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:13,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",2
11:13,"SUB IN by KILPATRICK,KORY",,,,,,,"SUB IN by KILPATRICK,KORY",2
11:13,"SUB OUT by CHIEN,KEVIN",,,,,,,"SUB OUT by CHIEN,KEVIN",2
11:13,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
11:13,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
11:13,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
11:13,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
11:13,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
11:13,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
11:13,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
11:04,,54 (+14),,40,"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 54-40 (-14),,"GOOD JUMPER by MULLANEY,JEFF",2
10:48,"MISS JUMPER by KILPATRICK,KORY",,,,,,,"MISS JUMPER by KILPATRICK,KORY",2
--,,,,,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",2
10:36,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
10:13,"GOOD 3PTR by KILPATRICK,KORY",57 (+17),,40,,RCMBB12 57-40 (-17),,"GOOD 3PTR by KILPATRICK,KORY",2
--,"ASSIST  by GALLAGHER,MICHAEL",,,,,,,"ASSIST  by GALLAGHER,MICHAEL",2
09:48,"FOUL  by GALLAGHER,MICHAEL",,,,,,,"FOUL  by GALLAGHER,MICHAEL",2
09:42,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
09:42,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
09:39,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
09:24,"GOOD 3PTR by DUNAVANT,JOHN",60 (+20),,40,,RCMBB12 60-40 (-20),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,"ASSIST  by KILPATRICK,KORY",,,,,,,"ASSIST  by KILPATRICK,KORY",2
09:02,,60 (+18),,42,"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 60-42 (-18),,"GOOD JUMPER by MULLANEY,JEFF",2
08:44,"GOOD 3PTR by GALLAGHER,MICHAEL",63 (+21),,42,,RCMBB12 63-42 (-21),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,"ASSIST  by KILPATRICK,KORY",,,,,,,"ASSIST  by KILPATRICK,KORY",2
08:23,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
08:02,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
07:52,,63 (+18),,45,"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 63-45 (-18),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
07:28,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
07:16,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by GALLAGHER,MICHAEL",,,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",2
07:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:06,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
07:06,"SUB OUT by DUNAVANT,JOHN",,,,,,,"SUB OUT by DUNAVANT,JOHN",2
07:06,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
07:06,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
07:06,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
07:06,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
06:45,"GOOD LAYUP by GALOW,ANDREW(in the paint)",65 (+20),,45,,RCMBB12 65-45 (-20),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
06:45,,,,,"FOUL  by MULLANEY,JEFF",,,"FOUL  by MULLANEY,JEFF",2
06:45,"GOOD FT by GALOW,ANDREW",66 (+21),,45,,RCMBB12 66-45 (-21),,"GOOD FT by GALOW,ANDREW",2
06:12,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",2
--,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",,,"REBOUND OFF by WHITESIDE,DONOVAN",2
06:03,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
06:03,,66 (+20),,46,"GOOD FT by MULLANEY,JEFF",CENTRE_M 66-46 (-20),,"GOOD FT by MULLANEY,JEFF",2
06:03,,,,,"MISS FT by MULLANEY,JEFF",,,"MISS FT by MULLANEY,JEFF",2
--,"REBOUND DEF by KILPATRICK,KORY",,,,,,,"REBOUND DEF by KILPATRICK,KORY",2
05:48,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
05:48,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:48,"GOOD FT by LIVSEY,GEOFF",67 (+21),,46,,RCMBB12 67-46 (-21),,"GOOD FT by LIVSEY,GEOFF",2
05:26,,,,,"MISS LAYUP by MULLANEY,JEFF",,,"MISS LAYUP by MULLANEY,JEFF",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
05:02,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
04:44,,67 (+19),,48,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 67-48 (-19),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
04:31,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",2
04:29,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
04:28,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
04:28,,67 (+18),,49,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 67-49 (-18),,"GOOD FT by WHITESIDE,DONOVAN",2
04:28,,67 (+17),,50,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 67-50 (-17),,"GOOD FT by WHITESIDE,DONOVAN",2
04:28,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
04:28,"SUB IN by DUNAVANT,JOHN",,,,,,,"SUB IN by DUNAVANT,JOHN",2
04:28,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
04:28,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
04:28,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
04:28,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
04:21,"TURNOVER  by DUNAVANT,JOHN",,,,,,,"TURNOVER  by DUNAVANT,JOHN",2
04:20,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
04:19,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
04:19,,67 (+16),,51,"GOOD FT by MULLANEY,JEFF",CENTRE_M 67-51 (-16),,"GOOD FT by MULLANEY,JEFF",2
04:19,,67 (+15),,52,"GOOD FT by MULLANEY,JEFF",CENTRE_M 67-52 (-15),,"GOOD FT by MULLANEY,JEFF",2
03:57,"GOOD LAYUP by WATSON,SHANE(in the paint)",69 (+17),,52,,RCMBB12 69-52 (-17),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
03:48,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",2
--,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",,,"REBOUND OFF by WHITESIDE,DONOVAN",2
03:46,"FOUL  by KILPATRICK,KORY",,,,,,,"FOUL  by KILPATRICK,KORY",2
03:46,,69 (+16),,53,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 69-53 (-16),,"GOOD FT by WHITESIDE,DONOVAN",2
03:46,,69 (+15),,54,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 69-54 (-15),,"GOOD FT by WHITESIDE,DONOVAN",2
03:46,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
03:46,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
03:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:23,"GOOD 3PTR by DUNAVANT,JOHN",72 (+18),,54,,RCMBB12 72-54 (-18),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",2
03:11,,72 (+16),,56,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 72-56 (-16),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
03:11,"FOUL  by KILPATRICK,KORY",,,,,,,"FOUL  by KILPATRICK,KORY",2
03:11,,,,,"MISS FT by ROSS,GREG",,,"MISS FT by ROSS,GREG",2
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",2
03:11,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
03:11,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
03:08,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",2
03:08,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
03:08,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
03:08,,72 (+15),,57,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 72-57 (-15),,"GOOD FT by WHITESIDE,DONOVAN",2
03:08,,72 (+14),,58,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 72-58 (-14),,"GOOD FT by WHITESIDE,DONOVAN",2
03:08,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
03:08,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
03:08,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
03:08,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
02:55,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
02:46,"MISS LAYUP by GALOW,ANDREW",,,,,,,"MISS LAYUP by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
02:39,,72 (+12),,60,"GOOD JUMPER by WHITESIDE,DONOVAN",CENTRE_M 72-60 (-12),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
02:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:39,,,,,"FOUL  by MULLANEY,JEFF",,,"FOUL  by MULLANEY,JEFF",2
02:35,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",2
02:33,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
02:27,,72 (+10),,62,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",CENTRE_M 72-62 (-10),,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
02:09,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
02:09,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
02:09,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
02:09,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
02:09,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
02:02,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
02:02,"GOOD FT by GALOW,ANDREW",73 (+11),,62,,RCMBB12 73-62 (-11),,"GOOD FT by GALOW,ANDREW",2
02:02,"GOOD FT by GALOW,ANDREW",74 (+12),,62,,RCMBB12 74-62 (-12),,"GOOD FT by GALOW,ANDREW",2
02:02,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",2
02:02,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:54,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
01:45,"TURNOVER  by KILPATRICK,KORY",,,,,,,"TURNOVER  by KILPATRICK,KORY",2
01:45,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
01:45,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
01:43,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
01:43,,74 (+11),,63,"GOOD FT by MULLANEY,JEFF",CENTRE_M 74-63 (-11),,"GOOD FT by MULLANEY,JEFF",2
01:43,,74 (+10),,64,"GOOD FT by MULLANEY,JEFF",CENTRE_M 74-64 (-10),,"GOOD FT by MULLANEY,JEFF",2
01:43,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
01:43,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
01:43,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
01:43,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
01:43,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
01:43,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
01:39,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",2
01:37,,,,,"STEAL  by MULLANEY,JEFF",,,"STEAL  by MULLANEY,JEFF",2
01:34,,74 (+8),,66,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 74-66 (-8),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
01:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:27,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
01:27,"GOOD FT by KILPATRICK,KORY",75 (+9),,66,,RCMBB12 75-66 (-9),,"GOOD FT by KILPATRICK,KORY",2
01:27,"GOOD FT by KILPATRICK,KORY",76 (+10),,66,,RCMBB12 76-66 (-10),,"GOOD FT by KILPATRICK,KORY",2
01:27,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
01:27,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
01:27,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
01:27,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:23,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
01:23,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
01:23,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
01:23,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
01:23,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
01:23,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
01:14,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
01:14,"MISS FT by COLLINS,LUKE",,,,,,,"MISS FT by COLLINS,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:14,"MISS FT by COLLINS,LUKE",,,,,,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
01:14,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
01:14,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
01:14,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:14,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
01:12,"FOUL  by KILPATRICK,KORY",,,,,,,"FOUL  by KILPATRICK,KORY",2
01:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:12,,76 (+9),,67,"GOOD FT by KARSNER,JOSH",CENTRE_M 76-67 (-9),,"GOOD FT by KARSNER,JOSH",2
01:12,,76 (+8),,68,"GOOD FT by KARSNER,JOSH",CENTRE_M 76-68 (-8),,"GOOD FT by KARSNER,JOSH",2
01:12,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
01:12,"SUB OUT by KILPATRICK,KORY",,,,,,,"SUB OUT by KILPATRICK,KORY",2
01:12,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
01:12,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
01:12,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
01:12,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
01:11,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
01:11,"GOOD FT by COLLINS,LUKE",77 (+9),,68,,RCMBB12 77-68 (-9),,"GOOD FT by COLLINS,LUKE",2
01:11,"GOOD FT by COLLINS,LUKE",78 (+10),,68,,RCMBB12 78-68 (-10),,"GOOD FT by COLLINS,LUKE",2
01:11,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
01:11,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
01:11,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
01:11,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
01:11,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:11,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
01:06,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
01:03,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
01:03,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:03,"GOOD FT by LIVSEY,GEOFF",79 (+11),,68,,RCMBB12 79-68 (-11),,"GOOD FT by LIVSEY,GEOFF",2
01:03,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
01:03,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
00:59,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by MULLANEY,JEFF",,,"REBOUND OFF by MULLANEY,JEFF",2
00:52,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by MELLOAN,JAMES",,,"REBOUND OFF by MELLOAN,JAMES",2
00:48,,79 (+8),,71,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 79-71 (-8),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by MELLOAN,JAMES",,,"ASSIST  by MELLOAN,JAMES",2
00:43,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
00:43,"GOOD FT by MCGRAIL,PATRICK",80 (+9),,71,,RCMBB12 80-71 (-9),,"GOOD FT by MCGRAIL,PATRICK",2
00:43,"GOOD FT by MCGRAIL,PATRICK",81 (+10),,71,,RCMBB12 81-71 (-10),,"GOOD FT by MCGRAIL,PATRICK",2
00:42,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",2
00:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:34,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:34,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
00:25,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
00:25,"GOOD FT by LIVSEY,GEOFF",82 (+11),,71,,RCMBB12 82-71 (-11),,"GOOD FT by LIVSEY,GEOFF",2
00:25,"GOOD FT by LIVSEY,GEOFF",83 (+12),,71,,RCMBB12 83-71 (-12),,"GOOD FT by LIVSEY,GEOFF",2
00:25,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
00:25,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
00:25,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
