Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by PURDY,SAM",,,"REBOUND DEF by PURDY,SAM",2
13:26,,,,,"MISS 3PTR by PURDY,SAM",,,"MISS 3PTR by PURDY,SAM",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
13:06,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
13:03,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
12:56,,49 (+5),,44,"GOOD JUMPER by MOLINET,CHRISTIAN",OUM 49-44 (+5),,"GOOD JUMPER by MOLINET,CHRISTIAN",2
12:56,"FOUL  by MULLANEY,JEFF",,,,,,,"FOUL  by MULLANEY,JEFF",2
12:56,,,,,"MISS FT by MOLINET,CHRISTIAN",,,"MISS FT by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by MELLOAN,JAMES",,,,,,,"REBOUND DEF by MELLOAN,JAMES",2
12:56,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
12:56,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
12:56,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
12:56,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
12:56,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
12:56,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
12:56,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
12:56,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
12:28,"MISS 3PTR by MULLANEY,JEFF",,,,,,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
11:56,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
11:31,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
11:09,,49 (+3),,46,"GOOD JUMPER by CERONE,TYLER",OUM 49-46 (+3),,"GOOD JUMPER by CERONE,TYLER",2
10:49,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
10:41,,,,,"MISS 3PTR by CERONE,TYLER",,,"MISS 3PTR by CERONE,TYLER",2
--,"REBOUND DEF by MELLOAN,JAMES",,,,,,,"REBOUND DEF by MELLOAN,JAMES",2
10:25,"GOOD JUMPER by MULLANEY,JEFF",51 (+5),,46,,CENTRE_M 51-46 (+5),,"GOOD JUMPER by MULLANEY,JEFF",2
10:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:02,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
10:02,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
10:02,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
10:02,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
10:02,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
10:02,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
10:02,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
10:02,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
10:02,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
10:02,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
09:52,,51 (+3),,48,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",OUM 51-48 (+3),,"GOOD JUMPER by STEIOFF,ANDREW(in the paint)",2
09:52,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
09:52,,51 (+2),,49,"GOOD FT by STEIOFF,ANDREW",OUM 51-49 (+2),,"GOOD FT by STEIOFF,ANDREW",2
09:31,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
09:31,,,,,"BLOCK  by STEIOFF,ANDREW",,,"BLOCK  by STEIOFF,ANDREW",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
09:28,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",53 (+4),,49,,CENTRE_M 53-49 (+4),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
08:56,,53 (+2),,51,"GOOD JUMPER by PITTS,ALEC(in the paint)",OUM 53-51 (+2),,"GOOD JUMPER by PITTS,ALEC(in the paint)",2
08:56,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
08:56,,53 (+1),,52,"GOOD FT by PITTS,ALEC",OUM 53-52 (+1),,"GOOD FT by PITTS,ALEC",2
08:56,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
08:56,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
08:56,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
08:56,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
08:40,"GOOD 3PTR by ELLIS,BRYON",56 (+4),,52,,CENTRE_M 56-52 (+4),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
08:17,,,,,"TURNOVER  by PITTS,ALEC",,,"TURNOVER  by PITTS,ALEC",2
08:16,"STEAL  by ELLIS,BRYON",,,,,,,"STEAL  by ELLIS,BRYON",2
08:01,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
08:01,"MISS FT by ROSS,GREG",,,,,,,"MISS FT by ROSS,GREG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:01,"GOOD FT by ROSS,GREG",57 (+5),,52,,CENTRE_M 57-52 (+5),,"GOOD FT by ROSS,GREG",2
08:01,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
08:01,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
08:01,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
08:01,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
07:47,,,,,"MISS 3PTR by CERONE,TYLER",,,"MISS 3PTR by CERONE,TYLER",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
07:30,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
07:22,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
07:05,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:44,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
06:39,"MISS LAYUP by ROSS,GREG",,,,,,,"MISS LAYUP by ROSS,GREG",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
06:36,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",59 (+7),,52,,CENTRE_M 59-52 (+7),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
06:15,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
06:02,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND OFF by MULLANEY,JEFF",,,,,,,"REBOUND OFF by MULLANEY,JEFF",2
05:54,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
05:54,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
05:26,"MISS LAYUP by ROSS,GREG",,,,,,,"MISS LAYUP by ROSS,GREG",2
05:26,,,,,"BLOCK  by PURDY,SAM",,,"BLOCK  by PURDY,SAM",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
05:25,,,,,"FOUL  by PURDY,SAM",,,"FOUL  by PURDY,SAM",2
05:25,"GOOD FT by WHITESIDE,DONOVAN",60 (+8),,52,,CENTRE_M 60-52 (+8),,"GOOD FT by WHITESIDE,DONOVAN",2
05:25,"GOOD FT by WHITESIDE,DONOVAN",61 (+9),,52,,CENTRE_M 61-52 (+9),,"GOOD FT by WHITESIDE,DONOVAN",2
05:13,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
04:53,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
04:25,,,,,"MISS 3PTR by JOVAAG,BRANDEN",,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
04:15,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by STEIOFF,ANDREW",,,"REBOUND DEF by STEIOFF,ANDREW",2
04:00,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:36,"GOOD 3PTR by ELLIS,BRYON",64 (+12),,52,,CENTRE_M 64-52 (+12),,"GOOD 3PTR by ELLIS,BRYON",2
03:04,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
03:04,,64 (+11),,53,"GOOD FT by STEIOFF,ANDREW",OUM 64-53 (+11),,"GOOD FT by STEIOFF,ANDREW",2
03:04,,64 (+10),,54,"GOOD FT by STEIOFF,ANDREW",OUM 64-54 (+10),,"GOOD FT by STEIOFF,ANDREW",2
02:43,"GOOD 3PTR by LOPEZ,COLLIN",67 (+13),,54,,CENTRE_M 67-54 (+13),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
02:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:27,,67 (+11),,56,"GOOD JUMPER by STEIOFF,ANDREW",OUM 67-56 (+11),,"GOOD JUMPER by STEIOFF,ANDREW",2
01:56,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
01:50,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
01:24,"GOOD 3PTR by ELLIS,BRYON",70 (+14),,56,,CENTRE_M 70-56 (+14),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by MULLANEY,JEFF",,,,,,,"ASSIST  by MULLANEY,JEFF",2
01:10,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
00:51,,,,,"FOUL  by JOVAAG,BRANDEN",,,"FOUL  by JOVAAG,BRANDEN",2
00:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:46,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
00:46,,,,,"SUB IN by CERONE,TYLER",,,"SUB IN by CERONE,TYLER",2
00:46,,,,,"SUB OUT by STEIOFF,ANDREW",,,"SUB OUT by STEIOFF,ANDREW",2
00:38,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
00:36,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:32,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
00:32,"GOOD FT by WHITESIDE,DONOVAN",71 (+15),,56,,CENTRE_M 71-56 (+15),,"GOOD FT by WHITESIDE,DONOVAN",2
00:32,"GOOD FT by WHITESIDE,DONOVAN",72 (+16),,56,,CENTRE_M 72-56 (+16),,"GOOD FT by WHITESIDE,DONOVAN",2
00:32,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
00:32,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
00:32,,,,,"SUB IN by STEIOFF,ANDREW",,,"SUB IN by STEIOFF,ANDREW",2
00:32,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
00:30,,72 (+14),,58,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 72-58 (+14),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
00:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:30,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
00:30,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
00:30,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
00:30,,,,,"SUB OUT by CERONE,TYLER",,,"SUB OUT by CERONE,TYLER",2
00:30,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
00:21,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",74 (+16),,58,,CENTRE_M 74-58 (+16),,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",2
--,"ASSIST  by ELLIS,BRYON",,,,,,,"ASSIST  by ELLIS,BRYON",2
00:15,,74 (+14),,60,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",OUM 74-60 (+14),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
