Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
15:00,"GOOD JUMPER by WHITESIDE,DONOVAN(fastbreak)(in the paint)",46 (+6),,40,,CENTRE_M 46-40 (+6),,"GOOD JUMPER by WHITESIDE,DONOVAN(fastbreak)(in the paint)",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
14:31,,,,,"TURNOVER  by PRIMM,COLTON",,,"TURNOVER  by PRIMM,COLTON",2
14:31,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
14:31,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
14:31,,,,,"SUB IN by MAINER,ZACH",,,"SUB IN by MAINER,ZACH",2
14:31,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
14:12,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",48 (+8),,40,,CENTRE_M 48-40 (+8),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
14:10,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
14:10,"GOOD FT by WHITESIDE,DONOVAN",49 (+9),,40,,CENTRE_M 49-40 (+9),,"GOOD FT by WHITESIDE,DONOVAN",2
14:10,"SUB IN by MELLOAN,JAMES",,,,,,,"SUB IN by MELLOAN,JAMES",2
14:10,"SUB OUT by ROSS,GREG",,,,,,,"SUB OUT by ROSS,GREG",2
14:10,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
14:10,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
13:57,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
13:54,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by MELLOAN,JAMES",,,,,,,"REBOUND DEF by MELLOAN,JAMES",2
13:28,"GOOD 3PTR by WHITESIDE,DONOVAN",52 (+12),,40,,CENTRE_M 52-40 (+12),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
13:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:23,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
13:23,"SUB IN by ROSS,GREG",,,,,,,"SUB IN by ROSS,GREG",2
13:23,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
13:23,"SUB OUT by MELLOAN,JAMES",,,,,,,"SUB OUT by MELLOAN,JAMES",2
12:57,,,,,"MISS JUMPER by MCCUBBIN,NATHAN",,,"MISS JUMPER by MCCUBBIN,NATHAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
12:44,"GOOD JUMPER by MULLANEY,JEFF",54 (+14),,40,,CENTRE_M 54-40 (+14),,"GOOD JUMPER by MULLANEY,JEFF",2
12:18,,,,,"MISS LAYUP by MAINER,ZACH",,,"MISS LAYUP by MAINER,ZACH",2
12:18,"BLOCK  by KARSNER,JOSH",,,,,,,"BLOCK  by KARSNER,JOSH",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
11:59,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
11:56,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,"REBOUND OFF by ROSS,GREG",,,,,,,"REBOUND OFF by ROSS,GREG",2
11:55,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
11:55,"GOOD FT by ROSS,GREG",55 (+15),,40,,CENTRE_M 55-40 (+15),,"GOOD FT by ROSS,GREG",2
11:55,"GOOD FT by ROSS,GREG",56 (+16),,40,,CENTRE_M 56-40 (+16),,"GOOD FT by ROSS,GREG",2
11:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:55,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
11:55,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
11:55,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
11:55,,,,,"SUB IN by GOODMAN,CHRIS",,,"SUB IN by GOODMAN,CHRIS",2
11:55,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
11:55,,,,,"SUB OUT by MAINER,ZACH",,,"SUB OUT by MAINER,ZACH",2
11:55,,,,,"SUB OUT by MCCUBBIN,NATHAN",,,"SUB OUT by MCCUBBIN,NATHAN",2
11:55,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
11:43,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
11:25,"GOOD JUMPER by KARSNER,JOSH(in the paint)",58 (+18),,40,,CENTRE_M 58-40 (+18),,"GOOD JUMPER by KARSNER,JOSH(in the paint)",2
11:03,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
10:38,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
10:20,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
10:19,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
10:19,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
10:08,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by HEATHSCOTT,NICK",,,"REBOUND DEF by HEATHSCOTT,NICK",2
09:54,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
09:41,,,,,"MISS JUMPER by HEATHSCOTT,NICK",,,"MISS JUMPER by HEATHSCOTT,NICK",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
09:28,"MISS JUMPER by LOPEZ,COLLIN",,,,,,,"MISS JUMPER by LOPEZ,COLLIN",2
09:28,,,,,"BLOCK  by MARTIN,AMMON",,,"BLOCK  by MARTIN,AMMON",2
--,,,,,"REBOUND DEF by MARTIN,AMMON",,,"REBOUND DEF by MARTIN,AMMON",2
09:23,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
09:22,,58 (+17),,41,"GOOD FT by MARTIN,AMMON",HC 58-41 (+17),,"GOOD FT by MARTIN,AMMON",2
09:22,,58 (+16),,42,"GOOD FT by MARTIN,AMMON",HC 58-42 (+16),,"GOOD FT by MARTIN,AMMON",2
09:22,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
09:22,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
09:03,"GOOD JUMPER by LOPEZ,COLLIN(in the paint)",60 (+18),,42,,CENTRE_M 60-42 (+18),,"GOOD JUMPER by LOPEZ,COLLIN(in the paint)",2
08:43,,,,,"MISS JUMPER by HEATHSCOTT,NICK",,,"MISS JUMPER by HEATHSCOTT,NICK",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
08:26,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",62 (+20),,42,,CENTRE_M 62-42 (+20),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
08:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:18,"SUB IN by MULLANEY,JEFF",,,,,,,"SUB IN by MULLANEY,JEFF",2
08:18,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
08:18,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
08:18,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
08:08,,62 (+18),,44,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",HC 62-44 (+18),,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",2
--,,,,,"ASSIST  by MARTIN,AMMON",,,"ASSIST  by MARTIN,AMMON",2
07:45,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",64 (+20),,44,,CENTRE_M 64-44 (+20),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
07:28,,64 (+18),,46,"GOOD JUMPER by PRIMM,COLTON(in the paint)",HC 64-46 (+18),,"GOOD JUMPER by PRIMM,COLTON(in the paint)",2
--,,,,,"ASSIST  by MARTIN,AMMON",,,"ASSIST  by MARTIN,AMMON",2
07:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:12,,,,,"SUB IN by MCCUBBIN,NATHAN",,,"SUB IN by MCCUBBIN,NATHAN",2
07:12,,,,,"SUB OUT by GOODMAN,CHRIS",,,"SUB OUT by GOODMAN,CHRIS",2
07:04,"MISS JUMPER by ROSS,GREG",,,,,,,"MISS JUMPER by ROSS,GREG",2
--,,,,,"REBOUND DEF by MARTIN,AMMON",,,"REBOUND DEF by MARTIN,AMMON",2
06:51,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
06:17,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND DEF by MCCUBBIN,NATHAN",,,"REBOUND DEF by MCCUBBIN,NATHAN",2
06:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:02,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
06:02,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
06:02,,,,,"SUB IN by GOODMAN,CHRIS",,,"SUB IN by GOODMAN,CHRIS",2
06:02,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
05:57,,,,,"MISS JUMPER by MARTIN,AMMON",,,"MISS JUMPER by MARTIN,AMMON",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
05:27,,,,,"FOUL  by MARTIN,AMMON",,,"FOUL  by MARTIN,AMMON",2
05:27,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:27,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
05:14,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by HEATHSCOTT,NICK",,,"REBOUND DEF by HEATHSCOTT,NICK",2
04:58,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by MULLANEY,JEFF",,,,,,,"REBOUND DEF by MULLANEY,JEFF",2
04:38,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",66 (+20),,46,,CENTRE_M 66-46 (+20),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,"ASSIST  by ROSS,GREG",,,,,,,"ASSIST  by ROSS,GREG",2
04:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:32,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
04:32,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
04:13,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
04:13,,66 (+18),,48,"GOOD LAYUP by MARTIN,AMMON(in the paint)",HC 66-48 (+18),,"GOOD LAYUP by MARTIN,AMMON(in the paint)",2
04:13,,66 (+17),,49,"GOOD FT by MARTIN,AMMON",HC 66-49 (+17),,"GOOD FT by MARTIN,AMMON",2
03:54,"GOOD JUMPER by ROSS,GREG(in the paint)",68 (+19),,49,,CENTRE_M 68-49 (+19),,"GOOD JUMPER by ROSS,GREG(in the paint)",2
03:43,,,,,"MISS 3PTR by MCCUBBIN,NATHAN",,,"MISS 3PTR by MCCUBBIN,NATHAN",2
--,,,,,"REBOUND OFF by HEATHSCOTT,NICK",,,"REBOUND OFF by HEATHSCOTT,NICK",2
03:36,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
03:36,,,,,"MISS FT by HEATHSCOTT,NICK",,,"MISS FT by HEATHSCOTT,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:36,,68 (+18),,50,"GOOD FT by HEATHSCOTT,NICK",HC 68-50 (+18),,"GOOD FT by HEATHSCOTT,NICK",2
03:28,,,,,"FOUL  by MCCUBBIN,NATHAN",,,"FOUL  by MCCUBBIN,NATHAN",2
03:28,"GOOD FT by LOPEZ,COLLIN",69 (+19),,50,,CENTRE_M 69-50 (+19),,"GOOD FT by LOPEZ,COLLIN",2
03:28,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MARTIN,AMMON",,,"REBOUND DEF by MARTIN,AMMON",2
03:28,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
03:28,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
03:20,,69 (+17),,52,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",HC 69-52 (+17),,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",2
--,,,,,"ASSIST  by MCCUBBIN,NATHAN",,,"ASSIST  by MCCUBBIN,NATHAN",2
03:20,"FOUL  by ROSS,GREG",,,,,,,"FOUL  by ROSS,GREG",2
03:20,,69 (+16),,53,"GOOD FT by HEATHSCOTT,NICK",HC 69-53 (+16),,"GOOD FT by HEATHSCOTT,NICK",2
03:20,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
03:20,"SUB OUT by MULLANEY,JEFF",,,,,,,"SUB OUT by MULLANEY,JEFF",2
03:20,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
03:15,"TURNOVER  by ELLIS,BRYON",,,,,,,"TURNOVER  by ELLIS,BRYON",2
03:14,,,,,"STEAL  by MCCUBBIN,NATHAN",,,"STEAL  by MCCUBBIN,NATHAN",2
03:12,,,,,"MISS LAYUP by RILEY,JAREN",,,"MISS LAYUP by RILEY,JAREN",2
--,,,,,"REBOUND OFF by MCCUBBIN,NATHAN",,,"REBOUND OFF by MCCUBBIN,NATHAN",2
03:12,,69 (+14),,55,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",HC 69-55 (+14),,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",2
--,,,,,"ASSIST  by MCCUBBIN,NATHAN",,,"ASSIST  by MCCUBBIN,NATHAN",2
02:55,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
02:55,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:55,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:44,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
02:44,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
02:31,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
02:31,"GOOD FT by LOPEZ,COLLIN",70 (+15),,55,,CENTRE_M 70-55 (+15),,"GOOD FT by LOPEZ,COLLIN",2
02:31,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MAINER,ZACH",,,"REBOUND DEF by MAINER,ZACH",2
02:31,,,,,"SUB IN by MAINER,ZACH",,,"SUB IN by MAINER,ZACH",2
02:31,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
02:19,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
02:19,,70 (+14),,56,"GOOD FT by GOODMAN,CHRIS",HC 70-56 (+14),,"GOOD FT by GOODMAN,CHRIS",2
02:19,,70 (+13),,57,"GOOD FT by GOODMAN,CHRIS",HC 70-57 (+13),,"GOOD FT by GOODMAN,CHRIS",2
02:19,,70 (+12),,58,"GOOD FT by GOODMAN,CHRIS",HC 70-58 (+12),,"GOOD FT by GOODMAN,CHRIS",2
02:19,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
02:19,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
02:19,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
02:19,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
02:04,,,,,"FOUL  by MCCUBBIN,NATHAN",,,"FOUL  by MCCUBBIN,NATHAN",2
02:04,"GOOD FT by GRIGGS,MATT",71 (+13),,58,,CENTRE_M 71-58 (+13),,"GOOD FT by GRIGGS,MATT",2
02:04,"GOOD FT by GRIGGS,MATT",72 (+14),,58,,CENTRE_M 72-58 (+14),,"GOOD FT by GRIGGS,MATT",2
01:47,,72 (+12),,60,"GOOD JUMPER by GOODMAN,CHRIS",HC 72-60 (+12),,"GOOD JUMPER by GOODMAN,CHRIS",2
--,,,,,"ASSIST  by MCCUBBIN,NATHAN",,,"ASSIST  by MCCUBBIN,NATHAN",2
01:40,,,,,"FOUL  by MCCUBBIN,NATHAN",,,"FOUL  by MCCUBBIN,NATHAN",2
01:40,"GOOD FT by GRIGGS,MATT",73 (+13),,60,,CENTRE_M 73-60 (+13),,"GOOD FT by GRIGGS,MATT",2
01:40,"GOOD FT by GRIGGS,MATT",74 (+14),,60,,CENTRE_M 74-60 (+14),,"GOOD FT by GRIGGS,MATT",2
01:34,,74 (+12),,62,"GOOD JUMPER by RILEY,JAREN",HC 74-62 (+12),,"GOOD JUMPER by RILEY,JAREN",2
--,,,,,"ASSIST  by MAINER,ZACH",,,"ASSIST  by MAINER,ZACH",2
01:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:20,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
01:20,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
01:16,,,,,"FOUL  by MARTIN,AMMON",,,"FOUL  by MARTIN,AMMON",2
01:16,"GOOD FT by MULLANEY,JEFF",75 (+13),,62,,CENTRE_M 75-62 (+13),,"GOOD FT by MULLANEY,JEFF",2
01:16,"GOOD FT by MULLANEY,JEFF",76 (+14),,62,,CENTRE_M 76-62 (+14),,"GOOD FT by MULLANEY,JEFF",2
01:16,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
01:16,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
01:10,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
01:04,,,,,"FOUL  by GOODMAN,CHRIS",,,"FOUL  by GOODMAN,CHRIS",2
01:04,"GOOD FT by LOPEZ,COLLIN",77 (+15),,62,,CENTRE_M 77-62 (+15),,"GOOD FT by LOPEZ,COLLIN",2
01:04,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by MAINER,ZACH",,,"REBOUND DEF by MAINER,ZACH",2
00:58,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by ROSS,GREG",,,,,,,"REBOUND DEF by ROSS,GREG",2
00:50,"TURNOVER  by ROSS,GREG",,,,,,,"TURNOVER  by ROSS,GREG",2
00:50,,,,,"STEAL  by MCCUBBIN,NATHAN",,,"STEAL  by MCCUBBIN,NATHAN",2
00:46,,77 (+12),,65,"GOOD 3PTR by MAINER,ZACH",HC 77-65 (+12),,"GOOD 3PTR by MAINER,ZACH",2
--,,,,,"ASSIST  by RILEY,JAREN",,,"ASSIST  by RILEY,JAREN",2
00:13,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND OFF by LOPEZ,COLLIN",,,,,,,"REBOUND OFF by LOPEZ,COLLIN",2
--,"REBOUND OFF by LOPEZ,COLLIN",,,,,,,"REBOUND OFF by LOPEZ,COLLIN",2
00:08,"MISS LAYUP by LOPEZ,COLLIN",,,,,,,"MISS LAYUP by LOPEZ,COLLIN",2
