Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",1
12:50,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",1
--,,,,,"REBOUND OFF by MELLOAN,JAMES",,,"REBOUND OFF by MELLOAN,JAMES",1
12:44,,5,,19 (+14),"GOOD LAYUP by MELLOAN,JAMES(in the paint)",CENTRE_M 5-19 (+14),,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",1
12:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
12:40,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",1
12:40,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",1
12:40,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",1
12:40,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
12:17,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",7,,19 (+12),,OUM 7-19 (+12),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",1
12:07,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",1
12:05,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",1
12:02,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",1
--,"REBOUND OFF by JOVAAG,BRANDEN",,,,,,,"REBOUND OFF by JOVAAG,BRANDEN",1
11:54,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
11:54,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
11:54,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
11:54,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",1
11:41,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",1
11:22,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
10:58,,7,,22 (+15),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 7-22 (+15),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
10:32,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",9,,22 (+13),,OUM 9-22 (+13),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",1
10:03,,9,,24 (+15),"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 9-24 (+15),,"GOOD JUMPER by MULLANEY,JEFF",1
09:47,"GOOD JUMPER by MOLINET,CHRISTIAN",11,,24 (+13),,OUM 11-24 (+13),,"GOOD JUMPER by MOLINET,CHRISTIAN",1
09:22,,,,,"MISS JUMPER by GRIGGS,MATT",,,"MISS JUMPER by GRIGGS,MATT",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
09:05,"MISS LAYUP by PURDY,SAM",,,,,,,"MISS LAYUP by PURDY,SAM",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
09:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
09:03,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
09:03,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",1
09:03,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",1
09:03,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",1
08:51,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:14,"MISS 3PTR by MOLINET,CHRISTIAN",,,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",1
--,"REBOUND OFF by PITTS,ALEC",,,,,,,"REBOUND OFF by PITTS,ALEC",1
07:54,"GOOD 3PTR by JOVAAG,BRANDEN",14,,24 (+10),,OUM 14-24 (+10),,"GOOD 3PTR by JOVAAG,BRANDEN",1
--,"ASSIST  by PURDY,SAM",,,,,,,"ASSIST  by PURDY,SAM",1
07:35,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",1
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",1
07:25,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",1
07:12,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",1
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",1
07:03,"GOOD 3PTR by JOVAAG,BRANDEN",17,,24 (+7),,OUM 17-24 (+7),,"GOOD 3PTR by JOVAAG,BRANDEN",1
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",1
06:57,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
06:57,"SUB IN by CERONE,TYLER",,,,,,,"SUB IN by CERONE,TYLER",1
06:57,"SUB OUT by STEIOFF,ANDREW",,,,,,,"SUB OUT by STEIOFF,ANDREW",1
06:57,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",1
06:57,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",1
06:57,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",1
06:57,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
06:57,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
06:45,,17,,27 (+10),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 17-27 (+10),,"GOOD 3PTR by ELLIS,BRYON",1
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",1
06:12,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",1
--,"REBOUND OFF by CERONE,TYLER",,,,,,,"REBOUND OFF by CERONE,TYLER",1
05:57,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",1
05:57,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",1
05:57,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",1
05:57,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
05:37,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
05:19,"TURNOVER  by CERONE,TYLER",,,,,,,"TURNOVER  by CERONE,TYLER",1
05:19,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",1
05:19,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",1
05:05,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",1
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",1
04:48,"TURNOVER  by JOVAAG,BRANDEN",,,,,,,"TURNOVER  by JOVAAG,BRANDEN",1
04:48,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
04:48,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",1
04:48,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",1
04:48,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",1
04:16,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",1
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",1
04:11,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
04:11,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",1
04:11,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",1
04:01,,,,,"FOUL  by MELLOAN,JAMES",,,"FOUL  by MELLOAN,JAMES",1
04:01,"MISS FT by JOVAAG,BRANDEN",,,,,,,"MISS FT by JOVAAG,BRANDEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:01,"GOOD FT by JOVAAG,BRANDEN",18,,27 (+9),,OUM 18-27 (+9),,"GOOD FT by JOVAAG,BRANDEN",1
04:01,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
04:01,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",1
04:01,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
04:01,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
03:50,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",1
--,,,,,"REBOUND OFF by TAYLOR,CHRIS",,,"REBOUND OFF by TAYLOR,CHRIS",1
03:43,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",1
03:32,"GOOD LAYUP by DAVIS,ALEX(in the paint)",20,,27 (+7),,OUM 20-27 (+7),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
--,"ASSIST  by PITTS,ALEC",,,,,,,"ASSIST  by PITTS,ALEC",1
02:57,,20,,30 (+10),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 20-30 (+10),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",1
02:25,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
02:07,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
01:49,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
01:37,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",1
01:35,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",1
01:32,"MISS 3PTR by CERONE,TYLER",,,,,,,"MISS 3PTR by CERONE,TYLER",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
01:07,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
00:56,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",1
00:56,"GOOD FT by STEIOFF,ANDREW",21,,30 (+9),,OUM 21-30 (+9),,"GOOD FT by STEIOFF,ANDREW",1
00:56,"MISS FT by STEIOFF,ANDREW",,,,,,,"MISS FT by STEIOFF,ANDREW",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
00:56,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",1
00:56,"SUB OUT by CERONE,TYLER",,,,,,,"SUB OUT by CERONE,TYLER",1
00:56,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
00:56,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",1
00:56,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
00:56,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",1
00:42,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",1
00:06,"GOOD LAYUP by PITTS,ALEC(in the paint)",23,,30 (+7),,OUM 23-30 (+7),,"GOOD LAYUP by PITTS,ALEC(in the paint)",1
19:39,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
19:17,"GOOD 3PTR by PURDY,SAM",26,,30 (+4),,OUM 26-30 (+4),,"GOOD 3PTR by PURDY,SAM",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
18:44,,26,,32 (+6),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 26-32 (+6),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
18:14,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",28,,32 (+4),,OUM 28-32 (+4),,"GOOD LAYUP by STEIOFF,ANDREW(in the paint)",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
17:42,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",2
17:10,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
17:07,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
17:07,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
17:07,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
16:38,,,,,"MISS LAYUP by GRIGGS,MATT",,,"MISS LAYUP by GRIGGS,MATT",2
--,"REBOUND DEF by PITTS,ALEC",,,,,,,"REBOUND DEF by PITTS,ALEC",2
16:20,"GOOD JUMPER by STEIOFF,ANDREW",30,,32 (+2),,OUM 30-32 (+2),,"GOOD JUMPER by STEIOFF,ANDREW",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
16:09,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",2
16:07,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
16:05,"GOOD LAYUP by PITTS,ALEC(in the paint)",32,,32,,OUM 32-32 (0),,"GOOD LAYUP by PITTS,ALEC(in the paint)",2
16:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:51,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
15:28,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",2
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",2
15:18,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",2
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",2
15:17,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
15:17,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
15:17,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:00,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
14:44,"FOUL  by STEIOFF,ANDREW",,,,,,,"FOUL  by STEIOFF,ANDREW",2
14:44,,32,,33 (+1),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 32-33 (+1),,"GOOD FT by LOPEZ,COLLIN",2
14:44,,32,,34 (+2),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 32-34 (+2),,"GOOD FT by LOPEZ,COLLIN",2
14:44,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
14:44,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
14:44,"SUB IN by SATCHELL,MACKEILE",,,,,,,"SUB IN by SATCHELL,MACKEILE",2
14:44,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",2
14:44,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
14:44,"SUB OUT by STEIOFF,ANDREW",,,,,,,"SUB OUT by STEIOFF,ANDREW",2
14:34,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
14:32,,,,,"STEAL  by MULLANEY,JEFF",,,"STEAL  by MULLANEY,JEFF",2
14:18,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",2
13:58,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
13:36,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",2
13:23,"GOOD 3PTR by JOVAAG,BRANDEN",35 (+1),,34,,OUM 35-34 (-1),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,"ASSIST  by PURDY,SAM",,,,,,,"ASSIST  by PURDY,SAM",2
12:57,,35,,36 (+1),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 35-36 (+1),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
12:40,"GOOD JUMPER by MOLINET,CHRISTIAN",37 (+1),,36,,OUM 37-36 (-1),,"GOOD JUMPER by MOLINET,CHRISTIAN",2
12:05,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:59,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
11:59,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",2
11:59,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
11:59,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
11:59,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
11:59,"SUB OUT by SATCHELL,MACKEILE",,,,,,,"SUB OUT by SATCHELL,MACKEILE",2
11:59,,,,,"SUB IN by JACKSON,CASEY",,,"SUB IN by JACKSON,CASEY",2
11:59,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
11:59,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
11:59,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
11:59,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
11:59,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
11:59,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
11:59,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
