Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
14:08,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",1
14:08,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",1
14:08,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",1
14:08,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",1
14:08,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",1
14:08,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",1
14:08,"SUB OUT by TATES,JOSHUA",,,,,,,"SUB OUT by TATES,JOSHUA",1
14:08,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",1
14:08,"SUB OUT by BROOKS,KENNETH",,,,,,,"SUB OUT by BROOKS,KENNETH",1
14:08,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
14:08,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
14:08,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
14:08,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
14:06,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",1
13:37,,,,,"MISS LAYUP by KARSNER,JOSH",,,"MISS LAYUP by KARSNER,JOSH",1
--,"REBOUND DEF by CANTU,MICHAEL",,,,,,,"REBOUND DEF by CANTU,MICHAEL",1
13:24,"TURNOVER  by KURTZ,TRAVIS",,,,,,,"TURNOVER  by KURTZ,TRAVIS",1
13:21,,,,,"SUB IN by JACKSON,CASEY",,,"SUB IN by JACKSON,CASEY",1
13:21,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",1
13:03,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",1
--,"REBOUND DEF by SPEARMAN,DEMETRICE",,,,,,,"REBOUND DEF by SPEARMAN,DEMETRICE",1
12:42,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",1
--,"REBOUND OFF by CANTU,MICHAEL",,,,,,,"REBOUND OFF by CANTU,MICHAEL",1
12:39,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
12:39,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
12:37,"MISS JUMPER by KURTZ,TRAVIS",,,,,,,"MISS JUMPER by KURTZ,TRAVIS",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
12:18,,4,,11 (+7),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 4-11 (+7),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by JACKSON,CASEY",,,"ASSIST  by JACKSON,CASEY",1
11:51,"GOOD JUMPER by CANTU,MICHAEL",6,,11 (+5),,SUM 6-11 (+5),,"GOOD JUMPER by CANTU,MICHAEL",1
11:29,"FOUL  by KURTZ,TRAVIS",,,,,,,"FOUL  by KURTZ,TRAVIS",1
11:29,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",1
11:29,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",1
11:17,"FOUL  by DAVENPORT,JAMES",,,,,,,"FOUL  by DAVENPORT,JAMES",1
11:17,,6,,12 (+6),"GOOD FT by KARSNER,JOSH",CENTRE_M 6-12 (+6),,"GOOD FT by KARSNER,JOSH",1
11:17,,6,,13 (+7),"GOOD FT by KARSNER,JOSH",CENTRE_M 6-13 (+7),,"GOOD FT by KARSNER,JOSH",1
10:55,"GOOD LAYUP by KURTZ,TRAVIS(in the paint)",8,,13 (+5),,SUM 8-13 (+5),,"GOOD LAYUP by KURTZ,TRAVIS(in the paint)",1
10:41,,,,,"MISS 3PTR by JACKSON,CASEY",,,"MISS 3PTR by JACKSON,CASEY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
10:39,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",1
10:39,,,,,"SUB OUT by JACKSON,CASEY",,,"SUB OUT by JACKSON,CASEY",1
10:18,,8,,16 (+8),"GOOD 3PTR by MULLANEY,JEFF",CENTRE_M 8-16 (+8),,"GOOD 3PTR by MULLANEY,JEFF",1
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",1
09:56,"GOOD JUMPER by CANTU,MICHAEL",10,,16 (+6),,SUM 10-16 (+6),,"GOOD JUMPER by CANTU,MICHAEL",1
09:36,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",1
09:36,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:36,,10,,17 (+7),"GOOD FT by KARSNER,JOSH",CENTRE_M 10-17 (+7),,"GOOD FT by KARSNER,JOSH",1
09:36,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",1
09:36,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",1
09:36,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",1
09:36,"SUB IN by BROOKS,KENNETH",,,,,,,"SUB IN by BROOKS,KENNETH",1
09:36,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",1
09:36,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",1
09:36,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",1
09:36,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",1
09:36,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",1
09:36,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",1
09:36,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",1
09:36,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",1
09:36,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",1
09:36,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
09:15,"TURNOVER  by ATIEE,NICK",,,,,,,"TURNOVER  by ATIEE,NICK",1
08:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
08:54,,10,,19 (+9),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 10-19 (+9),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",1
--,,,,,"ASSIST  by ROSS,GREG",,,"ASSIST  by ROSS,GREG",1
08:54,"FOUL  by BROOKS,KENNETH",,,,,,,"FOUL  by BROOKS,KENNETH",1
08:54,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",1
--,"REBOUND DEF by ATIEE,NICK",,,,,,,"REBOUND DEF by ATIEE,NICK",1
08:36,"MISS LAYUP by MYERS,SEAN",,,,,,,"MISS LAYUP by MYERS,SEAN",1
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",1
08:26,,,,,"MISS LAYUP by ROSS,GREG",,,"MISS LAYUP by ROSS,GREG",1
--,"REBOUND DEF by MYERS,SEAN",,,,,,,"REBOUND DEF by MYERS,SEAN",1
08:18,"MISS 3PTR by MATAYA,DANIEL",,,,,,,"MISS 3PTR by MATAYA,DANIEL",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
08:06,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",1
08:06,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",1
08:06,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",1
08:06,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",1
07:53,"MISS 3PTR by BROOKS,KENNETH",,,,,,,"MISS 3PTR by BROOKS,KENNETH",1
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",1
07:44,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by MYERS,SEAN",,,,,,,"REBOUND DEF by MYERS,SEAN",1
07:34,"MISS LAYUP by ATIEE,NICK",,,,,,,"MISS LAYUP by ATIEE,NICK",1
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",1
07:28,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",1
07:25,"STEAL  by BROOKS,KENNETH",,,,,,,"STEAL  by BROOKS,KENNETH",1
07:08,"GOOD 3PTR by JOHNSON,ADRIAN",13,,19 (+6),,SUM 13-19 (+6),,"GOOD 3PTR by JOHNSON,ADRIAN",1
--,"ASSIST  by ATIEE,NICK",,,,,,,"ASSIST  by ATIEE,NICK",1
06:52,,13,,22 (+9),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 13-22 (+9),,"GOOD 3PTR by LOPEZ,COLLIN",1
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",1
06:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
06:46,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
06:46,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",1
06:46,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",1
06:46,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
06:29,"GOOD JUMPER by MYERS,SEAN",15,,22 (+7),,SUM 15-22 (+7),,"GOOD JUMPER by MYERS,SEAN",1
--,"ASSIST  by ATIEE,NICK",,,,,,,"ASSIST  by ATIEE,NICK",1
06:09,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by MATAYA,DANIEL",,,,,,,"REBOUND DEF by MATAYA,DANIEL",1
05:57,"MISS JUMPER by BROOKS,KENNETH",,,,,,,"MISS JUMPER by BROOKS,KENNETH",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
05:43,,15,,24 (+9),"GOOD LAYUP by MELLOAN,JAMES(in the paint)",CENTRE_M 15-24 (+9),,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
05:24,"GOOD 3PTR by MATAYA,DANIEL",18,,24 (+6),,SUM 18-24 (+6),,"GOOD 3PTR by MATAYA,DANIEL",1
--,"ASSIST  by JOHNSON,ADRIAN",,,,,,,"ASSIST  by JOHNSON,ADRIAN",1
05:13,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",1
05:13,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",1
05:13,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",1
05:13,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",1
05:13,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",1
05:13,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",1
05:13,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",1
05:13,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",1
05:13,"SUB OUT by BROOKS,KENNETH",,,,,,,"SUB OUT by BROOKS,KENNETH",1
05:13,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",1
05:13,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",1
05:13,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",1
05:13,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",1
05:13,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",1
05:01,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",1
04:46,"MISS 3PTR by HURLEY,LOGAN",,,,,,,"MISS 3PTR by HURLEY,LOGAN",1
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",1
04:32,,18,,26 (+8),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 18-26 (+8),,"GOOD LAYUP by ROSS,GREG(in the paint)",1
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",1
04:16,"GOOD JUMPER by CANTU,MICHAEL",20,,26 (+6),,SUM 20-26 (+6),,"GOOD JUMPER by CANTU,MICHAEL",1
03:48,,,,,"MISS JUMPER by LOPEZ,COLLIN",,,"MISS JUMPER by LOPEZ,COLLIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:26,"GOOD JUMPER by SPEARMAN,DEMETRICE",22,,26 (+4),,SUM 22-26 (+4),,"GOOD JUMPER by SPEARMAN,DEMETRICE",1
02:55,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",1
--,"REBOUND DEF by HURLEY,LOGAN",,,,,,,"REBOUND DEF by HURLEY,LOGAN",1
02:31,"GOOD 3PTR by SPEARMAN,DEMETRICE",25,,26 (+1),,SUM 25-26 (+1),,"GOOD 3PTR by SPEARMAN,DEMETRICE",1
02:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:05,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",1
01:48,"MISS JUMPER by KURTZ,TRAVIS",,,,,,,"MISS JUMPER by KURTZ,TRAVIS",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
01:38,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by CANTU,MICHAEL",,,,,,,"REBOUND DEF by CANTU,MICHAEL",1
01:13,"MISS JUMPER by DAVENPORT,JAMES",,,,,,,"MISS JUMPER by DAVENPORT,JAMES",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
00:40,,25,,28 (+3),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 25-28 (+3),,"GOOD LAYUP by ROSS,GREG(in the paint)",1
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1
00:18,"MISS LAYUP by SPEARMAN,DEMETRICE",,,,,,,"MISS LAYUP by SPEARMAN,DEMETRICE",1
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1
00:11,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",1
00:08,"STEAL  by KURTZ,TRAVIS",,,,,,,"STEAL  by KURTZ,TRAVIS",1
00:05,"MISS 3PTR by KURTZ,TRAVIS",,,,,,,"MISS 3PTR by KURTZ,TRAVIS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:52,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
19:48,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
19:48,,25,,29 (+4),"GOOD FT by KARSNER,JOSH",CENTRE_M 25-29 (+4),,"GOOD FT by KARSNER,JOSH",2
19:48,,25,,30 (+5),"GOOD FT by KARSNER,JOSH",CENTRE_M 25-30 (+5),,"GOOD FT by KARSNER,JOSH",2
19:37,"MISS 3PTR by HURLEY,LOGAN",,,,,,,"MISS 3PTR by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
19:28,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",2
19:28,"STEAL  by CANTU,MICHAEL",,,,,,,"STEAL  by CANTU,MICHAEL",2
19:28,"MISS 3PTR by HURLEY,LOGAN",,,,,,,"MISS 3PTR by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
19:28,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by DAVENPORT,JAMES",,,,,,,"REBOUND DEF by DAVENPORT,JAMES",2
19:28,"MISS JUMPER by SPEARMAN,DEMETRICE",,,,,,,"MISS JUMPER by SPEARMAN,DEMETRICE",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
19:03,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
18:51,"FOUL  by HURLEY,LOGAN",,,,,,,"FOUL  by HURLEY,LOGAN",2
18:26,,25,,32 (+7),"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 25-32 (+7),,"GOOD JUMPER by MULLANEY,JEFF",2
18:07,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",27,,32 (+5),,SUM 27-32 (+5),,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",2
17:39,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
17:37,"STEAL  by HURLEY,LOGAN",,,,,,,"STEAL  by HURLEY,LOGAN",2
17:34,"GOOD JUMPER by HURLEY,LOGAN",29,,32 (+3),,SUM 29-32 (+3),,"GOOD JUMPER by HURLEY,LOGAN",2
17:19,"FOUL  by KURTZ,TRAVIS",,,,,,,"FOUL  by KURTZ,TRAVIS",2
17:12,,29,,33 (+4),"GOOD FT by ROSS,GREG",CENTRE_M 29-33 (+4),,"GOOD FT by ROSS,GREG",2
17:12,,29,,34 (+5),"GOOD FT by ROSS,GREG",CENTRE_M 29-34 (+5),,"GOOD FT by ROSS,GREG",2
17:12,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",2
17:12,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
17:12,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
17:12,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",2
17:12,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
17:12,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
17:12,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
17:12,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",2
17:12,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
17:12,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
17:12,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
17:12,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
17:12,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
17:12,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
17:12,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
17:12,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
16:55,"GOOD 3PTR by ATIEE,NICK",32,,34 (+2),,SUM 32-34 (+2),,"GOOD 3PTR by ATIEE,NICK",2
--,"ASSIST  by KOCHER,CHASE",,,,,,,"ASSIST  by KOCHER,CHASE",2
