Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:57,,32,,36 (+4),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 32-36 (+4),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
15:38,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
15:36,"GOOD JUMPER by ATIEE,NICK",34,,36 (+2),,SUM 34-36 (+2),,"GOOD JUMPER by ATIEE,NICK",2
--,"ASSIST  by MATAYA,DANIEL",,,,,,,"ASSIST  by MATAYA,DANIEL",2
15:14,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:07,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
14:58,"MISS 3PTR by MATAYA,DANIEL",,,,,,,"MISS 3PTR by MATAYA,DANIEL",2
--,"REBOUND OFF by MYERS,SEAN",,,,,,,"REBOUND OFF by MYERS,SEAN",2
14:52,"TURNOVER  by MYERS,SEAN",,,,,,,"TURNOVER  by MYERS,SEAN",2
14:50,,,,,"STEAL  by MULLANEY,JEFF",,,"STEAL  by MULLANEY,JEFF",2
14:47,,34,,38 (+4),"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",CENTRE_M 34-38 (+4),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
14:35,,,,,"FOUL  by MELLOAN,JAMES",,,"FOUL  by MELLOAN,JAMES",2
14:35,"GOOD FT by JOHNSON,ADRIAN",35,,38 (+3),,SUM 35-38 (+3),,"GOOD FT by JOHNSON,ADRIAN",2
14:35,"GOOD FT by JOHNSON,ADRIAN",36,,38 (+2),,SUM 36-38 (+2),,"GOOD FT by JOHNSON,ADRIAN",2
14:35,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
14:35,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
14:35,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
14:35,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
14:20,,36,,40 (+4),"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 36-40 (+4),,"GOOD JUMPER by MULLANEY,JEFF",2
14:01,"TURNOVER  by JOHNSON,ADRIAN",,,,,,,"TURNOVER  by JOHNSON,ADRIAN",2
14:00,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
14:00,"FOUL  by KOCHER,CHASE",,,,,,,"FOUL  by KOCHER,CHASE",2
14:00,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
14:00,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",2
14:00,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",2
14:00,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
14:00,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",2
14:00,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",2
14:00,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
14:00,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",2
14:00,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",2
14:00,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",2
14:00,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
14:00,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
13:44,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by KURTZ,TRAVIS",,,,,,,"REBOUND DEF by KURTZ,TRAVIS",2
13:39,"TURNOVER  by KURTZ,TRAVIS",,,,,,,"TURNOVER  by KURTZ,TRAVIS",2
13:28,,36,,43 (+7),"GOOD 3PTR by MULLANEY,JEFF",CENTRE_M 36-43 (+7),,"GOOD 3PTR by MULLANEY,JEFF",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
13:08,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
13:08,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",2
12:49,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
12:19,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by KURTZ,TRAVIS",,,,,,,"REBOUND DEF by KURTZ,TRAVIS",2
12:07,"MISS LAYUP by HURLEY,LOGAN",,,,,,,"MISS LAYUP by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
12:02,,,,,"TURNOVER  by TAYLOR,CHRIS",,,"TURNOVER  by TAYLOR,CHRIS",2
12:02,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
12:02,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
12:02,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
12:02,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
12:02,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
12:02,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
11:59,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
11:59,,,,,"MISS FT by ROSS,GREG",,,"MISS FT by ROSS,GREG",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:59,,36,,44 (+8),"GOOD FT by ROSS,GREG",CENTRE_M 36-44 (+8),,"GOOD FT by ROSS,GREG",2
11:50,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
11:50,"GOOD FT by HURLEY,LOGAN",37,,44 (+7),,SUM 37-44 (+7),,"GOOD FT by HURLEY,LOGAN",2
11:50,"MISS FT by HURLEY,LOGAN",,,,,,,"MISS FT by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
11:27,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
11:21,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
11:19,"STEAL  by CANTU,MICHAEL",,,,,,,"STEAL  by CANTU,MICHAEL",2
11:11,"TURNOVER  by DAVENPORT,JAMES",,,,,,,"TURNOVER  by DAVENPORT,JAMES",2
11:09,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
11:05,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
10:48,"FOUL  by KURTZ,TRAVIS",,,,,,,"FOUL  by KURTZ,TRAVIS",2
10:47,,37,,45 (+8),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 37-45 (+8),,"GOOD FT by WHITESIDE,DONOVAN",2
10:47,,37,,46 (+9),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 37-46 (+9),,"GOOD FT by WHITESIDE,DONOVAN",2
10:47,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
10:47,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
10:47,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
10:47,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",2
10:47,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",2
10:47,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
10:47,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
10:47,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",2
10:47,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
10:47,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
10:47,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
10:47,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
10:29,"GOOD LAYUP by KOCHER,CHASE(in the paint)",39,,46 (+7),,SUM 39-46 (+7),,"GOOD LAYUP by KOCHER,CHASE(in the paint)",2
--,"ASSIST  by ATIEE,NICK",,,,,,,"ASSIST  by ATIEE,NICK",2
10:05,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
10:05,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
09:48,"MISS 3PTR by JOHNSON,ADRIAN",,,,,,,"MISS 3PTR by JOHNSON,ADRIAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
09:22,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
09:21,"STEAL  by KOCHER,CHASE",,,,,,,"STEAL  by KOCHER,CHASE",2
09:11,"MISS 3PTR by KOCHER,CHASE",,,,,,,"MISS 3PTR by KOCHER,CHASE",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
08:51,"FOUL  by MYERS,SEAN",,,,,,,"FOUL  by MYERS,SEAN",2
08:51,,,,,"MISS FT by LOPEZ,COLLIN",,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:51,,39,,47 (+8),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 39-47 (+8),,"GOOD FT by LOPEZ,COLLIN",2
08:51,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
08:51,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",2
08:51,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",2
08:51,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",2
08:51,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
08:51,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
08:51,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",2
08:51,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",2
08:51,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",2
08:51,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",2
08:51,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",2
08:51,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
08:51,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
08:49,"GOOD 3PTR by SPEARMAN,DEMETRICE",42,,47 (+5),,SUM 42-47 (+5),,"GOOD 3PTR by SPEARMAN,DEMETRICE",2
--,"ASSIST  by DAVENPORT,JAMES",,,,,,,"ASSIST  by DAVENPORT,JAMES",2
08:23,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",,,"REBOUND OFF by WHITESIDE,DONOVAN",2
08:03,,,,,"TURNOVER  by MELLOAN,JAMES",,,"TURNOVER  by MELLOAN,JAMES",2
08:01,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
08:01,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
08:01,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
08:01,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
07:32,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
07:32,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",2
07:18,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
07:11,,42,,48 (+6),"GOOD FT by MULLANEY,JEFF",CENTRE_M 42-48 (+6),,"GOOD FT by MULLANEY,JEFF",2
07:11,,42,,49 (+7),"GOOD FT by MULLANEY,JEFF",CENTRE_M 42-49 (+7),,"GOOD FT by MULLANEY,JEFF",2
07:11,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
07:11,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
06:58,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
06:41,,42,,52 (+10),"GOOD 3PTR by MULLANEY,JEFF",CENTRE_M 42-52 (+10),,"GOOD 3PTR by MULLANEY,JEFF",2
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",2
06:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:17,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
06:07,"MISS 3PTR by KURTZ,TRAVIS",,,,,,,"MISS 3PTR by KURTZ,TRAVIS",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
05:52,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by HURLEY,LOGAN",,,,,,,"REBOUND DEF by HURLEY,LOGAN",2
05:36,,,,,"FOUL  by ROSS,GREG",,,"FOUL  by ROSS,GREG",2
05:36,"MISS FT by DAVENPORT,JAMES",,,,,,,"MISS FT by DAVENPORT,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:36,"MISS FT by DAVENPORT,JAMES",,,,,,,"MISS FT by DAVENPORT,JAMES",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
05:36,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",2
05:36,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
05:36,"SUB IN by BROOKS,KENNETH",,,,,,,"SUB IN by BROOKS,KENNETH",2
05:36,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
05:36,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
05:36,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",2
05:36,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",2
05:36,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
05:30,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",2
05:30,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
05:07,,42,,54 (+12),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 42-54 (+12),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
05:07,"FOUL  by BROOKS,KENNETH",,,,,,,"FOUL  by BROOKS,KENNETH",2
05:07,,,,,"MISS FT by LOPEZ,COLLIN",,,"MISS FT by LOPEZ,COLLIN",2
--,"REBOUND DEF by KOCHER,CHASE",,,,,,,"REBOUND DEF by KOCHER,CHASE",2
04:44,"GOOD LAYUP by MATAYA,DANIEL(in the paint)",44,,54 (+10),,SUM 44-54 (+10),,"GOOD LAYUP by MATAYA,DANIEL(in the paint)",2
04:44,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
04:44,"MISS FT by MATAYA,DANIEL",,,,,,,"MISS FT by MATAYA,DANIEL",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
04:39,"FOUL  by ATIEE,NICK",,,,,,,"FOUL  by ATIEE,NICK",2
04:39,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:39,,44,,55 (+11),"GOOD FT by KARSNER,JOSH",CENTRE_M 44-55 (+11),,"GOOD FT by KARSNER,JOSH",2
04:39,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
04:39,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
04:29,"GOOD LAYUP by MYERS,SEAN(in the paint)",46,,55 (+9),,SUM 46-55 (+9),,"GOOD LAYUP by MYERS,SEAN(in the paint)",2
--,"ASSIST  by ATIEE,NICK",,,,,,,"ASSIST  by ATIEE,NICK",2
04:29,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
04:29,"MISS FT by MYERS,SEAN",,,,,,,"MISS FT by MYERS,SEAN",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
04:02,"FOUL  by MATAYA,DANIEL",,,,,,,"FOUL  by MATAYA,DANIEL",2
04:02,,46,,56 (+10),"GOOD FT by ROSS,GREG",CENTRE_M 46-56 (+10),,"GOOD FT by ROSS,GREG",2
04:02,,46,,57 (+11),"GOOD FT by ROSS,GREG",CENTRE_M 46-57 (+11),,"GOOD FT by ROSS,GREG",2
04:02,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
04:02,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
04:02,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
04:02,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",2
04:02,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",2
04:02,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",2
04:02,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
04:02,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",2
04:02,"SUB OUT by BROOKS,KENNETH",,,,,,,"SUB OUT by BROOKS,KENNETH",2
04:02,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",2
04:02,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
04:02,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
03:54,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
03:35,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",,,"REBOUND OFF by WHITESIDE,DONOVAN",2
03:31,,46,,59 (+13),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 46-59 (+13),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
03:29,"FOUL  by DAVENPORT,JAMES",,,,,,,"FOUL  by DAVENPORT,JAMES",2
03:29,,46,,60 (+14),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 46-60 (+14),,"GOOD FT by WHITESIDE,DONOVAN",2
03:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:29,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
03:29,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
03:23,"GOOD 3PTR by HURLEY,LOGAN",49,,60 (+11),,SUM 49-60 (+11),,"GOOD 3PTR by HURLEY,LOGAN",2
--,"ASSIST  by KURTZ,TRAVIS",,,,,,,"ASSIST  by KURTZ,TRAVIS",2
03:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:20,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",2
03:20,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",2
03:20,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
03:20,"SUB IN by BROOKS,KENNETH",,,,,,,"SUB IN by BROOKS,KENNETH",2
03:20,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
03:20,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",2
03:20,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
03:20,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
03:20,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",2
03:20,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
03:17,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by MYERS,SEAN",,,,,,,"REBOUND DEF by MYERS,SEAN",2
03:01,"MISS JUMPER by MYERS,SEAN",,,,,,,"MISS JUMPER by MYERS,SEAN",2
--,,,,,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",2
02:48,"FOUL  by ATIEE,NICK",,,,,,,"FOUL  by ATIEE,NICK",2
02:48,,49,,61 (+12),"GOOD FT by MULLANEY,JEFF",CENTRE_M 49-61 (+12),,"GOOD FT by MULLANEY,JEFF",2
02:48,,49,,62 (+13),"GOOD FT by MULLANEY,JEFF",CENTRE_M 49-62 (+13),,"GOOD FT by MULLANEY,JEFF",2
02:48,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",2
02:48,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
02:48,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",2
02:48,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
02:48,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
02:48,"SUB OUT by ATIEE,NICK",,,,,,,"SUB OUT by ATIEE,NICK",2
02:48,"SUB OUT by MYERS,SEAN",,,,,,,"SUB OUT by MYERS,SEAN",2
02:48,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
02:48,"SUB OUT by BROOKS,KENNETH",,,,,,,"SUB OUT by BROOKS,KENNETH",2
02:48,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",2
02:35,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:26,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
02:26,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
02:26,"SUB IN by MYERS,SEAN",,,,,,,"SUB IN by MYERS,SEAN",2
02:26,"SUB IN by BROOKS,KENNETH",,,,,,,"SUB IN by BROOKS,KENNETH",2
02:26,"SUB IN by ATIEE,NICK",,,,,,,"SUB IN by ATIEE,NICK",2
02:26,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
02:26,"SUB OUT by HURLEY,LOGAN",,,,,,,"SUB OUT by HURLEY,LOGAN",2
02:26,"SUB OUT by KURTZ,TRAVIS",,,,,,,"SUB OUT by KURTZ,TRAVIS",2
02:26,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
02:26,"SUB OUT by JOHNSON,ADRIAN",,,,,,,"SUB OUT by JOHNSON,ADRIAN",2
02:26,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
02:26,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
02:26,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
02:26,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
02:01,,49,,64 (+15),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 49-64 (+15),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
01:49,"SUB IN by DAVENPORT,JAMES",,,,,,,"SUB IN by DAVENPORT,JAMES",2
01:49,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
01:49,"SUB IN by KURTZ,TRAVIS",,,,,,,"SUB IN by KURTZ,TRAVIS",2
01:49,"SUB IN by JOHNSON,ADRIAN",,,,,,,"SUB IN by JOHNSON,ADRIAN",2
01:49,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
01:49,"SUB OUT by MATAYA,DANIEL",,,,,,,"SUB OUT by MATAYA,DANIEL",2
01:49,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
