Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:46,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
16:39,"SUB IN by DANIELS,JAMES",,,,,,,"SUB IN by DANIELS,JAMES",2
16:39,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",2
16:38,"GOOD LAYUP by SMITH,DAYNE(in the paint)",22,,43 (+21),,HCM 22-43 (+21),,"GOOD LAYUP by SMITH,DAYNE(in the paint)",2
--,"ASSIST  by HUDSON,EPHRIAM",,,,,,,"ASSIST  by HUDSON,EPHRIAM",2
16:31,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND OFF by MULLANEY,JEFF",,,"REBOUND OFF by MULLANEY,JEFF",2
16:24,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by CRAWFORD,JOSH",,,"REBOUND OFF by CRAWFORD,JOSH",2
16:04,,22,,45 (+23),"GOOD JUMPER by CRAWFORD,JOSH",CENTRE_M 22-45 (+23),,"GOOD JUMPER by CRAWFORD,JOSH",2
16:00,"MISS JUMPER by SMITH,DAYNE",,,,,,,"MISS JUMPER by SMITH,DAYNE",2
16:00,,,,,"BLOCK  by CRAWFORD,JOSH",,,"BLOCK  by CRAWFORD,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:48,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",2
15:48,"SUB OUT by TURNIPSEED,D'AWVALO",,,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",2
15:35,,22,,47 (+25),"GOOD JUMPER by ROSS,GREG",CENTRE_M 22-47 (+25),,"GOOD JUMPER by ROSS,GREG",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
15:26,"MISS 3PTR by VARNEY,JASON",,,,,,,"MISS 3PTR by VARNEY,JASON",2
--,,,,,"REBOUND DEF by CRAWFORD,JOSH",,,"REBOUND DEF by CRAWFORD,JOSH",2
15:00,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",2
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",2
14:32,"MISS JUMPER by SMITH,DAYNE",,,,,,,"MISS JUMPER by SMITH,DAYNE",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
14:22,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:17,"SUB IN by WILLIAMS,ADRIAN",,,,,,,"SUB IN by WILLIAMS,ADRIAN",2
14:17,"SUB IN by WILLIAMS,DESHAUN",,,,,,,"SUB IN by WILLIAMS,DESHAUN",2
14:17,"SUB IN by MONTGOMERY,JACK",,,,,,,"SUB IN by MONTGOMERY,JACK",2
14:17,"SUB OUT by HUDSON,EPHRIAM",,,,,,,"SUB OUT by HUDSON,EPHRIAM",2
14:17,"SUB OUT by KILPATRICK,MIKE",,,,,,,"SUB OUT by KILPATRICK,MIKE",2
14:17,"SUB OUT by DANIELS,JAMES",,,,,,,"SUB OUT by DANIELS,JAMES",2
14:17,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
14:17,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
14:17,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
14:17,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
14:17,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
14:17,,,,,"SUB OUT by CRAWFORD,JOSH",,,"SUB OUT by CRAWFORD,JOSH",2
14:01,"GOOD LAYUP by SMITH,DAYNE(in the paint)",24,,47 (+23),,HCM 24-47 (+23),,"GOOD LAYUP by SMITH,DAYNE(in the paint)",2
13:36,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",2
13:36,"STEAL  by WILLIAMS,DESHAUN",,,,,,,"STEAL  by WILLIAMS,DESHAUN",2
13:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:29,"TURNOVER  by WILLIAMS,DESHAUN",,,,,,,"TURNOVER  by WILLIAMS,DESHAUN",2
13:24,,,,,"STEAL  by LOPEZ,COLLIN",,,"STEAL  by LOPEZ,COLLIN",2
13:18,,24,,49 (+25),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 24-49 (+25),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
12:53,"GOOD LAYUP by MONTGOMERY,JACK(in the paint)",26,,49 (+23),,HCM 26-49 (+23),,"GOOD LAYUP by MONTGOMERY,JACK(in the paint)",2
--,"ASSIST  by WILLIAMS,ADRIAN",,,,,,,"ASSIST  by WILLIAMS,ADRIAN",2
12:33,"FOUL  by MONTGOMERY,JACK",,,,,,,"FOUL  by MONTGOMERY,JACK",2
12:33,"SUB IN by HUDSON,EPHRIAM",,,,,,,"SUB IN by HUDSON,EPHRIAM",2
12:33,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",2
12:31,,26,,52 (+26),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 26-52 (+26),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",2
12:19,"MISS 3PTR by SMITH,DAYNE",,,,,,,"MISS 3PTR by SMITH,DAYNE",2
--,,,,,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",2
12:05,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
12:02,"STEAL  by WILLIAMS,DESHAUN",,,,,,,"STEAL  by WILLIAMS,DESHAUN",2
12:00,"GOOD LAYUP by WILLIAMS,DESHAUN(in the paint)",28,,52 (+24),,HCM 28-52 (+24),,"GOOD LAYUP by WILLIAMS,DESHAUN(in the paint)",2
11:47,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
11:47,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
11:30,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by HUDSON,EPHRIAM",,,,,,,"REBOUND DEF by HUDSON,EPHRIAM",2
11:20,"GOOD JUMPER by SMITH,DAYNE",30,,52 (+22),,HCM 30-52 (+22),,"GOOD JUMPER by SMITH,DAYNE",2
10:56,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND DEF by WILLIAMS,ADRIAN",,,,,,,"REBOUND DEF by WILLIAMS,ADRIAN",2
10:47,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
10:47,"GOOD FT by WILLIAMS,DESHAUN",31,,52 (+21),,HCM 31-52 (+21),,"GOOD FT by WILLIAMS,DESHAUN",2
10:47,"GOOD FT by WILLIAMS,DESHAUN",32,,52 (+20),,HCM 32-52 (+20),,"GOOD FT by WILLIAMS,DESHAUN",2
10:47,,,,,"SUB IN by LLOYD,ALEX",,,"SUB IN by LLOYD,ALEX",2
10:47,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
10:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:20,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
09:48,"GOOD 3PTR by WILLIAMS,ADRIAN",35,,52 (+17),,HCM 35-52 (+17),,"GOOD 3PTR by WILLIAMS,ADRIAN",2
--,"ASSIST  by HUDSON,EPHRIAM",,,,,,,"ASSIST  by HUDSON,EPHRIAM",2
09:30,"FOUL  by WILLIAMS,DESHAUN",,,,,,,"FOUL  by WILLIAMS,DESHAUN",2
09:30,,35,,53 (+18),"GOOD FT by ROSS,GREG",CENTRE_M 35-53 (+18),,"GOOD FT by ROSS,GREG",2
09:30,,35,,54 (+19),"GOOD FT by ROSS,GREG",CENTRE_M 35-54 (+19),,"GOOD FT by ROSS,GREG",2
09:30,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
09:30,,,,,"SUB IN by CRAWFORD,JOSH",,,"SUB IN by CRAWFORD,JOSH",2
09:30,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
09:30,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
09:17,"MISS JUMPER by HUDSON,EPHRIAM",,,,,,,"MISS JUMPER by HUDSON,EPHRIAM",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
08:53,,35,,57 (+22),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 35-57 (+22),,"GOOD 3PTR by ELLIS,BRYON",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
08:32,"MISS JUMPER by MONTGOMERY,JACK",,,,,,,"MISS JUMPER by MONTGOMERY,JACK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:29,"SUB IN by MOODY,JACOB",,,,,,,"SUB IN by MOODY,JACOB",2
08:29,"SUB OUT by MONTGOMERY,JACK",,,,,,,"SUB OUT by MONTGOMERY,JACK",2
08:29,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",2
08:29,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
08:16,"TURNOVER  by WILLIAMS,ADRIAN",,,,,,,"TURNOVER  by WILLIAMS,ADRIAN",2
08:15,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
08:06,,35,,59 (+24),"GOOD LAYUP by LLOYD,ALEX(in the paint)",CENTRE_M 35-59 (+24),,"GOOD LAYUP by LLOYD,ALEX(in the paint)",2
--,,,,,"ASSIST  by CRAWFORD,JOSH",,,"ASSIST  by CRAWFORD,JOSH",2
07:49,"MISS JUMPER by MOODY,JACOB",,,,,,,"MISS JUMPER by MOODY,JACOB",2
--,,,,,"REBOUND DEF by CRAWFORD,JOSH",,,"REBOUND DEF by CRAWFORD,JOSH",2
07:33,,,,,"MISS JUMPER by LLOYD,ALEX",,,"MISS JUMPER by LLOYD,ALEX",2
--,"REBOUND DEF by WILLIAMS,ADRIAN",,,,,,,"REBOUND DEF by WILLIAMS,ADRIAN",2
07:21,"TURNOVER  by MOODY,JACOB",,,,,,,"TURNOVER  by MOODY,JACOB",2
07:19,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
07:01,,,,,"TURNOVER  by CRAWFORD,JOSH",,,"TURNOVER  by CRAWFORD,JOSH",2
07:01,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",2
07:01,"SUB IN by DANIELS,JAMES",,,,,,,"SUB IN by DANIELS,JAMES",2
07:01,"SUB IN by TURNIPSEED,D'AWVALO",,,,,,,"SUB IN by TURNIPSEED,D'AWVALO",2
07:01,"SUB OUT by WILLIAMS,ADRIAN",,,,,,,"SUB OUT by WILLIAMS,ADRIAN",2
07:01,"SUB OUT by WILLIAMS,DESHAUN",,,,,,,"SUB OUT by WILLIAMS,DESHAUN",2
07:01,"SUB OUT by SMITH,DAYNE",,,,,,,"SUB OUT by SMITH,DAYNE",2
06:49,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",2
--,,,,,"REBOUND DEF by LLOYD,ALEX",,,"REBOUND DEF by LLOYD,ALEX",2
06:18,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,"REBOUND DEF by DANIELS,JAMES",,,,,,,"REBOUND DEF by DANIELS,JAMES",2
06:10,"GOOD JUMPER by KILPATRICK,MIKE",37,,59 (+22),,HCM 37-59 (+22),,"GOOD JUMPER by KILPATRICK,MIKE",2
05:50,,,,,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",2
05:48,"STEAL  by DANIELS,JAMES",,,,,,,"STEAL  by DANIELS,JAMES",2
05:43,"GOOD DUNK by DANIELS,JAMES(in the paint)",39,,59 (+20),,HCM 39-59 (+20),,"GOOD DUNK by DANIELS,JAMES(in the paint)",2
05:17,,,,,"TURNOVER  by LLOYD,ALEX",,,"TURNOVER  by LLOYD,ALEX",2
05:15,,,,,"SUB IN by BINDER,KYLE",,,"SUB IN by BINDER,KYLE",2
05:15,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
05:15,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
05:15,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
05:15,,,,,"SUB OUT by LLOYD,ALEX",,,"SUB OUT by LLOYD,ALEX",2
05:15,,,,,"SUB OUT by CRAWFORD,JOSH",,,"SUB OUT by CRAWFORD,JOSH",2
05:02,"GOOD JUMPER by MOODY,JACOB(in the paint)",41,,59 (+18),,HCM 41-59 (+18),,"GOOD JUMPER by MOODY,JACOB(in the paint)",2
04:46,"FOUL  by MOODY,JACOB",,,,,,,"FOUL  by MOODY,JACOB",2
04:46,"SUB IN by SMITH,DAYNE",,,,,,,"SUB IN by SMITH,DAYNE",2
04:46,"SUB OUT by HUDSON,EPHRIAM",,,,,,,"SUB OUT by HUDSON,EPHRIAM",2
04:15,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
--,,,,,"REBOUND OFF by NEWSOME,TAYLOR",,,"REBOUND OFF by NEWSOME,TAYLOR",2
03:44,"FOUL  by MOODY,JACOB",,,,,,,"FOUL  by MOODY,JACOB",2
03:44,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:44,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by MOODY,JACOB",,,,,,,"REBOUND DEF by MOODY,JACOB",2
03:34,"FOUL  by MOODY,JACOB",,,,,,,"FOUL  by MOODY,JACOB",2
03:34,"TURNOVER  by MOODY,JACOB",,,,,,,"TURNOVER  by MOODY,JACOB",2
03:34,"SUB IN by BALKCUM,SCOTT",,,,,,,"SUB IN by BALKCUM,SCOTT",2
03:34,"SUB OUT by TURNIPSEED,D'AWVALO",,,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",2
03:17,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by SMITH,DAYNE",,,,,,,"REBOUND DEF by SMITH,DAYNE",2
03:09,"TURNOVER  by KILPATRICK,MIKE",,,,,,,"TURNOVER  by KILPATRICK,MIKE",2
03:09,"SUB IN by MONTGOMERY,JACK",,,,,,,"SUB IN by MONTGOMERY,JACK",2
03:09,"SUB OUT by MOODY,JACOB",,,,,,,"SUB OUT by MOODY,JACOB",2
03:09,,,,,"SUB IN by SMITH,DEE",,,"SUB IN by SMITH,DEE",2
03:09,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
02:46,,,,,"MISS JUMPER by SMITH,DEE",,,"MISS JUMPER by SMITH,DEE",2
--,"REBOUND DEF by MONTGOMERY,JACK",,,,,,,"REBOUND DEF by MONTGOMERY,JACK",2
02:30,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
02:30,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
02:26,"MISS JUMPER by SMITH,DAYNE",,,,,,,"MISS JUMPER by SMITH,DAYNE",2
--,"REBOUND OFF by MONTGOMERY,JACK",,,,,,,"REBOUND OFF by MONTGOMERY,JACK",2
02:17,"MISS LAYUP by BALKCUM,SCOTT",,,,,,,"MISS LAYUP by BALKCUM,SCOTT",2
--,"REBOUND OFF by TURNIPSEED,D'AWVALO",,,,,,,"REBOUND OFF by TURNIPSEED,D'AWVALO",2
02:04,"GOOD TIPIN by MONTGOMERY,JACK(in the paint)",43,,59 (+16),,HCM 43-59 (+16),,"GOOD TIPIN by MONTGOMERY,JACK(in the paint)",2
01:59,,,,,"TURNOVER  by BINDER,KYLE",,,"TURNOVER  by BINDER,KYLE",2
01:57,"STEAL  by KILPATRICK,MIKE",,,,,,,"STEAL  by KILPATRICK,MIKE",2
01:54,"GOOD LAYUP by DANIELS,JAMES(in the paint)",45,,59 (+14),,HCM 45-59 (+14),,"GOOD LAYUP by DANIELS,JAMES(in the paint)",2
--,"ASSIST  by KILPATRICK,MIKE",,,,,,,"ASSIST  by KILPATRICK,MIKE",2
01:32,,,,,"SUB IN by MASON,ZERIC",,,"SUB IN by MASON,ZERIC",2
01:32,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
01:32,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
01:32,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
01:23,,45,,62 (+17),"GOOD 3PTR by SMITH,DEE",CENTRE_M 45-62 (+17),,"GOOD 3PTR by SMITH,DEE",2
01:03,"MISS 3PTR by KILPATRICK,MIKE",,,,,,,"MISS 3PTR by KILPATRICK,MIKE",2
--,,,,,"REBOUND DEF by MASON,ZERIC",,,"REBOUND DEF by MASON,ZERIC",2
00:49,,45,,64 (+19),"GOOD LAYUP by MELLOAN,JAMES(in the paint)",CENTRE_M 45-64 (+19),,"GOOD LAYUP by MELLOAN,JAMES(in the paint)",2
--,,,,,"ASSIST  by BINDER,KYLE",,,"ASSIST  by BINDER,KYLE",2
00:37,"MISS JUMPER by MONTGOMERY,JACK",,,,,,,"MISS JUMPER by MONTGOMERY,JACK",2
--,,,,,"REBOUND DEF by LOHR,MATT",,,"REBOUND DEF by LOHR,MATT",2
00:27,,,,,"MISS 3PTR by LOHR,MATT",,,"MISS 3PTR by LOHR,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:07,"MISS JUMPER by DANIELS,JAMES",,,,,,,"MISS JUMPER by DANIELS,JAMES",2
--,,,,,"REBOUND DEF by MELLOAN,JAMES",,,"REBOUND DEF by MELLOAN,JAMES",2
