Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
04:29,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
04:29,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
04:29,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
04:29,,,,,"SUB IN by PEAKS,WARNER",,,"SUB IN by PEAKS,WARNER",2
04:29,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
04:19,,,,,"MISS 3PTR by FISCHER,DAVID",,,"MISS 3PTR by FISCHER,DAVID",2
--,"REBOUND DEF by GARRIDO,BRANDAN",,,,,,,"REBOUND DEF by GARRIDO,BRANDAN",2
04:01,"MISS 3PTR by DAVIS,RANDALL",,,,,,,"MISS 3PTR by DAVIS,RANDALL",2
--,"REBOUND OFF by PATRICK,DYLAN",,,,,,,"REBOUND OFF by PATRICK,DYLAN",2
03:55,"MISS LAYUP by DAVIS,RANDALL",,,,,,,"MISS LAYUP by DAVIS,RANDALL",2
--,,,,,"REBOUND DEF by FISCHER,DAVID",,,"REBOUND DEF by FISCHER,DAVID",2
03:46,,,,,"MISS LAYUP by PEAKS,WARNER",,,"MISS LAYUP by PEAKS,WARNER",2
--,"REBOUND DEF by PATRICK,DYLAN",,,,,,,"REBOUND DEF by PATRICK,DYLAN",2
03:38,"MISS LAYUP by PATRICK,DYLAN",,,,,,,"MISS LAYUP by PATRICK,DYLAN",2
--,"REBOUND OFF by GARRIDO,BRANDAN",,,,,,,"REBOUND OFF by GARRIDO,BRANDAN",2
03:34,"GOOD 3PTR by BARNETT,CHARLIE",90 (+34),,56,,BSC 90-56 (+34),,"GOOD 3PTR by BARNETT,CHARLIE",2
--,"ASSIST  by GARRIDO,BRANDAN",,,,,,,"ASSIST  by GARRIDO,BRANDAN",2
03:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:32,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:32,"SUB IN by Trapp,Reed",,,,,,,"SUB IN by Trapp,Reed",2
03:32,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
03:32,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
03:32,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
03:22,,90 (+31),,59,"GOOD 3PTR by REISMAN,ROBERT",OGL-M 90-59 (+31),,"GOOD 3PTR by REISMAN,ROBERT",2
--,,,,,"ASSIST  by O'DONOGHUE,TYLER",,,"ASSIST  by O'DONOGHUE,TYLER",2
03:07,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
03:07,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
02:59,,90 (+28),,62,"GOOD 3PTR by FISCHER,DAVID",OGL-M 90-62 (+28),,"GOOD 3PTR by FISCHER,DAVID",2
--,,,,,"ASSIST  by CHERRY,GRIFFIN",,,"ASSIST  by CHERRY,GRIFFIN",2
02:42,"GOOD LAYUP by Trapp,Reed(in the paint)",92 (+30),,62,,BSC 92-62 (+30),,"GOOD LAYUP by Trapp,Reed(in the paint)",2
--,"ASSIST  by THOMPSON,CHRISTIAN",,,,,,,"ASSIST  by THOMPSON,CHRISTIAN",2
02:24,,,,,"MISS LAYUP by PEAKS,WARNER",,,"MISS LAYUP by PEAKS,WARNER",2
--,"REBOUND DEF by DAVIS,RANDALL",,,,,,,"REBOUND DEF by DAVIS,RANDALL",2
02:16,"GOOD DUNK by DAVIS,RANDALL(in the paint)",94 (+32),,62,,BSC 94-62 (+32),,"GOOD DUNK by DAVIS,RANDALL(in the paint)",2
02:05,,,,,"MISS 3PTR by REISMAN,ROBERT",,,"MISS 3PTR by REISMAN,ROBERT",2
--,"REBOUND DEF by GARRIDO,BRANDAN",,,,,,,"REBOUND DEF by GARRIDO,BRANDAN",2
01:57,"MISS LAYUP by GARRIDO,BRANDAN",,,,,,,"MISS LAYUP by GARRIDO,BRANDAN",2
--,,,,,"REBOUND DEF by O'DONOGHUE,TYLER",,,"REBOUND DEF by O'DONOGHUE,TYLER",2
01:51,,94 (+30),,64,"GOOD LAYUP by O'DONOGHUE,TYLER(fastbreak)(in the paint)",OGL-M 94-64 (+30),,"GOOD LAYUP by O'DONOGHUE,TYLER(fastbreak)(in the paint)",2
01:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:49,"SUB IN by ANDREWS,TYLER",,,,,,,"SUB IN by ANDREWS,TYLER",2
01:49,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",2
01:49,,,,,"SUB IN by NORTHCUTT,TERRENCE",,,"SUB IN by NORTHCUTT,TERRENCE",2
01:49,,,,,"SUB IN by OYAREKHUA,JR",,,"SUB IN by OYAREKHUA,JR",2
01:49,,,,,"SUB IN by KLYM,BREVIN",,,"SUB IN by KLYM,BREVIN",2
01:49,,,,,"SUB IN by FEENY,CHRIS",,,"SUB IN by FEENY,CHRIS",2
01:49,,,,,"SUB OUT by O'DONOGHUE,TYLER",,,"SUB OUT by O'DONOGHUE,TYLER",2
01:49,,,,,"SUB OUT by FISCHER,DAVID",,,"SUB OUT by FISCHER,DAVID",2
01:49,,,,,"SUB OUT by CHERRY,GRIFFIN",,,"SUB OUT by CHERRY,GRIFFIN",2
01:49,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
01:38,,,,,"FOUL  by PEAKS,WARNER",,,"FOUL  by PEAKS,WARNER",2
01:38,"MISS FT by DAVIS,RANDALL",,,,,,,"MISS FT by DAVIS,RANDALL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:38,"GOOD FT by DAVIS,RANDALL",95 (+31),,64,,BSC 95-64 (+31),,"GOOD FT by DAVIS,RANDALL",2
01:31,,,,,"MISS 3PTR by PEAKS,WARNER",,,"MISS 3PTR by PEAKS,WARNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:20,"TURNOVER  by ANDREWS,TYLER",,,,,,,"TURNOVER  by ANDREWS,TYLER",2
01:09,"FOUL  by ANDREWS,TYLER",,,,,,,"FOUL  by ANDREWS,TYLER",2
01:09,,,,,"MISS FT by OYAREKHUA,JR",,,"MISS FT by OYAREKHUA,JR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:09,,95 (+30),,65,"GOOD FT by OYAREKHUA,JR",OGL-M 95-65 (+30),,"GOOD FT by OYAREKHUA,JR",2
00:49,"TURNOVER  by Trapp,Reed",,,,,,,"TURNOVER  by Trapp,Reed",2
00:48,,,,,"STEAL  by PEAKS,WARNER",,,"STEAL  by PEAKS,WARNER",2
00:45,,,,,"TURNOVER  by PEAKS,WARNER",,,"TURNOVER  by PEAKS,WARNER",2
00:37,"MISS LAYUP by ANDREWS,TYLER",,,,,,,"MISS LAYUP by ANDREWS,TYLER",2
--,"REBOUND OFF by Trapp,Reed",,,,,,,"REBOUND OFF by Trapp,Reed",2
00:33,,,,,"FOUL  by PEAKS,WARNER",,,"FOUL  by PEAKS,WARNER",2
00:33,"GOOD FT by Trapp,Reed",96 (+31),,65,,BSC 96-65 (+31),,"GOOD FT by Trapp,Reed",2
00:33,"GOOD FT by Trapp,Reed",97 (+32),,65,,BSC 97-65 (+32),,"GOOD FT by Trapp,Reed",2
00:22,,,,,"MISS JUMPER by PEAKS,WARNER",,,"MISS JUMPER by PEAKS,WARNER",2
--,"REBOUND DEF by Trapp,Reed",,,,,,,"REBOUND DEF by Trapp,Reed",2
