Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,TNU,Game Score,Team Indicator,Play,Period
19:40,,,,,"MISS LAYUP by TERRY,CALEB(in the paint)",,,"MISS LAYUP by TERRY,CALEB(in the paint)",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
19:34,"GOOD 3PTR by BISHOP,BRYSON",3 (+3),,0,,BSC 3-0 (+3),,"GOOD 3PTR by BISHOP,BRYSON",1
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",1
19:04,,,,,"TURNOVER  by BRAZIL III,LAWRENCE",,,"TURNOVER  by BRAZIL III,LAWRENCE",1
18:49,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",5 (+5),,0,,BSC 5-0 (+5),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",1
18:27,,,,,"MISS LAYUP by TERRY,CALEB(in the paint)",,,"MISS LAYUP by TERRY,CALEB(in the paint)",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
18:21,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
17:57,,,,,"TURNOVER  by WARING,JOSE",,,"TURNOVER  by WARING,JOSE",1
17:57,"STEAL  by GREEN,KALEB",,,,,,,"STEAL  by GREEN,KALEB",1
17:54,,,,,"FOUL  by GOINGS,JOSH",,,"FOUL  by GOINGS,JOSH",1
17:54,"MISS FT by GREEN,KALEB(fastbreak)",,,,,,,"MISS FT by GREEN,KALEB(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
17:54,"GOOD FT by GREEN,KALEB(fastbreak)",6 (+6),,0,,BSC 6-0 (+6),,"GOOD FT by GREEN,KALEB(fastbreak)",1
17:34,,6 (+4),,2,"GOOD JUMPER by TERRY,CALEB(in the paint)",TNU 6-2 (+4),,"GOOD JUMPER by TERRY,CALEB(in the paint)",1
17:21,"GOOD 3PTR by BISHOP,BRYSON",9 (+7),,2,,BSC 9-2 (+7),,"GOOD 3PTR by BISHOP,BRYSON",1
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",1
17:02,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
17:02,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",1
16:53,,9 (+5),,4,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",TNU 9-4 (+5),,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",1
16:36,"GOOD JUMPER by DAVIS,BRODY(in the paint)",11 (+7),,4,,BSC 11-4 (+7),,"GOOD JUMPER by DAVIS,BRODY(in the paint)",1
16:07,,11 (+5),,6,"GOOD JUMPER by TERRY,CALEB",TNU 11-6 (+5),,"GOOD JUMPER by TERRY,CALEB",1
15:53,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",1
15:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:53,,,,,"SUB OUT by BRAZIL III,LAWRENCE",,,"SUB OUT by BRAZIL III,LAWRENCE",1
15:53,,,,,"SUB OUT by WARING,JOSE",,,"SUB OUT by WARING,JOSE",1
15:53,,,,,"SUB IN by SMALLWOOD,JADEN",,,"SUB IN by SMALLWOOD,JADEN",1
15:53,,,,,"SUB IN by GRIER,ZEKE",,,"SUB IN by GRIER,ZEKE",1
15:53,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",1
15:53,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
15:53,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",1
15:53,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",1
15:46,"MISS JUMPER by DAVIS,BRODY",,,,,,,"MISS JUMPER by DAVIS,BRODY",1
--,,,,,"REBOUND DEF by SMALLWOOD,JADEN",,,"REBOUND DEF by SMALLWOOD,JADEN",1
15:33,,,,,"TURNOVER  by SMALLWOOD,JADEN",,,"TURNOVER  by SMALLWOOD,JADEN",1
15:22,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",1
--,,,,,"REBOUND DEF by GRIER,ZEKE",,,"REBOUND DEF by GRIER,ZEKE",1
15:10,,,,,"MISS 3PTR by GRIER,ZEKE",,,"MISS 3PTR by GRIER,ZEKE",1
--,"REBOUND DEF by DAVIS,BRODY",,,,,,,"REBOUND DEF by DAVIS,BRODY",1
14:48,"TURNOVER  by DAVIS,BRODY",,,,,,,"TURNOVER  by DAVIS,BRODY",1
14:48,,,,,"STEAL  by GOINGS,JOSH",,,"STEAL  by GOINGS,JOSH",1
14:39,,11 (+3),,8,"GOOD JUMPER by TERRY,CALEB(in the paint)",TNU 11-8 (+3),,"GOOD JUMPER by TERRY,CALEB(in the paint)",1
--,,,,,"ASSIST  by MULDER,JAKE",,,"ASSIST  by MULDER,JAKE",1
14:14,,,,,"SUB OUT by GOINGS,JOSH",,,"SUB OUT by GOINGS,JOSH",1
14:14,,,,,"SUB OUT by MULDER,JAKE",,,"SUB OUT by MULDER,JAKE",1
14:14,,,,,"SUB IN by BRAZIL III,LAWRENCE",,,"SUB IN by BRAZIL III,LAWRENCE",1
14:14,,,,,"SUB IN by WARING,JOSE",,,"SUB IN by WARING,JOSE",1
14:14,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",1
14:14,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",1
14:14,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",1
14:14,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
14:12,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
14:12,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",1
14:06,"GOOD 3PTR by BISHOP,BRYSON",14 (+6),,8,,BSC 14-8 (+6),,"GOOD 3PTR by BISHOP,BRYSON",1
13:47,,14 (+4),,10,"GOOD LAYUP by WARING,JOSE(in the paint)",TNU 14-10 (+4),,"GOOD LAYUP by WARING,JOSE(in the paint)",1
--,,,,,"ASSIST  by TERRY,CALEB",,,"ASSIST  by TERRY,CALEB",1
13:38,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",1
--,,,,,"REBOUND DEF by TERRY,CALEB",,,"REBOUND DEF by TERRY,CALEB",1
13:29,,14 (+2),,12,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",TNU 14-12 (+2),,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",1
13:06,"GOOD JUMPER by PATRICK,DYLAN(in the paint)",16 (+4),,12,,BSC 16-12 (+4),,"GOOD JUMPER by PATRICK,DYLAN(in the paint)",1
12:46,,,,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",1
12:46,"BLOCK  by DEAN,NOLAN",,,,,,,"BLOCK  by DEAN,NOLAN",1
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",1
12:39,"MISS 3PTR by DEAN,NOLAN",,,,,,,"MISS 3PTR by DEAN,NOLAN",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
12:16,,,,,"TURNOVER  by GRIER,ZEKE",,,"TURNOVER  by GRIER,ZEKE",1
12:16,"STEAL  by PATRICK,DYLAN",,,,,,,"STEAL  by PATRICK,DYLAN",1
12:13,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",1
--,"REBOUND OFF by PATRICK,DYLAN",,,,,,,"REBOUND OFF by PATRICK,DYLAN",1
12:08,"MISS JUMPER by PATRICK,DYLAN(in the paint)",,,,,,,"MISS JUMPER by PATRICK,DYLAN(in the paint)",1
--,,,,,"REBOUND DEF by BRAZIL III,LAWRENCE",,,"REBOUND DEF by BRAZIL III,LAWRENCE",1
12:02,,,,,"MISS 3PTR by BRAZIL III,LAWRENCE",,,"MISS 3PTR by BRAZIL III,LAWRENCE",1
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",1
12:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
12:00,,,,,"SUB OUT by GRIER,ZEKE",,,"SUB OUT by GRIER,ZEKE",1
12:00,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",1
12:00,,,,,"SUB IN by DAVIS,ISAIAH",,,"SUB IN by DAVIS,ISAIAH",1
12:00,,,,,"SUB IN by BLACKSTON,DREW",,,"SUB IN by BLACKSTON,DREW",1
12:00,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",1
12:00,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",1
12:00,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",1
12:00,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",1
12:00,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",1
12:00,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
12:00,,,,,"SUB OUT by WARING,JOSE",,,"SUB OUT by WARING,JOSE",1
12:00,,,,,"SUB IN by MULDER,JAKE",,,"SUB IN by MULDER,JAKE",1
11:43,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by MULDER,JAKE",,,"REBOUND DEF by MULDER,JAKE",1
11:23,,,,,"MISS JUMPER by MULDER,JAKE",,,"MISS JUMPER by MULDER,JAKE",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
11:09,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",,,,,,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",1
--,,,,,"REBOUND DEF by MULDER,JAKE",,,"REBOUND DEF by MULDER,JAKE",1
11:04,,16 (+2),,14,"GOOD JUMPER by SMALLWOOD,JADEN(fastbreak)(in the paint)",TNU 16-14 (+2),,"GOOD JUMPER by SMALLWOOD,JADEN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BLACKSTON,DREW",,,"ASSIST  by BLACKSTON,DREW",1
10:49,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",1
10:49,,,,,"STEAL  by BLACKSTON,DREW",,,"STEAL  by BLACKSTON,DREW",1
10:49,,,,,"SUB OUT by BRAZIL III,LAWRENCE",,,"SUB OUT by BRAZIL III,LAWRENCE",1
10:49,,,,,"SUB IN by GOINGS,JOSH",,,"SUB IN by GOINGS,JOSH",1
10:49,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",1
10:49,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",1
10:37,,16,,17 (+1),"GOOD 3PTR by MULDER,JAKE",TNU 16-17 (-1),,"GOOD 3PTR by MULDER,JAKE",1
--,,,,,"ASSIST  by SMALLWOOD,JADEN",,,"ASSIST  by SMALLWOOD,JADEN",1
10:24,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",18 (+1),,17,,BSC 18-17 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
10:09,,18,,19 (+1),"GOOD JUMPER by GOINGS,JOSH(in the paint)",TNU 18-19 (-1),,"GOOD JUMPER by GOINGS,JOSH(in the paint)",1
09:51,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",1
--,,,,,"REBOUND DEF by GOINGS,JOSH",,,"REBOUND DEF by GOINGS,JOSH",1
09:34,,,,,"MISS JUMPER by MULDER,JAKE",,,"MISS JUMPER by MULDER,JAKE",1
09:34,"BLOCK  by JACKSON,MARTISE",,,,,,,"BLOCK  by JACKSON,MARTISE",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
09:26,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",1
--,,,,,"REBOUND DEF by BLACKSTON,DREW",,,"REBOUND DEF by BLACKSTON,DREW",1
09:00,,,,,"MISS 3PTR by MULDER,JAKE",,,"MISS 3PTR by MULDER,JAKE",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
08:52,,,,,"SUB OUT by DAVIS,ISAIAH",,,"SUB OUT by DAVIS,ISAIAH",1
08:52,,,,,"SUB OUT by MULDER,JAKE",,,"SUB OUT by MULDER,JAKE",1
08:52,,,,,"SUB IN by TERRY,CALEB",,,"SUB IN by TERRY,CALEB",1
08:52,,,,,"SUB IN by WARING,JOSE",,,"SUB IN by WARING,JOSE",1
08:52,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",1
08:52,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",1
08:52,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
08:52,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",1
08:52,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",20 (+1),,19,,BSC 20-19 (+1),,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",1
08:34,,,,,"MISS JUMPER by TERRY,CALEB(in the paint)",,,"MISS JUMPER by TERRY,CALEB(in the paint)",1
--,"REBOUND DEF by GARRIDO,BRANDAN",,,,,,,"REBOUND DEF by GARRIDO,BRANDAN",1
08:27,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
08:27,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
08:08,,20,,21 (+1),"GOOD JUMPER by WARING,JOSE(in the paint)",TNU 20-21 (-1),,"GOOD JUMPER by WARING,JOSE(in the paint)",1
07:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:55,,,,,"SUB OUT by BLACKSTON,DREW",,,"SUB OUT by BLACKSTON,DREW",1
07:55,,,,,"SUB IN by MARTIN,CONNOR",,,"SUB IN by MARTIN,CONNOR",1
07:55,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
07:55,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",1
07:49,"MISS JUMPER by THOMPSON,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by THOMPSON,CHRISTIAN(in the paint)",1
--,"REBOUND OFF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",1
07:42,"MISS 3PTR by GARRIDO,BRANDAN",,,,,,,"MISS 3PTR by GARRIDO,BRANDAN",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
07:22,,,,,"TURNOVER  by WARING,JOSE",,,"TURNOVER  by WARING,JOSE",1
07:22,,,,,"SUB IN by BRAZIL III,LAWRENCE",,,"SUB IN by BRAZIL III,LAWRENCE",1
07:22,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",1
07:22,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",1
07:22,,,,,"SUB OUT by SMALLWOOD,JADEN",,,"SUB OUT by SMALLWOOD,JADEN",1
07:10,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",1
07:05,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,"REBOUND DEF by BRAZIL III,LAWRENCE",,,"REBOUND DEF by BRAZIL III,LAWRENCE",1
07:02,,,,,"MISS LAYUP by BRAZIL III,LAWRENCE(in the paint)",,,"MISS LAYUP by BRAZIL III,LAWRENCE(in the paint)",1
07:02,"BLOCK  by THOMPSON,CHRISTIAN",,,,,,,"BLOCK  by THOMPSON,CHRISTIAN",1
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",1
06:55,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",1
06:55,,,,,"BLOCK  by WARING,JOSE",,,"BLOCK  by WARING,JOSE",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
06:30,,,,,"MISS JUMPER by BRAZIL III,LAWRENCE(in the paint)",,,"MISS JUMPER by BRAZIL III,LAWRENCE(in the paint)",1
--,"REBOUND DEF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",1
06:13,"MISS JUMPER by THOMPSON,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by THOMPSON,CHRISTIAN(in the paint)",1
06:13,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
06:13,,,,,"SUB OUT by GOINGS,JOSH",,,"SUB OUT by GOINGS,JOSH",1
06:13,,,,,"SUB IN by MCCLURE,TREY",,,"SUB IN by MCCLURE,TREY",1
06:13,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
06:13,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",1
06:13,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",1
06:13,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",1
06:13,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",1
06:13,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
06:05,"TURNOVER  by DEAN,NOLAN",,,,,,,"TURNOVER  by DEAN,NOLAN",1
06:05,,,,,"STEAL  by WARING,JOSE",,,"STEAL  by WARING,JOSE",1
05:52,,,,,"TURNOVER  by BRAZIL III,LAWRENCE",,,"TURNOVER  by BRAZIL III,LAWRENCE",1
05:39,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
05:39,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:31,"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",22 (+1),,21,,BSC 22-21 (+1),,"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",1
04:58,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
04:58,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",1
04:58,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",1
04:58,,,,,"SUB OUT by MARTIN,CONNOR",,,"SUB OUT by MARTIN,CONNOR",1
04:58,,,,,"SUB IN by SMALLWOOD,JADEN",,,"SUB IN by SMALLWOOD,JADEN",1
04:47,,,,,"TURNOVER  by BRAZIL III,LAWRENCE",,,"TURNOVER  by BRAZIL III,LAWRENCE",1
04:47,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",1
04:39,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",1
--,,,,,"REBOUND DEF by BRAZIL III,LAWRENCE",,,"REBOUND DEF by BRAZIL III,LAWRENCE",1
04:23,,,,,"MISS 3PTR by MCCLURE,TREY",,,"MISS 3PTR by MCCLURE,TREY",1
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",1
04:14,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",1
