Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,TNU,Game Score,Team Indicator,Play,Period
20:00,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
20:00,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
19:39,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
19:39,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",2
--,,,,,"REBOUND DEF by TERRY,CALEB",,,"REBOUND DEF by TERRY,CALEB",2
19:11,,,,,"MISS JUMPER by TERRY,CALEB",,,"MISS JUMPER by TERRY,CALEB",2
--,,,,,"REBOUND OFF by MULDER,JAKE",,,"REBOUND OFF by MULDER,JAKE",2
19:06,,29,,31 (+2),"GOOD LAYUP by GOINGS,JOSH(in the paint)",TNU 29-31 (-2),,"GOOD LAYUP by GOINGS,JOSH(in the paint)",2
--,,,,,"ASSIST  by MULDER,JAKE",,,"ASSIST  by MULDER,JAKE",2
18:44,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",2
18:44,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:44,"GOOD FT by CHILDERS,JOSH",30,,31 (+1),,BSC 30-31 (-1),,"GOOD FT by CHILDERS,JOSH",2
18:27,,,,,"MISS 3PTR by WARING,JOSE",,,"MISS 3PTR by WARING,JOSE",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
18:14,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",2
18:14,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",2
18:14,,,,,"SUB IN by SMALLWOOD,JADEN",,,"SUB IN by SMALLWOOD,JADEN",2
18:06,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",32 (+1),,31,,BSC 32-31 (+1),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
17:43,,32,,33 (+1),"GOOD JUMPER by WARING,JOSE(in the paint)",TNU 32-33 (-1),,"GOOD JUMPER by WARING,JOSE(in the paint)",2
17:36,"MISS JUMPER by GREEN,KALEB(in the paint)",,,,,,,"MISS JUMPER by GREEN,KALEB(in the paint)",2
--,,,,,"REBOUND DEF by MULDER,JAKE",,,"REBOUND DEF by MULDER,JAKE",2
17:18,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
16:58,,,,,"TURNOVER  by SMALLWOOD,JADEN",,,"TURNOVER  by SMALLWOOD,JADEN",2
16:58,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
16:54,"MISS LAYUP by GREEN,KALEB(in the paint)",,,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
16:54,,,,,"BLOCK  by MULDER,JAKE",,,"BLOCK  by MULDER,JAKE",2
--,,,,,"REBOUND DEF by MULDER,JAKE",,,"REBOUND DEF by MULDER,JAKE",2
16:46,,,,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",2
--,,,,,"REBOUND OFF by WARING,JOSE",,,"REBOUND OFF by WARING,JOSE",2
16:38,,,,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",,,"MISS LAYUP by SMALLWOOD,JADEN(in the paint)",2
16:38,"BLOCK  by BISHOP,BRYSON",,,,,,,"BLOCK  by BISHOP,BRYSON",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
16:37,,,,,"FOUL  by MULDER,JAKE",,,"FOUL  by MULDER,JAKE",2
16:37,,,,,"SUB OUT by WARING,JOSE",,,"SUB OUT by WARING,JOSE",2
16:37,,,,,"SUB IN by DAVIS,ISAIAH",,,"SUB IN by DAVIS,ISAIAH",2
16:37,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
16:37,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
16:37,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
16:37,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
16:20,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",34 (+1),,33,,BSC 34-33 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
16:00,,,,,"MISS 3PTR by DAVIS,ISAIAH",,,"MISS 3PTR by DAVIS,ISAIAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:57,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",36 (+3),,33,,BSC 36-33 (+3),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by BISHOP,BRYSON",,,,,,,"ASSIST  by BISHOP,BRYSON",2
15:51,,,,,"SUB OUT by SMALLWOOD,JADEN",,,"SUB OUT by SMALLWOOD,JADEN",2
15:51,,,,,"SUB IN by GRIER,ZEKE",,,"SUB IN by GRIER,ZEKE",2
15:34,,,,,"MISS JUMPER by MULDER,JAKE(in the paint)",,,"MISS JUMPER by MULDER,JAKE(in the paint)",2
--,,,,,"REBOUND OFF by GOINGS,JOSH",,,"REBOUND OFF by GOINGS,JOSH",2
15:28,,,,,"MISS LAYUP by GOINGS,JOSH(in the paint)",,,"MISS LAYUP by GOINGS,JOSH(in the paint)",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
15:25,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
15:19,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",38 (+5),,33,,BSC 38-33 (+5),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
14:48,,,,,"MISS 3PTR by DAVIS,ISAIAH",,,"MISS 3PTR by DAVIS,ISAIAH",2
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",2
14:42,"GOOD JUMPER by BISHOP,BRYSON(fastbreak)(in the paint)",40 (+7),,33,,BSC 40-33 (+7),,"GOOD JUMPER by BISHOP,BRYSON(fastbreak)(in the paint)",2
14:42,,,,,"FOUL  by GOINGS,JOSH",,,"FOUL  by GOINGS,JOSH",2
14:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:42,"GOOD FT by BISHOP,BRYSON(fastbreak)",41 (+8),,33,,BSC 41-33 (+8),,"GOOD FT by BISHOP,BRYSON(fastbreak)",2
14:41,,,,,"SUB OUT by DAVIS,ISAIAH",,,"SUB OUT by DAVIS,ISAIAH",2
14:41,,,,,"SUB OUT by BRAZIL III,LAWRENCE",,,"SUB OUT by BRAZIL III,LAWRENCE",2
14:41,,,,,"SUB OUT by MULDER,JAKE",,,"SUB OUT by MULDER,JAKE",2
14:41,,,,,"SUB IN by BLACKSTON,DREW",,,"SUB IN by BLACKSTON,DREW",2
14:41,,,,,"SUB IN by TERRY,CALEB",,,"SUB IN by TERRY,CALEB",2
14:41,,,,,"SUB IN by WARING,JOSE",,,"SUB IN by WARING,JOSE",2
14:10,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:54,"MISS 3PTR by GARRIDO,BRANDAN",,,,,,,"MISS 3PTR by GARRIDO,BRANDAN",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
13:51,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",2
13:51,"GOOD FT by CHILDERS,JOSH",42 (+9),,33,,BSC 42-33 (+9),,"GOOD FT by CHILDERS,JOSH",2
13:51,,,,,"SUB OUT by GRIER,ZEKE",,,"SUB OUT by GRIER,ZEKE",2
13:51,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",2
13:51,,,,,"SUB IN by DAVENPORT,GUS",,,"SUB IN by DAVENPORT,GUS",2
13:51,,,,,"SUB IN by MULDER,JAKE",,,"SUB IN by MULDER,JAKE",2
13:51,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",2
13:49,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
13:34,,42 (+6),,36,"GOOD 3PTR by MULDER,JAKE",TNU 42-36 (+6),,"GOOD 3PTR by MULDER,JAKE",2
--,,,,,"ASSIST  by DAVENPORT,GUS",,,"ASSIST  by DAVENPORT,GUS",2
13:19,,,,,"FOUL  by BLACKSTON,DREW",,,"FOUL  by BLACKSTON,DREW",2
13:15,,,,,"FOUL  by DAVENPORT,GUS",,,"FOUL  by DAVENPORT,GUS",2
13:15,,,,,"SUB OUT by GOINGS,JOSH",,,"SUB OUT by GOINGS,JOSH",2
13:15,,,,,"SUB IN by BRAZIL III,LAWRENCE",,,"SUB IN by BRAZIL III,LAWRENCE",2
13:15,"GOOD FT by GARRIDO,BRANDAN",43 (+7),,36,,BSC 43-36 (+7),,"GOOD FT by GARRIDO,BRANDAN",2
13:15,"GOOD FT by GARRIDO,BRANDAN",44 (+8),,36,,BSC 44-36 (+8),,"GOOD FT by GARRIDO,BRANDAN",2
13:14,,,,,"TURNOVER  by DAVENPORT,GUS",,,"TURNOVER  by DAVENPORT,GUS",2
13:06,"MISS JUMPER by BISHOP,BRYSON(in the paint)",,,,,,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:46,,44 (+6),,38,"GOOD LAYUP by DAVENPORT,GUS(in the paint)",TNU 44-38 (+6),,"GOOD LAYUP by DAVENPORT,GUS(in the paint)",2
12:46,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
12:46,,,,,"SUB OUT by MULDER,JAKE",,,"SUB OUT by MULDER,JAKE",2
12:46,,,,,"SUB IN by THOMAS,SETH",,,"SUB IN by THOMAS,SETH",2
12:46,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
12:46,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
12:46,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
12:46,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
12:46,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
12:46,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
12:46,,44 (+5),,39,"GOOD FT by DAVENPORT,GUS",TNU 44-39 (+5),,"GOOD FT by DAVENPORT,GUS",2
12:36,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",46 (+7),,39,,BSC 46-39 (+7),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
12:17,,,,,"MISS JUMPER by BLACKSTON,DREW(in the paint)",,,"MISS JUMPER by BLACKSTON,DREW(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
12:10,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
12:10,,,,,"BLOCK  by WARING,JOSE",,,"BLOCK  by WARING,JOSE",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
12:02,,,,,"MISS LAYUP by WARING,JOSE(in the paint)",,,"MISS LAYUP by WARING,JOSE(in the paint)",2
--,,,,,"REBOUND OFF by DAVENPORT,GUS",,,"REBOUND OFF by DAVENPORT,GUS",2
12:01,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
12:01,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:01,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
12:01,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
12:01,,46 (+6),,40,"GOOD FT by DAVENPORT,GUS",TNU 46-40 (+6),,"GOOD FT by DAVENPORT,GUS",2
12:01,,46 (+5),,41,"GOOD FT by DAVENPORT,GUS",TNU 46-41 (+5),,"GOOD FT by DAVENPORT,GUS",2
12:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:43,"GOOD JUMPER by DAVIS,BRODY(in the paint)",48 (+7),,41,,BSC 48-41 (+7),,"GOOD JUMPER by DAVIS,BRODY(in the paint)",2
11:43,,,,,"FOUL  by THOMAS,SETH",,,"FOUL  by THOMAS,SETH",2
11:43,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
11:28,,48 (+5),,43,"GOOD LAYUP by DAVENPORT,GUS(fastbreak)(in the paint)",TNU 48-43 (+5),,"GOOD LAYUP by DAVENPORT,GUS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BRAZIL III,LAWRENCE",,,"ASSIST  by BRAZIL III,LAWRENCE",2
11:15,,,,,"FOUL  by BLACKSTON,DREW",,,"FOUL  by BLACKSTON,DREW",2
11:15,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
11:15,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
11:15,"GOOD FT by GARRIDO,BRANDAN",49 (+6),,43,,BSC 49-43 (+6),,"GOOD FT by GARRIDO,BRANDAN",2
11:15,"GOOD FT by GARRIDO,BRANDAN",50 (+7),,43,,BSC 50-43 (+7),,"GOOD FT by GARRIDO,BRANDAN",2
10:59,,50 (+5),,45,"GOOD LAYUP by WARING,JOSE(in the paint)",TNU 50-45 (+5),,"GOOD LAYUP by WARING,JOSE(in the paint)",2
--,,,,,"ASSIST  by BRAZIL III,LAWRENCE",,,"ASSIST  by BRAZIL III,LAWRENCE",2
10:47,,,,,"FOUL  by THOMAS,SETH",,,"FOUL  by THOMAS,SETH",2
10:47,,,,,"SUB OUT by BLACKSTON,DREW",,,"SUB OUT by BLACKSTON,DREW",2
10:47,,,,,"SUB OUT by THOMAS,SETH",,,"SUB OUT by THOMAS,SETH",2
10:47,,,,,"SUB IN by SMALLWOOD,JADEN",,,"SUB IN by SMALLWOOD,JADEN",2
10:47,,,,,"SUB IN by MULDER,JAKE",,,"SUB IN by MULDER,JAKE",2
10:47,"GOOD FT by GILLISPIE,JAY",51 (+6),,45,,BSC 51-45 (+6),,"GOOD FT by GILLISPIE,JAY",2
10:20,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
09:59,,51 (+4),,47,"GOOD LAYUP by WARING,JOSE(in the paint)",TNU 51-47 (+4),,"GOOD LAYUP by WARING,JOSE(in the paint)",2
--,,,,,"ASSIST  by DAVENPORT,GUS",,,"ASSIST  by DAVENPORT,GUS",2
09:49,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
09:49,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
09:49,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
09:49,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
09:49,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
09:49,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
09:24,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
09:24,,,,,"MISS FT by WARING,JOSE",,,"MISS FT by WARING,JOSE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:24,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
09:24,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
09:24,,51 (+3),,48,"GOOD FT by WARING,JOSE",TNU 51-48 (+3),,"GOOD FT by WARING,JOSE",2
08:59,"MISS 3PTR by GARRIDO,BRANDAN",,,,,,,"MISS 3PTR by GARRIDO,BRANDAN",2
--,,,,,"REBOUND DEF by BRAZIL III,LAWRENCE",,,"REBOUND DEF by BRAZIL III,LAWRENCE",2
08:38,,51 (+1),,50,"GOOD LAYUP by WARING,JOSE(in the paint)",TNU 51-50 (+1),,"GOOD LAYUP by WARING,JOSE(in the paint)",2
--,,,,,"ASSIST  by BRAZIL III,LAWRENCE",,,"ASSIST  by BRAZIL III,LAWRENCE",2
08:20,"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",53 (+3),,50,,BSC 53-50 (+3),,"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",2
08:20,,,,,"FOUL  by WARING,JOSE",,,"FOUL  by WARING,JOSE",2
08:19,,,,,"SUB OUT by SMALLWOOD,JADEN",,,"SUB OUT by SMALLWOOD,JADEN",2
08:19,,,,,"SUB OUT by WARING,JOSE",,,"SUB OUT by WARING,JOSE",2
08:19,,,,,"SUB IN by GOINGS,JOSH",,,"SUB IN by GOINGS,JOSH",2
08:19,,,,,"SUB IN by TERRY,CALEB",,,"SUB IN by TERRY,CALEB",2
08:18,"MISS FT by GARRIDO,BRANDAN",,,,,,,"MISS FT by GARRIDO,BRANDAN",2
--,,,,,"REBOUND DEF by MULDER,JAKE",,,"REBOUND DEF by MULDER,JAKE",2
07:57,,53 (+1),,52,"GOOD LAYUP by TERRY,CALEB(in the paint)",TNU 53-52 (+1),,"GOOD LAYUP by TERRY,CALEB(in the paint)",2
07:33,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",55 (+3),,52,,BSC 55-52 (+3),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
07:23,,55 (+1),,54,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",TNU 55-54 (+1),,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",2
07:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:12,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
07:12,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
07:03,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,,,,,"REBOUND DEF by DAVENPORT,GUS",,,"REBOUND DEF by DAVENPORT,GUS",2
06:38,,,,,"MISS JUMPER by TERRY,CALEB",,,"MISS JUMPER by TERRY,CALEB",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
06:17,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",57 (+3),,54,,BSC 57-54 (+3),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
05:52,,,,,"MISS 3PTR by MULDER,JAKE",,,"MISS 3PTR by MULDER,JAKE",2
--,,,,,"REBOUND OFF by GOINGS,JOSH",,,"REBOUND OFF by GOINGS,JOSH",2
05:42,,57 (+1),,56,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",TNU 57-56 (+1),,"GOOD JUMPER by BRAZIL III,LAWRENCE(in the paint)",2
05:19,"GOOD JUMPER by CHILDERS,JOSH",59 (+3),,56,,BSC 59-56 (+3),,"GOOD JUMPER by CHILDERS,JOSH",2
05:05,,59 (+1),,58,"GOOD JUMPER by GOINGS,JOSH(in the paint)",TNU 59-58 (+1),,"GOOD JUMPER by GOINGS,JOSH(in the paint)",2
04:51,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,"REBOUND OFF by SPENCE,SAMUEL",,,,,,,"REBOUND OFF by SPENCE,SAMUEL",2
04:38,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",2
04:38,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",2
04:38,,,,,"SUB IN by WARING,JOSE",,,"SUB IN by WARING,JOSE",2
04:38,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
04:38,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
04:38,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
04:38,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
04:38,"GOOD FT by CHILDERS,JOSH",60 (+2),,58,,BSC 60-58 (+2),,"GOOD FT by CHILDERS,JOSH",2
04:38,"GOOD FT by CHILDERS,JOSH",61 (+3),,58,,BSC 61-58 (+3),,"GOOD FT by CHILDERS,JOSH",2
04:11,,,,,"MISS LAYUP by WARING,JOSE(in the paint)",,,"MISS LAYUP by WARING,JOSE(in the paint)",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
04:03,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by BRAZIL III,LAWRENCE",,,"REBOUND DEF by BRAZIL III,LAWRENCE",2
03:55,,,,,"MISS 3PTR by BRAZIL III,LAWRENCE",,,"MISS 3PTR by BRAZIL III,LAWRENCE",2
--,,,,,"REBOUND OFF by WARING,JOSE",,,"REBOUND OFF by WARING,JOSE",2
03:38,,61 (+1),,60,"GOOD LAYUP by WARING,JOSE(in the paint)",TNU 61-60 (+1),,"GOOD LAYUP by WARING,JOSE(in the paint)",2
--,,,,,"ASSIST  by DAVENPORT,GUS",,,"ASSIST  by DAVENPORT,GUS",2
03:22,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
03:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:21,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
03:21,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
03:08,,,,,"TURNOVER  by WARING,JOSE",,,"TURNOVER  by WARING,JOSE",2
03:08,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
03:03,"GOOD JUMPER by JACKSON,MARTISE(fastbreak)(in the paint)",63 (+3),,60,,BSC 63-60 (+3),,"GOOD JUMPER by JACKSON,MARTISE(fastbreak)(in the paint)",2
02:46,,,,,"MISS JUMPER by WARING,JOSE(in the paint)",,,"MISS JUMPER by WARING,JOSE(in the paint)",2
--,,,,,"REBOUND OFF by DAVENPORT,GUS",,,"REBOUND OFF by DAVENPORT,GUS",2
02:45,"FOUL  by BISHOP,BRYSON",,,,,,,"FOUL  by BISHOP,BRYSON",2
02:45,,,,,"MISS FT by DAVENPORT,GUS",,,"MISS FT by DAVENPORT,GUS",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
02:28,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by GOINGS,JOSH",,,"REBOUND DEF by GOINGS,JOSH",2
02:22,,,,,"FOUL  by WARING,JOSE",,,"FOUL  by WARING,JOSE",2
02:22,,,,,"TURNOVER  by WARING,JOSE",,,"TURNOVER  by WARING,JOSE",2
02:22,,,,,"SUB OUT by DAVENPORT,GUS",,,"SUB OUT by DAVENPORT,GUS",2
02:22,,,,,"SUB IN by BLACKSTON,DREW",,,"SUB IN by BLACKSTON,DREW",2
02:04,"GOOD JUMPER by GREEN,KALEB(in the paint)",65 (+5),,60,,BSC 65-60 (+5),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
01:51,,65 (+3),,62,"GOOD JUMPER by GOINGS,JOSH(in the paint)",TNU 65-62 (+3),,"GOOD JUMPER by GOINGS,JOSH(in the paint)",2
01:24,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by WARING,JOSE",,,"REBOUND DEF by WARING,JOSE",2
01:11,,,,,"MISS 3PTR by BLACKSTON,DREW",,,"MISS 3PTR by BLACKSTON,DREW",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
00:45,"GOOD JUMPER by GREEN,KALEB(in the paint)",67 (+5),,62,,BSC 67-62 (+5),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
00:45,,,,,"SUB OUT by BRAZIL III,LAWRENCE",,,"SUB OUT by BRAZIL III,LAWRENCE",2
00:45,,,,,"SUB OUT by WARING,JOSE",,,"SUB OUT by WARING,JOSE",2
00:45,,,,,"SUB IN by GRIER,ZEKE",,,"SUB IN by GRIER,ZEKE",2
00:45,,,,,"SUB IN by DAVENPORT,GUS",,,"SUB IN by DAVENPORT,GUS",2
00:45,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
00:45,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
00:35,,,,,"TURNOVER  by MULDER,JAKE",,,"TURNOVER  by MULDER,JAKE",2
00:35,,,,,"SUB OUT by MULDER,JAKE",,,"SUB OUT by MULDER,JAKE",2
00:35,,,,,"SUB IN by SMALLWOOD,JADEN",,,"SUB IN by SMALLWOOD,JADEN",2
00:35,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
00:35,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
00:34,,,,,"FOUL  by BLACKSTON,DREW",,,"FOUL  by BLACKSTON,DREW",2
00:34,"MISS FT by JACKSON,MARTISE",,,,,,,"MISS FT by JACKSON,MARTISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:34,,,,,"SUB OUT by SMALLWOOD,JADEN",,,"SUB OUT by SMALLWOOD,JADEN",2
00:34,,,,,"SUB OUT by BLACKSTON,DREW",,,"SUB OUT by BLACKSTON,DREW",2
00:34,,,,,"SUB IN by MULDER,JAKE",,,"SUB IN by MULDER,JAKE",2
00:34,,,,,"SUB IN by WARING,JOSE",,,"SUB IN by WARING,JOSE",2
00:34,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
00:34,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
00:34,"GOOD FT by JACKSON,MARTISE",68 (+6),,62,,BSC 68-62 (+6),,"GOOD FT by JACKSON,MARTISE",2
