Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
06:33,"GOOD 3PTR by DEAN,NOLAN",67 (+16),,51,,BSC 67-51 (+16),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
06:18,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by PATRICK,DYLAN",,,,,,,"REBOUND DEF by PATRICK,DYLAN",2
06:10,"MISS 3PTR by DEAN,NOLAN",,,,,,,"MISS 3PTR by DEAN,NOLAN",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
06:00,"GOOD 3PTR by DEAN,NOLAN",70 (+19),,51,,BSC 70-51 (+19),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by PATRICK,DYLAN",,,,,,,"ASSIST  by PATRICK,DYLAN",2
05:38,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
05:38,,70 (+18),,52,"GOOD FT by URSIN,AARON",Mill 70-52 (+18),,"GOOD FT by URSIN,AARON",2
05:38,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
05:38,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
05:38,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
05:38,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
05:38,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
05:38,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
05:38,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
05:38,"SUB IN by GLOVER,CAM",,,,,,,"SUB IN by GLOVER,CAM",2
05:38,,70 (+17),,53,"GOOD FT by URSIN,AARON",Mill 70-53 (+17),,"GOOD FT by URSIN,AARON",2
05:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:27,"MISS 3PTR by DEAN,NOLAN",,,,,,,"MISS 3PTR by DEAN,NOLAN",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
05:18,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
05:11,"MISS JUMPER by DEAN,NOLAN",,,,,,,"MISS JUMPER by DEAN,NOLAN",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
05:06,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",72 (+19),,53,,BSC 72-53 (+19),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
04:48,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
04:48,,72 (+18),,54,"GOOD FT by URSIN,AARON",Mill 72-54 (+18),,"GOOD FT by URSIN,AARON",2
04:48,,72 (+17),,55,"GOOD FT by URSIN,AARON",Mill 72-55 (+17),,"GOOD FT by URSIN,AARON",2
04:35,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",74 (+19),,55,,BSC 74-55 (+19),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
04:26,,,,,"TURNOVER  by ROTH,DREW",,,"TURNOVER  by ROTH,DREW",2
04:26,"GOOD 3PTR by GREEN,KALEB",77 (+22),,55,,BSC 77-55 (+22),,"GOOD 3PTR by GREEN,KALEB",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
03:54,,77 (+20),,57,"GOOD JUMPER by RUCKER,CAM(in the paint)",Mill 77-57 (+20),,"GOOD JUMPER by RUCKER,CAM(in the paint)",2
03:37,,,,,"FOUL  by ROTH,DREW",,,"FOUL  by ROTH,DREW",2
03:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:37,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
03:37,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
03:37,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:37,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
03:37,"GOOD FT by DEAN,NOLAN",78 (+21),,57,,BSC 78-57 (+21),,"GOOD FT by DEAN,NOLAN",2
03:37,"MISS FT by DEAN,NOLAN",,,,,,,"MISS FT by DEAN,NOLAN",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
03:16,,78 (+18),,60,"GOOD 3PTR by WATSON,DOUG",Mill 78-60 (+18),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by URSIN,AARON",,,"ASSIST  by URSIN,AARON",2
02:58,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
02:58,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
02:58,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
02:58,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
02:58,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
02:58,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
02:50,"GOOD JUMPER by GLOVER,CAM(in the paint)",80 (+20),,60,,BSC 80-60 (+20),,"GOOD JUMPER by GLOVER,CAM(in the paint)",2
02:38,,80 (+18),,62,"GOOD JUMPER by RUCKER,CAM(in the paint)",Mill 80-62 (+18),,"GOOD JUMPER by RUCKER,CAM(in the paint)",2
02:29,"GOOD 3PTR by BARNETT,CHARLIE",83 (+21),,62,,BSC 83-62 (+21),,"GOOD 3PTR by BARNETT,CHARLIE",2
--,"ASSIST  by GLOVER,CAM",,,,,,,"ASSIST  by GLOVER,CAM",2
02:13,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by GLOVER,CAM",,,,,,,"REBOUND DEF by GLOVER,CAM",2
02:05,"MISS LAYUP by GLOVER,CAM(in the paint)",,,,,,,"MISS LAYUP by GLOVER,CAM(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
01:57,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND OFF by HOGAN,TJ",,,"REBOUND OFF by HOGAN,TJ",2
01:51,,,,,"MISS LAYUP by HOGAN,TJ(in the paint)",,,"MISS LAYUP by HOGAN,TJ(in the paint)",2
--,"REBOUND DEF by DAVIS,BRODY",,,,,,,"REBOUND DEF by DAVIS,BRODY",2
01:43,"MISS JUMPER by BARNETT,CHARLIE",,,,,,,"MISS JUMPER by BARNETT,CHARLIE",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
01:36,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
01:31,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
01:31,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
01:31,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
01:31,,,,,"SUB IN by VANBEBER ,RJ",,,"SUB IN by VANBEBER ,RJ",2
01:31,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
01:31,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
01:31,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
01:31,"SUB IN by TRAPP,REED",,,,,,,"SUB IN by TRAPP,REED",2
01:31,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
01:31,"SUB IN by DAVIS,RANDALL",,,,,,,"SUB IN by DAVIS,RANDALL",2
01:12,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",,,,,,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",2
--,"REBOUND OFF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",2
01:06,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",2
01:01,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",85 (+23),,62,,BSC 85-62 (+23),,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
00:54,,,,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",,,"MISS JUMPER by BONNECAZE,STEWART(in the paint)",2
--,"REBOUND DEF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
00:45,"MISS 3PTR by TRAPP,REED",,,,,,,"MISS 3PTR by TRAPP,REED",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
00:35,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
00:22,"MISS 3PTR by TRAPP,REED",,,,,,,"MISS 3PTR by TRAPP,REED",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
00:11,,85 (+21),,64,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",Mill 85-64 (+21),,"GOOD JUMPER by BONNECAZE,STEWART(in the paint)",2
