Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by LITTLE ,JAMES",,,"REBOUND DEF by LITTLE ,JAMES",1
02:03,,32 (+10),,22,"GOOD LAYUP by LITTLE ,JAMES(fastbreak)(in the paint)",Mill 32-22 (+10),,"GOOD LAYUP by LITTLE ,JAMES(fastbreak)(in the paint)",1
02:03,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",1
02:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:03,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
02:03,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",1
02:03,,32 (+9),,23,"GOOD FT by LITTLE ,JAMES(fastbreak)",Mill 32-23 (+9),,"GOOD FT by LITTLE ,JAMES(fastbreak)",1
02:03,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",1
02:03,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
02:03,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",1
02:03,"FOUL  by DEAN,NOLAN",,,,,,,"FOUL  by DEAN,NOLAN",1
02:03,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",1
02:03,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",1
02:03,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",1
02:03,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",1
01:59,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
01:52,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",1
01:52,,,,,"STEAL  by HOGAN,TJ",,,"STEAL  by HOGAN,TJ",1
01:44,,,,,"MISS JUMPER by HOGAN,TJ(in the paint)",,,"MISS JUMPER by HOGAN,TJ(in the paint)",1
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",1
01:07,,32 (+7),,25,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 32-25 (+7),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",1
01:07,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",1
01:07,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
01:07,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",1
01:07,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",1
00:55,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
00:55,,32 (+5),,27,"GOOD JUMPER by URSIN,AARON",Mill 32-27 (+5),,"GOOD JUMPER by URSIN,AARON",1
00:55,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",34 (+7),,27,,BSC 34-27 (+7),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
00:55,"GOOD FT by CHILDERS,JOSH",35 (+8),,27,,BSC 35-27 (+8),,"GOOD FT by CHILDERS,JOSH",1
00:48,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:45,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
00:45,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
00:45,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
00:45,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
00:45,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",1
00:45,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",1
00:45,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",1
00:45,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",1
00:31,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",1
00:31,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
00:31,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
00:31,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
00:31,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",1
00:09,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",1
00:09,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
00:09,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",1
00:09,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
00:00,"GOOD 3PTR by GLOVER,CAM",38 (+11),,27,,BSC 38-27 (+11),,"GOOD 3PTR by GLOVER,CAM",1
20:00,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
20:00,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
20:00,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
20:00,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
20:00,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
20:00,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
20:00,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
20:00,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
20:00,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
20:00,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
19:37,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
19:37,,38 (+10),,28,"GOOD FT by URSIN,AARON",Mill 38-28 (+10),,"GOOD FT by URSIN,AARON",2
19:37,,,,,"MISS FT by URSIN,AARON",,,"MISS FT by URSIN,AARON",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
19:19,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",40 (+12),,28,,BSC 40-28 (+12),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by BISHOP,BRYSON",,,,,,,"ASSIST  by BISHOP,BRYSON",2
18:59,,40 (+9),,31,"GOOD 3PTR by BONNECAZE,STEWART",Mill 40-31 (+9),,"GOOD 3PTR by BONNECAZE,STEWART",2
18:41,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",42 (+11),,31,,BSC 42-31 (+11),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
18:31,,42 (+8),,34,"GOOD 3PTR by GASCA,DAKOTA",Mill 42-34 (+8),,"GOOD 3PTR by GASCA,DAKOTA",2
18:20,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
18:20,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
18:10,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:52,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
17:52,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
17:52,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
17:48,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
17:40,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
17:19,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:18,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
17:18,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
17:18,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
17:09,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
17:09,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
17:09,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
17:04,,,,,"MISS JUMPER by PHILLIPS JR,RODNEY(in the paint)",,,"MISS JUMPER by PHILLIPS JR,RODNEY(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:50,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
16:49,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
16:49,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:49,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
16:49,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
16:36,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
16:33,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
16:28,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
16:28,,42 (+7),,35,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 42-35 (+7),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
16:28,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
16:28,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
16:28,,42 (+6),,36,"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 42-36 (+6),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
16:12,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",44 (+8),,36,,BSC 44-36 (+8),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
15:50,,44 (+6),,38,"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 44-38 (+6),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
15:41,"MISS LAYUP by GREEN,KALEB(in the paint)",,,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
15:41,,,,,"BLOCK  by ROTH,DREW",,,"BLOCK  by ROTH,DREW",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
15:31,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
15:25,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
15:19,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
15:19,"BLOCK  by JACKSON,MARTISE",,,,,,,"BLOCK  by JACKSON,MARTISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:19,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
15:19,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
15:19,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
15:19,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
15:19,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
15:19,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
15:19,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
15:19,"SUB IN by GLOVER,CAM",,,,,,,"SUB IN by GLOVER,CAM",2
15:19,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
15:19,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:17,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
15:17,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
15:05,"GOOD LAYUP by DAVIS,BRODY(in the paint)",46 (+8),,38,,BSC 46-38 (+8),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
14:52,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
14:52,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
14:52,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",,,"MISS 3PTR by PHILLIPS JR,RODNEY",2
--,"REBOUND DEF by GLOVER,CAM",,,,,,,"REBOUND DEF by GLOVER,CAM",2
14:52,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
14:52,,46 (+5),,41,"GOOD 3PTR by WATSON,DOUG",Mill 46-41 (+5),,"GOOD 3PTR by WATSON,DOUG",2
14:15,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
14:15,"GOOD FT by DAVIS,BRODY",47 (+6),,41,,BSC 47-41 (+6),,"GOOD FT by DAVIS,BRODY",2
14:15,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
14:15,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
14:15,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
14:11,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
14:11,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
14:09,"GOOD LAYUP by GLOVER,CAM(in the paint)",49 (+8),,41,,BSC 49-41 (+8),,"GOOD LAYUP by GLOVER,CAM(in the paint)",2
13:41,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
13:34,"GOOD LAYUP by PATRICK,DYLAN(fastbreak)(in the paint)",51 (+10),,41,,BSC 51-41 (+10),,"GOOD LAYUP by PATRICK,DYLAN(fastbreak)(in the paint)",2
13:26,,51 (+8),,43,"GOOD JUMPER by WATSON,DOUG",Mill 51-43 (+8),,"GOOD JUMPER by WATSON,DOUG",2
13:04,"TURNOVER  by PATRICK,DYLAN",,,,,,,"TURNOVER  by PATRICK,DYLAN",2
13:04,,,,,"STEAL  by PHILLIPS JR,RODNEY",,,"STEAL  by PHILLIPS JR,RODNEY",2
12:58,,51 (+6),,45,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",Mill 51-45 (+6),,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
12:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:57,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
12:57,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
12:57,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
12:57,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
12:46,"MISS LAYUP by GLOVER,CAM(in the paint)",,,,,,,"MISS LAYUP by GLOVER,CAM(in the paint)",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
12:40,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
12:40,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:40,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:35,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
12:35,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
12:26,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",53 (+8),,45,,BSC 53-45 (+8),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by PATRICK,DYLAN",,,,,,,"ASSIST  by PATRICK,DYLAN",2
12:08,"FOUL  by PATRICK,DYLAN",,,,,,,"FOUL  by PATRICK,DYLAN",2
11:55,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
11:43,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:40,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
11:40,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
11:40,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
11:40,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
11:40,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
11:40,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
11:40,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
11:40,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
11:35,,,,,"FOUL  by GASCA,DAKOTA",,,"FOUL  by GASCA,DAKOTA",2
11:13,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
11:06,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
11:06,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
11:06,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
10:55,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
10:55,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
10:55,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
10:55,,,,,"MISS FT by BONNECAZE,STEWART",,,"MISS FT by BONNECAZE,STEWART",2
10:55,,53 (+6),,47,"GOOD JUMPER by LITTLE ,JAMES",Mill 53-47 (+6),,"GOOD JUMPER by LITTLE ,JAMES",2
--,,,,,"REBOUND OFF by LITTLE ,JAMES",,,"REBOUND OFF by LITTLE ,JAMES",2
10:45,"GOOD 3PTR by SPENCE,SAMUEL",56 (+9),,47,,BSC 56-47 (+9),,"GOOD 3PTR by SPENCE,SAMUEL",2
10:37,,,,,"TURNOVER  by LITTLE ,JAMES",,,"TURNOVER  by LITTLE ,JAMES",2
10:31,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND OFF by SPENCE,SAMUEL",,,,,,,"REBOUND OFF by SPENCE,SAMUEL",2
10:21,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
10:21,,,,,"STEAL  by LITTLE ,JAMES",,,"STEAL  by LITTLE ,JAMES",2
09:44,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
09:44,,56 (+8),,48,"GOOD FT by LITTLE ,JAMES",Mill 56-48 (+8),,"GOOD FT by LITTLE ,JAMES",2
09:44,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
09:44,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
09:44,,56 (+7),,49,"GOOD FT by LITTLE ,JAMES",Mill 56-49 (+7),,"GOOD FT by LITTLE ,JAMES",2
09:25,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
09:25,"GOOD FT by CHILDERS,JOSH",57 (+8),,49,,BSC 57-49 (+8),,"GOOD FT by CHILDERS,JOSH",2
09:25,"GOOD FT by CHILDERS,JOSH",58 (+9),,49,,BSC 58-49 (+9),,"GOOD FT by CHILDERS,JOSH",2
09:11,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
09:11,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
09:11,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
09:11,,58 (+8),,50,"GOOD FT by WATSON,DOUG",Mill 58-50 (+8),,"GOOD FT by WATSON,DOUG",2
09:11,,58 (+7),,51,"GOOD FT by WATSON,DOUG",Mill 58-51 (+7),,"GOOD FT by WATSON,DOUG",2
09:11,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
09:11,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
09:11,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
09:11,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
09:00,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
08:52,"GOOD 3PTR by DEAN,NOLAN",61 (+10),,51,,BSC 61-51 (+10),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
08:31,,,,,"MISS 3PTR by GORTON,MACK",,,"MISS 3PTR by GORTON,MACK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:13,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",2
--,"REBOUND OFF by DEAN,NOLAN",,,,,,,"REBOUND OFF by DEAN,NOLAN",2
08:06,"GOOD LAYUP by DEAN,NOLAN(in the paint)",63 (+12),,51,,BSC 63-51 (+12),,"GOOD LAYUP by DEAN,NOLAN(in the paint)",2
07:55,,,,,"MISS 3PTR by BONNECAZE,STEWART",,,"MISS 3PTR by BONNECAZE,STEWART",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
07:39,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
07:36,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
07:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:36,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
07:36,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
07:36,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
07:36,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
07:36,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
07:36,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
07:36,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
07:36,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
07:36,"GOOD FT by CHILDERS,JOSH",64 (+13),,51,,BSC 64-51 (+13),,"GOOD FT by CHILDERS,JOSH",2
07:36,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
07:22,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",2
07:13,"MISS JUMPER by BISHOP,BRYSON(in the paint)",,,,,,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
07:01,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:50,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
