Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,HC-MBK,Game Score,Team Indicator,Play,Period
01:14,,,,,"TURNOVER  by DEITHLOFF,TYLER",,,"TURNOVER  by DEITHLOFF,TYLER",1
01:13,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",1
01:07,"GOOD JUMPER by BISHOP,BRYSON(in the paint)",39 (+10),,29,,BSCM 39-29 (+10),,"GOOD JUMPER by BISHOP,BRYSON(in the paint)",1
00:51,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",1
--,"REBOUND DEF by PATRICK,DYLAN",,,,,,,"REBOUND DEF by PATRICK,DYLAN",1
00:27,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",1
--,"REBOUND OFF by PATRICK,DYLAN",,,,,,,"REBOUND OFF by PATRICK,DYLAN",1
00:21,"GOOD TIPIN by PATRICK,DYLAN(in the paint)",41 (+12),,29,,BSCM 41-29 (+12),,"GOOD TIPIN by PATRICK,DYLAN(in the paint)",1
00:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:01,,,,,"MISS JUMPER by BERRY,COLTEN",,,"MISS JUMPER by BERRY,COLTEN",1
--,"REBOUND DEF by DEAN,NOLAN",,,,,,,"REBOUND DEF by DEAN,NOLAN",1
19:46,,41 (+10),,31,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 41-31 (+10),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
19:21,"MISS LAYUP by GREEN,KALEB",,,,,,,"MISS LAYUP by GREEN,KALEB",2
--,,,,,"REBOUND DEF by COBB,DANIEL",,,"REBOUND DEF by COBB,DANIEL",2
19:16,,41 (+8),,33,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",HC-MBK 41-33 (+8),,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",2
--,,,,,"ASSIST  by COBB,DANIEL",,,"ASSIST  by COBB,DANIEL",2
18:57,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
18:50,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",43 (+10),,33,,BSCM 43-33 (+10),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
18:20,,,,,"MISS LAYUP by WEAVER,BRADEN",,,"MISS LAYUP by WEAVER,BRADEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:02,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",2
17:45,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",2
17:43,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
17:41,"GOOD 3PTR by THOMPSON,CHRISTIAN",46 (+13),,33,,BSCM 46-33 (+13),,"GOOD 3PTR by THOMPSON,CHRISTIAN",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
17:25,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
17:17,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",48 (+15),,33,,BSCM 48-33 (+15),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
17:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:02,,,,,"MISS 3PTR by WEAVER,BRADEN",,,"MISS 3PTR by WEAVER,BRADEN",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
16:54,"GOOD 3PTR by GREEN,KALEB",51 (+18),,33,,BSCM 51-33 (+18),,"GOOD 3PTR by GREEN,KALEB",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
16:36,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
16:36,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
16:36,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
16:36,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
16:36,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
16:29,,51 (+16),,35,"GOOD LAYUP by TORRES,JADEN(in the paint)",HC-MBK 51-35 (+16),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
16:11,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
15:59,,51 (+14),,37,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 51-37 (+14),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
15:59,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
15:59,,51 (+13),,38,"GOOD FT by BERRY,COLTEN",HC-MBK 51-38 (+13),,"GOOD FT by BERRY,COLTEN",2
15:59,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
15:59,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
15:59,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
15:59,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
15:53,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
15:35,,51 (+11),,40,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 51-40 (+11),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
15:20,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
15:19,,,,,"STEAL  by TORRES,JADEN",,,"STEAL  by TORRES,JADEN",2
15:16,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
15:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:16,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:16,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
15:16,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
15:16,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
15:16,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
15:16,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
15:14,,51 (+8),,43,"GOOD 3PTR by MCMULLIN,COLTON",HC-MBK 51-43 (+8),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,,,,,"ASSIST  by SQUIRES,CALEB",,,"ASSIST  by SQUIRES,CALEB",2
15:00,"GOOD LAYUP by SPENCE,SAMUEL(in the paint)",53 (+10),,43,,BSCM 53-43 (+10),,"GOOD LAYUP by SPENCE,SAMUEL(in the paint)",2
--,"ASSIST  by BISHOP,BRYSON",,,,,,,"ASSIST  by BISHOP,BRYSON",2
14:43,,53 (+8),,45,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",HC-MBK 53-45 (+8),,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
14:26,"GOOD LAYUP by DAVIS,BRODY(in the paint)",55 (+10),,45,,BSCM 55-45 (+10),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
14:10,,55 (+8),,47,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",HC-MBK 55-47 (+8),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
13:54,"MISS LAYUP by DAVIS,BRODY",,,,,,,"MISS LAYUP by DAVIS,BRODY",2
13:54,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
13:47,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
13:47,,,,,"MISS FT by TORRES,JADEN",,,"MISS FT by TORRES,JADEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:47,,,,,"MISS FT by TORRES,JADEN",,,"MISS FT by TORRES,JADEN",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
13:47,,,,,"SUB IN by PATTON,LUKE",,,"SUB IN by PATTON,LUKE",2
13:47,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
13:36,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
13:36,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
13:31,"GOOD LAYUP by DAVIS,BRODY(in the paint)",57 (+10),,47,,BSCM 57-47 (+10),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
13:29,,,,,"FOUL  by PATTON,LUKE",,,"FOUL  by PATTON,LUKE",2
13:29,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by PATTON,LUKE",,,"REBOUND DEF by PATTON,LUKE",2
13:29,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
13:29,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
13:29,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
13:29,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
13:26,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
12:57,,57 (+8),,49,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",HC-MBK 57-49 (+8),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",2
12:43,"MISS 3PTR by PATRICK,DYLAN",,,,,,,"MISS 3PTR by PATRICK,DYLAN",2
--,"REBOUND OFF by DAVIS,BRODY",,,,,,,"REBOUND OFF by DAVIS,BRODY",2
12:38,"GOOD TIPIN by DAVIS,BRODY(in the paint)",59 (+10),,49,,BSCM 59-49 (+10),,"GOOD TIPIN by DAVIS,BRODY(in the paint)",2
12:23,,,,,"TURNOVER  by SQUIRES,CALEB",,,"TURNOVER  by SQUIRES,CALEB",2
12:22,"STEAL  by GREEN,KALEB",,,,,,,"STEAL  by GREEN,KALEB",2
12:19,"GOOD LAYUP by GREEN,KALEB(in the paint)",61 (+12),,49,,BSCM 61-49 (+12),,"GOOD LAYUP by GREEN,KALEB(in the paint)",2
12:14,,,,,"FOUL  by SQUIRES,CALEB",,,"FOUL  by SQUIRES,CALEB",2
12:14,"GOOD FT by GREEN,KALEB",62 (+13),,49,,BSCM 62-49 (+13),,"GOOD FT by GREEN,KALEB",2
12:14,,,,,"SUB IN by COBB,DANIEL",,,"SUB IN by COBB,DANIEL",2
12:14,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
12:14,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
12:14,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
12:00,,62 (+11),,51,"GOOD JUMPER by SQUIRES,CALEB",HC-MBK 62-51 (+11),,"GOOD JUMPER by SQUIRES,CALEB",2
11:36,"MISS 3PTR by BARNETT,CHARLIE",,,,,,,"MISS 3PTR by BARNETT,CHARLIE",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
11:32,,,,,"FOUL  by SQUIRES,CALEB",,,"FOUL  by SQUIRES,CALEB",2
11:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:32,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
11:32,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
11:32,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
11:32,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
11:32,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
11:32,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",2
11:25,"MISS LAYUP by GILLISPIE,JAY",,,,,,,"MISS LAYUP by GILLISPIE,JAY",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
11:25,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
11:25,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
11:21,,,,,"FOUL  by PATTON,LUKE",,,"FOUL  by PATTON,LUKE",2
11:21,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
11:21,,,,,"SUB OUT by PATTON,LUKE",,,"SUB OUT by PATTON,LUKE",2
11:03,,,,,"FOUL  by MCMULLIN,COLTON",,,"FOUL  by MCMULLIN,COLTON",2
11:03,"GOOD FT by DEAN,NOLAN",63 (+12),,51,,BSCM 63-51 (+12),,"GOOD FT by DEAN,NOLAN",2
11:03,"GOOD FT by DEAN,NOLAN",64 (+13),,51,,BSCM 64-51 (+13),,"GOOD FT by DEAN,NOLAN",2
10:49,,,,,"MISS JUMPER by COBB,DANIEL",,,"MISS JUMPER by COBB,DANIEL",2
10:49,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",2
10:43,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",66 (+15),,51,,BSCM 66-51 (+15),,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",2
10:24,,,,,"MISS JUMPER by KRONENBERGER,BEAU",,,"MISS JUMPER by KRONENBERGER,BEAU",2
--,"REBOUND DEF by PATRICK,DYLAN",,,,,,,"REBOUND DEF by PATRICK,DYLAN",2
10:19,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
10:19,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
10:17,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",2
10:17,,,,,"FOUL  by COBB,DANIEL",,,"FOUL  by COBB,DANIEL",2
10:17,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
10:17,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
10:08,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
10:08,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
10:08,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
10:08,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
10:08,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
10:08,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
10:08,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
10:08,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
10:08,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
10:08,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
10:08,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
10:08,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
09:59,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
09:59,,66 (+14),,52,"GOOD FT by WEAVER,BRADEN",HC-MBK 66-52 (+14),,"GOOD FT by WEAVER,BRADEN",2
09:59,,66 (+13),,53,"GOOD FT by WEAVER,BRADEN",HC-MBK 66-53 (+13),,"GOOD FT by WEAVER,BRADEN",2
09:43,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
09:33,,66 (+11),,55,"GOOD LAYUP by TORRES,JADEN(in the paint)",HC-MBK 66-55 (+11),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
09:15,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
09:12,"GOOD TIPIN by CHILDERS,JOSH(in the paint)",68 (+13),,55,,BSCM 68-55 (+13),,"GOOD TIPIN by CHILDERS,JOSH(in the paint)",2
08:55,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",2
08:55,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
08:47,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
08:47,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
08:31,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
08:31,,68 (+12),,56,"GOOD FT by BERRY,COLTEN",HC-MBK 68-56 (+12),,"GOOD FT by BERRY,COLTEN",2
08:31,,68 (+11),,57,"GOOD FT by BERRY,COLTEN",HC-MBK 68-57 (+11),,"GOOD FT by BERRY,COLTEN",2
08:31,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
08:31,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
08:15,"GOOD 3PTR by GARRIDO,BRANDAN",71 (+14),,57,,BSCM 71-57 (+14),,"GOOD 3PTR by GARRIDO,BRANDAN",2
--,"ASSIST  by BISHOP,BRYSON",,,,,,,"ASSIST  by BISHOP,BRYSON",2
07:56,,71 (+12),,59,"GOOD JUMPER by DEITHLOFF,TYLER",HC-MBK 71-59 (+12),,"GOOD JUMPER by DEITHLOFF,TYLER",2
07:39,"MISS LAYUP by GREEN,KALEB",,,,,,,"MISS LAYUP by GREEN,KALEB",2
--,,,,,"REBOUND DEF by SQUIRES,CALEB",,,"REBOUND DEF by SQUIRES,CALEB",2
07:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:38,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
07:38,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
07:38,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
07:38,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
07:22,,71 (+10),,61,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 71-61 (+10),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
06:59,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
06:59,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
06:47,,,,,"MISS JUMPER by WEAVER,BRADEN",,,"MISS JUMPER by WEAVER,BRADEN",2
--,"REBOUND DEF by DAVIS,BRODY",,,,,,,"REBOUND DEF by DAVIS,BRODY",2
06:32,"MISS LAYUP by DAVIS,BRODY",,,,,,,"MISS LAYUP by DAVIS,BRODY",2
06:32,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,"REBOUND OFF by DAVIS,BRODY",,,,,,,"REBOUND OFF by DAVIS,BRODY",2
06:30,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
06:30,"GOOD FT by DAVIS,BRODY",72 (+11),,61,,BSCM 72-61 (+11),,"GOOD FT by DAVIS,BRODY",2
06:30,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
06:30,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
06:30,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
06:21,"FOUL  by PATRICK,DYLAN",,,,,,,"FOUL  by PATRICK,DYLAN",2
06:21,,72 (+10),,62,"GOOD FT by TORRES,JADEN",HC-MBK 72-62 (+10),,"GOOD FT by TORRES,JADEN",2
06:21,,72 (+9),,63,"GOOD FT by TORRES,JADEN",HC-MBK 72-63 (+9),,"GOOD FT by TORRES,JADEN",2
06:08,"GOOD LAYUP by DEAN,NOLAN(in the paint)",74 (+11),,63,,BSCM 74-63 (+11),,"GOOD LAYUP by DEAN,NOLAN(in the paint)",2
05:53,,,,,"MISS LAYUP by BERRY,COLTEN",,,"MISS LAYUP by BERRY,COLTEN",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
05:47,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
05:39,"MISS LAYUP by DAVIS,BRODY",,,,,,,"MISS LAYUP by DAVIS,BRODY",2
05:39,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",2
05:32,,,,,"MISS LAYUP by TORRES,JADEN",,,"MISS LAYUP by TORRES,JADEN",2
05:32,"BLOCK  by PATRICK,DYLAN",,,,,,,"BLOCK  by PATRICK,DYLAN",2
--,,,,,"REBOUND OFF by TORRES,JADEN",,,"REBOUND OFF by TORRES,JADEN",2
05:28,,74 (+9),,65,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 74-65 (+9),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
05:28,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
05:28,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
05:28,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
05:28,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
05:28,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
05:28,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",2
05:10,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
05:10,"GOOD FT by DEAN,NOLAN",75 (+10),,65,,BSCM 75-65 (+10),,"GOOD FT by DEAN,NOLAN",2
05:10,"GOOD FT by DEAN,NOLAN",76 (+11),,65,,BSCM 76-65 (+11),,"GOOD FT by DEAN,NOLAN",2
04:56,,76 (+9),,67,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",HC-MBK 76-67 (+9),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
04:35,"GOOD 3PTR by DEAN,NOLAN",79 (+12),,67,,BSCM 79-67 (+12),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by GREEN,KALEB",,,,,,,"ASSIST  by GREEN,KALEB",2
04:19,,79 (+9),,70,"GOOD 3PTR by DEITHLOFF,TYLER",HC-MBK 79-70 (+9),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,,,,,"ASSIST  by TORRES,JADEN",,,"ASSIST  by TORRES,JADEN",2
04:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:16,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
04:16,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
04:16,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
04:16,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
04:04,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
04:04,"GOOD FT by GILLISPIE,JAY",80 (+10),,70,,BSCM 80-70 (+10),,"GOOD FT by GILLISPIE,JAY",2
04:04,"GOOD FT by GILLISPIE,JAY",81 (+11),,70,,BSCM 81-70 (+11),,"GOOD FT by GILLISPIE,JAY",2
03:43,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
03:39,"GOOD 3PTR by GREEN,KALEB",84 (+14),,70,,BSCM 84-70 (+14),,"GOOD 3PTR by GREEN,KALEB",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
03:20,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
03:17,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
03:17,"GOOD FT by GREEN,KALEB",85 (+15),,70,,BSCM 85-70 (+15),,"GOOD FT by GREEN,KALEB",2
03:17,"GOOD FT by GREEN,KALEB",86 (+16),,70,,BSCM 86-70 (+16),,"GOOD FT by GREEN,KALEB",2
03:17,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
03:17,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
