Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:24,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",1
02:15,"MISS 3PTR by BONNECAZE,STEWART",,,,,,,"MISS 3PTR by BONNECAZE,STEWART",1
--,,,,,"REBOUND DEF by GLOVER,COLIN",,,"REBOUND DEF by GLOVER,COLIN",1
01:59,,,,,"MISS 3PTR by GLOVER,COLIN",,,"MISS 3PTR by GLOVER,COLIN",1
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
01:49,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",1
01:49,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",1
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",1
01:46,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",1
01:46,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
01:46,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",1
01:46,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
01:40,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
01:40,,,,,"BLOCK  by GLOVER,CAM",,,"BLOCK  by GLOVER,CAM",1
--,,,,,"REBOUND DEF by GLOVER,COLIN",,,"REBOUND DEF by GLOVER,COLIN",1
01:31,,,,,"MISS 3PTR by JACKSON,MARTISE",,,"MISS 3PTR by JACKSON,MARTISE",1
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",1
01:28,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",1
01:16,,,,,"MISS JUMPER by GLOVER,COLIN",,,"MISS JUMPER by GLOVER,COLIN",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
01:11,,25,,38 (+13),"GOOD LAYUP by JACKSON,MARTISE(in the paint)",BSC 25-38 (+13),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",1
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",1
00:45,"GOOD JUMPER by URSIN,AARON(in the paint)",27,,38 (+11),,Mill 27-38 (+11),,"GOOD JUMPER by URSIN,AARON(in the paint)",1
00:31,,27,,40 (+13),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 27-40 (+13),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"ASSIST  by GLOVER,CAM",,,"ASSIST  by GLOVER,CAM",1
00:31,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",1
00:31,,27,,41 (+14),"GOOD FT by CHILDERS,JOSH",BSC 27-41 (+14),,"GOOD FT by CHILDERS,JOSH",1
00:31,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
00:31,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
00:31,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",1
00:31,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",1
00:10,"TURNOVER  by BUSH,RODREEKAS",,,,,,,"TURNOVER  by BUSH,RODREEKAS",1
00:10,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",1
00:04,,27,,44 (+17),"GOOD 3PTR by GLOVER,CAM",BSC 27-44 (+17),,"GOOD 3PTR by GLOVER,CAM",1
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",1
19:43,"MISS 3PTR by URSIN,AARON",,,,,,,"MISS 3PTR by URSIN,AARON",2
--,,,,,"REBOUND DEF by GLOVER,COLIN",,,"REBOUND DEF by GLOVER,COLIN",2
19:27,,,,,"MISS JUMPER by GLOVER,COLIN(in the paint)",,,"MISS JUMPER by GLOVER,COLIN(in the paint)",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
19:04,"GOOD JUMPER by URSIN,AARON",29,,44 (+15),,Mill 29-44 (+15),,"GOOD JUMPER by URSIN,AARON",2
18:48,,,,,"MISS 3PTR by GLOVER,COLIN",,,"MISS 3PTR by GLOVER,COLIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:45,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
18:45,,29,,45 (+16),"GOOD FT by CHILDERS,JOSH",BSC 29-45 (+16),,"GOOD FT by CHILDERS,JOSH",2
18:45,,,,,"MISS FT by CHILDERS,JOSH",,,"MISS FT by CHILDERS,JOSH",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
18:22,"MISS JUMPER by URSIN,AARON(in the paint)",,,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
18:12,,29,,47 (+18),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 29-47 (+18),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
17:49,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,"REBOUND OFF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
17:45,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
17:45,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND OFF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
17:39,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",2
17:33,"MISS LAYUP by RUCKER,CAM(in the paint)",,,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",2
17:32,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
17:32,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:26,"GOOD 3PTR by RUCKER,CAM",32,,47 (+15),,Mill 32-47 (+15),,"GOOD 3PTR by RUCKER,CAM",2
--,"ASSIST  by ROTH,DREW",,,,,,,"ASSIST  by ROTH,DREW",2
17:07,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
17:04,,32,,49 (+17),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 32-49 (+17),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
16:45,"MISS 3PTR by URSIN,AARON",,,,,,,"MISS 3PTR by URSIN,AARON",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
16:34,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
16:34,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
16:22,,,,,"MISS 3PTR by GLOVER,CAM",,,"MISS 3PTR by GLOVER,CAM",2
--,,,,,"REBOUND OFF by GLOVER,COLIN",,,"REBOUND OFF by GLOVER,COLIN",2
16:20,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
16:18,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
16:18,,32,,50 (+18),"GOOD FT by CHILDERS,JOSH",BSC 32-50 (+18),,"GOOD FT by CHILDERS,JOSH",2
16:18,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
16:18,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
16:18,,32,,51 (+19),"GOOD FT by CHILDERS,JOSH",BSC 32-51 (+19),,"GOOD FT by CHILDERS,JOSH",2
16:18,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
16:18,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
16:18,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
16:18,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
16:01,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
16:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
16:00,,,,,"SUB OUT by GLOVER,COLIN",,,"SUB OUT by GLOVER,COLIN",2
16:00,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
16:00,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
16:00,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
15:52,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
15:41,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
15:23,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",,,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
15:01,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
15:01,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
15:01,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
15:01,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
14:54,,32,,53 (+21),"GOOD LAYUP by DAVIS,BRODY(in the paint)",BSC 32-53 (+21),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
14:32,,,,,"FOUL  by SPENCE,SAMUEL",,,"FOUL  by SPENCE,SAMUEL",2
14:22,"TURNOVER  by ROTH,DREW",,,,,,,"TURNOVER  by ROTH,DREW",2
14:22,,,,,"STEAL  by PATRICK,DYLAN",,,"STEAL  by PATRICK,DYLAN",2
14:16,,32,,56 (+24),"GOOD 3PTR by SPENCE,SAMUEL",BSC 32-56 (+24),,"GOOD 3PTR by SPENCE,SAMUEL",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
14:06,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",2
13:47,,32,,58 (+26),"GOOD JUMPER by GLOVER,CAM",BSC 32-58 (+26),,"GOOD JUMPER by GLOVER,CAM",2
13:23,,,,,"SUB OUT by GLOVER,CAM",,,"SUB OUT by GLOVER,CAM",2
13:23,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
13:23,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
13:23,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",2
13:19,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
13:19,,,,,"STEAL  by THOMPSON,CHRISTIAN",,,"STEAL  by THOMPSON,CHRISTIAN",2
13:15,,,,,"TURNOVER  by THOMPSON,CHRISTIAN",,,"TURNOVER  by THOMPSON,CHRISTIAN",2
13:15,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
13:15,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
13:10,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
13:02,,32,,60 (+28),"GOOD JUMPER by PATRICK,DYLAN",BSC 32-60 (+28),,"GOOD JUMPER by PATRICK,DYLAN",2
12:43,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
12:39,,,,,"TURNOVER  by GREEN,KALEB",,,"TURNOVER  by GREEN,KALEB",2
12:39,"STEAL  by BUSH,RODREEKAS",,,,,,,"STEAL  by BUSH,RODREEKAS",2
12:34,,,,,"FOUL  by SPENCE,SAMUEL",,,"FOUL  by SPENCE,SAMUEL",2
12:34,"GOOD FT by HOGAN,TJ(fastbreak)",33,,60 (+27),,Mill 33-60 (+27),,"GOOD FT by HOGAN,TJ(fastbreak)",2
12:34,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
12:34,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
12:34,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
12:34,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
12:34,"GOOD FT by HOGAN,TJ(fastbreak)",34,,60 (+26),,Mill 34-60 (+26),,"GOOD FT by HOGAN,TJ(fastbreak)",2
12:17,,,,,"MISS LAYUP by BARNETT,CHARLIE(in the paint)",,,"MISS LAYUP by BARNETT,CHARLIE(in the paint)",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
12:03,,,,,"FOUL  by THOMPSON,CHRISTIAN",,,"FOUL  by THOMPSON,CHRISTIAN",2
12:03,"GOOD FT by GORTON,MACK",35,,60 (+25),,Mill 35-60 (+25),,"GOOD FT by GORTON,MACK",2
12:03,"GOOD FT by GORTON,MACK",36,,60 (+24),,Mill 36-60 (+24),,"GOOD FT by GORTON,MACK",2
11:48,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:48,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
11:48,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
11:48,,,,,"SUB OUT by THOMPSON,CHRISTIAN",,,"SUB OUT by THOMPSON,CHRISTIAN",2
11:48,,,,,"SUB IN by GLOVER,CAM",,,"SUB IN by GLOVER,CAM",2
11:48,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
11:48,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
11:44,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,"REBOUND DEF by GASCA,DAKOTA",,,,,,,"REBOUND DEF by GASCA,DAKOTA",2
11:37,"GOOD 3PTR by GASCA,DAKOTA",39,,60 (+21),,Mill 39-60 (+21),,"GOOD 3PTR by GASCA,DAKOTA",2
11:30,,39,,63 (+24),"GOOD 3PTR by BARNETT,CHARLIE",BSC 39-63 (+24),,"GOOD 3PTR by BARNETT,CHARLIE",2
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",2
11:12,,,,,"FOUL  by BARNETT,CHARLIE",,,"FOUL  by BARNETT,CHARLIE",2
11:12,"GOOD FT by HAUPT,KYLE",40,,63 (+23),,Mill 40-63 (+23),,"GOOD FT by HAUPT,KYLE",2
11:12,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
11:12,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
11:12,"GOOD FT by HAUPT,KYLE",41,,63 (+22),,Mill 41-63 (+22),,"GOOD FT by HAUPT,KYLE",2
11:12,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
11:12,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
11:01,,41,,65 (+24),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 41-65 (+24),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
11:01,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
11:01,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,"REBOUND DEF by HAUPT,KYLE",,,,,,,"REBOUND DEF by HAUPT,KYLE",2
10:38,"GOOD JUMPER by HAUPT,KYLE",43,,65 (+22),,Mill 43-65 (+22),,"GOOD JUMPER by HAUPT,KYLE",2
10:22,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
10:15,,,,,"MISS 3PTR by BARNETT,CHARLIE",,,"MISS 3PTR by BARNETT,CHARLIE",2
--,"REBOUND DEF by HAUPT,KYLE",,,,,,,"REBOUND DEF by HAUPT,KYLE",2
10:11,"TURNOVER  by HAUPT,KYLE",,,,,,,"TURNOVER  by HAUPT,KYLE",2
10:01,,,,,"MISS JUMPER by GLOVER,CAM(in the paint)",,,"MISS JUMPER by GLOVER,CAM(in the paint)",2
--,"REBOUND DEF by HAUPT,KYLE",,,,,,,"REBOUND DEF by HAUPT,KYLE",2
09:53,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
09:53,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
09:53,,,,,"SUB IN by GLOVER,COLIN",,,"SUB IN by GLOVER,COLIN",2
09:53,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
09:45,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:28,,43,,67 (+24),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 43-67 (+24),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by GLOVER,CAM",,,"ASSIST  by GLOVER,CAM",2
09:13,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
09:13,"TURNOVER  by STEPHEN,SETH",,,,,,,"TURNOVER  by STEPHEN,SETH",2
09:13,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
09:13,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
08:55,,,,,"MISS 3PTR by GLOVER,COLIN",,,"MISS 3PTR by GLOVER,COLIN",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
08:45,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",2
08:36,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by GLOVER,COLIN",,,"REBOUND DEF by GLOVER,COLIN",2
08:30,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
08:30,,,,,"SUB OUT by GLOVER,CAM",,,"SUB OUT by GLOVER,CAM",2
08:30,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
08:30,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
08:30,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
08:30,,43,,68 (+25),"GOOD FT by CHILDERS,JOSH(fastbreak)",BSC 43-68 (+25),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
08:30,,,,,"MISS FT by CHILDERS,JOSH(fastbreak)",,,"MISS FT by CHILDERS,JOSH(fastbreak)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
08:26,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
08:26,"BLOCK  by PHILLIPS JR,RODNEY",,,,,,,"BLOCK  by PHILLIPS JR,RODNEY",2
--,"REBOUND DEF by GASCA,DAKOTA",,,,,,,"REBOUND DEF by GASCA,DAKOTA",2
08:19,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
08:19,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
08:14,,43,,70 (+27),"GOOD LAYUP by GLOVER,COLIN(in the paint)",BSC 43-70 (+27),,"GOOD LAYUP by GLOVER,COLIN(in the paint)",2
08:14,"FOUL  by HAUPT,KYLE",,,,,,,"FOUL  by HAUPT,KYLE",2
08:14,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
08:14,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
08:14,,,,,"MISS FT by GLOVER,COLIN",,,"MISS FT by GLOVER,COLIN",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
08:05,"GOOD 3PTR by GASCA,DAKOTA",46,,70 (+24),,Mill 46-70 (+24),,"GOOD 3PTR by GASCA,DAKOTA",2
07:45,,46,,73 (+27),"GOOD 3PTR by GREEN,KALEB",BSC 46-73 (+27),,"GOOD 3PTR by GREEN,KALEB",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
07:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:35,,,,,"SUB OUT by GLOVER,COLIN",,,"SUB OUT by GLOVER,COLIN",2
07:35,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
07:35,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
07:35,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
07:35,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
07:35,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
07:35,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
07:35,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
07:20,"MISS 3PTR by UGHOVWA,NICHOLAS",,,,,,,"MISS 3PTR by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
07:12,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
07:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:12,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
07:12,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
07:12,,46,,74 (+28),"GOOD FT by DAVIS,BRODY(fastbreak)",BSC 46-74 (+28),,"GOOD FT by DAVIS,BRODY(fastbreak)",2
07:12,,,,,"MISS FT by DAVIS,BRODY(fastbreak)",,,"MISS FT by DAVIS,BRODY(fastbreak)",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
06:45,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",48,,74 (+26),,Mill 48-74 (+26),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
06:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:44,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
06:44,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
06:30,,48,,76 (+28),"GOOD JUMPER by GARRIDO,BRANDAN",BSC 48-76 (+28),,"GOOD JUMPER by GARRIDO,BRANDAN",2
06:17,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
06:07,"MISS 3PTR by PHILLIPS JR,RODNEY",,,,,,,"MISS 3PTR by PHILLIPS JR,RODNEY",2
--,,,,,"REBOUND DEF by GARRIDO,BRANDAN",,,"REBOUND DEF by GARRIDO,BRANDAN",2
05:51,"FOUL  by FORBES,TRACE",,,,,,,"FOUL  by FORBES,TRACE",2
05:51,,48,,77 (+29),"GOOD FT by DEAN,NOLAN",BSC 48-77 (+29),,"GOOD FT by DEAN,NOLAN",2
05:51,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
05:51,,,,,"SUB IN by GLOVER,CAM",,,"SUB IN by GLOVER,CAM",2
05:51,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
05:51,"SUB IN by VANBEBER ,RJ",,,,,,,"SUB IN by VANBEBER ,RJ",2
05:51,,48,,78 (+30),"GOOD FT by DEAN,NOLAN",BSC 48-78 (+30),,"GOOD FT by DEAN,NOLAN",2
05:42,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
05:42,,,,,"BLOCK  by DAVIS,BRODY",,,"BLOCK  by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by SPENCE,SAMUEL",,,"REBOUND DEF by SPENCE,SAMUEL",2
05:33,,48,,81 (+33),"GOOD 3PTR by DEAN,NOLAN",BSC 48-81 (+33),,"GOOD 3PTR by DEAN,NOLAN",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
05:20,"MISS 3PTR by FORBES,TRACE",,,,,,,"MISS 3PTR by FORBES,TRACE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:17,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
