Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
08:30,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",1
08:30,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",1
08:30,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",1
08:30,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",1
08:30,"MISS FT by PETTIGREW,ISAIAH",,,,,,,"MISS FT by PETTIGREW,ISAIAH",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
08:10,,29 (+3),,26,"GOOD 3PTR by GLOVER,CAM",BSC 29-26 (-3),,"GOOD 3PTR by GLOVER,CAM",1
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",1
07:55,"MISS JUMPER by LYONS,CAMERIN(in the paint)",,,,,,,"MISS JUMPER by LYONS,CAMERIN(in the paint)",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
07:47,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",1
07:47,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",1
07:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:47,"SUB OUT by DOLHANCYK,COOPER",,,,,,,"SUB OUT by DOLHANCYK,COOPER",1
07:47,"SUB IN by SMITH,KYLE",,,,,,,"SUB IN by SMITH,KYLE",1
07:31,"GOOD LAYUP by PETTIGREW,ISAIAH(in the paint)",31 (+5),,26,,LAG 31-26 (-5),,"GOOD LAYUP by PETTIGREW,ISAIAH(in the paint)",1
07:04,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",1
07:04,"STEAL  by SCOTT,BRODIE",,,,,,,"STEAL  by SCOTT,BRODIE",1
06:54,"TURNOVER  by EDWARDS,BERSHARD",,,,,,,"TURNOVER  by EDWARDS,BERSHARD",1
06:54,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",1
06:48,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
06:45,"FOUL  by PETTIGREW,ISAIAH",,,,,,,"FOUL  by PETTIGREW,ISAIAH",1
06:45,,31 (+4),,27,"GOOD FT by GILLISPIE,JAY",BSC 31-27 (-4),,"GOOD FT by GILLISPIE,JAY",1
06:45,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
06:45,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",1
06:45,"SUB OUT by SCOTT,BRODIE",,,,,,,"SUB OUT by SCOTT,BRODIE",1
06:45,"SUB IN by PENDLETON,TAYSHAWN",,,,,,,"SUB IN by PENDLETON,TAYSHAWN",1
06:45,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",1
--,"REBOUND DEF by PETTIGREW,ISAIAH",,,,,,,"REBOUND DEF by PETTIGREW,ISAIAH",1
06:34,"MISS LAYUP by PETTIGREW,ISAIAH(in the paint)",,,,,,,"MISS LAYUP by PETTIGREW,ISAIAH(in the paint)",1
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",1
06:25,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
--,"REBOUND DEF by PETTIGREW,ISAIAH",,,,,,,"REBOUND DEF by PETTIGREW,ISAIAH",1
06:14,"MISS LAYUP by SMITH,KYLE(in the paint)",,,,,,,"MISS LAYUP by SMITH,KYLE(in the paint)",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
06:07,,31 (+1),,30,"GOOD 3PTR by GLOVER,CAM",BSC 31-30 (-1),,"GOOD 3PTR by GLOVER,CAM",1
05:46,"MISS JUMPER by PETTIGREW,ISAIAH",,,,,,,"MISS JUMPER by PETTIGREW,ISAIAH",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
05:31,,,,,"MISS JUMPER by DAVIS,BRODY",,,"MISS JUMPER by DAVIS,BRODY",1
--,"REBOUND DEF by PETTIGREW,ISAIAH",,,,,,,"REBOUND DEF by PETTIGREW,ISAIAH",1
05:18,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",33 (+3),,30,,LAG 33-30 (-3),,"GOOD JUMPER by LYONS,CAMERIN(in the paint)",1
05:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:17,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",1
05:17,,,,,"SUB IN by GLOVER,COLIN",,,"SUB IN by GLOVER,COLIN",1
05:17,"SUB OUT by PETTIGREW,ISAIAH",,,,,,,"SUB OUT by PETTIGREW,ISAIAH",1
05:17,"SUB IN by HILL,ZAC",,,,,,,"SUB IN by HILL,ZAC",1
04:51,,,,,"MISS JUMPER by DAVIS,BRODY(in the paint)",,,"MISS JUMPER by DAVIS,BRODY(in the paint)",1
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",1
04:50,"FOUL  by SMITH,KYLE",,,,,,,"FOUL  by SMITH,KYLE",1
04:50,,33 (+2),,31,"GOOD FT by GILLISPIE,JAY",BSC 33-31 (-2),,"GOOD FT by GILLISPIE,JAY",1
04:50,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",1
04:50,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",1
04:50,"SUB OUT by SMITH,KYLE",,,,,,,"SUB OUT by SMITH,KYLE",1
04:50,"SUB IN by DOLHANCYK,COOPER",,,,,,,"SUB IN by DOLHANCYK,COOPER",1
04:50,,33 (+1),,32,"GOOD FT by GILLISPIE,JAY",BSC 33-32 (-1),,"GOOD FT by GILLISPIE,JAY",1
04:29,"MISS 3PTR by DOLHANCYK,COOPER",,,,,,,"MISS 3PTR by DOLHANCYK,COOPER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
04:19,,33,,35 (+2),"GOOD 3PTR by GILLISPIE,JAY",BSC 33-35 (+2),,"GOOD 3PTR by GILLISPIE,JAY",1
--,,,,,"ASSIST  by GLOVER,CAM",,,"ASSIST  by GLOVER,CAM",1
03:57,"MISS 3PTR by PENDLETON,TAYSHAWN",,,,,,,"MISS 3PTR by PENDLETON,TAYSHAWN",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
03:50,,,,,"TURNOVER  by DAVIS,BRODY",,,"TURNOVER  by DAVIS,BRODY",1
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:50,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",1
03:50,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
03:50,"SUB OUT by PENDLETON,TAYSHAWN",,,,,,,"SUB OUT by PENDLETON,TAYSHAWN",1
03:50,"SUB IN by SCOTT,BRODIE",,,,,,,"SUB IN by SCOTT,BRODIE",1
03:30,"GOOD LAYUP by DOLHANCYK,COOPER(in the paint)",35,,35,,LAG 35-35 (0),,"GOOD LAYUP by DOLHANCYK,COOPER(in the paint)",1
--,"ASSIST  by LYONS,CAMERIN",,,,,,,"ASSIST  by LYONS,CAMERIN",1
03:20,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
03:20,"BLOCK  by DOLHANCYK,COOPER",,,,,,,"BLOCK  by DOLHANCYK,COOPER",1
--,"REBOUND DEF by HILL,ZAC",,,,,,,"REBOUND DEF by HILL,ZAC",1
03:15,"TURNOVER  by HILL,ZAC",,,,,,,"TURNOVER  by HILL,ZAC",1
03:15,,,,,"STEAL  by PATRICK,DYLAN",,,"STEAL  by PATRICK,DYLAN",1
03:10,,35,,37 (+2),"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",BSC 35-37 (+2),,"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by PATRICK,DYLAN",,,"ASSIST  by PATRICK,DYLAN",1
02:54,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",1
02:54,"MISS FT by HILL,ZAC",,,,,,,"MISS FT by HILL,ZAC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:54,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
02:54,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",1
02:54,"MISS FT by HILL,ZAC",,,,,,,"MISS FT by HILL,ZAC",1
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",1
02:36,,35,,39 (+4),"GOOD LAYUP by GLOVER,COLIN(in the paint)",BSC 35-39 (+4),,"GOOD LAYUP by GLOVER,COLIN(in the paint)",1
02:36,"FOUL  by HILL,ZAC",,,,,,,"FOUL  by HILL,ZAC",1
02:36,,35,,40 (+5),"GOOD FT by GLOVER,COLIN",BSC 35-40 (+5),,"GOOD FT by GLOVER,COLIN",1
02:15,"MISS 3PTR by EDWARDS,BERSHARD",,,,,,,"MISS 3PTR by EDWARDS,BERSHARD",1
--,,,,,"REBOUND DEF by PATRICK,DYLAN",,,"REBOUND DEF by PATRICK,DYLAN",1
02:05,,,,,"MISS 3PTR by GLOVER,COLIN",,,"MISS 3PTR by GLOVER,COLIN",1
--,,,,,"REBOUND OFF by DAVIS,BRODY",,,"REBOUND OFF by DAVIS,BRODY",1
01:58,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",1
01:58,"STEAL  by HILL,ZAC",,,,,,,"STEAL  by HILL,ZAC",1
01:52,,,,,"FOUL  by GLOVER,COLIN",,,"FOUL  by GLOVER,COLIN",1
01:52,"GOOD FT by EDWARDS,BERSHARD",36,,40 (+4),,LAG 36-40 (+4),,"GOOD FT by EDWARDS,BERSHARD",1
01:52,"SUB OUT by HILL,ZAC",,,,,,,"SUB OUT by HILL,ZAC",1
01:52,"SUB IN by PETTIGREW,ISAIAH",,,,,,,"SUB IN by PETTIGREW,ISAIAH",1
01:52,"GOOD FT by EDWARDS,BERSHARD",37,,40 (+3),,LAG 37-40 (+3),,"GOOD FT by EDWARDS,BERSHARD",1
01:32,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",1
