Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MUW,Game Score,Team Indicator,Play,Period
17:22,,,,,"MISS 3PTR by ZERADJANIN,MILOS",,,"MISS 3PTR by ZERADJANIN,MILOS",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
17:15,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
17:15,,,,,"STEAL  by WRIGHT,SHON",,,"STEAL  by WRIGHT,SHON",2
16:59,,33,,39 (+6),"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",MUW 33-39 (-6),,"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",2
--,,,,,"ASSIST  by WRIGHT,THOMAS",,,"ASSIST  by WRIGHT,THOMAS",2
16:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:54,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
16:54,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
16:53,,,,,"FOUL  by WRIGHT,THOMAS",,,"FOUL  by WRIGHT,THOMAS",2
16:33,"GOOD LAYUP by GLOVER,CAM(in the paint)",35,,39 (+4),,BSC 35-39 (-4),,"GOOD LAYUP by GLOVER,CAM(in the paint)",2
16:23,,35,,41 (+6),"GOOD LAYUP by SMITHEY,TYSON(in the paint)",MUW 35-41 (-6),,"GOOD LAYUP by SMITHEY,TYSON(in the paint)",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
16:10,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
16:10,,,,,"STEAL  by DOSS,DARIUN",,,"STEAL  by DOSS,DARIUN",2
15:54,,35,,43 (+8),"GOOD JUMPER by WRIGHT,THOMAS",MUW 35-43 (-8),,"GOOD JUMPER by WRIGHT,THOMAS",2
15:44,,,,,"FOUL  by WRIGHT,THOMAS",,,"FOUL  by WRIGHT,THOMAS",2
15:44,,,,,"SUB OUT by WRIGHT,THOMAS",,,"SUB OUT by WRIGHT,THOMAS",2
15:44,,,,,"SUB IN by SMITHEY,TYSON",,,"SUB IN by SMITHEY,TYSON",2
15:44,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
15:44,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
15:44,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
15:44,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:39,,,,,"FOUL  by HOPKINS,BRYE",,,"FOUL  by HOPKINS,BRYE",2
15:39,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:39,"GOOD FT by CHILDERS,JOSH",36,,43 (+7),,BSC 36-43 (-7),,"GOOD FT by CHILDERS,JOSH",2
15:21,,36,,46 (+10),"GOOD 3PTR by SHEPHERD,ANDREW",MUW 36-46 (-10),,"GOOD 3PTR by SHEPHERD,ANDREW",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
14:58,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
14:58,,,,,"STEAL  by WRIGHT,SHON",,,"STEAL  by WRIGHT,SHON",2
14:50,,36,,48 (+12),"GOOD JUMPER by WRIGHT,SHON(fastbreak)(in the paint)",MUW 36-48 (-12),,"GOOD JUMPER by WRIGHT,SHON(fastbreak)(in the paint)",2
14:50,"FOUL  by GLOVER,CAM",,,,,,,"FOUL  by GLOVER,CAM",2
14:50,,36,,49 (+13),"GOOD FT by WRIGHT,SHON(fastbreak)",MUW 36-49 (-13),,"GOOD FT by WRIGHT,SHON(fastbreak)",2
14:43,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,,,,,"REBOUND DEF by SHEPHERD,ANDREW",,,"REBOUND DEF by SHEPHERD,ANDREW",2
14:26,,36,,51 (+15),"GOOD JUMPER by WRIGHT,SHON(in the paint)",MUW 36-51 (-15),,"GOOD JUMPER by WRIGHT,SHON(in the paint)",2
14:17,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",2
14:17,,,,,"STEAL  by HOPKINS,BRYE",,,"STEAL  by HOPKINS,BRYE",2
14:09,,,,,"TURNOVER  by SMITHEY,TYSON",,,"TURNOVER  by SMITHEY,TYSON",2
14:09,"STEAL  by GLOVER,CAM",,,,,,,"STEAL  by GLOVER,CAM",2
13:48,,36,,53 (+17),"GOOD JUMPER by WRIGHT,SHON",MUW 36-53 (-17),,"GOOD JUMPER by WRIGHT,SHON",2
13:42,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
13:42,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
13:42,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
13:42,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
13:42,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
13:42,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
13:42,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
13:42,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
13:38,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",38,,53 (+15),,BSC 38-53 (-15),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",2
13:38,,,,,"FOUL  by SMITHEY,TYSON",,,"FOUL  by SMITHEY,TYSON",2
13:38,"GOOD FT by PATRICK,DYLAN",39,,53 (+14),,BSC 39-53 (-14),,"GOOD FT by PATRICK,DYLAN",2
13:24,,39,,55 (+16),"GOOD LAYUP by HOPKINS,BRYE(in the paint)",MUW 39-55 (-16),,"GOOD LAYUP by HOPKINS,BRYE(in the paint)",2
--,,,,,"ASSIST  by WRIGHT,SHON",,,"ASSIST  by WRIGHT,SHON",2
13:07,,,,,"FOUL  by HOPKINS,BRYE",,,"FOUL  by HOPKINS,BRYE",2
13:07,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:07,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
13:05,,,,,"SUB OUT by HOPKINS,BRYE",,,"SUB OUT by HOPKINS,BRYE",2
13:05,,,,,"SUB IN by DUKES,JOSH",,,"SUB IN by DUKES,JOSH",2
13:05,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
13:05,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
12:58,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",41,,55 (+14),,BSC 41-55 (-14),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",2
12:48,,,,,"MISS JUMPER by WRIGHT,SHON",,,"MISS JUMPER by WRIGHT,SHON",2
--,"REBOUND DEF by PATRICK,DYLAN",,,,,,,"REBOUND DEF by PATRICK,DYLAN",2
12:40,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by ZERADJANIN,MILOS",,,"REBOUND DEF by ZERADJANIN,MILOS",2
12:19,,,,,"MISS JUMPER by WRIGHT,SHON(in the paint)",,,"MISS JUMPER by WRIGHT,SHON(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
12:12,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",43,,55 (+12),,BSC 43-55 (-12),,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",2
11:52,,,,,"MISS JUMPER by SMITHEY,TYSON(in the paint)",,,"MISS JUMPER by SMITHEY,TYSON(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
11:45,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",45,,55 (+10),,BSC 45-55 (-10),,"GOOD LAYUP by BISHOP,BRYSON(fastbreak)(in the paint)",2
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:39,,,,,"SUB OUT by SHEPHERD,ANDREW",,,"SUB OUT by SHEPHERD,ANDREW",2
11:39,,,,,"SUB OUT by SMITHEY,TYSON",,,"SUB OUT by SMITHEY,TYSON",2
11:39,,,,,"SUB IN by EVANS,CHRIS",,,"SUB IN by EVANS,CHRIS",2
11:39,,,,,"SUB IN by WRIGHT,THOMAS",,,"SUB IN by WRIGHT,THOMAS",2
11:39,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",2
11:39,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
11:29,,,,,"TURNOVER  by EVANS,CHRIS",,,"TURNOVER  by EVANS,CHRIS",2
11:29,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
11:23,"GOOD JUMPER by CHILDERS,JOSH(fastbreak)(in the paint)",47,,55 (+8),,BSC 47-55 (-8),,"GOOD JUMPER by CHILDERS,JOSH(fastbreak)(in the paint)",2
11:23,,,,,"FOUL  by EVANS,CHRIS",,,"FOUL  by EVANS,CHRIS",2
11:23,"MISS FT by JACKSON,MARTISE(fastbreak)",,,,,,,"MISS FT by JACKSON,MARTISE(fastbreak)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:16,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
11:16,,,,,"STEAL  by WRIGHT,SHON",,,"STEAL  by WRIGHT,SHON",2
10:56,,47,,57 (+10),"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",MUW 47-57 (-10),,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",2
10:40,"MISS JUMPER by SPENCE,SAMUEL",,,,,,,"MISS JUMPER by SPENCE,SAMUEL",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
10:33,,47,,59 (+12),"GOOD JUMPER by WRIGHT,THOMAS(in the paint)",MUW 47-59 (-12),,"GOOD JUMPER by WRIGHT,THOMAS(in the paint)",2
10:14,,,,,"FOUL  by EVANS,CHRIS",,,"FOUL  by EVANS,CHRIS",2
10:14,"GOOD FT by GILLISPIE,JAY",48,,59 (+11),,BSC 48-59 (-11),,"GOOD FT by GILLISPIE,JAY",2
10:14,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
10:12,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
10:12,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
10:12,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
10:12,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
10:12,"SUB IN by GLOVER,CAM",,,,,,,"SUB IN by GLOVER,CAM",2
10:12,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
09:59,,,,,"TURNOVER  by EVANS,CHRIS",,,"TURNOVER  by EVANS,CHRIS",2
09:59,"STEAL  by GILLISPIE,JAY",,,,,,,"STEAL  by GILLISPIE,JAY",2
09:57,,,,,"FOUL  by WRIGHT,SHON",,,"FOUL  by WRIGHT,SHON",2
09:57,"GOOD FT by GILLISPIE,JAY(fastbreak)",49,,59 (+10),,BSC 49-59 (-10),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
09:57,"GOOD FT by GILLISPIE,JAY(fastbreak)",50,,59 (+9),,BSC 50-59 (-9),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
09:40,,,,,"MISS 3PTR by EVANS,CHRIS",,,"MISS 3PTR by EVANS,CHRIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:31,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
09:31,,,,,"MISS FT by WRIGHT,THOMAS",,,"MISS FT by WRIGHT,THOMAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:31,,,,,"SUB OUT by WRIGHT,SHON",,,"SUB OUT by WRIGHT,SHON",2
09:31,,,,,"SUB IN by DOSS,DARIUN",,,"SUB IN by DOSS,DARIUN",2
09:31,,50,,60 (+10),"GOOD FT by WRIGHT,THOMAS",MUW 50-60 (-10),,"GOOD FT by WRIGHT,THOMAS",2
08:51,,,,,"FOUL  by WRIGHT,THOMAS",,,"FOUL  by WRIGHT,THOMAS",2
08:51,"GOOD FT by GILLISPIE,JAY",51,,60 (+9),,BSC 51-60 (-9),,"GOOD FT by GILLISPIE,JAY",2
08:51,,,,,"SUB OUT by WRIGHT,THOMAS",,,"SUB OUT by WRIGHT,THOMAS",2
08:51,,,,,"SUB IN by SMITHEY,TYSON",,,"SUB IN by SMITHEY,TYSON",2
08:51,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by SMITHEY,TYSON",,,"REBOUND DEF by SMITHEY,TYSON",2
08:39,,,,,"MISS JUMPER by SMITHEY,TYSON(in the paint)",,,"MISS JUMPER by SMITHEY,TYSON(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
08:32,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND OFF by BISHOP,BRYSON",,,,,,,"REBOUND OFF by BISHOP,BRYSON",2
08:13,"GOOD LAYUP by GLOVER,CAM(in the paint)",53,,60 (+7),,BSC 53-60 (-7),,"GOOD LAYUP by GLOVER,CAM(in the paint)",2
07:53,,,,,"TURNOVER  by EVANS,CHRIS",,,"TURNOVER  by EVANS,CHRIS",2
07:53,"STEAL  by GREEN,KALEB",,,,,,,"STEAL  by GREEN,KALEB",2
07:45,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",55,,60 (+5),,BSC 55-60 (-5),,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",2
--,"ASSIST  by GREEN,KALEB",,,,,,,"ASSIST  by GREEN,KALEB",2
07:25,"FOUL  by GLOVER,COLIN",,,,,,,"FOUL  by GLOVER,COLIN",2
07:25,,55,,61 (+6),"GOOD FT by ZERADJANIN,MILOS",MUW 55-61 (-6),,"GOOD FT by ZERADJANIN,MILOS",2
07:25,,55,,62 (+7),"GOOD FT by ZERADJANIN,MILOS",MUW 55-62 (-7),,"GOOD FT by ZERADJANIN,MILOS",2
07:19,,,,,"FOUL  by DOSS,DARIUN",,,"FOUL  by DOSS,DARIUN",2
07:19,"MISS FT by PATRICK,DYLAN(fastbreak)",,,,,,,"MISS FT by PATRICK,DYLAN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:19,"GOOD FT by PATRICK,DYLAN(fastbreak)",56,,62 (+6),,BSC 56-62 (-6),,"GOOD FT by PATRICK,DYLAN(fastbreak)",2
07:17,,,,,"TURNOVER  by DUKES,JOSH",,,"TURNOVER  by DUKES,JOSH",2
07:17,,,,,"SUB OUT by DOSS,DARIUN",,,"SUB OUT by DOSS,DARIUN",2
07:17,,,,,"SUB IN by WRIGHT,SHON",,,"SUB IN by WRIGHT,SHON",2
07:08,"GOOD JUMPER by GILLISPIE,JAY",58,,62 (+4),,BSC 58-62 (-4),,"GOOD JUMPER by GILLISPIE,JAY",2
06:43,,,,,"TURNOVER  by WRIGHT,SHON",,,"TURNOVER  by WRIGHT,SHON",2
06:43,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",2
06:37,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",60,,62 (+2),,BSC 60-62 (-2),,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
06:26,,,,,"SUB OUT by EVANS,CHRIS",,,"SUB OUT by EVANS,CHRIS",2
06:26,,,,,"SUB IN by SHEPHERD,ANDREW",,,"SUB IN by SHEPHERD,ANDREW",2
06:26,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
06:26,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
06:26,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
06:26,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
06:26,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
06:26,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
06:10,,,,,"TURNOVER  by ZERADJANIN,MILOS",,,"TURNOVER  by ZERADJANIN,MILOS",2
06:10,"STEAL  by GLOVER,COLIN",,,,,,,"STEAL  by GLOVER,COLIN",2
05:54,"GOOD JUMPER by GLOVER,CAM",62,,62,,BSC 62-62 (0),,"GOOD JUMPER by GLOVER,CAM",2
05:36,,,,,"MISS 3PTR by SHEPHERD,ANDREW",,,"MISS 3PTR by SHEPHERD,ANDREW",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
05:15,,,,,"SUB OUT by SMITHEY,TYSON",,,"SUB OUT by SMITHEY,TYSON",2
05:15,,,,,"SUB IN by HOPKINS,BRYE",,,"SUB IN by HOPKINS,BRYE",2
05:15,"MISS JUMPER by GLOVER,CAM(in the paint)",,,,,,,"MISS JUMPER by GLOVER,CAM(in the paint)",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
05:15,,,,,"MISS 3PTR by ZERADJANIN,MILOS",,,"MISS 3PTR by ZERADJANIN,MILOS",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
05:15,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
05:15,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:12,"FOUL  by GLOVER,CAM",,,,,,,"FOUL  by GLOVER,CAM",2
04:12,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
04:12,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
03:52,,62,,64 (+2),"GOOD LAYUP by HOPKINS,BRYE(in the paint)",MUW 62-64 (-2),,"GOOD LAYUP by HOPKINS,BRYE(in the paint)",2
--,,,,,"ASSIST  by ZERADJANIN,MILOS",,,"ASSIST  by ZERADJANIN,MILOS",2
03:33,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,,,,,"REBOUND DEF by DUKES,JOSH",,,"REBOUND DEF by DUKES,JOSH",2
03:17,,62,,66 (+4),"GOOD LAYUP by HOPKINS,BRYE(in the paint)",MUW 62-66 (-4),,"GOOD LAYUP by HOPKINS,BRYE(in the paint)",2
--,,,,,"ASSIST  by DUKES,JOSH",,,"ASSIST  by DUKES,JOSH",2
03:17,"FOUL  by THOMPSON,CHRISTIAN",,,,,,,"FOUL  by THOMPSON,CHRISTIAN",2
03:17,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
03:17,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
03:17,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
03:17,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
03:17,,,,,"MISS FT by HOPKINS,BRYE",,,"MISS FT by HOPKINS,BRYE",2
--,"REBOUND DEF by GLOVER,CAM",,,,,,,"REBOUND DEF by GLOVER,CAM",2
03:08,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",2
03:08,,,,,"STEAL  by ZERADJANIN,MILOS",,,"STEAL  by ZERADJANIN,MILOS",2
02:59,,,,,"TURNOVER  by ZERADJANIN,MILOS",,,"TURNOVER  by ZERADJANIN,MILOS",2
02:59,"STEAL  by GLOVER,CAM",,,,,,,"STEAL  by GLOVER,CAM",2
02:44,"MISS 3PTR by CHILDERS,JOSH",,,,,,,"MISS 3PTR by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
02:35,,,,,"TURNOVER  by WRIGHT,SHON",,,"TURNOVER  by WRIGHT,SHON",2
02:33,,,,,"FOUL  by HOPKINS,BRYE",,,"FOUL  by HOPKINS,BRYE",2
02:33,"MISS FT by CHILDERS,JOSH(fastbreak)",,,,,,,"MISS FT by CHILDERS,JOSH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:33,,,,,"SUB OUT by HOPKINS,BRYE",,,"SUB OUT by HOPKINS,BRYE",2
02:33,,,,,"SUB IN by WRIGHT,THOMAS",,,"SUB IN by WRIGHT,THOMAS",2
02:30,"GOOD FT by CHILDERS,JOSH(fastbreak)",63,,66 (+3),,BSC 63-66 (-3),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
02:15,,63,,68 (+5),"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",MUW 63-68 (-5),,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",2
02:00,,,,,"FOUL  by WRIGHT,SHON",,,"FOUL  by WRIGHT,SHON",2
02:00,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:00,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by WRIGHT,SHON",,,"REBOUND DEF by WRIGHT,SHON",2
01:42,,63,,70 (+7),"GOOD JUMPER by WRIGHT,THOMAS",MUW 63-70 (-7),,"GOOD JUMPER by WRIGHT,THOMAS",2
01:27,,,,,"FOUL  by WRIGHT,SHON",,,"FOUL  by WRIGHT,SHON",2
01:27,"GOOD FT by GILLISPIE,JAY",64,,70 (+6),,BSC 64-70 (-6),,"GOOD FT by GILLISPIE,JAY",2
01:07,"GOOD FT by GILLISPIE,JAY",65,,70 (+5),,BSC 65-70 (-5),,"GOOD FT by GILLISPIE,JAY",2
00:58,,,,,"TURNOVER  by ZERADJANIN,MILOS",,,"TURNOVER  by ZERADJANIN,MILOS",2
00:50,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",67,,70 (+3),,BSC 67-70 (-3),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
00:50,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
00:50,,67,,71 (+4),"GOOD FT by ZERADJANIN,MILOS(fastbreak)",MUW 67-71 (-4),,"GOOD FT by ZERADJANIN,MILOS(fastbreak)",2
00:50,,67,,72 (+5),"GOOD FT by ZERADJANIN,MILOS(fastbreak)",MUW 67-72 (-5),,"GOOD FT by ZERADJANIN,MILOS(fastbreak)",2
00:50,,,,,"FOUL  by WRIGHT,THOMAS",,,"FOUL  by WRIGHT,THOMAS",2
00:50,,,,,"SUB OUT by WRIGHT,SHON",,,"SUB OUT by WRIGHT,SHON",2
00:50,,,,,"SUB IN by SMITHEY,TYSON",,,"SUB IN by SMITHEY,TYSON",2
00:50,"GOOD FT by CHILDERS,JOSH(fastbreak)",68,,72 (+4),,BSC 68-72 (-4),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
00:50,"GOOD FT by CHILDERS,JOSH(fastbreak)",69,,72 (+3),,BSC 69-72 (-3),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
00:50,,,,,"TURNOVER  by DOSS,DARIUN",,,"TURNOVER  by DOSS,DARIUN",2
00:50,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
00:40,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
00:36,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
00:36,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",71,,72 (+1),,BSC 71-72 (-1),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",2
00:25,,,,,"MISS LAYUP by SMITHEY,TYSON(in the paint)",,,"MISS LAYUP by SMITHEY,TYSON(in the paint)",2
00:25,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
00:17,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",73 (+1),,72,,BSC 73-72 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
00:02,,,,,"MISS JUMPER by ZERADJANIN,MILOS",,,"MISS JUMPER by ZERADJANIN,MILOS",2
--,,,,,"REBOUND OFF by EVANS,CHRIS",,,"REBOUND OFF by EVANS,CHRIS",2
00:01,,,,,"MISS JUMPER by EVANS,CHRIS(in the paint)",,,"MISS JUMPER by EVANS,CHRIS(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
00:01,,,,,"FOUL  by DUKES,JOSH",,,"FOUL  by DUKES,JOSH",2
00:01,"GOOD FT by CHILDERS,JOSH(fastbreak)",74 (+2),,72,,BSC 74-72 (+2),,"GOOD FT by CHILDERS,JOSH(fastbreak)",2
00:01,"MISS FT by CHILDERS,JOSH(fastbreak)",,,,,,,"MISS FT by CHILDERS,JOSH(fastbreak)",2
--,,,,,"REBOUND DEF by SMITHEY,TYSON",,,"REBOUND DEF by SMITHEY,TYSON",2
