Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
18:51,,32,,50 (+18),"GOOD JUMPER by GILLISPIE,JAY(in the paint)",BSC 32-50 (+18),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
18:28,"MISS JUMPER by TORRES,JADEN(in the paint)",,,,,,,"MISS JUMPER by TORRES,JADEN(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
18:21,,32,,52 (+20),"GOOD JUMPER by GLOVER,CAM(in the paint)",BSC 32-52 (+20),,"GOOD JUMPER by GLOVER,CAM(in the paint)",2
18:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
18:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
18:02,,,,,"FOUL  by JACKSON,MARTISE",,,"FOUL  by JACKSON,MARTISE",2
17:49,"MISS JUMPER by WEAVER,BRADEN(in the paint)",,,,,,,"MISS JUMPER by WEAVER,BRADEN(in the paint)",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
17:45,"GOOD 3PTR by COBB,DANIEL",35,,52 (+17),,Hend 35-52 (+17),,"GOOD 3PTR by COBB,DANIEL",2
--,"ASSIST  by BERRY,COLTEN",,,,,,,"ASSIST  by BERRY,COLTEN",2
17:27,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,"REBOUND DEF by TORRES,JADEN",,,,,,,"REBOUND DEF by TORRES,JADEN",2
17:19,"MISS JUMPER by TORRES,JADEN(in the paint)",,,,,,,"MISS JUMPER by TORRES,JADEN(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
17:10,,,,,"MISS JUMPER by GREEN,KALEB(in the paint)",,,"MISS JUMPER by GREEN,KALEB(in the paint)",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
16:55,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
16:50,,35,,55 (+20),"GOOD 3PTR by GLOVER,CAM(fastbreak)",BSC 35-55 (+20),,"GOOD 3PTR by GLOVER,CAM(fastbreak)",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
16:28,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
16:19,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
16:13,"GOOD LAYUP by COBB,DANIEL(fastbreak)(in the paint)",37,,55 (+18),,Hend 37-55 (+18),,"GOOD LAYUP by COBB,DANIEL(fastbreak)(in the paint)",2
16:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:12,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
16:12,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
16:12,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
16:12,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
16:12,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
16:12,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
16:12,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
16:12,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
16:12,"SUB IN by SAVARIO,JACK",,,,,,,"SUB IN by SAVARIO,JACK",2
16:12,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
16:00,,37,,57 (+20),"GOOD JUMPER by GLOVER,CAM(in the paint)",BSC 37-57 (+20),,"GOOD JUMPER by GLOVER,CAM(in the paint)",2
15:46,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
15:46,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
15:28,,,,,"TURNOVER  by PATRICK,DYLAN",,,"TURNOVER  by PATRICK,DYLAN",2
15:28,"STEAL  by SAVARIO,JACK",,,,,,,"STEAL  by SAVARIO,JACK",2
15:24,,,,,"FOUL  by GLOVER,CAM",,,"FOUL  by GLOVER,CAM",2
15:24,"GOOD FT by SAVARIO,JACK(fastbreak)",38,,57 (+19),,Hend 38-57 (+19),,"GOOD FT by SAVARIO,JACK(fastbreak)",2
15:24,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
15:24,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
15:24,"GOOD FT by SAVARIO,JACK(fastbreak)",39,,57 (+18),,Hend 39-57 (+18),,"GOOD FT by SAVARIO,JACK(fastbreak)",2
15:09,,39,,60 (+21),"GOOD 3PTR by GLOVER,CAM",BSC 39-60 (+21),,"GOOD 3PTR by GLOVER,CAM",2
--,,,,,"ASSIST  by SPENCE,SAMUEL",,,"ASSIST  by SPENCE,SAMUEL",2
14:42,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
14:36,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:35,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
14:35,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
14:35,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
14:35,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
14:21,"GOOD LAYUP by TORRES,JADEN(in the paint)",41,,60 (+19),,Hend 41-60 (+19),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
14:13,,41,,62 (+21),"GOOD JUMPER by JACKSON,MARTISE(in the paint)",BSC 41-62 (+21),,"GOOD JUMPER by JACKSON,MARTISE(in the paint)",2
13:54,"TURNOVER  by WEAVER,BRADEN",,,,,,,"TURNOVER  by WEAVER,BRADEN",2
13:54,,,,,"STEAL  by PATRICK,DYLAN",,,"STEAL  by PATRICK,DYLAN",2
13:26,,,,,"MISS 3PTR by JACKSON,MARTISE",,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND OFF by DAVIS,BRODY",,,"REBOUND OFF by DAVIS,BRODY",2
13:19,,,,,"TURNOVER  by DAVIS,BRODY",,,"TURNOVER  by DAVIS,BRODY",2
13:19,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
13:19,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
13:19,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
13:19,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
13:05,"TURNOVER  by TORRES,JADEN",,,,,,,"TURNOVER  by TORRES,JADEN",2
13:05,,,,,"SUB OUT by GLOVER,CAM",,,"SUB OUT by GLOVER,CAM",2
13:05,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
13:05,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
13:05,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",2
12:48,,,,,"MISS JUMPER by DEAN,NOLAN(in the paint)",,,"MISS JUMPER by DEAN,NOLAN(in the paint)",2
--,"REBOUND DEF by SAVARIO,JACK",,,,,,,"REBOUND DEF by SAVARIO,JACK",2
12:26,"MISS LAYUP by WEAVER,BRADEN(in the paint)",,,,,,,"MISS LAYUP by WEAVER,BRADEN(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
12:19,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,"MISS LAYUP by DEAN,NOLAN(in the paint)",2
--,,,,,"REBOUND OFF by DEAN,NOLAN",,,"REBOUND OFF by DEAN,NOLAN",2
12:15,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:13,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
12:13,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",2
11:47,"TURNOVER  by TORRES,JADEN",,,,,,,"TURNOVER  by TORRES,JADEN",2
11:47,,,,,"STEAL  by DEAN,NOLAN",,,"STEAL  by DEAN,NOLAN",2
11:42,,41,,64 (+23),"GOOD DUNK by THOMPSON,CHRISTIAN(fastbreak)(in the paint)",BSC 41-64 (+23),,"GOOD DUNK by THOMPSON,CHRISTIAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DEAN,NOLAN",,,"ASSIST  by DEAN,NOLAN",2
11:22,"MISS 3PTR by KRONENBERGER,BEAU",,,,,,,"MISS 3PTR by KRONENBERGER,BEAU",2
--,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
11:13,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,,,,,"REBOUND OFF by DEAN,NOLAN",,,"REBOUND OFF by DEAN,NOLAN",2
11:08,,41,,66 (+25),"GOOD LAYUP by DEAN,NOLAN(in the paint)",BSC 41-66 (+25),,"GOOD LAYUP by DEAN,NOLAN(in the paint)",2
10:52,"GOOD 3PTR by SAVARIO,JACK",44,,66 (+22),,Hend 44-66 (+22),,"GOOD 3PTR by SAVARIO,JACK",2
10:41,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",2
10:41,"STEAL  by WEAVER,BRADEN",,,,,,,"STEAL  by WEAVER,BRADEN",2
10:36,,,,,"FOUL  by THOMPSON,CHRISTIAN",,,"FOUL  by THOMPSON,CHRISTIAN",2
10:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:36,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",2
10:36,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
10:36,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
10:36,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
10:36,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
10:36,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
10:36,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
10:36,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
10:36,"GOOD FT by WEAVER,BRADEN(fastbreak)",45,,66 (+21),,Hend 45-66 (+21),,"GOOD FT by WEAVER,BRADEN(fastbreak)",2
10:36,"GOOD FT by WEAVER,BRADEN(fastbreak)",46,,66 (+20),,Hend 46-66 (+20),,"GOOD FT by WEAVER,BRADEN(fastbreak)",2
10:21,,46,,68 (+22),"GOOD JUMPER by GILLISPIE,JAY(in the paint)",BSC 46-68 (+22),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
09:58,"MISS 3PTR by SAVARIO,JACK",,,,,,,"MISS 3PTR by SAVARIO,JACK",2
--,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
09:49,,46,,70 (+24),"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",BSC 46-70 (+24),,"GOOD LAYUP by GILLISPIE,JAY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GREEN,KALEB",,,"ASSIST  by GREEN,KALEB",2
09:39,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
09:39,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
09:39,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",2
09:39,,,,,"SUB OUT by THOMPSON,CHRISTIAN",,,"SUB OUT by THOMPSON,CHRISTIAN",2
09:39,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
09:39,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
09:39,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
09:19,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
09:19,"GOOD FT by BERRY,COLTEN",47,,70 (+23),,Hend 47-70 (+23),,"GOOD FT by BERRY,COLTEN",2
09:18,"MISS FT by BERRY,COLTEN",,,,,,,"MISS FT by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by SPENCE,SAMUEL",,,"REBOUND DEF by SPENCE,SAMUEL",2
09:05,,47,,72 (+25),"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 47-72 (+25),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
08:52,"MISS LAYUP by COBB,DANIEL(in the paint)",,,,,,,"MISS LAYUP by COBB,DANIEL(in the paint)",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
08:46,,,,,"MISS 3PTR by BARNETT,CHARLIE",,,"MISS 3PTR by BARNETT,CHARLIE",2
--,,,,,"REBOUND OFF by SPENCE,SAMUEL",,,"REBOUND OFF by SPENCE,SAMUEL",2
08:39,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
08:28,"MISS JUMPER by WEAVER,BRADEN(in the paint)",,,,,,,"MISS JUMPER by WEAVER,BRADEN(in the paint)",2
--,,,,,"REBOUND DEF by BARNETT,CHARLIE",,,"REBOUND DEF by BARNETT,CHARLIE",2
08:16,,,,,"MISS 3PTR by JACKSON,MARTISE",,,"MISS 3PTR by JACKSON,MARTISE",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
08:05,"GOOD LAYUP by BERRY,COLTEN(in the paint)",49,,72 (+23),,Hend 49-72 (+23),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,"ASSIST  by SAVARIO,JACK",,,,,,,"ASSIST  by SAVARIO,JACK",2
07:53,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
07:53,"STEAL  by WEAVER,BRADEN",,,,,,,"STEAL  by WEAVER,BRADEN",2
07:44,,,,,"FOUL  by SPENCE,SAMUEL",,,"FOUL  by SPENCE,SAMUEL",2
07:44,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
07:44,,,,,"SUB IN by GLOVER,CAM",,,"SUB IN by GLOVER,CAM",2
07:44,"GOOD FT by DEITHLOFF,TYLER",50,,72 (+22),,Hend 50-72 (+22),,"GOOD FT by DEITHLOFF,TYLER",2
07:44,"GOOD FT by DEITHLOFF,TYLER",51,,72 (+21),,Hend 51-72 (+21),,"GOOD FT by DEITHLOFF,TYLER",2
07:44,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
07:44,"SUB IN by SCIFES,COLIN",,,,,,,"SUB IN by SCIFES,COLIN",2
07:27,,,,,"MISS JUMPER by JACKSON,MARTISE(in the paint)",,,"MISS JUMPER by JACKSON,MARTISE(in the paint)",2
--,"REBOUND DEF by SAVARIO,JACK",,,,,,,"REBOUND DEF by SAVARIO,JACK",2
07:16,"GOOD 3PTR by SAVARIO,JACK",54,,72 (+18),,Hend 54-72 (+18),,"GOOD 3PTR by SAVARIO,JACK",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
06:58,,54,,74 (+20),"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 54-74 (+20),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
06:42,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",56,,74 (+18),,Hend 56-74 (+18),,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",2
06:29,,56,,77 (+21),"GOOD 3PTR by GLOVER,CAM",BSC 56-77 (+21),,"GOOD 3PTR by GLOVER,CAM",2
--,,,,,"ASSIST  by SPENCE,SAMUEL",,,"ASSIST  by SPENCE,SAMUEL",2
06:12,"GOOD 3PTR by COBB,DANIEL",59,,77 (+18),,Hend 59-77 (+18),,"GOOD 3PTR by COBB,DANIEL",2
--,"ASSIST  by SAVARIO,JACK",,,,,,,"ASSIST  by SAVARIO,JACK",2
06:02,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
05:53,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
05:53,,,,,"STEAL  by CHILDERS,JOSH",,,"STEAL  by CHILDERS,JOSH",2
05:47,,,,,"MISS 3PTR by GLOVER,CAM",,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
05:32,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
05:10,,59,,79 (+20),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 59-79 (+20),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by JACKSON,MARTISE",,,"ASSIST  by JACKSON,MARTISE",2
04:53,"GOOD LAYUP by SAVARIO,JACK(in the paint)",61,,79 (+18),,Hend 61-79 (+18),,"GOOD LAYUP by SAVARIO,JACK(in the paint)",2
04:39,,61,,81 (+20),"GOOD JUMPER by SPENCE,SAMUEL(in the paint)",BSC 61-81 (+20),,"GOOD JUMPER by SPENCE,SAMUEL(in the paint)",2
04:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:35,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
04:35,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
04:35,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
04:35,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
04:35,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
04:35,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
04:35,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",2
04:35,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
04:35,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
04:35,"SUB OUT by SAVARIO,JACK",,,,,,,"SUB OUT by SAVARIO,JACK",2
04:35,"SUB IN by BOWER,CARSON",,,,,,,"SUB IN by BOWER,CARSON",2
04:35,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
04:08,"GOOD LAYUP by TORRES,JADEN(in the paint)",63,,81 (+18),,Hend 63-81 (+18),,"GOOD LAYUP by TORRES,JADEN(in the paint)",2
--,"ASSIST  by SCIFES,COLIN",,,,,,,"ASSIST  by SCIFES,COLIN",2
04:08,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
04:08,"MISS FT by TORRES,JADEN",,,,,,,"MISS FT by TORRES,JADEN",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
03:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:49,,,,,"SUB OUT by GLOVER,CAM",,,"SUB OUT by GLOVER,CAM",2
03:49,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
03:39,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
03:35,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,,,,,"REBOUND OFF by PATRICK,DYLAN",,,"REBOUND OFF by PATRICK,DYLAN",2
03:30,,63,,83 (+20),"GOOD LAYUP by PATRICK,DYLAN(in the paint)",BSC 63-83 (+20),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",2
03:06,"MISS JUMPER by COBB,DANIEL",,,,,,,"MISS JUMPER by COBB,DANIEL",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
03:00,,63,,86 (+23),"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",BSC 63-86 (+23),,"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
02:32,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
02:32,"MISS FT by COBB,DANIEL",,,,,,,"MISS FT by COBB,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:32,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
02:32,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
02:32,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",2
02:32,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
02:32,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
02:32,,,,,"SUB IN by TRAPP,REED",,,"SUB IN by TRAPP,REED",2
02:32,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",2
02:32,,,,,"SUB IN by DAVIS,RANDALL",,,"SUB IN by DAVIS,RANDALL",2
02:32,"SUB OUT by SCIFES,COLIN",,,,,,,"SUB OUT by SCIFES,COLIN",2
02:32,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
02:32,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
02:32,"SUB IN by LIKENS,HOUSTON",,,,,,,"SUB IN by LIKENS,HOUSTON",2
02:32,"SUB IN by WADE,COLIN",,,,,,,"SUB IN by WADE,COLIN",2
02:32,"GOOD FT by COBB,DANIEL",64,,86 (+22),,Hend 64-86 (+22),,"GOOD FT by COBB,DANIEL",2
02:32,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
02:32,"SUB IN by TSCHURR,SKY",,,,,,,"SUB IN by TSCHURR,SKY",2
02:32,"SUB IN by EDWARDS,LANDON",,,,,,,"SUB IN by EDWARDS,LANDON",2
02:32,"SUB OUT by EDWARDS,LANDON",,,,,,,"SUB OUT by EDWARDS,LANDON",2
02:32,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
02:18,,,,,"MISS 3PTR by DAVIS,RANDALL",,,"MISS 3PTR by DAVIS,RANDALL",2
--,"REBOUND DEF by LIKENS,HOUSTON",,,,,,,"REBOUND DEF by LIKENS,HOUSTON",2
02:07,"MISS JUMPER by BOWER,CARSON(in the paint)",,,,,,,"MISS JUMPER by BOWER,CARSON(in the paint)",2
02:07,,,,,"BLOCK  by THOMPSON,CHRISTIAN",,,"BLOCK  by THOMPSON,CHRISTIAN",2
--,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
02:01,,,,,"MISS 3PTR by TRAPP,REED",,,"MISS 3PTR by TRAPP,REED",2
--,"REBOUND DEF by LIKENS,HOUSTON",,,,,,,"REBOUND DEF by LIKENS,HOUSTON",2
01:50,"MISS 3PTR by TSCHURR,SKY",,,,,,,"MISS 3PTR by TSCHURR,SKY",2
01:50,"SUB OUT by BOWER,CARSON",,,,,,,"SUB OUT by BOWER,CARSON",2
01:50,"SUB IN by EDWARDS,LANDON",,,,,,,"SUB IN by EDWARDS,LANDON",2
01:50,,,,,"SUB OUT by TRAPP,REED",,,"SUB OUT by TRAPP,REED",2
01:50,,,,,"SUB IN by ANDREWS,TYLER",,,"SUB IN by ANDREWS,TYLER",2
--,,,,,"REBOUND DEF by DAVIS,RANDALL",,,"REBOUND DEF by DAVIS,RANDALL",2
01:44,"FOUL  by EDWARDS,LANDON",,,,,,,"FOUL  by EDWARDS,LANDON",2
01:33,,64,,89 (+25),"GOOD 3PTR by ANDREWS,TYLER",BSC 64-89 (+25),,"GOOD 3PTR by ANDREWS,TYLER",2
01:26,"GOOD 3PTR by GIBSON,JASON(fastbreak)",67,,89 (+22),,Hend 67-89 (+22),,"GOOD 3PTR by GIBSON,JASON(fastbreak)",2
01:18,,67,,92 (+25),"GOOD 3PTR by ANDREWS,TYLER",BSC 67-92 (+25),,"GOOD 3PTR by ANDREWS,TYLER",2
01:01,"MISS 3PTR by GIBSON,JASON",,,,,,,"MISS 3PTR by GIBSON,JASON",2
--,,,,,"REBOUND DEF by ANDREWS,TYLER",,,"REBOUND DEF by ANDREWS,TYLER",2
00:48,,67,,94 (+27),"GOOD LAYUP by DAVIS,RANDALL(in the paint)",BSC 67-94 (+27),,"GOOD LAYUP by DAVIS,RANDALL(in the paint)",2
00:47,"SUB OUT by TSCHURR,SKY",,,,,,,"SUB OUT by TSCHURR,SKY",2
00:47,,,,,"SUB OUT by THOMPSON,CHRISTIAN",,,"SUB OUT by THOMPSON,CHRISTIAN",2
00:47,,,,,"SUB IN by ANDREWS,TYLER",,,"SUB IN by ANDREWS,TYLER",2
00:47,,,,,"SUB OUT by ANDREWS,TYLER",,,"SUB OUT by ANDREWS,TYLER",2
