Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
14:44,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
14:44,"GOOD FT by KASTNER,MURRAY",25,,39 (+14),,MILLSAPS 25-39 (-14),,"GOOD FT by KASTNER,MURRAY",2
14:44,"GOOD FT by KASTNER,MURRAY",26,,39 (+13),,MILLSAPS 26-39 (-13),,"GOOD FT by KASTNER,MURRAY",2
14:44,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
14:44,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
14:44,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
14:44,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
14:44,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
14:44,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
14:44,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
14:44,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
14:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:13,,,,,"MISS LAYUP by CONARD,ALEC",,,"MISS LAYUP by CONARD,ALEC",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
14:09,,26,,41 (+15),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 26-41 (-15),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
13:56,"MISS 3PTR by GILLIGAN,TULLY",,,,,,,"MISS 3PTR by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by BARRETT,JORDAN",,,"REBOUND DEF by BARRETT,JORDAN",2
13:41,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
13:41,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",2
13:27,"GOOD JUMPER by ROBERTSON,MARC",28,,41 (+13),,MILLSAPS 28-41 (-13),,"GOOD JUMPER by ROBERTSON,MARC",2
13:09,,28,,43 (+15),"GOOD JUMPER by VANCE,LUKE(in the paint)",HC 28-43 (-15),,"GOOD JUMPER by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
12:34,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
12:34,,,,,"STEAL  by GUMM,GABE",,,"STEAL  by GUMM,GABE",2
12:28,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
12:14,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",2
--,,,,,"REBOUND DEF by GUMM,GABE",,,"REBOUND DEF by GUMM,GABE",2
12:11,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
12:11,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
12:11,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
11:51,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
11:47,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
11:46,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
11:46,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:46,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
11:46,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
11:46,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
11:46,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
11:46,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
11:31,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",2
11:31,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
11:31,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
11:31,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
11:18,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
11:18,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
11:03,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
11:03,,28,,44 (+16),"GOOD FT by PRIMM,COLTON",HC 28-44 (-16),,"GOOD FT by PRIMM,COLTON",2
11:03,,28,,45 (+17),"GOOD FT by PRIMM,COLTON",HC 28-45 (-17),,"GOOD FT by PRIMM,COLTON",2
10:49,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
10:46,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
10:46,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
10:46,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
10:37,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
10:37,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
10:19,"MISS LAYUP by MCELVEEN,MAC",,,,,,,"MISS LAYUP by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
10:11,,28,,47 (+19),"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 28-47 (-19),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
10:02,"MISS LAYUP by FREBIS,RONNIE",,,,,,,"MISS LAYUP by FREBIS,RONNIE",2
10:02,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
09:52,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
09:45,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
09:45,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
09:45,,,,,"SUB IN by TAULTON,JORDAN",,,"SUB IN by TAULTON,JORDAN",2
09:45,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",2
09:22,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
09:22,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:22,"GOOD FT by GILLIGAN,TULLY",29,,47 (+18),,MILLSAPS 29-47 (-18),,"GOOD FT by GILLIGAN,TULLY",2
09:22,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
09:22,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
09:21,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
08:54,"FOUL  by MCELVEEN,MAC",,,,,,,"FOUL  by MCELVEEN,MAC",2
08:49,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND OFF by CONARD,ALEC",,,"REBOUND OFF by CONARD,ALEC",2
08:46,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
08:43,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
08:43,,29,,48 (+19),"GOOD FT by PRIMM,COLTON",HC 29-48 (-19),,"GOOD FT by PRIMM,COLTON",2
08:43,,29,,49 (+20),"GOOD FT by PRIMM,COLTON",HC 29-49 (-20),,"GOOD FT by PRIMM,COLTON",2
08:43,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
08:43,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
08:43,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
08:43,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
08:30,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
08:07,,,,,"MISS 3PTR by TAULTON,JORDAN",,,"MISS 3PTR by TAULTON,JORDAN",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
07:58,"GOOD 3PTR by ROBERTSON,MARC",32,,49 (+17),,MILLSAPS 32-49 (-17),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by KASTNER,MURRAY",,,,,,,"ASSIST  by KASTNER,MURRAY",2
07:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:51,,32,,51 (+19),"GOOD DUNK by ALDOUS,HANK(fastbreak)(in the paint)",HC 32-51 (-19),,"GOOD DUNK by ALDOUS,HANK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
07:36,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
07:33,"FOUL  by MCELVEEN,MAC",,,,,,,"FOUL  by MCELVEEN,MAC",2
07:33,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:24,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,"REBOUND DEF by KASTNER,MURRAY",,,,,,,"REBOUND DEF by KASTNER,MURRAY",2
07:08,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
07:04,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
06:50,"GOOD JUMPER by ROBERTSON,MARC",34,,51 (+17),,MILLSAPS 34-51 (-17),,"GOOD JUMPER by ROBERTSON,MARC",2
--,"ASSIST  by FREBIS,RONNIE",,,,,,,"ASSIST  by FREBIS,RONNIE",2
06:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:46,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
06:46,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
06:16,,,,,"TURNOVER  by TAULTON,JORDAN",,,"TURNOVER  by TAULTON,JORDAN",2
06:15,"STEAL  by MCELVEEN,MAC",,,,,,,"STEAL  by MCELVEEN,MAC",2
06:13,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",36,,51 (+15),,MILLSAPS 36-51 (-15),,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",2
--,"ASSIST  by MCELVEEN,MAC",,,,,,,"ASSIST  by MCELVEEN,MAC",2
05:40,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
05:40,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
05:40,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",2
05:40,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
05:40,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
05:40,,,,,"SUB IN by GUMM,GABE",,,"SUB IN by GUMM,GABE",2
05:40,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
05:40,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
05:40,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
05:40,,,,,"SUB OUT by TAULTON,JORDAN",,,"SUB OUT by TAULTON,JORDAN",2
05:38,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
05:38,"BLOCK  by GILLIGAN,TULLY",,,,,,,"BLOCK  by GILLIGAN,TULLY",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
05:26,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
05:17,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
05:16,"STEAL  by AUBERT,DUSTIN",,,,,,,"STEAL  by AUBERT,DUSTIN",2
05:16,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
05:15,"GOOD FT by AUBERT,DUSTIN",37,,51 (+14),,MILLSAPS 37-51 (-14),,"GOOD FT by AUBERT,DUSTIN",2
05:15,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
05:15,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
05:15,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
05:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:52,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
04:52,,37,,52 (+15),"GOOD FT by PRIMM,COLTON",HC 37-52 (-15),,"GOOD FT by PRIMM,COLTON",2
04:52,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
04:52,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
04:52,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
04:31,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
04:31,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
04:26,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
04:26,,37,,53 (+16),"GOOD FT by GUMM,GABE",HC 37-53 (-16),,"GOOD FT by GUMM,GABE",2
04:26,,,,,"MISS FT by GUMM,GABE",,,"MISS FT by GUMM,GABE",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
04:26,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
04:26,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
04:26,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
04:26,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
04:18,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
03:43,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
03:31,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",39,,53 (+14),,MILLSAPS 39-53 (-14),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
03:31,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
03:31,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
03:23,,,,,"TURNOVER  by GUMM,GABE",,,"TURNOVER  by GUMM,GABE",2
03:23,"STEAL  by KASTNER,MURRAY",,,,,,,"STEAL  by KASTNER,MURRAY",2
03:23,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
03:23,"GOOD FT by KASTNER,MURRAY",40,,53 (+13),,MILLSAPS 40-53 (-13),,"GOOD FT by KASTNER,MURRAY",2
03:23,"GOOD FT by KASTNER,MURRAY",41,,53 (+12),,MILLSAPS 41-53 (-12),,"GOOD FT by KASTNER,MURRAY",2
03:19,,41,,55 (+14),"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",HC 41-55 (-14),,"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GUMM,GABE",,,"ASSIST  by GUMM,GABE",2
03:05,"GOOD 3PTR by GILLIGAN,TULLY",44,,55 (+11),,MILLSAPS 44-55 (-11),,"GOOD 3PTR by GILLIGAN,TULLY",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
03:05,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
03:05,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
02:56,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
02:56,,,,,"MISS FT by BARRETT,JORDAN",,,"MISS FT by BARRETT,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:56,,44,,56 (+12),"GOOD FT by BARRETT,JORDAN",HC 44-56 (-12),,"GOOD FT by BARRETT,JORDAN",2
02:48,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
02:44,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by GUMM,GABE",,,"REBOUND DEF by GUMM,GABE",2
02:36,,44,,58 (+14),"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",HC 44-58 (-14),,"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
02:36,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
02:36,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
02:36,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
02:36,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
02:24,"MISS LAYUP by KASTNER,MURRAY",,,,,,,"MISS LAYUP by KASTNER,MURRAY",2
02:24,,,,,"BLOCK  by BARRETT,JORDAN",,,"BLOCK  by BARRETT,JORDAN",2
--,"REBOUND OFF by MCELVEEN,MAC",,,,,,,"REBOUND OFF by MCELVEEN,MAC",2
02:21,"GOOD JUMPER by MCELVEEN,MAC(in the paint)",46,,58 (+12),,MILLSAPS 46-58 (-12),,"GOOD JUMPER by MCELVEEN,MAC(in the paint)",2
02:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:21,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
02:21,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
02:21,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
02:21,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
02:20,"FOUL  by MCELVEEN,MAC",,,,,,,"FOUL  by MCELVEEN,MAC",2
02:20,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:20,,46,,59 (+13),"GOOD FT by ALDOUS,HANK",HC 46-59 (-13),,"GOOD FT by ALDOUS,HANK",2
02:20,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
02:20,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",2
02:15,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
02:06,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
02:06,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:06,,46,,60 (+14),"GOOD FT by PRIMM,COLTON",HC 46-60 (-14),,"GOOD FT by PRIMM,COLTON",2
02:03,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",48,,60 (+12),,MILLSAPS 48-60 (-12),,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",2
02:02,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
02:02,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by BARRETT,JORDAN",,,"REBOUND DEF by BARRETT,JORDAN",2
01:50,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
01:48,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
01:48,"GOOD FT by MCELVEEN,MAC",49,,60 (+11),,MILLSAPS 49-60 (-11),,"GOOD FT by MCELVEEN,MAC",2
01:48,"GOOD FT by MCELVEEN,MAC",50,,60 (+10),,MILLSAPS 50-60 (-10),,"GOOD FT by MCELVEEN,MAC",2
01:48,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
01:48,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
01:44,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
01:44,,50,,61 (+11),"GOOD FT by ALDOUS,HANK",HC 50-61 (-11),,"GOOD FT by ALDOUS,HANK",2
01:44,,50,,62 (+12),"GOOD FT by ALDOUS,HANK",HC 50-62 (-12),,"GOOD FT by ALDOUS,HANK",2
01:44,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
01:44,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
01:36,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
01:31,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
01:31,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
01:30,"GOOD JUMPER by KASTNER,MURRAY",52,,62 (+10),,MILLSAPS 52-62 (-10),,"GOOD JUMPER by KASTNER,MURRAY",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
01:19,,52,,64 (+12),"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",HC 52-64 (-12),,"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",2
01:18,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
01:18,,,,,"MISS FT by BARRETT,JORDAN",,,"MISS FT by BARRETT,JORDAN",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
01:12,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
01:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:08,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
01:08,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
01:05,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
01:05,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
01:05,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
00:59,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
00:58,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
00:56,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
