Time Remaining,ETBU,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
19:19,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
19:19,"BLOCK  by SAMUEL,JAMIL",,,,,,,"BLOCK  by SAMUEL,JAMIL",2
--,"REBOUND DEF by GRAY,MONTY",,,,,,,"REBOUND DEF by GRAY,MONTY",2
19:02,"GOOD JUMPER by GRAY,MONTY",41 (+10),,31,,ETBU 41-31 (-10),,"GOOD JUMPER by GRAY,MONTY",2
18:41,,41 (+8),,33,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",MILLSAPS 41-33 (-8),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,,,,,"ASSIST  by BERGER,RYAN",,,"ASSIST  by BERGER,RYAN",2
18:38,"FOUL  by SAMUEL,JAMIL",,,,,,,"FOUL  by SAMUEL,JAMIL",2
18:38,,41 (+7),,34,"GOOD FT by FREBIS,RONNIE",MILLSAPS 41-34 (-7),,"GOOD FT by FREBIS,RONNIE",2
18:38,"SUB IN by GRAY,AHNRE",,,,,,,"SUB IN by GRAY,AHNRE",2
18:38,"SUB OUT by SAMUEL,JAMIL",,,,,,,"SUB OUT by SAMUEL,JAMIL",2
18:16,"TURNOVER  by JONES,CJ",,,,,,,"TURNOVER  by JONES,CJ",2
18:03,"FOUL  by GRAY,MONTY",,,,,,,"FOUL  by GRAY,MONTY",2
17:54,,,,,"MISS JUMPER by FREBIS,RONNIE",,,"MISS JUMPER by FREBIS,RONNIE",2
--,"REBOUND DEF by GRAY,AHNRE",,,,,,,"REBOUND DEF by GRAY,AHNRE",2
17:44,"GOOD JUMPER by FELICIA,JUSTIN",43 (+9),,34,,ETBU 43-34 (-9),,"GOOD JUMPER by FELICIA,JUSTIN",2
--,"ASSIST  by GRAY,MONTY",,,,,,,"ASSIST  by GRAY,MONTY",2
17:21,,43 (+7),,36,"GOOD JUMPER by FREBIS,RONNIE",MILLSAPS 43-36 (-7),,"GOOD JUMPER by FREBIS,RONNIE",2
17:12,"GOOD 3PTR by GRAY,MONTY",46 (+10),,36,,ETBU 46-36 (-10),,"GOOD 3PTR by GRAY,MONTY",2
16:50,,,,,"MISS JUMPER by KASTNER,MURRAY",,,"MISS JUMPER by KASTNER,MURRAY",2
--,"REBOUND DEF by JONES,CJ",,,,,,,"REBOUND DEF by JONES,CJ",2
16:43,"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",48 (+12),,36,,ETBU 48-36 (-12),,"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",2
--,"ASSIST  by JONES,CJ",,,,,,,"ASSIST  by JONES,CJ",2
16:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:40,"SUB IN by HOLMES,ARRON",,,,,,,"SUB IN by HOLMES,ARRON",2
16:40,"SUB OUT by GRAY,MONTY",,,,,,,"SUB OUT by GRAY,MONTY",2
16:40,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
16:40,,,,,"SUB IN by HANTSAD,RAJAN",,,"SUB IN by HANTSAD,RAJAN",2
16:40,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
16:40,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
16:13,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,"REBOUND DEF by GRAY,AHNRE",,,,,,,"REBOUND DEF by GRAY,AHNRE",2
16:06,"TURNOVER  by JONES,CJ",,,,,,,"TURNOVER  by JONES,CJ",2
16:04,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
15:56,"FOUL  by FELICIA,JUSTIN",,,,,,,"FOUL  by FELICIA,JUSTIN",2
15:56,,48 (+11),,37,"GOOD FT by FREBIS,RONNIE",MILLSAPS 48-37 (-11),,"GOOD FT by FREBIS,RONNIE",2
15:56,,48 (+10),,38,"GOOD FT by FREBIS,RONNIE",MILLSAPS 48-38 (-10),,"GOOD FT by FREBIS,RONNIE",2
15:56,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
15:56,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
15:56,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
15:56,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
15:14,"GOOD LAYUP by GRAY,AHNRE(in the paint)",50 (+12),,38,,ETBU 50-38 (-12),,"GOOD LAYUP by GRAY,AHNRE(in the paint)",2
--,"ASSIST  by HOLMES,ARRON",,,,,,,"ASSIST  by HOLMES,ARRON",2
15:07,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND DEF by FELICIA,JUSTIN",,,,,,,"REBOUND DEF by FELICIA,JUSTIN",2
14:52,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
14:52,"MISS FT by THOMPSON,ERBY",,,,,,,"MISS FT by THOMPSON,ERBY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:52,"GOOD FT by THOMPSON,ERBY",51 (+13),,38,,ETBU 51-38 (-13),,"GOOD FT by THOMPSON,ERBY",2
14:52,"SUB IN by AUGUSTINE,DYLAN",,,,,,,"SUB IN by AUGUSTINE,DYLAN",2
14:52,"SUB OUT by JONES,CJ",,,,,,,"SUB OUT by JONES,CJ",2
14:52,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
14:52,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
14:36,,51 (+10),,41,"GOOD 3PTR by MCELVEEN,MAC",MILLSAPS 51-41 (-10),,"GOOD 3PTR by MCELVEEN,MAC",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
14:23,"TURNOVER  by HOLMES,ARRON",,,,,,,"TURNOVER  by HOLMES,ARRON",2
14:22,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
14:19,"FOUL  by FELICIA,JUSTIN",,,,,,,"FOUL  by FELICIA,JUSTIN",2
14:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:19,,51 (+9),,42,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 51-42 (-9),,"GOOD FT by AUBERT,DUSTIN",2
14:19,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,"REBOUND DEF by FELICIA,JUSTIN",,,,,,,"REBOUND DEF by FELICIA,JUSTIN",2
14:08,"FOUL  by GRAY,AHNRE",,,,,,,"FOUL  by GRAY,AHNRE",2
14:08,"SUB IN by DUPREE,CLAVOISIE",,,,,,,"SUB IN by DUPREE,CLAVOISIE",2
14:08,"SUB IN by MITCHELL,JUNIOR",,,,,,,"SUB IN by MITCHELL,JUNIOR",2
14:08,"SUB OUT by FELICIA,JUSTIN",,,,,,,"SUB OUT by FELICIA,JUSTIN",2
14:08,"SUB OUT by HOLMES,ARRON",,,,,,,"SUB OUT by HOLMES,ARRON",2
14:08,,,,,"SUB IN by FREBIS,RONNIE",,,"SUB IN by FREBIS,RONNIE",2
14:08,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
13:42,,,,,"TURNOVER  by MCELVEEN,MAC",,,"TURNOVER  by MCELVEEN,MAC",2
13:30,"MISS 3PTR by THOMPSON,ERBY",,,,,,,"MISS 3PTR by THOMPSON,ERBY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:00,,,,,"TURNOVER  by AUBERT,DUSTIN",,,"TURNOVER  by AUBERT,DUSTIN",2
12:55,"TURNOVER  by DUPREE,CLAVOISIE",,,,,,,"TURNOVER  by DUPREE,CLAVOISIE",2
12:55,"FOUL  by DUPREE,CLAVOISIE",,,,,,,"FOUL  by DUPREE,CLAVOISIE",2
12:55,"SUB IN by SAMUEL,JAMIL",,,,,,,"SUB IN by SAMUEL,JAMIL",2
12:55,"SUB OUT by GRAY,AHNRE",,,,,,,"SUB OUT by GRAY,AHNRE",2
12:55,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
12:55,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
12:55,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
12:55,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
12:55,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
12:55,,,,,"SUB OUT by HANTSAD,RAJAN",,,"SUB OUT by HANTSAD,RAJAN",2
12:53,"FOUL  by DUPREE,CLAVOISIE",,,,,,,"FOUL  by DUPREE,CLAVOISIE",2
12:46,,51 (+8),,43,"GOOD FT by FREBIS,RONNIE",MILLSAPS 51-43 (-8),,"GOOD FT by FREBIS,RONNIE",2
12:46,,51 (+7),,44,"GOOD FT by FREBIS,RONNIE",MILLSAPS 51-44 (-7),,"GOOD FT by FREBIS,RONNIE",2
12:32,"MISS 3PTR by AUGUSTINE,DYLAN",,,,,,,"MISS 3PTR by AUGUSTINE,DYLAN",2
--,,,,,"REBOUND DEF by FREBIS,RONNIE",,,"REBOUND DEF by FREBIS,RONNIE",2
11:53,,,,,"TURNOVER  by DEILLIEU,RYAN",,,"TURNOVER  by DEILLIEU,RYAN",2
11:42,"GOOD JUMPER by SAMUEL,JAMIL",53 (+9),,44,,ETBU 53-44 (-9),,"GOOD JUMPER by SAMUEL,JAMIL",2
--,"ASSIST  by MITCHELL,JUNIOR",,,,,,,"ASSIST  by MITCHELL,JUNIOR",2
11:28,,53 (+7),,46,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 53-46 (-7),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,,,,,"ASSIST  by BERGER,RYAN",,,"ASSIST  by BERGER,RYAN",2
11:26,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:26,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
11:26,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
11:26,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
11:26,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",2
11:15,"GOOD JUMPER by MITCHELL,JUNIOR",55 (+9),,46,,ETBU 55-46 (-9),,"GOOD JUMPER by MITCHELL,JUNIOR",2
10:39,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
10:27,,55 (+7),,48,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",MILLSAPS 55-48 (-7),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,,,,,"ASSIST  by BERGER,RYAN",,,"ASSIST  by BERGER,RYAN",2
10:20,"GOOD 3PTR by AUGUSTINE,DYLAN",58 (+10),,48,,ETBU 58-48 (-10),,"GOOD 3PTR by AUGUSTINE,DYLAN",2
--,"ASSIST  by SAMUEL,JAMIL",,,,,,,"ASSIST  by SAMUEL,JAMIL",2
09:56,"SUB IN by FELICIA,JUSTIN",,,,,,,"SUB IN by FELICIA,JUSTIN",2
09:56,"SUB IN by JONES,CJ",,,,,,,"SUB IN by JONES,CJ",2
09:56,"SUB IN by DAY,TYLER",,,,,,,"SUB IN by DAY,TYLER",2
09:56,"SUB OUT by DUPREE,CLAVOISIE",,,,,,,"SUB OUT by DUPREE,CLAVOISIE",2
09:56,"SUB OUT by AUGUSTINE,DYLAN",,,,,,,"SUB OUT by AUGUSTINE,DYLAN",2
09:56,"SUB OUT by THOMPSON,ERBY",,,,,,,"SUB OUT by THOMPSON,ERBY",2
09:56,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
09:56,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",2
09:52,,58 (+7),,51,"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 58-51 (-7),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
09:36,"TURNOVER  by FELICIA,JUSTIN",,,,,,,"TURNOVER  by FELICIA,JUSTIN",2
09:17,"FOUL  by FELICIA,JUSTIN",,,,,,,"FOUL  by FELICIA,JUSTIN",2
09:17,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
08:59,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
08:59,"SUB IN by DUPREE,CLAVOISIE",,,,,,,"SUB IN by DUPREE,CLAVOISIE",2
08:59,"SUB OUT by FELICIA,JUSTIN",,,,,,,"SUB OUT by FELICIA,JUSTIN",2
08:50,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
08:50,"GOOD FT by MITCHELL,JUNIOR",59 (+8),,51,,ETBU 59-51 (-8),,"GOOD FT by MITCHELL,JUNIOR",2
08:50,"GOOD FT by MITCHELL,JUNIOR",60 (+9),,51,,ETBU 60-51 (-9),,"GOOD FT by MITCHELL,JUNIOR",2
08:32,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,"REBOUND DEF by DUPREE,CLAVOISIE",,,,,,,"REBOUND DEF by DUPREE,CLAVOISIE",2
08:30,"SUB IN by GRAY,MONTY",,,,,,,"SUB IN by GRAY,MONTY",2
08:30,"SUB OUT by DAY,TYLER",,,,,,,"SUB OUT by DAY,TYLER",2
08:00,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
07:51,"TURNOVER  by SAMUEL,JAMIL",,,,,,,"TURNOVER  by SAMUEL,JAMIL",2
07:49,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
07:28,,60 (+6),,54,"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 60-54 (-6),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
07:16,"MISS JUMPER by SAMUEL,JAMIL",,,,,,,"MISS JUMPER by SAMUEL,JAMIL",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
07:05,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND DEF by DUPREE,CLAVOISIE",,,,,,,"REBOUND DEF by DUPREE,CLAVOISIE",2
06:55,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
06:55,"SUB IN by MCCLAHAN,KERRY",,,,,,,"SUB IN by MCCLAHAN,KERRY",2
06:55,"SUB IN by THOMPSON,ERBY",,,,,,,"SUB IN by THOMPSON,ERBY",2
06:55,"SUB OUT by SAMUEL,JAMIL",,,,,,,"SUB OUT by SAMUEL,JAMIL",2
06:55,"SUB OUT by JONES,CJ",,,,,,,"SUB OUT by JONES,CJ",2
06:55,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
06:55,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
06:52,"GOOD 3PTR by GRAY,MONTY",63 (+9),,54,,ETBU 63-54 (-9),,"GOOD 3PTR by GRAY,MONTY",2
--,"ASSIST  by THOMPSON,ERBY",,,,,,,"ASSIST  by THOMPSON,ERBY",2
06:31,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,"REBOUND DEF by MCCLAHAN,KERRY",,,,,,,"REBOUND DEF by MCCLAHAN,KERRY",2
06:27,"MISS 3PTR by THOMPSON,ERBY",,,,,,,"MISS 3PTR by THOMPSON,ERBY",2
--,"REBOUND OFF by DUPREE,CLAVOISIE",,,,,,,"REBOUND OFF by DUPREE,CLAVOISIE",2
06:07,"MISS JUMPER by DUPREE,CLAVOISIE",,,,,,,"MISS JUMPER by DUPREE,CLAVOISIE",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
05:42,"FOUL  by DUPREE,CLAVOISIE",,,,,,,"FOUL  by DUPREE,CLAVOISIE",2
05:42,,63 (+8),,55,"GOOD FT by FREBIS,RONNIE",MILLSAPS 63-55 (-8),,"GOOD FT by FREBIS,RONNIE",2
05:42,,63 (+7),,56,"GOOD FT by FREBIS,RONNIE",MILLSAPS 63-56 (-7),,"GOOD FT by FREBIS,RONNIE",2
05:42,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
05:42,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
05:42,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
05:42,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
05:36,"MISS LAYUP by MITCHELL,JUNIOR",,,,,,,"MISS LAYUP by MITCHELL,JUNIOR",2
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",2
05:28,,63 (+5),,58,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",MILLSAPS 63-58 (-5),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,,,,,"ASSIST  by MCELVEEN,MAC",,,"ASSIST  by MCELVEEN,MAC",2
05:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:20,"SUB IN by SAMUEL,JAMIL",,,,,,,"SUB IN by SAMUEL,JAMIL",2
05:20,"SUB IN by FELICIA,JUSTIN",,,,,,,"SUB IN by FELICIA,JUSTIN",2
05:20,"SUB OUT by DUPREE,CLAVOISIE",,,,,,,"SUB OUT by DUPREE,CLAVOISIE",2
05:20,"SUB OUT by MCCLAHAN,KERRY",,,,,,,"SUB OUT by MCCLAHAN,KERRY",2
05:03,"MISS JUMPER by FELICIA,JUSTIN",,,,,,,"MISS JUMPER by FELICIA,JUSTIN",2
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",2
04:49,"FOUL  by MITCHELL,JUNIOR",,,,,,,"FOUL  by MITCHELL,JUNIOR",2
04:49,,63 (+4),,59,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 63-59 (-4),,"GOOD FT by AUBERT,DUSTIN",2
04:49,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,"REBOUND DEF by FELICIA,JUSTIN",,,,,,,"REBOUND DEF by FELICIA,JUSTIN",2
04:49,"SUB IN by HOLMES,ARRON",,,,,,,"SUB IN by HOLMES,ARRON",2
04:49,"SUB OUT by MITCHELL,JUNIOR",,,,,,,"SUB OUT by MITCHELL,JUNIOR",2
04:34,"MISS LAYUP by THOMPSON,ERBY",,,,,,,"MISS LAYUP by THOMPSON,ERBY",2
--,"REBOUND OFF by THOMPSON,ERBY",,,,,,,"REBOUND OFF by THOMPSON,ERBY",2
04:30,"GOOD LAYUP by THOMPSON,ERBY(in the paint)",65 (+6),,59,,ETBU 65-59 (-6),,"GOOD LAYUP by THOMPSON,ERBY(in the paint)",2
04:10,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND DEF by SAMUEL,JAMIL",,,,,,,"REBOUND DEF by SAMUEL,JAMIL",2
04:02,"FOUL  by HOLMES,ARRON",,,,,,,"FOUL  by HOLMES,ARRON",2
04:02,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
04:02,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
03:41,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
03:41,"BLOCK  by SAMUEL,JAMIL",,,,,,,"BLOCK  by SAMUEL,JAMIL",2
--,"REBOUND DEF by SAMUEL,JAMIL",,,,,,,"REBOUND DEF by SAMUEL,JAMIL",2
03:07,"MISS JUMPER by GRAY,MONTY",,,,,,,"MISS JUMPER by GRAY,MONTY",2
--,"REBOUND OFF by SAMUEL,JAMIL",,,,,,,"REBOUND OFF by SAMUEL,JAMIL",2
02:59,"MISS LAYUP by SAMUEL,JAMIL",,,,,,,"MISS LAYUP by SAMUEL,JAMIL",2
--,"REBOUND OFF by FELICIA,JUSTIN",,,,,,,"REBOUND OFF by FELICIA,JUSTIN",2
02:57,"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",67 (+8),,59,,ETBU 67-59 (-8),,"GOOD LAYUP by FELICIA,JUSTIN(in the paint)",2
02:43,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND OFF by AUBERT,DUSTIN",,,"REBOUND OFF by AUBERT,DUSTIN",2
02:39,,67 (+6),,61,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 67-61 (-6),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
02:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:16,"GOOD DUNK by SAMUEL,JAMIL(in the paint)",69 (+8),,61,,ETBU 69-61 (-8),,"GOOD DUNK by SAMUEL,JAMIL(in the paint)",2
--,"ASSIST  by HOLMES,ARRON",,,,,,,"ASSIST  by HOLMES,ARRON",2
01:50,,69 (+6),,63,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 69-63 (-6),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
01:50,"FOUL  by THOMPSON,ERBY",,,,,,,"FOUL  by THOMPSON,ERBY",2
01:50,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by FELICIA,JUSTIN",,,,,,,"REBOUND DEF by FELICIA,JUSTIN",2
01:16,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:16,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
01:16,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
00:55,,69 (+4),,65,"GOOD JUMPER by KASTNER,MURRAY",MILLSAPS 69-65 (-4),,"GOOD JUMPER by KASTNER,MURRAY",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
00:23,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,"REBOUND DEF by SAMUEL,JAMIL",,,,,,,"REBOUND DEF by SAMUEL,JAMIL",2
00:20,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
00:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,"TURNOVER  by THOMPSON,ERBY",,,,,,,"TURNOVER  by THOMPSON,ERBY",2
00:17,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
00:14,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",2
00:11,"TURNOVER  by FELICIA,JUSTIN",,,,,,,"TURNOVER  by FELICIA,JUSTIN",2
00:11,,69 (+2),,67,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 69-67 (-2),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
00:11,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
00:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:00,,69,,70 (+1),"GOOD 3PTR by BERGER,RYAN",MILLSAPS 69-70 (+1),,"GOOD 3PTR by BERGER,RYAN",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
