Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",1
16:09,,5,,6 (+1),"GOOD JUMPER by SMITH,CONNOR(in the paint)",OUM 5-6 (-1),,"GOOD JUMPER by SMITH,CONNOR(in the paint)",1
15:44,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",1
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",1
15:36,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",1
15:34,"STEAL  by KASTNER,MURRAY",,,,,,,"STEAL  by KASTNER,MURRAY",1
15:32,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",1
15:23,,5,,8 (+3),"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",OUM 5-8 (-3),,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",1
15:03,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",1
14:34,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
14:27,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:21,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",1
14:21,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
14:21,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
14:21,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
14:21,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
14:21,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
14:21,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",1
14:21,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
14:21,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
14:21,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
14:00,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",1
14:00,,5,,9 (+4),"GOOD FT by COURSON,TYLER",OUM 5-9 (-4),,"GOOD FT by COURSON,TYLER",1
14:00,,5,,10 (+5),"GOOD FT by COURSON,TYLER",OUM 5-10 (-5),,"GOOD FT by COURSON,TYLER",1
13:51,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",1
13:39,,5,,13 (+8),"GOOD 3PTR by PERRY,WILL",OUM 5-13 (-8),,"GOOD 3PTR by PERRY,WILL",1
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",1
13:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:05,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,"REBOUND OFF by FREBIS,RONNIE",,,,,,,"REBOUND OFF by FREBIS,RONNIE",1
12:59,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",1
12:59,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
12:59,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
12:59,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",1
12:59,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
12:59,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
12:59,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
12:59,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
12:59,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",1
12:59,,,,,"SUB OUT by ROHLFS,VICTOR",,,"SUB OUT by ROHLFS,VICTOR",1
12:58,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
12:50,,5,,16 (+11),"GOOD 3PTR by SMITH,CONNOR",OUM 5-16 (-11),,"GOOD 3PTR by SMITH,CONNOR",1
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",1
12:34,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",1
12:34,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",1
12:34,,,,,"STEAL  by SMITH,CONNOR",,,"STEAL  by SMITH,CONNOR",1
12:32,,5,,18 (+13),"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",OUM 5-18 (-13),,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",1
12:07,"MISS 3PTR by AUBERT,DUSTIN",,,,,,,"MISS 3PTR by AUBERT,DUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
11:36,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
11:24,,,,,"MISS 3PTR by DAVIS,ALEX",,,"MISS 3PTR by DAVIS,ALEX",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
11:17,"GOOD LAYUP by MCELVEEN,MAC(fastbreak)(in the paint)",7,,18 (+11),,MILLSAPS 7-18 (-11),,"GOOD LAYUP by MCELVEEN,MAC(fastbreak)(in the paint)",1
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",1
10:55,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
10:43,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",1
10:43,"GOOD FT by FREBIS,RONNIE",8,,18 (+10),,MILLSAPS 8-18 (-10),,"GOOD FT by FREBIS,RONNIE",1
10:43,"GOOD FT by FREBIS,RONNIE",9,,18 (+9),,MILLSAPS 9-18 (-9),,"GOOD FT by FREBIS,RONNIE",1
10:43,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
10:43,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
10:43,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",1
10:43,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",1
10:43,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",1
10:43,,,,,"SUB IN by ROHLFS,VICTOR",,,"SUB IN by ROHLFS,VICTOR",1
10:43,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
10:43,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",1
10:28,,9,,21 (+12),"GOOD 3PTR by COURSON,TYLER",OUM 9-21 (-12),,"GOOD 3PTR by COURSON,TYLER",1
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",1
10:02,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
09:36,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",1
09:36,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:36,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",1
09:36,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",1
09:36,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
09:36,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
09:36,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
09:28,,,,,"MISS JUMPER by COURSON,TYLER",,,"MISS JUMPER by COURSON,TYLER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:23,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",1
09:23,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",1
09:03,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",1
08:51,,,,,"MISS JUMPER by ROHLFS,VICTOR",,,"MISS JUMPER by ROHLFS,VICTOR",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
08:38,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
08:36,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",1
08:36,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
08:21,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",1
08:21,,9,,22 (+13),"GOOD FT by DAVIS,ALEX",OUM 9-22 (-13),,"GOOD FT by DAVIS,ALEX",1
08:21,,9,,23 (+14),"GOOD FT by DAVIS,ALEX",OUM 9-23 (-14),,"GOOD FT by DAVIS,ALEX",1
08:21,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
08:21,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
07:53,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
07:31,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:29,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",1
07:12,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
07:11,,,,,"STEAL  by ROHLFS,VICTOR",,,"STEAL  by ROHLFS,VICTOR",1
07:06,"FOUL  by MCELVEEN,MAC",,,,,,,"FOUL  by MCELVEEN,MAC",1
07:06,,,,,"MISS FT by SIGRIST,CONNOR",,,"MISS FT by SIGRIST,CONNOR",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:06,,9,,24 (+15),"GOOD FT by SIGRIST,CONNOR",OUM 9-24 (-15),,"GOOD FT by SIGRIST,CONNOR",1
07:06,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
07:06,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
06:51,"GOOD 3PTR by ROBERTSON,MARC",12,,24 (+12),,MILLSAPS 12-24 (-12),,"GOOD 3PTR by ROBERTSON,MARC",1
--,"ASSIST  by MCELVEEN,MAC",,,,,,,"ASSIST  by MCELVEEN,MAC",1
06:41,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
06:11,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
05:53,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
05:20,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
05:11,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",1
05:08,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
05:08,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
05:08,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
05:08,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
04:53,"GOOD LAYUP by BERGER,RYAN(in the paint)",14,,24 (+10),,MILLSAPS 14-24 (-10),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
--,"ASSIST  by KASTNER,MURRAY",,,,,,,"ASSIST  by KASTNER,MURRAY",1
04:46,,,,,"MISS JUMPER by ROHLFS,VICTOR",,,"MISS JUMPER by ROHLFS,VICTOR",1
--,,,,,"REBOUND OFF by KINNEY,JORDAN",,,"REBOUND OFF by KINNEY,JORDAN",1
04:41,,14,,26 (+12),"GOOD JUMPER by KINNEY,JORDAN",OUM 14-26 (-12),,"GOOD JUMPER by KINNEY,JORDAN",1
04:26,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
04:01,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",1
03:51,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
03:47,,14,,28 (+14),"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",OUM 14-28 (-14),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",1
03:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
03:27,"GOOD LAYUP by BERGER,RYAN(in the paint)",16,,28 (+12),,MILLSAPS 16-28 (-12),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
03:00,,16,,30 (+14),"GOOD JUMPER by KINNEY,JORDAN",OUM 16-30 (-14),,"GOOD JUMPER by KINNEY,JORDAN",1
02:25,"GOOD JUMPER by KASTNER,MURRAY",18,,30 (+12),,MILLSAPS 18-30 (-12),,"GOOD JUMPER by KASTNER,MURRAY",1
01:56,,,,,"MISS JUMPER by ROHLFS,VICTOR",,,"MISS JUMPER by ROHLFS,VICTOR",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
01:21,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
01:21,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
01:21,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
01:21,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",1
01:21,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
01:07,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
01:07,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
01:07,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
00:50,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",1
00:49,,,,,"STEAL  by ROHLFS,VICTOR",,,"STEAL  by ROHLFS,VICTOR",1
00:40,,18,,32 (+14),"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",OUM 18-32 (-14),,"GOOD LAYUP by SIGRIST,CONNOR(in the paint)",1
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",1
00:04,"MISS 3PTR by GILLIGAN,TULLY",,,,,,,"MISS 3PTR by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",1
19:34,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
19:00,,,,,"MISS 3PTR by COURSON,TYLER",,,"MISS 3PTR by COURSON,TYLER",2
--,,,,,"REBOUND OFF by ROHLFS,VICTOR",,,"REBOUND OFF by ROHLFS,VICTOR",2
18:55,,18,,34 (+16),"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",OUM 18-34 (-16),,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",2
18:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:40,"MISS LAYUP by MCELVEEN,MAC",,,,,,,"MISS LAYUP by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
18:34,,,,,"MISS 3PTR by ROHLFS,VICTOR",,,"MISS 3PTR by ROHLFS,VICTOR",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
18:08,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
17:37,,,,,"TURNOVER  by KINNEY,JORDAN",,,"TURNOVER  by KINNEY,JORDAN",2
17:07,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",20,,34 (+14),,MILLSAPS 20-34 (-14),,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",2
16:41,,20,,36 (+16),"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",OUM 20-36 (-16),,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",2
16:04,"GOOD JUMPER by KASTNER,MURRAY",22,,36 (+14),,MILLSAPS 22-36 (-14),,"GOOD JUMPER by KASTNER,MURRAY",2
16:02,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",2
16:02,"GOOD FT by KASTNER,MURRAY",23,,36 (+13),,MILLSAPS 23-36 (-13),,"GOOD FT by KASTNER,MURRAY",2
16:02,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
16:02,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
15:59,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
15:59,,23,,37 (+14),"GOOD FT by COURSON,TYLER",OUM 23-37 (-14),,"GOOD FT by COURSON,TYLER",2
15:59,,23,,38 (+15),"GOOD FT by COURSON,TYLER",OUM 23-38 (-15),,"GOOD FT by COURSON,TYLER",2
15:54,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:40,"GOOD JUMPER by BERGER,RYAN",25,,38 (+13),,MILLSAPS 25-38 (-13),,"GOOD JUMPER by BERGER,RYAN",2
15:28,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
15:19,"GOOD LAYUP by BERGER,RYAN(in the paint)",27,,38 (+11),,MILLSAPS 27-38 (-11),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
14:46,,,,,"MISS JUMPER by ROHLFS,VICTOR",,,"MISS JUMPER by ROHLFS,VICTOR",2
--,"REBOUND DEF by KASTNER,MURRAY",,,,,,,"REBOUND DEF by KASTNER,MURRAY",2
14:41,"MISS LAYUP by MCELVEEN,MAC",,,,,,,"MISS LAYUP by MCELVEEN,MAC",2
14:41,,,,,"BLOCK  by COURSON,TYLER",,,"BLOCK  by COURSON,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:40,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
14:40,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
14:40,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
14:40,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
14:40,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
14:40,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
14:40,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
14:40,,,,,"SUB OUT by ROHLFS,VICTOR",,,"SUB OUT by ROHLFS,VICTOR",2
14:23,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
14:02,,27,,40 (+13),"GOOD JUMPER by COURSON,TYLER",OUM 27-40 (-13),,"GOOD JUMPER by COURSON,TYLER",2
13:39,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
13:39,,,,,"BLOCK  by SMITH,CONNOR",,,"BLOCK  by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
13:24,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
13:23,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
13:21,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by BATES,ROMELLO",,,"REBOUND DEF by BATES,ROMELLO",2
13:02,,,,,"MISS JUMPER by SIGRIST,CONNOR",,,"MISS JUMPER by SIGRIST,CONNOR",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
12:54,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
12:54,,27,,41 (+14),"GOOD FT by PERRY,WILL",OUM 27-41 (-14),,"GOOD FT by PERRY,WILL",2
12:54,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
12:54,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
12:54,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
12:54,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
12:54,,,,,"SUB IN by ROHLFS,VICTOR",,,"SUB IN by ROHLFS,VICTOR",2
12:54,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
12:54,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
12:32,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
12:29,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",2
12:09,"GOOD LAYUP by BERGER,RYAN(in the paint)",29,,41 (+12),,MILLSAPS 29-41 (-12),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
