Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
10:27,"GOOD JUMPER by FREBIS,RONNIE",38 (+4),,34,,MILLSAPS 38-34 (+4),,"GOOD JUMPER by FREBIS,RONNIE",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
10:10,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
10:10,"BLOCK  by BERGER,RYAN",,,,,,,"BLOCK  by BERGER,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:10,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
10:10,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
10:10,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
10:10,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
10:10,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
09:52,,38 (+1),,37,"GOOD 3PTR by MCGRAIL,PATRICK",RHODES 38-37 (+1),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
09:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:42,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
09:42,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
09:42,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
09:42,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
09:22,"GOOD JUMPER by BERGER,RYAN",40 (+3),,37,,MILLSAPS 40-37 (+3),,"GOOD JUMPER by BERGER,RYAN",2
09:01,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
08:55,"GOOD 3PTR by ROBERTSON,MARC",43 (+6),,37,,MILLSAPS 43-37 (+6),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
08:35,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
--,,,,,"REBOUND OFF by WATSON,SHANE",,,"REBOUND OFF by WATSON,SHANE",2
08:32,,43 (+4),,39,"GOOD TIPIN by WATSON,SHANE(in the paint)",RHODES 43-39 (+4),,"GOOD TIPIN by WATSON,SHANE(in the paint)",2
08:25,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
08:25,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
08:25,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
08:25,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:25,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
08:25,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
08:25,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
08:06,"GOOD JUMPER by GILLIGAN,TULLY",45 (+6),,39,,MILLSAPS 45-39 (+6),,"GOOD JUMPER by GILLIGAN,TULLY",2
07:56,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
07:44,,45 (+4),,41,"GOOD LAYUP by WATSON,SHANE(in the paint)",RHODES 45-41 (+4),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
07:18,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",47 (+6),,41,,MILLSAPS 47-41 (+6),,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
06:52,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",,,"MISS JUMPER by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
06:30,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",2
06:29,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
06:25,,,,,"TURNOVER  by WATSON,SHANE",,,"TURNOVER  by WATSON,SHANE",2
06:25,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
06:25,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
06:25,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
06:25,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
06:25,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
06:06,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",49 (+8),,41,,MILLSAPS 49-41 (+8),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
05:47,,49 (+6),,43,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 49-43 (+6),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
05:31,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
05:15,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
05:13,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
05:12,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
05:12,,49 (+5),,44,"GOOD FT by MILLER,DREW",RHODES 49-44 (+5),,"GOOD FT by MILLER,DREW",2
05:12,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
05:12,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
05:12,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
04:40,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
04:30,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
04:30,,49 (+4),,45,"GOOD FT by SLEDGE,TATE",RHODES 49-45 (+4),,"GOOD FT by SLEDGE,TATE",2
04:30,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
04:30,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
04:30,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
04:18,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
03:59,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
03:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:42,,49 (+1),,48,"GOOD 3PTR by DUNAVANT,JOHNNY",RHODES 49-48 (+1),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
03:14,"MISS 3PTR by GILLIGAN,TULLY",,,,,,,"MISS 3PTR by GILLIGAN,TULLY",2
--,"REBOUND OFF by MCELVEEN,MAC",,,,,,,"REBOUND OFF by MCELVEEN,MAC",2
03:10,"MISS LAYUP by MCELVEEN,MAC",,,,,,,"MISS LAYUP by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
03:00,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
03:00,,49,,49,"GOOD FT by LIVSEY,GEOFF",RHODES 49-49 (0),,"GOOD FT by LIVSEY,GEOFF",2
03:00,,49,,50 (+1),"GOOD FT by LIVSEY,GEOFF",RHODES 49-50 (-1),,"GOOD FT by LIVSEY,GEOFF",2
03:00,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
03:00,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
03:00,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
03:00,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
02:41,"GOOD LAYUP by BERGER,RYAN(in the paint)",51 (+1),,50,,MILLSAPS 51-50 (+1),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
02:41,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
02:41,"GOOD FT by BERGER,RYAN",52 (+2),,50,,MILLSAPS 52-50 (+2),,"GOOD FT by BERGER,RYAN",2
02:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:39,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
02:39,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
02:32,,,,,"TURNOVER  by DUNAVANT,JOHNNY",,,"TURNOVER  by DUNAVANT,JOHNNY",2
02:20,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
01:58,,,,,"MISS 3PTR by LIVSEY,GEOFF",,,"MISS 3PTR by LIVSEY,GEOFF",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
01:18,"MISS JUMPER by AUBERT,DUSTIN",,,,,,,"MISS JUMPER by AUBERT,DUSTIN",2
--,"REBOUND OFF by FREBIS,RONNIE",,,,,,,"REBOUND OFF by FREBIS,RONNIE",2
00:57,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
00:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:46,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:44,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
00:44,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
00:42,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:42,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
00:42,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
00:42,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
00:42,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:22,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
00:22,,52 (+1),,51,"GOOD FT by MILLER,DREW",RHODES 52-51 (+1),,"GOOD FT by MILLER,DREW",2
00:22,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
00:22,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
00:21,"MISS FT by ROBERTSON,MARC",,,,,,,"MISS FT by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
00:20,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
00:20,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
00:20,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
00:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:17,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
00:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:15,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:13,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:06,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
00:06,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
00:06,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
00:06,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
00:03,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
00:03,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
00:03,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
00:03,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
00:03,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
00:03,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
00:02,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
00:02,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
00:02,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
00:02,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
00:00,"GOOD FT by MCELVEEN,MAC",53 (+2),,51,,MILLSAPS 53-51 (+2),,"GOOD FT by MCELVEEN,MAC",2
00:00,,,,,"FOUL  by DUNAVANT,JOHNNY",,,"FOUL  by DUNAVANT,JOHNNY",2
00:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:00,"GOOD FT by MCELVEEN,MAC",54 (+3),,51,,MILLSAPS 54-51 (+3),,"GOOD FT by MCELVEEN,MAC",2
00:00,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
