Time Remaining,PENSACOL,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
12:56,,33 (+6),,27,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",MILLSAPS 33-27 (-6),,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",2
12:40,"MISS JUMPER by WILLIS,BRAXTON",,,,,,,"MISS JUMPER by WILLIS,BRAXTON",2
--,,,,,"REBOUND DEF by FREBIS,RONNIE",,,"REBOUND DEF by FREBIS,RONNIE",2
12:23,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:17,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
12:17,"SUB OUT by CRANE,DYKAN",,,,,,,"SUB OUT by CRANE,DYKAN",2
12:15,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
12:02,,,,,"FOUL  by FREBIS,RONNIE",,,"FOUL  by FREBIS,RONNIE",2
11:59,,,,,"SUB IN by SANSOUCI,MASON",,,"SUB IN by SANSOUCI,MASON",2
11:59,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
11:59,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
11:59,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
11:53,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
11:38,"GOOD JUMPER by GOETSCH,MIKE",35 (+8),,27,,PENSACOL 35-27 (-8),,"GOOD JUMPER by GOETSCH,MIKE",2
11:13,,,,,"MISS JUMPER by SANSOUCI,MASON",,,"MISS JUMPER by SANSOUCI,MASON",2
--,"REBOUND DEF by SKINNER,XAVIER",,,,,,,"REBOUND DEF by SKINNER,XAVIER",2
10:52,,,,,"FOUL  by SANSOUCI,MASON",,,"FOUL  by SANSOUCI,MASON",2
10:52,"GOOD FT by THOMAS,JOEL",36 (+9),,27,,PENSACOL 36-27 (-9),,"GOOD FT by THOMAS,JOEL",2
10:52,"GOOD FT by THOMAS,JOEL",37 (+10),,27,,PENSACOL 37-27 (-10),,"GOOD FT by THOMAS,JOEL",2
10:52,"SUB IN by ANDREWS,TOM",,,,,,,"SUB IN by ANDREWS,TOM",2
10:52,"SUB OUT by GOETSCH,MIKE",,,,,,,"SUB OUT by GOETSCH,MIKE",2
10:52,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
10:52,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
10:43,,37 (+8),,29,"GOOD JUMPER by BERGER,RYAN",MILLSAPS 37-29 (-8),,"GOOD JUMPER by BERGER,RYAN",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
10:33,,,,,"FOUL  by DEILLIEU,RYAN",,,"FOUL  by DEILLIEU,RYAN",2
10:23,"TURNOVER  by LEURA,JEFF",,,,,,,"TURNOVER  by LEURA,JEFF",2
10:22,,,,,"STEAL  by GERCHOW,ALEX",,,"STEAL  by GERCHOW,ALEX",2
10:17,,37 (+6),,31,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 37-31 (-6),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
09:44,"MISS 3PTR by WILLIS,BRAXTON",,,,,,,"MISS 3PTR by WILLIS,BRAXTON",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
09:39,,,,,"TURNOVER  by BERGER,RYAN",,,"TURNOVER  by BERGER,RYAN",2
09:38,"STEAL  by THOMAS,JOEL",,,,,,,"STEAL  by THOMAS,JOEL",2
09:35,"MISS LAYUP by THOMAS,JOEL",,,,,,,"MISS LAYUP by THOMAS,JOEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:33,"SUB IN by STARKS,SY",,,,,,,"SUB IN by STARKS,SY",2
09:33,"SUB IN by CHRISTIAN,JOSH",,,,,,,"SUB IN by CHRISTIAN,JOSH",2
09:33,"SUB OUT by LEURA,JEFF",,,,,,,"SUB OUT by LEURA,JEFF",2
09:33,"SUB OUT by WILLIS,BRAXTON",,,,,,,"SUB OUT by WILLIS,BRAXTON",2
09:33,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
09:33,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",2
09:17,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
09:16,"STEAL  by THOMAS,JOEL",,,,,,,"STEAL  by THOMAS,JOEL",2
08:57,"MISS 3PTR by CHRISTIAN,JOSH",,,,,,,"MISS 3PTR by CHRISTIAN,JOSH",2
--,"REBOUND OFF by ANDREWS,TOM",,,,,,,"REBOUND OFF by ANDREWS,TOM",2
08:49,"TURNOVER  by ANDREWS,TOM",,,,,,,"TURNOVER  by ANDREWS,TOM",2
08:48,,,,,"SUB IN by FREBIS,RONNIE",,,"SUB IN by FREBIS,RONNIE",2
08:48,,,,,"SUB OUT by SANSOUCI,MASON",,,"SUB OUT by SANSOUCI,MASON",2
08:18,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,"REBOUND DEF by GOETSCH,MIKE",,,,,,,"REBOUND DEF by GOETSCH,MIKE",2
08:09,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
08:09,"SUB OUT by SKINNER,XAVIER",,,,,,,"SUB OUT by SKINNER,XAVIER",2
07:58,"MISS 3PTR by GOETSCH,MIKE",,,,,,,"MISS 3PTR by GOETSCH,MIKE",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
07:42,"FOUL  by THOMAS,JOEL",,,,,,,"FOUL  by THOMAS,JOEL",2
07:42,,37 (+5),,32,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 37-32 (-5),,"GOOD FT by GILLIGAN,TULLY",2
07:42,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by ANDREWS,TOM",,,,,,,"REBOUND DEF by ANDREWS,TOM",2
07:42,"SUB IN by CRANE,DYKAN",,,,,,,"SUB IN by CRANE,DYKAN",2
07:42,"SUB OUT by THOMAS,JOEL",,,,,,,"SUB OUT by THOMAS,JOEL",2
07:23,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
07:23,"GOOD FT by GOETSCH,MIKE",38 (+6),,32,,PENSACOL 38-32 (-6),,"GOOD FT by GOETSCH,MIKE",2
07:23,"GOOD FT by GOETSCH,MIKE",39 (+7),,32,,PENSACOL 39-32 (-7),,"GOOD FT by GOETSCH,MIKE",2
07:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:56,,,,,"MISS JUMPER by KASTNER,MURRAY",,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
06:53,"FOUL  by ANDREWS,TOM",,,,,,,"FOUL  by ANDREWS,TOM",2
06:53,,39 (+6),,33,"GOOD FT by FREBIS,RONNIE",MILLSAPS 39-33 (-6),,"GOOD FT by FREBIS,RONNIE",2
06:53,,39 (+5),,34,"GOOD FT by FREBIS,RONNIE",MILLSAPS 39-34 (-5),,"GOOD FT by FREBIS,RONNIE",2
06:53,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
06:53,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
06:48,"FOUL  by STARKS,SY",,,,,,,"FOUL  by STARKS,SY",2
06:22,"FOUL  by JACKSON,TJ",,,,,,,"FOUL  by JACKSON,TJ",2
06:22,"FOUL  by GOETSCH,MIKE",,,,,,,"FOUL  by GOETSCH,MIKE",2
06:22,,39 (+4),,35,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 39-35 (-4),,"GOOD FT by GILLIGAN,TULLY",2
06:22,,39 (+3),,36,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 39-36 (-3),,"GOOD FT by GILLIGAN,TULLY",2
06:22,"SUB IN by JACKSON,TJ",,,,,,,"SUB IN by JACKSON,TJ",2
06:22,"SUB OUT by STARKS,SY",,,,,,,"SUB OUT by STARKS,SY",2
06:22,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
06:22,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
06:12,"GOOD LAYUP by ANDREWS,TOM(in the paint)",41 (+5),,36,,PENSACOL 41-36 (-5),,"GOOD LAYUP by ANDREWS,TOM(in the paint)",2
--,"ASSIST  by JACKSON,TJ",,,,,,,"ASSIST  by JACKSON,TJ",2
06:10,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
06:10,"GOOD FT by ANDREWS,TOM",42 (+6),,36,,PENSACOL 42-36 (-6),,"GOOD FT by ANDREWS,TOM",2
06:10,"SUB IN by KIMMIG,ELIJAH",,,,,,,"SUB IN by KIMMIG,ELIJAH",2
06:10,"SUB OUT by ANDREWS,TOM",,,,,,,"SUB OUT by ANDREWS,TOM",2
06:10,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
06:10,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
05:56,,42 (+3),,39,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 42-39 (-3),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by KASTNER,MURRAY",,,"ASSIST  by KASTNER,MURRAY",2
05:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:39,"MISS LAYUP by JACKSON,TJ",,,,,,,"MISS LAYUP by JACKSON,TJ",2
05:39,,,,,"BLOCK  by ROBERTSON,MARC",,,"BLOCK  by ROBERTSON,MARC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:31,"GOOD 3PTR by GOETSCH,MIKE",45 (+6),,39,,PENSACOL 45-39 (-6),,"GOOD 3PTR by GOETSCH,MIKE",2
05:18,,45 (+3),,42,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 45-42 (-3),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
04:40,"TURNOVER  by CRANE,DYKAN",,,,,,,"TURNOVER  by CRANE,DYKAN",2
04:40,"SUB IN by THOMAS,JOEL",,,,,,,"SUB IN by THOMAS,JOEL",2
04:40,"SUB IN by WILLIS,BRAXTON",,,,,,,"SUB IN by WILLIS,BRAXTON",2
04:40,"SUB OUT by JACKSON,TJ",,,,,,,"SUB OUT by JACKSON,TJ",2
04:40,"SUB OUT by CHRISTIAN,JOSH",,,,,,,"SUB OUT by CHRISTIAN,JOSH",2
04:24,,45 (+1),,44,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 45-44 (-1),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
04:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:15,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
04:15,"MISS FT by WILLIS,BRAXTON",,,,,,,"MISS FT by WILLIS,BRAXTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:15,"GOOD FT by WILLIS,BRAXTON",46 (+2),,44,,PENSACOL 46-44 (-2),,"GOOD FT by WILLIS,BRAXTON",2
04:15,"SUB IN by LEURA,JEFF",,,,,,,"SUB IN by LEURA,JEFF",2
04:15,"SUB OUT by KIMMIG,ELIJAH",,,,,,,"SUB OUT by KIMMIG,ELIJAH",2
03:57,,46,,47 (+1),"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 46-47 (+1),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
03:32,"MISS 3PTR by GOETSCH,MIKE",,,,,,,"MISS 3PTR by GOETSCH,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:29,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
03:29,"GOOD FT by GOETSCH,MIKE",47,,47,,PENSACOL 47-47 (0),,"GOOD FT by GOETSCH,MIKE",2
03:29,"GOOD FT by GOETSCH,MIKE",48 (+1),,47,,PENSACOL 48-47 (-1),,"GOOD FT by GOETSCH,MIKE",2
03:29,"GOOD FT by GOETSCH,MIKE",49 (+2),,47,,PENSACOL 49-47 (-2),,"GOOD FT by GOETSCH,MIKE",2
03:29,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
03:29,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
03:24,,49,,50 (+1),"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 49-50 (+1),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by DEILLIEU,RYAN",,,"ASSIST  by DEILLIEU,RYAN",2
02:54,"MISS 3PTR by GOETSCH,MIKE",,,,,,,"MISS 3PTR by GOETSCH,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:50,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
02:50,"MISS FT by GOETSCH,MIKE",,,,,,,"MISS FT by GOETSCH,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:50,"MISS FT by GOETSCH,MIKE",,,,,,,"MISS FT by GOETSCH,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:50,"GOOD FT by GOETSCH,MIKE",50,,50,,PENSACOL 50-50 (0),,"GOOD FT by GOETSCH,MIKE",2
02:50,"SUB IN by JACKSON,TJ",,,,,,,"SUB IN by JACKSON,TJ",2
02:50,"SUB OUT by LEURA,JEFF",,,,,,,"SUB OUT by LEURA,JEFF",2
02:50,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
02:50,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",2
02:27,"FOUL  by GOETSCH,MIKE",,,,,,,"FOUL  by GOETSCH,MIKE",2
02:27,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by GOETSCH,MIKE",,,,,,,"REBOUND DEF by GOETSCH,MIKE",2
02:15,"MISS JUMPER by THOMAS,JOEL",,,,,,,"MISS JUMPER by THOMAS,JOEL",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
01:55,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND DEF by GOETSCH,MIKE",,,,,,,"REBOUND DEF by GOETSCH,MIKE",2
01:51,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
01:51,"GOOD FT by GOETSCH,MIKE",51 (+1),,50,,PENSACOL 51-50 (-1),,"GOOD FT by GOETSCH,MIKE",2
01:51,"MISS FT by GOETSCH,MIKE",,,,,,,"MISS FT by GOETSCH,MIKE",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
01:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:32,,51,,53 (+2),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 51-53 (+2),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by KASTNER,MURRAY",,,"ASSIST  by KASTNER,MURRAY",2
01:05,"GOOD 3PTR by JACKSON,TJ",54 (+1),,53,,PENSACOL 54-53 (-1),,"GOOD 3PTR by JACKSON,TJ",2
--,"ASSIST  by GOETSCH,MIKE",,,,,,,"ASSIST  by GOETSCH,MIKE",2
00:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:39,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
--,"REBOUND DEF by JACKSON,TJ",,,,,,,"REBOUND DEF by JACKSON,TJ",2
00:24,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
00:24,"MISS FT by JACKSON,TJ",,,,,,,"MISS FT by JACKSON,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:24,"MISS FT by JACKSON,TJ",,,,,,,"MISS FT by JACKSON,TJ",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
00:10,"FOUL  by THOMAS,JOEL",,,,,,,"FOUL  by THOMAS,JOEL",2
00:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:10,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by THOMAS,JOEL",,,,,,,"REBOUND DEF by THOMAS,JOEL",2
00:09,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
00:09,"GOOD FT by THOMAS,JOEL",55 (+2),,53,,PENSACOL 55-53 (-2),,"GOOD FT by THOMAS,JOEL",2
00:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:09,"GOOD FT by THOMAS,JOEL",56 (+3),,53,,PENSACOL 56-53 (-3),,"GOOD FT by THOMAS,JOEL",2
00:07,"FOUL  by JACKSON,TJ",,,,,,,"FOUL  by JACKSON,TJ",2
00:07,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,"SUB IN by WILLIS,BRAXTON",,,,,,,"SUB IN by WILLIS,BRAXTON",2
00:07,"SUB IN by SKINNER,XAVIER",,,,,,,"SUB IN by SKINNER,XAVIER",2
00:07,"SUB OUT by SKINNER,XAVIER",,,,,,,"SUB OUT by SKINNER,XAVIER",2
00:07,"SUB OUT by WILLIS,BRAXTON",,,,,,,"SUB OUT by WILLIS,BRAXTON",2
00:07,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
00:07,,,,,"SUB IN by HANTSAD,RAJAN",,,"SUB IN by HANTSAD,RAJAN",2
00:07,,,,,"SUB OUT by HANTSAD,RAJAN",,,"SUB OUT by HANTSAD,RAJAN",2
00:07,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
00:04,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
00:04,"GOOD FT by THOMAS,JOEL",57 (+4),,53,,PENSACOL 57-53 (-4),,"GOOD FT by THOMAS,JOEL",2
00:04,"GOOD FT by THOMAS,JOEL",58 (+5),,53,,PENSACOL 58-53 (-5),,"GOOD FT by THOMAS,JOEL",2
00:04,,,,,"SUB IN by HANTSAD,RAJAN",,,"SUB IN by HANTSAD,RAJAN",2
00:04,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
00:00,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
00:01,,58 (+3),,55,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 58-55 (-3),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
