Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
19:43,"GOOD 3PTR by MCELVEEN,MAC",3 (+3),,0,,MILLSAPS 3-0 (+3),,"GOOD 3PTR by MCELVEEN,MAC",1
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",1
19:14,,3 (+1),,2,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",SEWANEE 3-2 (+1),,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",1
18:42,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",1
18:40,,,,,"STEAL  by CARDWELL,MARCELLUS",,,"STEAL  by CARDWELL,MARCELLUS",1
18:30,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
18:19,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",1
18:16,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",1
17:55,,3,,4 (+1),"GOOD JUMPER by CARDWELL,MARCELLUS",SEWANEE 3-4 (-1),,"GOOD JUMPER by CARDWELL,MARCELLUS",1
17:39,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
17:39,"SUB IN by HANTSAD,RAJAN",,,,,,,"SUB IN by HANTSAD,RAJAN",1
17:39,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
17:30,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",1
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",1
17:26,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",5 (+1),,4,,MILLSAPS 5-4 (+1),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
16:56,,5,,6 (+1),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 5-6 (-1),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
16:48,"GOOD 3PTR by MCELVEEN,MAC",8 (+2),,6,,MILLSAPS 8-6 (+2),,"GOOD 3PTR by MCELVEEN,MAC",1
16:30,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
16:21,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",1
16:07,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
16:07,"GOOD FT by BERGER,RYAN",9 (+3),,6,,MILLSAPS 9-6 (+3),,"GOOD FT by BERGER,RYAN",1
16:07,"GOOD FT by BERGER,RYAN",10 (+4),,6,,MILLSAPS 10-6 (+4),,"GOOD FT by BERGER,RYAN",1
16:07,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
16:07,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
15:53,,10 (+3),,7,"GOOD FT by BROWN,SETH",SEWANEE 10-7 (+3),,"GOOD FT by BROWN,SETH",1
15:53,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",1
15:53,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",1
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",1
15:47,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",1
--,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",,,"REBOUND DEF by CARDWELL,MARCELLUS",1
15:37,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
15:28,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",12 (+5),,7,,MILLSAPS 12-7 (+5),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
15:28,,,,,"FOUL  by CARDWELL,MARCELLUS",,,"FOUL  by CARDWELL,MARCELLUS",1
15:28,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
15:28,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
15:28,"SUB OUT by HANTSAD,RAJAN",,,,,,,"SUB OUT by HANTSAD,RAJAN",1
15:07,,12 (+2),,10,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 12-10 (+2),,"GOOD 3PTR by WILLIAMS,JORDEN",1
14:46,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",14 (+4),,10,,MILLSAPS 14-10 (+4),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
14:23,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",1
14:18,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",16 (+6),,10,,MILLSAPS 16-10 (+6),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
14:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
14:14,,16 (+3),,13,"GOOD 3PTR by TOME,MATT",SEWANEE 16-13 (+3),,"GOOD 3PTR by TOME,MATT",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
14:14,"SUB IN by FILLINGIM,DANIEL",,,,,,,"SUB IN by FILLINGIM,DANIEL",1
14:14,"SUB IN by DEILLIEU,RYAN",,,,,,,"SUB IN by DEILLIEU,RYAN",1
14:14,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",1
14:14,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",1
14:14,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
14:14,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
14:14,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
14:14,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
13:27,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",1
13:25,,,,,"STEAL  by CARDWELL,MARCELLUS",,,"STEAL  by CARDWELL,MARCELLUS",1
13:12,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",1
--,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",,,"REBOUND OFF by CARDWELL,MARCELLUS",1
13:05,,16,,16,"GOOD 3PTR by TOME,MATT",SEWANEE 16-16 (0),,"GOOD 3PTR by TOME,MATT",1
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",1
12:44,"MISS 3PTR by DEILLIEU,RYAN",,,,,,,"MISS 3PTR by DEILLIEU,RYAN",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
12:14,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",1
12:14,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",1
12:14,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",1
12:14,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
12:14,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
12:14,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
12:14,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",1
11:54,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
11:29,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",1
11:13,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
10:52,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",1
10:52,,16,,17 (+1),"GOOD FT by HEATHERLY,GARRETT",SEWANEE 16-17 (-1),,"GOOD FT by HEATHERLY,GARRETT",1
10:52,,16,,18 (+2),"GOOD FT by HEATHERLY,GARRETT",SEWANEE 16-18 (-2),,"GOOD FT by HEATHERLY,GARRETT",1
10:52,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",1
10:52,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",1
10:52,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
10:52,"SUB OUT by DEILLIEU,RYAN",,,,,,,"SUB OUT by DEILLIEU,RYAN",1
10:52,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
10:52,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
10:52,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
10:52,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
10:40,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
10:30,,16,,20 (+4),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 16-20 (-4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
10:16,"GOOD JUMPER by AUBERT,DUSTIN(in the paint)",18,,20 (+2),,MILLSAPS 18-20 (-2),,"GOOD JUMPER by AUBERT,DUSTIN(in the paint)",1
10:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:46,,18,,22 (+4),"GOOD JUMPER by TOME,MATT(in the paint)",SEWANEE 18-22 (-4),,"GOOD JUMPER by TOME,MATT(in the paint)",1
09:27,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",1
08:57,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",20,,22 (+2),,MILLSAPS 20-22 (-2),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
08:39,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:36,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",1
08:36,"SUB OUT by FILLINGIM,DANIEL",,,,,,,"SUB OUT by FILLINGIM,DANIEL",1
08:36,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
08:36,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
08:36,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",1
08:36,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
08:36,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
08:36,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
08:31,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
08:01,,,,,"TURNOVER  by CARDWELL,MARCELLUS",,,"TURNOVER  by CARDWELL,MARCELLUS",1
07:18,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",1
07:18,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",1
06:57,,20,,25 (+5),"GOOD 3PTR by BROWN,SETH",SEWANEE 20-25 (-5),,"GOOD 3PTR by BROWN,SETH",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
06:31,"MISS LAYUP by FREBIS,RONNIE",,,,,,,"MISS LAYUP by FREBIS,RONNIE",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
06:11,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
06:11,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",1
05:59,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
05:53,,20,,28 (+8),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 20-28 (-8),,"GOOD 3PTR by WILLIAMS,JORDEN",1
05:30,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",22,,28 (+6),,MILLSAPS 22-28 (-6),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",1
05:06,,,,,"MISS JUMPER by CARDWELL,MARCELLUS",,,"MISS JUMPER by CARDWELL,MARCELLUS",1
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",1
04:49,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",1
04:48,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
04:48,"SUB IN by HANTSAD,RAJAN",,,,,,,"SUB IN by HANTSAD,RAJAN",1
04:48,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
04:48,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
04:48,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
04:48,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
04:48,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
04:48,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
04:48,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
04:48,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",1
04:48,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
04:23,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",1
04:17,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",1
04:17,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",1
04:05,,22,,30 (+8),"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",SEWANEE 22-30 (-8),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",1
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",1
03:43,"MISS 3PTR by HANTSAD,RAJAN",,,,,,,"MISS 3PTR by HANTSAD,RAJAN",1
