Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
16:10,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,"REBOUND OFF by MCELVEEN,MAC",,,,,,,"REBOUND OFF by MCELVEEN,MAC",2
16:06,"MISS LAYUP by MCELVEEN,MAC",,,,,,,"MISS LAYUP by MCELVEEN,MAC",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
16:04,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
16:04,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
15:56,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND OFF by DEILLIEU,RYAN",,,,,,,"REBOUND OFF by DEILLIEU,RYAN",2
15:34,,,,,"FOUL  by PARK,BRANDON",,,"FOUL  by PARK,BRANDON",2
15:34,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
15:34,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
15:29,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
15:28,,,,,"STEAL  by LEWIS,AJ",,,"STEAL  by LEWIS,AJ",2
15:16,,,,,"TURNOVER  by COTTER,DOUGLAS",,,"TURNOVER  by COTTER,DOUGLAS",2
15:15,"STEAL  by MCELVEEN,MAC",,,,,,,"STEAL  by MCELVEEN,MAC",2
14:52,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
14:45,,,,,"MISS JUMPER by LEWIS,AJ",,,"MISS JUMPER by LEWIS,AJ",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
14:41,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:41,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
14:41,,51 (+12),,39,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 51-39 (+12),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by SMOAK,HUNTER",,,"ASSIST  by SMOAK,HUNTER",2
14:41,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
14:41,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
14:41,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
14:41,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
14:41,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
14:41,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
14:41,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
14:41,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
14:41,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
14:41,"SUB OUT by DEILLIEU,RYAN",,,,,,,"SUB OUT by DEILLIEU,RYAN",2
14:37,"GOOD 3PTR by KASTNER,MURRAY",54 (+15),,39,,MILLSAPS 54-39 (+15),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
14:18,,,,,"MISS JUMPER by COTTER,DOUGLAS",,,"MISS JUMPER by COTTER,DOUGLAS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:17,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
14:17,,,,,"SUB IN by WHALEN,MAC",,,"SUB IN by WHALEN,MAC",2
14:17,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
14:17,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
14:17,,,,,"SUB OUT by LEWIS,AJ",,,"SUB OUT by LEWIS,AJ",2
13:23,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
13:21,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:21,"GOOD FT by GERCHOW,ALEX",55 (+16),,39,,MILLSAPS 55-39 (+16),,"GOOD FT by GERCHOW,ALEX",2
13:16,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
13:15,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
13:11,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
12:56,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
12:51,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
12:41,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
12:41,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
12:41,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
12:28,,55 (+14),,41,"GOOD JUMPER by SMOAK,HUNTER",BCM 55-41 (+14),,"GOOD JUMPER by SMOAK,HUNTER",2
11:50,"MISS LAYUP by KASTNER,MURRAY",,,,,,,"MISS LAYUP by KASTNER,MURRAY",2
11:50,,,,,"BLOCK  by JONES,RON",,,"BLOCK  by JONES,RON",2
--,,,,,"REBOUND DEF by JONES,RON",,,"REBOUND DEF by JONES,RON",2
11:50,,55 (+11),,44,"GOOD 3PTR by SMOAK,HUNTER",BCM 55-44 (+11),,"GOOD 3PTR by SMOAK,HUNTER",2
--,,,,,"ASSIST  by JONES,RON",,,"ASSIST  by JONES,RON",2
11:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:03,"MISS 3PTR by AUBERT,DUSTIN",,,,,,,"MISS 3PTR by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
10:55,,55 (+9),,46,"GOOD LAYUP by JONES,RON(in the paint)",BCM 55-46 (+9),,"GOOD LAYUP by JONES,RON(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
10:12,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by JONES,RON",,,"REBOUND DEF by JONES,RON",2
10:02,,55 (+7),,48,"GOOD LAYUP by JONES,RON(in the paint)",BCM 55-48 (+7),,"GOOD LAYUP by JONES,RON(in the paint)",2
09:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:52,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
09:52,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
09:52,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
09:52,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
09:52,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
09:52,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
09:28,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
09:21,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
09:15,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
09:15,"BLOCK  by GILLIGAN,TULLY",,,,,,,"BLOCK  by GILLIGAN,TULLY",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
08:49,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",57 (+9),,48,,MILLSAPS 57-48 (+9),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
08:36,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
08:34,,57 (+7),,50,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 57-50 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:21,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
08:21,,57 (+5),,52,"GOOD JUMPER by WHALEN,MAC",BCM 57-52 (+5),,"GOOD JUMPER by WHALEN,MAC",2
--,,,,,"ASSIST  by SMOAK,HUNTER",,,"ASSIST  by SMOAK,HUNTER",2
08:21,"TURNOVER  by DEILLIEU,RYAN",,,,,,,"TURNOVER  by DEILLIEU,RYAN",2
08:21,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
08:21,"SUB IN by DEILLIEU,RYAN",,,,,,,"SUB IN by DEILLIEU,RYAN",2
08:21,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
08:21,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
08:21,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
08:21,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
07:14,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
07:11,,,,,"MISS JUMPER by SMOAK,HUNTER",,,"MISS JUMPER by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",2
07:05,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
07:04,"STEAL  by DEILLIEU,RYAN",,,,,,,"STEAL  by DEILLIEU,RYAN",2
06:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:35,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
06:35,"GOOD FT by GILLIGAN,TULLY",58 (+6),,52,,MILLSAPS 58-52 (+6),,"GOOD FT by GILLIGAN,TULLY",2
06:35,"GOOD FT by GILLIGAN,TULLY",59 (+7),,52,,MILLSAPS 59-52 (+7),,"GOOD FT by GILLIGAN,TULLY",2
06:35,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
06:35,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
06:23,"FOUL  by DEILLIEU,RYAN",,,,,,,"FOUL  by DEILLIEU,RYAN",2
06:23,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:23,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
06:23,,59 (+5),,54,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 59-54 (+5),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,,,,,"ASSIST  by JACOBS,OWEN",,,"ASSIST  by JACOBS,OWEN",2
06:23,"TURNOVER  by DEILLIEU,RYAN",,,,,,,"TURNOVER  by DEILLIEU,RYAN",2
06:23,,,,,"STEAL  by WHALEN,MAC",,,"STEAL  by WHALEN,MAC",2
06:23,,59 (+3),,56,"GOOD LAYUP by WHALEN,MAC(in the paint)",BCM 59-56 (+3),,"GOOD LAYUP by WHALEN,MAC(in the paint)",2
06:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:07,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
06:07,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
06:07,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
06:04,"GOOD 3PTR by ROBERTSON,MARC",62 (+6),,56,,MILLSAPS 62-56 (+6),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
05:40,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
05:34,,62 (+5),,57,"GOOD FT by JACOBS,OWEN",BCM 62-57 (+5),,"GOOD FT by JACOBS,OWEN",2
05:34,,62 (+4),,58,"GOOD FT by JACOBS,OWEN",BCM 62-58 (+4),,"GOOD FT by JACOBS,OWEN",2
05:34,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
05:34,"SUB OUT by DEILLIEU,RYAN",,,,,,,"SUB OUT by DEILLIEU,RYAN",2
05:34,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
05:34,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
05:20,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
05:20,,,,,"STEAL  by SMOAK,HUNTER",,,"STEAL  by SMOAK,HUNTER",2
05:18,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
05:18,,62 (+3),,59,"GOOD FT by SMOAK,HUNTER",BCM 62-59 (+3),,"GOOD FT by SMOAK,HUNTER",2
05:18,,62 (+2),,60,"GOOD FT by SMOAK,HUNTER",BCM 62-60 (+2),,"GOOD FT by SMOAK,HUNTER",2
05:13,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
04:55,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",2
04:50,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by WHALEN,MAC",,,"REBOUND OFF by WHALEN,MAC",2
04:46,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:44,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
04:42,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
04:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:40,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
04:40,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND OFF by WHALEN,MAC",,,"REBOUND OFF by WHALEN,MAC",2
04:40,,62 (+1),,61,"GOOD FT by WHALEN,MAC",BCM 62-61 (+1),,"GOOD FT by WHALEN,MAC",2
04:40,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
04:40,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
04:40,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
03:39,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
03:30,,62,,63 (+1),"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 62-63 (-1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
03:17,"GOOD LAYUP by BERGER,RYAN(in the paint)",64 (+1),,63,,MILLSAPS 64-63 (+1),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
03:00,,64,,65 (+1),"GOOD LAYUP by GRAHAM,LAKE(in the paint)",BCM 64-65 (-1),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
02:56,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
02:56,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
02:56,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
02:56,"GOOD FT by BERGER,RYAN",65,,65,,MILLSAPS 65-65 (0),,"GOOD FT by BERGER,RYAN",2
02:56,"GOOD FT by BERGER,RYAN",66 (+1),,65,,MILLSAPS 66-65 (+1),,"GOOD FT by BERGER,RYAN",2
02:38,,66,,68 (+2),"GOOD 3PTR by SMOAK,HUNTER",BCM 66-68 (-2),,"GOOD 3PTR by SMOAK,HUNTER",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
02:21,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",68,,68,,MILLSAPS 68-68 (0),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
02:16,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
01:54,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
01:37,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
01:28,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
01:35,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:30,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
01:30,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:30,,68,,69 (+1),"GOOD FT by MCCLOUD,LEE",BCM 68-69 (-1),,"GOOD FT by MCCLOUD,LEE",2
01:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:55,"GOOD 3PTR by MCELVEEN,MAC",71 (+2),,69,,MILLSAPS 71-69 (+2),,"GOOD 3PTR by MCELVEEN,MAC",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
00:24,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
00:24,"BLOCK  by BERGER,RYAN",,,,,,,"BLOCK  by BERGER,RYAN",2
00:23,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
00:23,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
00:18,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
00:23,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
00:23,"STEAL  by AUBERT,DUSTIN",,,,,,,"STEAL  by AUBERT,DUSTIN",2
00:23,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
00:23,"GOOD FT by AUBERT,DUSTIN",72 (+3),,69,,MILLSAPS 72-69 (+3),,"GOOD FT by AUBERT,DUSTIN",2
00:23,"GOOD FT by AUBERT,DUSTIN",73 (+4),,69,,MILLSAPS 73-69 (+4),,"GOOD FT by AUBERT,DUSTIN",2
00:21,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
00:21,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:21,,73 (+3),,70,"GOOD FT by MCCLOUD,LEE",BCM 73-70 (+3),,"GOOD FT by MCCLOUD,LEE",2
00:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:17,"TURNOVER  by KASTNER,MURRAY",,,,,,,"TURNOVER  by KASTNER,MURRAY",2
00:17,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
00:17,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
00:17,"GOOD FT by BERGER,RYAN",74 (+4),,70,,MILLSAPS 74-70 (+4),,"GOOD FT by BERGER,RYAN",2
00:17,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
00:17,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:17,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
00:17,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
00:17,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
00:17,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
