Time Remaining,Hunt,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:54,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
17:54,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
17:54,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
17:49,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",1
17:49,"STEAL  by PAGE,SAM",,,,,,,"STEAL  by PAGE,SAM",1
17:44,"FOUL  by ZACHERY,CEAUNTE",,,,,,,"FOUL  by ZACHERY,CEAUNTE",1
17:44,"TURNOVER  by ZACHERY,CEAUNTE",,,,,,,"TURNOVER  by ZACHERY,CEAUNTE",1
17:40,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",1
17:40,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",1
17:40,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",1
17:40,"SUB IN by LITTLE,JAMES",,,,,,,"SUB IN by LITTLE,JAMES",1
17:34,"FOUL  by LITTLE,JAMES",,,,,,,"FOUL  by LITTLE,JAMES",1
17:26,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND DEF by TONEY,CALEB",,,,,,,"REBOUND DEF by TONEY,CALEB",1
17:19,,,,,"FOUL  by SIGLER,EVAN",,,"FOUL  by SIGLER,EVAN",1
17:19,"GOOD FT by MADISON,DAMIEN",11 (+9),,2,,Hunt 11-2 (-9),,"GOOD FT by MADISON,DAMIEN",1
17:19,"GOOD FT by MADISON,DAMIEN",12 (+10),,2,,Hunt 12-2 (-10),,"GOOD FT by MADISON,DAMIEN",1
17:05,,12 (+8),,4,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 12-4 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",1
16:47,"TURNOVER  by TONEY,CALEB",,,,,,,"TURNOVER  by TONEY,CALEB",1
16:47,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",1
16:47,"SUB IN by TAYLOR,WILLIE",,,,,,,"SUB IN by TAYLOR,WILLIE",1
16:40,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",1
16:40,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",1
16:23,"FOUL  by LITTLE,JAMES",,,,,,,"FOUL  by LITTLE,JAMES",1
16:23,"SUB OUT by LITTLE,JAMES",,,,,,,"SUB OUT by LITTLE,JAMES",1
16:23,"SUB IN by MARTIN,GRAHAM",,,,,,,"SUB IN by MARTIN,GRAHAM",1
16:22,"FOUL  by MARTIN,GRAHAM",,,,,,,"FOUL  by MARTIN,GRAHAM",1
16:16,,12 (+5),,7,"GOOD 3PTR by O'SULLIVAN,CONOR",BSC 12-7 (-5),,"GOOD 3PTR by O'SULLIVAN,CONOR",1
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",1
16:04,"TURNOVER  by MADISON,DAMIEN",,,,,,,"TURNOVER  by MADISON,DAMIEN",1
16:04,,,,,"STEAL  by GARRIDO,BRANDAN",,,"STEAL  by GARRIDO,BRANDAN",1
15:59,,12 (+3),,9,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",BSC 12-9 (-3),,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",1
15:40,"MISS 3PTR by JOHNSON,JUSTIN",,,,,,,"MISS 3PTR by JOHNSON,JUSTIN",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
15:34,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND DEF by TAYLOR,WILLIE",,,,,,,"REBOUND DEF by TAYLOR,WILLIE",1
15:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:22,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
15:22,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
15:22,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
15:22,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
15:22,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
15:22,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
15:22,,,,,"SUB IN by BRIGHT JR.,BRUCE",,,"SUB IN by BRIGHT JR.,BRUCE",1
15:22,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
15:06,"TURNOVER  by JOHNSON,JUSTIN",,,,,,,"TURNOVER  by JOHNSON,JUSTIN",1
15:06,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",1
15:01,,12 (+1),,11,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",BSC 12-11 (-1),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",1
14:47,"MISS 3PTR by TAYLOR,WILLIE",,,,,,,"MISS 3PTR by TAYLOR,WILLIE",1
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",1
14:38,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
14:33,,12,,13 (+1),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 12-13 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
14:13,"MISS JUMPER by HARRIS,JAMES(in the paint)",,,,,,,"MISS JUMPER by HARRIS,JAMES(in the paint)",1
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",1
13:50,,,,,"MISS 3PTR by BRIGHT JR.,BRUCE",,,"MISS 3PTR by BRIGHT JR.,BRUCE",1
--,"REBOUND DEF by MARTIN,GRAHAM",,,,,,,"REBOUND DEF by MARTIN,GRAHAM",1
13:39,"MISS 3PTR by MARTIN,GRAHAM",,,,,,,"MISS 3PTR by MARTIN,GRAHAM",1
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",1
13:27,"FOUL  by TAYLOR,WILLIE",,,,,,,"FOUL  by TAYLOR,WILLIE",1
13:27,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",1
13:27,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",1
13:27,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",1
13:27,"SUB OUT by MARTIN,GRAHAM",,,,,,,"SUB OUT by MARTIN,GRAHAM",1
13:27,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",1
13:27,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",1
13:27,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",1
13:27,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",1
13:21,,12,,15 (+3),"GOOD JUMPER by STEPHENS,TROY",BSC 12-15 (+3),,"GOOD JUMPER by STEPHENS,TROY",1
13:01,"TURNOVER  by TONEY,CALEB",,,,,,,"TURNOVER  by TONEY,CALEB",1
12:41,,,,,"MISS 3PTR by BRIGHT JR.,BRUCE",,,"MISS 3PTR by BRIGHT JR.,BRUCE",1
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",1
12:34,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",14,,15 (+1),,Hunt 14-15 (+1),,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",1
12:24,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",1
12:24,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",1
12:24,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
12:24,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
12:24,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
12:24,,,,,"SUB OUT by BRIGHT JR.,BRUCE",,,"SUB OUT by BRIGHT JR.,BRUCE",1
12:24,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
12:24,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",1
12:24,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
12:24,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",1
12:24,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
12:24,,,,,"SUB IN by LARSON,CLARK",,,"SUB IN by LARSON,CLARK",1
12:07,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",1
12:07,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",1
12:06,"MISS JUMPER by MADISON,DAMIEN",,,,,,,"MISS JUMPER by MADISON,DAMIEN",1
--,,,,,"REBOUND DEF by BARNETT,CHARLIE",,,"REBOUND DEF by BARNETT,CHARLIE",1
12:04,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",1
12:04,"SUB OUT by TAYLOR,WILLIE",,,,,,,"SUB OUT by TAYLOR,WILLIE",1
12:04,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",1
11:51,,,,,"FOUL  by WILLIAMS,JU'QUAN",,,"FOUL  by WILLIAMS,JU'QUAN",1
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:51,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",1
11:51,,,,,"SUB OUT by LARSON,CLARK",,,"SUB OUT by LARSON,CLARK",1
11:51,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
11:51,,,,,"SUB IN by WEST,KANE",,,"SUB IN by WEST,KANE",1
11:51,"GOOD FT by ZACHERY,CEAUNTE",15,,15,,Hunt 15-15 (0),,"GOOD FT by ZACHERY,CEAUNTE",1
11:51,"GOOD FT by ZACHERY,CEAUNTE",16 (+1),,15,,Hunt 16-15 (-1),,"GOOD FT by ZACHERY,CEAUNTE",1
11:34,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",1
11:20,"GOOD JUMPER by ZACHERY,CEAUNTE",18 (+3),,15,,Hunt 18-15 (-3),,"GOOD JUMPER by ZACHERY,CEAUNTE",1
11:07,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",1
11:07,"STEAL  by PAGE,SAM",,,,,,,"STEAL  by PAGE,SAM",1
10:57,"GOOD 3PTR by MADISON,DAMIEN",21 (+6),,15,,Hunt 21-15 (-6),,"GOOD 3PTR by MADISON,DAMIEN",1
--,"ASSIST  by TONEY,CALEB",,,,,,,"ASSIST  by TONEY,CALEB",1
10:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
10:45,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
10:45,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",1
10:45,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
10:45,,,,,"SUB OUT by WEST,KANE",,,"SUB OUT by WEST,KANE",1
10:45,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
10:45,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
10:45,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
10:45,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
10:45,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",1
10:45,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",1
10:45,"SUB IN by LITTLE,JAMES",,,,,,,"SUB IN by LITTLE,JAMES",1
10:45,"SUB IN by CLARK,TY",,,,,,,"SUB IN by CLARK,TY",1
10:34,,,,,"FOUL  by SIGLER,EVAN",,,"FOUL  by SIGLER,EVAN",1
10:17,"TURNOVER  by TONEY,CALEB",,,,,,,"TURNOVER  by TONEY,CALEB",1
10:17,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",1
10:17,"SUB IN by TAYLOR,WILLIE",,,,,,,"SUB IN by TAYLOR,WILLIE",1
09:57,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:57,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",1
09:57,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",1
09:41,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",1
--,"REBOUND DEF by TAYLOR,WILLIE",,,,,,,"REBOUND DEF by TAYLOR,WILLIE",1
09:25,"MISS JUMPER by HARRIS,JAMES(in the paint)",,,,,,,"MISS JUMPER by HARRIS,JAMES(in the paint)",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:23,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",1
09:23,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",1
09:23,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
09:23,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",1
09:23,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",1
09:23,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",1
09:11,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND DEF by HARRIS,JAMES",,,,,,,"REBOUND DEF by HARRIS,JAMES",1
08:54,"MISS JUMPER by LITTLE,JAMES",,,,,,,"MISS JUMPER by LITTLE,JAMES",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
08:43,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
08:40,"FOUL  by HARRIS,JAMES",,,,,,,"FOUL  by HARRIS,JAMES",1
08:40,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:40,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",1
08:40,"SUB OUT by CLARK,TY",,,,,,,"SUB OUT by CLARK,TY",1
08:40,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",1
08:40,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",1
08:40,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,"REBOUND DEF by HARRIS,JAMES",,,,,,,"REBOUND DEF by HARRIS,JAMES",1
08:37,"TURNOVER  by HARRIS,JAMES",,,,,,,"TURNOVER  by HARRIS,JAMES",1
08:37,,,,,"STEAL  by FITZGERALD,PAUL",,,"STEAL  by FITZGERALD,PAUL",1
08:30,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",1
--,,,,,"REBOUND OFF by GLOVER,CAMERON",,,"REBOUND OFF by GLOVER,CAMERON",1
08:17,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
08:17,"STEAL  by BOHLING,DYLAN",,,,,,,"STEAL  by BOHLING,DYLAN",1
08:12,"MISS 3PTR by PAGE,SAM",,,,,,,"MISS 3PTR by PAGE,SAM",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
08:06,,21 (+4),,17,"GOOD LAYUP by GLOVER,CAMERON(fastbreak)(in the paint)",BSC 21-17 (-4),,"GOOD LAYUP by GLOVER,CAMERON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",1
07:54,"TURNOVER  by BOHLING,DYLAN",,,,,,,"TURNOVER  by BOHLING,DYLAN",1
07:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:49,"SUB OUT by LITTLE,JAMES",,,,,,,"SUB OUT by LITTLE,JAMES",1
07:49,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",1
07:49,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
07:49,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
07:49,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
07:49,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
07:49,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
07:49,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
07:49,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",1
07:49,"SUB OUT by TAYLOR,WILLIE",,,,,,,"SUB OUT by TAYLOR,WILLIE",1
07:49,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",1
07:49,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",1
07:33,,21 (+1),,20,"GOOD 3PTR by GLOVER,CAMERON",BSC 21-20 (-1),,"GOOD 3PTR by GLOVER,CAMERON",1
--,,,,,"ASSIST  by STEPHENS,TROY",,,"ASSIST  by STEPHENS,TROY",1
07:15,"TURNOVER  by ZACHERY,CEAUNTE",,,,,,,"TURNOVER  by ZACHERY,CEAUNTE",1
07:15,,,,,"STEAL  by O'SULLIVAN,CONOR",,,"STEAL  by O'SULLIVAN,CONOR",1
07:10,,21,,22 (+1),"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",BSC 21-22 (+1),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",1
06:58,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",1
06:58,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
06:58,,,,,"SUB IN by BRIGHT JR.,BRUCE",,,"SUB IN by BRIGHT JR.,BRUCE",1
06:43,"GOOD JUMPER by MADISON,DAMIEN",23 (+1),,22,,Hunt 23-22 (-1),,"GOOD JUMPER by MADISON,DAMIEN",1
--,"ASSIST  by PAGE,SAM",,,,,,,"ASSIST  by PAGE,SAM",1
06:13,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
06:13,"BLOCK  by ZACHERY,CEAUNTE",,,,,,,"BLOCK  by ZACHERY,CEAUNTE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:57,"MISS LAYUP by ZACHERY,CEAUNTE(in the paint)",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE(in the paint)",1
05:57,,,,,"BLOCK  by BRIGHT JR.,BRUCE",,,"BLOCK  by BRIGHT JR.,BRUCE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:46,"GOOD LAYUP by TONEY,CALEB(in the paint)",25 (+3),,22,,Hunt 25-22 (-3),,"GOOD LAYUP by TONEY,CALEB(in the paint)",1
--,"ASSIST  by MADISON,DAMIEN",,,,,,,"ASSIST  by MADISON,DAMIEN",1
05:42,"FOUL  by MADISON,DAMIEN",,,,,,,"FOUL  by MADISON,DAMIEN",1
05:42,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
05:42,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
05:42,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",1
05:42,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",1
05:42,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",1
05:42,"SUB IN by CLARK,TY",,,,,,,"SUB IN by CLARK,TY",1
05:42,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",1
05:42,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",1
05:42,,25 (+2),,23,"GOOD FT by GLOVER,CAMERON(fastbreak)",BSC 25-23 (-2),,"GOOD FT by GLOVER,CAMERON(fastbreak)",1
05:42,,25 (+1),,24,"GOOD FT by GLOVER,CAMERON(fastbreak)",BSC 25-24 (-1),,"GOOD FT by GLOVER,CAMERON(fastbreak)",1
05:34,"MISS JUMPER by MADISON,DAMIEN",,,,,,,"MISS JUMPER by MADISON,DAMIEN",1
--,"REBOUND OFF by ZACHERY,CEAUNTE",,,,,,,"REBOUND OFF by ZACHERY,CEAUNTE",1
05:31,"MISS LAYUP by ZACHERY,CEAUNTE(in the paint)",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE(in the paint)",1
--,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",,,"REBOUND DEF by BRIGHT JR.,BRUCE",1
05:23,,25,,26 (+1),"GOOD JUMPER by GLOVER,CAMERON(in the paint)",BSC 25-26 (+1),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",1
05:14,"MISS JUMPER by CLARK,TY(in the paint)",,,,,,,"MISS JUMPER by CLARK,TY(in the paint)",1
05:14,,,,,"BLOCK  by GONDA,MATT",,,"BLOCK  by GONDA,MATT",1
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",1
05:05,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",1
04:58,,25,,28 (+3),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 25-28 (+3),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
04:44,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",27,,28 (+1),,Hunt 27-28 (+1),,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",1
04:35,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
04:35,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",1
04:35,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
04:35,,,,,"SUB OUT by BRIGHT JR.,BRUCE",,,"SUB OUT by BRIGHT JR.,BRUCE",1
04:35,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",1
04:35,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
04:35,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
04:35,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",1
04:35,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
04:35,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
04:35,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",1
04:35,"SUB OUT by CLARK,TY",,,,,,,"SUB OUT by CLARK,TY",1
