Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
13:52,,,,,"SUB IN by MBENOUN,ROB",,,"SUB IN by MBENOUN,ROB",1
13:52,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",1
13:52,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
13:52,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
13:52,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
13:52,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
13:52,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",1
13:52,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
13:52,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
13:52,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
13:52,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
13:52,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
13:52,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",1
13:40,,6,,13 (+7),"GOOD LAYUP by ELLIS,CHASE(in the paint)",Berry 6-13 (-7),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
13:33,"FOUL  by O'SULLIVAN,CONOR",,,,,,,"FOUL  by O'SULLIVAN,CONOR",1
13:33,,,,,"MISS FT by ELLIS,CHASE",,,"MISS FT by ELLIS,CHASE",1
--,"REBOUND DEF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",1
13:27,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",1
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",1
13:18,,6,,15 (+9),"GOOD LAYUP by MBENOUN,ROB(in the paint)",Berry 6-15 (-9),,"GOOD LAYUP by MBENOUN,ROB(in the paint)",1
12:53,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",1
12:38,,6,,18 (+12),"GOOD 3PTR by MBENOUN,ROB",Berry 6-18 (-12),,"GOOD 3PTR by MBENOUN,ROB",1
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",1
12:20,,,,,"FOUL  by MBENOUN,ROB",,,"FOUL  by MBENOUN,ROB",1
12:20,"GOOD FT by GLOVER,CAMERON",7,,18 (+11),,BSC 7-18 (-11),,"GOOD FT by GLOVER,CAMERON",1
12:20,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
12:20,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
12:20,"GOOD FT by GLOVER,CAMERON",8,,18 (+10),,BSC 8-18 (-10),,"GOOD FT by GLOVER,CAMERON",1
11:55,,8,,21 (+13),"GOOD 3PTR by HONROTH,OWEN",Berry 8-21 (-13),,"GOOD 3PTR by HONROTH,OWEN",1
--,,,,,"ASSIST  by COSTAS,RILEY",,,"ASSIST  by COSTAS,RILEY",1
11:35,"MISS LAYUP by GLOVER,CAMERON(in the paint)",,,,,,,"MISS LAYUP by GLOVER,CAMERON(in the paint)",1
--,,,,,"REBOUND DEF by ESTES,DJ",,,"REBOUND DEF by ESTES,DJ",1
11:25,,8,,23 (+15),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 8-23 (-15),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",1
11:10,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
11:10,,,,,"STEAL  by COSTAS,RILEY",,,"STEAL  by COSTAS,RILEY",1
10:59,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",1
10:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
10:59,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
10:59,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
10:59,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
10:59,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
10:59,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
10:59,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",1
10:59,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
10:59,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
10:59,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
10:59,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
10:58,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",1
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",1
10:53,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",1
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",1
10:47,,,,,"MISS 3PTR by MBENOUN,ROB",,,"MISS 3PTR by MBENOUN,ROB",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
10:23,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",10,,23 (+13),,BSC 10-23 (-13),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
10:05,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",1
09:57,,,,,"MISS JUMPER by ESTES,DJ",,,"MISS JUMPER by ESTES,DJ",1
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",1
09:49,,,,,"FOUL  by MBENOUN,ROB",,,"FOUL  by MBENOUN,ROB",1
09:49,"MISS FT by SPENCE,BEN(fastbreak)",,,,,,,"MISS FT by SPENCE,BEN(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:49,,,,,"SUB OUT by MBENOUN,ROB",,,"SUB OUT by MBENOUN,ROB",1
09:49,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",1
09:49,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",1
09:49,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",1
09:49,"GOOD FT by SPENCE,BEN(fastbreak)",11,,23 (+12),,BSC 11-23 (-12),,"GOOD FT by SPENCE,BEN(fastbreak)",1
09:39,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
09:39,"BLOCK  by SIGLER,EVAN",,,,,,,"BLOCK  by SIGLER,EVAN",1
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",1
09:25,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
09:25,,,,,"STEAL  by ESTES,DJ",,,"STEAL  by ESTES,DJ",1
09:14,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
09:04,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
09:04,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
08:56,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
08:55,,11,,24 (+13),"GOOD FT by BROOKS,AUSTIN",Berry 11-24 (-13),,"GOOD FT by BROOKS,AUSTIN",1
08:55,,11,,25 (+14),"GOOD FT by BROOKS,AUSTIN",Berry 11-25 (-14),,"GOOD FT by BROOKS,AUSTIN",1
08:54,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",1
08:54,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
08:42,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
08:42,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",1
08:42,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",1
08:42,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
08:42,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
08:42,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
08:30,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
08:18,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",13,,25 (+12),,BSC 13-25 (-12),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",1
08:01,,13,,27 (+14),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 13-27 (-14),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"ASSIST  by JOHNSON,MICAH",,,"ASSIST  by JOHNSON,MICAH",1
07:50,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",1
07:35,,13,,29 (+16),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 13-29 (-16),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"ASSIST  by HONROTH,OWEN",,,"ASSIST  by HONROTH,OWEN",1
07:11,"MISS LAYUP by GONDA,MATT(in the paint)",,,,,,,"MISS LAYUP by GONDA,MATT(in the paint)",1
07:11,,,,,"BLOCK  by JOHNSON,MICAH",,,"BLOCK  by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",1
07:02,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",1
06:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
06:59,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
06:59,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",1
06:59,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
06:59,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
06:59,,13,,30 (+17),"GOOD FT by BROOKS,AUSTIN",Berry 13-30 (-17),,"GOOD FT by BROOKS,AUSTIN",1
06:59,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
06:55,"TURNOVER  by O'SULLIVAN,CONOR",,,,,,,"TURNOVER  by O'SULLIVAN,CONOR",1
06:55,,,,,"STEAL  by BROOKS,AUSTIN",,,"STEAL  by BROOKS,AUSTIN",1
06:41,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
06:34,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",1
--,"REBOUND OFF by GONDA,MATT",,,,,,,"REBOUND OFF by GONDA,MATT",1
06:27,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",1
06:19,"MISS FT by GLOVER,CAMERON",,,,,,,"MISS FT by GLOVER,CAMERON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:19,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
06:19,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
06:19,"GOOD FT by GLOVER,CAMERON",14,,30 (+16),,BSC 14-30 (-16),,"GOOD FT by GLOVER,CAMERON",1
05:58,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",1
05:54,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",1
05:37,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",1
05:37,,,,,"STEAL  by JOHNSON,MICHAEL",,,"STEAL  by JOHNSON,MICHAEL",1
05:33,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",1
05:24,,14,,32 (+18),"GOOD JUMPER by COSTAS,RILEY",Berry 14-32 (-18),,"GOOD JUMPER by COSTAS,RILEY",1
--,,,,,"ASSIST  by WEHUNT,DAWSON",,,"ASSIST  by WEHUNT,DAWSON",1
05:11,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
05:06,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
05:00,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",16,,32 (+16),,BSC 16-32 (-16),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
04:50,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",1
04:32,"GOOD FT by STEWART,CHRISTIAN",17,,32 (+15),,BSC 17-32 (-15),,"GOOD FT by STEWART,CHRISTIAN",1
04:22,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
04:22,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
04:22,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",1
04:22,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
04:05,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",1
04:05,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",1
03:42,,,,,"MISS JUMPER by JONES,DREW",,,"MISS JUMPER by JONES,DREW",1
--,,,,,"REBOUND OFF by JOHNSON,MICHAEL",,,"REBOUND OFF by JOHNSON,MICHAEL",1
03:36,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",1
03:36,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",1
03:35,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
03:35,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
03:35,"TURNOVER  by BRIGHT JR.,BRUCE",,,,,,,"TURNOVER  by BRIGHT JR.,BRUCE",1
03:35,,,,,"STEAL  by JONES,DREW",,,"STEAL  by JONES,DREW",1
03:35,,,,,"MISS 3PTR by ESTES,DJ",,,"MISS 3PTR by ESTES,DJ",1
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",1
03:35,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
03:35,,17,,34 (+17),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",Berry 17-34 (-17),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
03:35,"MISS LAYUP by SPENCE,BEN(in the paint)",,,,,,,"MISS LAYUP by SPENCE,BEN(in the paint)",1
03:35,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
03:35,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",1
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",1
03:31,,,,,"FOUL  by ESTES,DJ",,,"FOUL  by ESTES,DJ",1
03:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:31,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
03:31,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",1
03:31,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",1
03:31,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",1
03:31,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
03:31,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
03:31,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
03:31,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
03:31,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",1
03:31,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
03:31,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
03:31,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
03:31,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
03:31,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
03:31,"GOOD FT by STEPHENS,TROY(fastbreak)",18,,34 (+16),,BSC 18-34 (-16),,"GOOD FT by STEPHENS,TROY(fastbreak)",1
03:31,"MISS FT by STEPHENS,TROY(fastbreak)",,,,,,,"MISS FT by STEPHENS,TROY(fastbreak)",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
03:25,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",1
03:25,"STEAL  by O'SULLIVAN,CONOR",,,,,,,"STEAL  by O'SULLIVAN,CONOR",1
03:19,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
03:02,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,"MISS LAYUP by ELLIS,CHASE(in the paint)",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
02:40,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",,,,,,,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",1
--,,,,,"REBOUND DEF by WEHUNT,DAWSON",,,"REBOUND DEF by WEHUNT,DAWSON",1
02:08,,18,,36 (+18),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 18-36 (-18),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
01:56,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",1
01:52,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
01:52,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
01:52,,18,,38 (+20),"GOOD LAYUP by HONROTH,OWEN(in the paint)",Berry 18-38 (-20),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",1
01:46,"FOUL  by GARRIDO,BRANDAN",,,,,,,"FOUL  by GARRIDO,BRANDAN",1
01:46,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
01:46,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
01:46,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
01:46,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
01:46,,18,,39 (+21),"GOOD FT by HONROTH,OWEN",Berry 18-39 (-21),,"GOOD FT by HONROTH,OWEN",1
01:21,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",1
