Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:08,"FOUL  by GULLEY,TREVOR",,,,,,,"FOUL  by GULLEY,TREVOR",2
02:08,,102 (+16),,86,"GOOD FT by GILLISPIE,JAY",BSC 102-86 (-16),,"GOOD FT by GILLISPIE,JAY",2
02:08,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
02:08,,,,,"SUB OUT by LARSON,CLARK",,,"SUB OUT by LARSON,CLARK",2
02:08,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
02:08,,,,,"SUB IN by WEST,KANE",,,"SUB IN by WEST,KANE",2
02:08,,102 (+15),,87,"GOOD FT by GILLISPIE,JAY",BSC 102-87 (-15),,"GOOD FT by GILLISPIE,JAY",2
01:56,"TURNOVER  by FISCHER,DAVID",,,,,,,"TURNOVER  by FISCHER,DAVID",2
01:56,,,,,"STEAL  by SPENCE,SAM",,,"STEAL  by SPENCE,SAM",2
01:53,,102 (+13),,89,"GOOD LAYUP by SPENCE,SAM(fastbreak)(in the paint)",BSC 102-89 (-13),,"GOOD LAYUP by SPENCE,SAM(fastbreak)(in the paint)",2
01:53,"FOUL  by CONROY,DREW",,,,,,,"FOUL  by CONROY,DREW",2
01:53,,102 (+12),,90,"GOOD FT by SPENCE,SAM(fastbreak)",BSC 102-90 (-12),,"GOOD FT by SPENCE,SAM(fastbreak)",2
01:53,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
01:53,,,,,"SUB IN by ANDREWS,TYLER",,,"SUB IN by ANDREWS,TYLER",2
01:41,"TURNOVER  by CONROY,DREW",,,,,,,"TURNOVER  by CONROY,DREW",2
01:41,,,,,"STEAL  by DEAN,NOLAN",,,"STEAL  by DEAN,NOLAN",2
01:36,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,"MISS LAYUP by DEAN,NOLAN(in the paint)",2
--,"REBOUND DEF by CONROY,DREW",,,,,,,"REBOUND DEF by CONROY,DREW",2
01:13,"MISS 3PTR by BAILEY,FRANKLIN",,,,,,,"MISS 3PTR by BAILEY,FRANKLIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:02,,,,,"MISS JUMPER by WEST,KANE(in the paint)",,,"MISS JUMPER by WEST,KANE(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:48,"GOOD 3PTR by CONROY,DREW",105 (+15),,90,,OU 105-90 (-15),,"GOOD 3PTR by CONROY,DREW",2
--,"ASSIST  by BAILEY,FRANKLIN",,,,,,,"ASSIST  by BAILEY,FRANKLIN",2
00:43,"FOUL  by FISCHER,DAVID",,,,,,,"FOUL  by FISCHER,DAVID",2
00:43,,105 (+14),,91,"GOOD FT by SPENCE,SAM(fastbreak)",BSC 105-91 (-14),,"GOOD FT by SPENCE,SAM(fastbreak)",2
00:43,"SUB OUT by FISCHER,DAVID",,,,,,,"SUB OUT by FISCHER,DAVID",2
00:43,"SUB IN by SWILLING,BRETT",,,,,,,"SUB IN by SWILLING,BRETT",2
00:43,,105 (+13),,92,"GOOD FT by SPENCE,SAM(fastbreak)",BSC 105-92 (-13),,"GOOD FT by SPENCE,SAM(fastbreak)",2
00:32,"MISS 3PTR by CONROY,DREW",,,,,,,"MISS 3PTR by CONROY,DREW",2
--,,,,,"REBOUND DEF by ANDREWS,TYLER",,,"REBOUND DEF by ANDREWS,TYLER",2
00:25,,105 (+10),,95,"GOOD 3PTR by DEAN,NOLAN",BSC 105-95 (-10),,"GOOD 3PTR by DEAN,NOLAN",2
