Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
19:29,,47 (+11),,36,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",SEWANEE 47-36 (+11),,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",2
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",2
19:15,"GOOD 3PTR by O'SULLIVAN,CONOR(fastbreak)",50 (+14),,36,,BSC-M 50-36 (+14),,"GOOD 3PTR by O'SULLIVAN,CONOR(fastbreak)",2
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",2
18:59,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:47,"GOOD 3PTR by GONDA,MATT",53 (+17),,36,,BSC-M 53-36 (+17),,"GOOD 3PTR by GONDA,MATT",2
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",2
18:22,,,,,"MISS JUMPER by HOLLOWAY,JACK",,,"MISS JUMPER by HOLLOWAY,JACK",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:13,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",55 (+19),,36,,BSC-M 55-36 (+19),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
17:57,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
17:52,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",2
17:52,,,,,"BLOCK  by WARLICK,JORDAN",,,"BLOCK  by WARLICK,JORDAN",2
--,"REBOUND OFF by GONDA,MATT",,,,,,,"REBOUND OFF by GONDA,MATT",2
17:46,"GOOD LAYUP by GONDA,MATT(in the paint)",57 (+21),,36,,BSC-M 57-36 (+21),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
17:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:41,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
17:41,"SUB IN by GARRIDO,BRANDON",,,,,,,"SUB IN by GARRIDO,BRANDON",2
17:41,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
17:29,,,,,"MISS JUMPER by KNOX,JOEY",,,"MISS JUMPER by KNOX,JOEY",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:10,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:52,,57 (+18),,39,"GOOD 3PTR by MCDONOUGH,SEAN",SEWANEE 57-39 (+18),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,,,,,"ASSIST  by HOLLOWAY,JACK",,,"ASSIST  by HOLLOWAY,JACK",2
16:30,"GOOD LAYUP by GARRIDO,BRANDON(in the paint)",59 (+20),,39,,BSC-M 59-39 (+20),,"GOOD LAYUP by GARRIDO,BRANDON(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
16:07,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
15:55,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
15:53,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
15:53,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:53,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",2
15:53,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
15:53,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
15:53,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
15:53,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
15:53,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
15:53,"SUB OUT by GARRIDO,BRANDON",,,,,,,"SUB OUT by GARRIDO,BRANDON",2
15:53,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
15:53,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
15:53,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
15:53,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
15:53,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
15:53,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
15:53,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
15:38,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
15:25,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
15:08,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
15:05,,,,,"STEAL  by GARWOOD,MACKIE",,,"STEAL  by GARWOOD,MACKIE",2
15:00,,59 (+18),,41,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 59-41 (+18),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",2
15:00,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
15:00,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",2
15:00,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
15:00,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
14:37,"GOOD LAYUP by STEPHENS,TROY(in the paint)",61 (+20),,41,,BSC-M 61-41 (+20),,"GOOD LAYUP by STEPHENS,TROY(in the paint)",2
14:25,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",2
14:24,"STEAL  by STEPHENS,TROY",,,,,,,"STEAL  by STEPHENS,TROY",2
14:22,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",2
14:22,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
14:22,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
14:16,"GOOD 3PTR by STEPHENS,TROY",64 (+23),,41,,BSC-M 64-41 (+23),,"GOOD 3PTR by STEPHENS,TROY",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
13:50,,,,,"TURNOVER  by GARWOOD,MACKIE",,,"TURNOVER  by GARWOOD,MACKIE",2
13:29,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",2
13:12,,64 (+21),,43,"GOOD LAYUP by GARWOOD,MACKIE(in the paint)",SEWANEE 64-43 (+21),,"GOOD LAYUP by GARWOOD,MACKIE(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
12:54,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",2
12:42,"FOUL  by STEPHENS,TROY",,,,,,,"FOUL  by STEPHENS,TROY",2
12:42,,,,,"MISS FT by GARWOOD,MACKIE",,,"MISS FT by GARWOOD,MACKIE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:42,,64 (+20),,44,"GOOD FT by GARWOOD,MACKIE",SEWANEE 64-44 (+20),,"GOOD FT by GARWOOD,MACKIE",2
12:16,"GOOD 3PTR by ,BRUCE BRIGHT JR",67 (+23),,44,,BSC-M 67-44 (+23),,"GOOD 3PTR by ,BRUCE BRIGHT JR",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
11:54,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
11:46,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",69 (+25),,44,,BSC-M 69-44 (+25),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by STEPHENS,TROY",,,,,,,"ASSIST  by STEPHENS,TROY",2
11:23,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",2
11:15,"GOOD 3PTR by ,BRUCE BRIGHT JR",72 (+28),,44,,BSC-M 72-44 (+28),,"GOOD 3PTR by ,BRUCE BRIGHT JR",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
10:53,,72 (+26),,46,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 72-46 (+26),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
10:43,"MISS 3PTR by ,BRUCE BRIGHT JR",,,,,,,"MISS 3PTR by ,BRUCE BRIGHT JR",2
10:43,,,,,"BLOCK  by KNOX,JOEY",,,"BLOCK  by KNOX,JOEY",2
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",2
10:27,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
10:22,,72 (+24),,48,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 72-48 (+24),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
10:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:13,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
10:13,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
10:13,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
10:13,"SUB IN by GARRIDO,BRANDON",,,,,,,"SUB IN by GARRIDO,BRANDON",2
10:13,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
10:13,"SUB IN by LARSON,CLARK",,,,,,,"SUB IN by LARSON,CLARK",2
10:13,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",2
10:13,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
10:13,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
10:13,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
10:13,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
10:13,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
10:13,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
10:13,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",2
10:13,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
10:13,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
10:13,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
10:00,"MISS 3PTR by GARRIDO,BRANDON",,,,,,,"MISS 3PTR by GARRIDO,BRANDON",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
09:52,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
09:39,,,,,"MISS JUMPER by CRUMP,JOHN",,,"MISS JUMPER by CRUMP,JOHN",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
09:14,"MISS LAYUP by SIGLER,EVAN",,,,,,,"MISS LAYUP by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
08:55,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
08:46,"MISS 3PTR by LARSON,CLARK",,,,,,,"MISS 3PTR by LARSON,CLARK",2
--,,,,,"REBOUND DEF by MCDONOUGH,SEAN",,,"REBOUND DEF by MCDONOUGH,SEAN",2
08:26,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND OFF by HOLLOWAY,JACK",,,"REBOUND OFF by HOLLOWAY,JACK",2
08:23,,72 (+22),,50,"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",SEWANEE 72-50 (+22),,"GOOD TIPIN by HOLLOWAY,JACK(in the paint)",2
08:06,"GOOD LAYUP by GONDA,MATT(in the paint)",74 (+24),,50,,BSC-M 74-50 (+24),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
07:43,,,,,"MISS 3PTR by HOLLOWAY,JACK",,,"MISS 3PTR by HOLLOWAY,JACK",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
07:27,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",2
--,,,,,"REBOUND DEF by HOLLOWAY,JACK",,,"REBOUND DEF by HOLLOWAY,JACK",2
07:16,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND OFF by HOLLOWAY,JACK",,,"REBOUND OFF by HOLLOWAY,JACK",2
07:14,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
07:14,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:14,,74 (+23),,51,"GOOD FT by HOLLOWAY,JACK",SEWANEE 74-51 (+23),,"GOOD FT by HOLLOWAY,JACK",2
07:14,,74 (+22),,52,"GOOD FT by HOLLOWAY,JACK",SEWANEE 74-52 (+22),,"GOOD FT by HOLLOWAY,JACK",2
07:14,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
07:14,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
07:14,"SUB OUT by GARRIDO,BRANDON",,,,,,,"SUB OUT by GARRIDO,BRANDON",2
07:14,"SUB OUT by LARSON,CLARK",,,,,,,"SUB OUT by LARSON,CLARK",2
07:14,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
07:14,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
07:14,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
07:14,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
07:00,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
06:55,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",2
--,,,,,"REBOUND DEF by KNOX,JOEY",,,"REBOUND DEF by KNOX,JOEY",2
06:49,,74 (+19),,55,"GOOD 3PTR by MCDONOUGH,SEAN",SEWANEE 74-55 (+19),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
06:34,,,,,"FOUL  by HOLLOWAY,JACK",,,"FOUL  by HOLLOWAY,JACK",2
06:34,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
06:34,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
06:30,"GOOD 3PTR by GONDA,MATT",77 (+22),,55,,BSC-M 77-55 (+22),,"GOOD 3PTR by GONDA,MATT",2
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",2
06:10,,77 (+20),,57,"GOOD JUMPER by KNOX,JOEY(in the paint)",SEWANEE 77-57 (+20),,"GOOD JUMPER by KNOX,JOEY(in the paint)",2
05:58,"GOOD LAYUP by SIGLER,EVAN(in the paint)",79 (+22),,57,,BSC-M 79-57 (+22),,"GOOD LAYUP by SIGLER,EVAN(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
05:38,,79 (+19),,60,"GOOD 3PTR by MCDONOUGH,SEAN",SEWANEE 79-60 (+19),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
05:23,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",2
05:23,"GOOD FT by STEWART,CHRISTIAN",80 (+20),,60,,BSC-M 80-60 (+20),,"GOOD FT by STEWART,CHRISTIAN",2
05:23,"GOOD FT by STEWART,CHRISTIAN",81 (+21),,60,,BSC-M 81-60 (+21),,"GOOD FT by STEWART,CHRISTIAN",2
05:23,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",2
05:23,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
05:23,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
05:23,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
05:23,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
05:23,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
05:23,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
05:23,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
05:23,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
05:23,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
05:23,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
05:23,,,,,"SUB OUT by KRAUS,HAYDEN",,,"SUB OUT by KRAUS,HAYDEN",2
05:15,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
05:06,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,"REBOUND OFF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND OFF by ,BRUCE BRIGHT JR",2
05:03,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",2
05:03,"MISS FT by ,BRUCE BRIGHT JR",,,,,,,"MISS FT by ,BRUCE BRIGHT JR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:03,"GOOD FT by ,BRUCE BRIGHT JR",82 (+22),,60,,BSC-M 82-60 (+22),,"GOOD FT by ,BRUCE BRIGHT JR",2
04:43,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",2
04:27,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by MCDONOUGH,SEAN",,,"REBOUND DEF by MCDONOUGH,SEAN",2
04:18,,82 (+19),,63,"GOOD 3PTR by MCDONOUGH,SEAN",SEWANEE 82-63 (+19),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",2
03:58,"GOOD LAYUP by SPENCE,BEN(in the paint)",84 (+21),,63,,BSC-M 84-63 (+21),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
03:38,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",2
03:31,"GOOD 3PTR by STEPHENS,TROY",87 (+24),,63,,BSC-M 87-63 (+24),,"GOOD 3PTR by STEPHENS,TROY",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
03:27,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:27,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
03:27,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
03:27,"SUB IN by LARSON,CLARK",,,,,,,"SUB IN by LARSON,CLARK",2
03:27,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
03:27,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
03:27,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",2
03:27,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
03:27,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
03:27,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
03:27,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
03:27,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
03:27,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
03:27,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
03:27,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
03:27,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
03:27,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
03:18,,87 (+22),,65,"GOOD LAYUP by GARWOOD,MACKIE(in the paint)",SEWANEE 87-65 (+22),,"GOOD LAYUP by GARWOOD,MACKIE(in the paint)",2
03:18,"FOUL  by LARSON,CLARK",,,,,,,"FOUL  by LARSON,CLARK",2
03:18,,87 (+21),,66,"GOOD FT by GARWOOD,MACKIE",SEWANEE 87-66 (+21),,"GOOD FT by GARWOOD,MACKIE",2
03:18,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",2
03:18,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
03:05,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by KRAUS,HAYDEN",,,"REBOUND DEF by KRAUS,HAYDEN",2
02:50,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by KANE,DENMAN",,,,,,,"REBOUND DEF by KANE,DENMAN",2
02:33,"TURNOVER  by KANE,DENMAN",,,,,,,"TURNOVER  by KANE,DENMAN",2
02:33,,,,,"STEAL  by PERUSEK,COLE",,,"STEAL  by PERUSEK,COLE",2
02:22,,87 (+19),,68,"GOOD JUMPER by CRUMP,JOHN",SEWANEE 87-68 (+19),,"GOOD JUMPER by CRUMP,JOHN",2
--,,,,,"ASSIST  by KRAUS,HAYDEN",,,"ASSIST  by KRAUS,HAYDEN",2
02:03,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",89 (+21),,68,,BSC-M 89-68 (+21),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
01:45,,89 (+19),,70,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",SEWANEE 89-70 (+19),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
01:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:37,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
01:37,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",2
01:30,"MISS LAYUP by GILLISPIE,JAY",,,,,,,"MISS LAYUP by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by KRAUS,HAYDEN",,,"REBOUND DEF by KRAUS,HAYDEN",2
01:19,,89 (+17),,72,"GOOD LAYUP by CRUMP,JOHN(in the paint)",SEWANEE 89-72 (+17),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",2
00:55,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
00:55,,,,,"STEAL  by KAHL,COLIN",,,"STEAL  by KAHL,COLIN",2
00:46,,,,,"MISS LAYUP by CRUMP,JOHN",,,"MISS LAYUP by CRUMP,JOHN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:27,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:27,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
00:27,"SUB OUT by LARSON,CLARK",,,,,,,"SUB OUT by LARSON,CLARK",2
00:24,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
