Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
13:41,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
13:41,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
13:41,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
13:41,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
13:41,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
13:41,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
13:41,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",1
13:41,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
13:41,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
13:41,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
13:41,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
13:12,"MISS 3PTR by SPRAGG,BAILEY",,,,,,,"MISS 3PTR by SPRAGG,BAILEY",1
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",1
13:08,"GOOD LAYUP by ALLEN,ZACK(in the paint)",9,,12 (+3),,CCM 9-12 (+3),,"GOOD LAYUP by ALLEN,ZACK(in the paint)",1
12:45,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",1
12:45,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
12:45,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
12:45,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
12:17,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
12:17,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
12:17,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
12:17,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
12:07,"MISS JUMPER by PHELPS,BEN",,,,,,,"MISS JUMPER by PHELPS,BEN",1
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",1
11:38,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",1
--,"REBOUND DEF by ALLEN,ZACK",,,,,,,"REBOUND DEF by ALLEN,ZACK",1
11:12,"GOOD JUMPER by SPRAGG,BAILEY(in the paint)",11,,12 (+1),,CCM 11-12 (+1),,"GOOD JUMPER by SPRAGG,BAILEY(in the paint)",1
10:56,,11,,14 (+3),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 11-14 (+3),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
10:56,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",1
10:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
10:56,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",1
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",1
10:56,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
10:56,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
10:56,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
10:56,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
10:56,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
10:56,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",1
10:56,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
10:56,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",1
10:56,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
10:56,"SUB OUT by BRYAN,WILLIAM",,,,,,,"SUB OUT by BRYAN,WILLIAM",1
10:56,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
10:56,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
10:56,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
10:56,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
10:56,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
10:56,,,,,"SUB OUT by HOWELL,TAYLOR",,,"SUB OUT by HOWELL,TAYLOR",1
10:36,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
10:16,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
10:15,"STEAL  by DRYDEN,BERTO",,,,,,,"STEAL  by DRYDEN,BERTO",1
10:13,"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",13,,14 (+1),,CCM 13-14 (+1),,"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",1
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",1
09:53,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:50,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",1
09:50,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",1
09:50,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
09:50,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
09:50,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
09:50,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
09:46,"GOOD LAYUP by ARIMA,Z(in the paint)",15 (+1),,14,,CCM 15-14 (-1),,"GOOD LAYUP by ARIMA,Z(in the paint)",1
09:29,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
09:28,"STEAL  by BRYAN,WILLIAM",,,,,,,"STEAL  by BRYAN,WILLIAM",1
09:15,"MISS JUMPER by ARIMA,Z",,,,,,,"MISS JUMPER by ARIMA,Z",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
09:03,,15,,16 (+1),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 15-16 (+1),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",1
08:43,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,"REBOUND OFF by BRYAN,WILLIAM",,,,,,,"REBOUND OFF by BRYAN,WILLIAM",1
08:39,"TURNOVER  by BRYAN,WILLIAM",,,,,,,"TURNOVER  by BRYAN,WILLIAM",1
08:38,,,,,"STEAL  by THOMAS,ADRIAN",,,"STEAL  by THOMAS,ADRIAN",1
08:36,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",1
--,"REBOUND DEF by ARIMA,Z",,,,,,,"REBOUND DEF by ARIMA,Z",1
08:23,"FOUL  by BRYAN,WILLIAM",,,,,,,"FOUL  by BRYAN,WILLIAM",1
08:23,"TURNOVER  by BRYAN,WILLIAM",,,,,,,"TURNOVER  by BRYAN,WILLIAM",1
08:23,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
08:23,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",1
08:23,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",1
08:23,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
08:23,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
08:23,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
07:52,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
07:39,"MISS JUMPER by DRYDEN,BERTO",,,,,,,"MISS JUMPER by DRYDEN,BERTO",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
07:14,,15,,18 (+3),"GOOD JUMPER by BORN,LEO(in the paint)",SEWANEE 15-18 (+3),,"GOOD JUMPER by BORN,LEO(in the paint)",1
06:47,"MISS 3PTR by ALLEN,ZACK",,,,,,,"MISS 3PTR by ALLEN,ZACK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:45,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
06:45,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
06:38,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
06:38,"SUB OUT by BRYAN,WILLIAM",,,,,,,"SUB OUT by BRYAN,WILLIAM",1
06:38,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
06:38,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
06:15,,15,,20 (+5),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 15-20 (+5),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",1
06:03,"GOOD JUMPER by PALMER,NICK",17,,20 (+3),,CCM 17-20 (+3),,"GOOD JUMPER by PALMER,NICK",1
05:32,,17,,23 (+6),"GOOD 3PTR by BORN,LEO",SEWANEE 17-23 (+6),,"GOOD 3PTR by BORN,LEO",1
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",1
05:08,"MISS 3PTR by PALMER,NICK",,,,,,,"MISS 3PTR by PALMER,NICK",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
05:06,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",1
05:06,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
05:06,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
05:06,"SUB OUT by PALMER,NICK",,,,,,,"SUB OUT by PALMER,NICK",1
05:06,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
05:06,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
05:06,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
05:06,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
04:40,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",1
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",1
04:26,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
03:58,,,,,"MISS 3PTR by LEE,MATTHEW",,,"MISS 3PTR by LEE,MATTHEW",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
03:37,"GOOD JUMPER by SPRAGG,BAILEY(in the paint)",19,,23 (+4),,CCM 19-23 (+4),,"GOOD JUMPER by SPRAGG,BAILEY(in the paint)",1
03:25,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND OFF by LEE,MATTHEW",,,"REBOUND OFF by LEE,MATTHEW",1
03:21,,19,,25 (+6),"GOOD JUMPER by LEE,MATTHEW(in the paint)",SEWANEE 19-25 (+6),,"GOOD JUMPER by LEE,MATTHEW(in the paint)",1
03:13,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",21,,25 (+4),,CCM 21-25 (+4),,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",1
02:42,,21,,27 (+6),"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 21-27 (+6),,"GOOD LAYUP by BORN,LEO(in the paint)",1
02:35,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
02:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:35,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",1
02:35,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
02:35,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
02:35,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
02:35,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",1
02:35,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
02:35,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
02:35,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
02:35,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
02:35,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
02:35,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
02:35,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
02:29,"MISS 3PTR by SPRAGG,BAILEY",,,,,,,"MISS 3PTR by SPRAGG,BAILEY",1
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",1
02:27,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",1
02:27,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",1
02:27,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
02:17,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by SPRAGG,BAILEY",,,,,,,"REBOUND DEF by SPRAGG,BAILEY",1
01:56,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",1
01:46,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
01:46,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
01:46,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
01:46,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
01:32,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
01:32,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
01:14,"MISS JUMPER by SEARS,CONNOR",,,,,,,"MISS JUMPER by SEARS,CONNOR",1
--,"REBOUND OFF by SPRAGG,BAILEY",,,,,,,"REBOUND OFF by SPRAGG,BAILEY",1
01:08,"MISS 3PTR by PALMER,NICK",,,,,,,"MISS 3PTR by PALMER,NICK",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
00:57,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,"REBOUND DEF by SEARS,CONNOR",,,,,,,"REBOUND DEF by SEARS,CONNOR",1
00:43,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",23,,27 (+4),,CCM 23-27 (+4),,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",1
00:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:25,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
00:25,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
00:04,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by BRYAN,WILLIAM",,,,,,,"REBOUND DEF by BRYAN,WILLIAM",1
20:00,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",2
20:00,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",2
19:43,"MISS LAYUP by DRYDEN,BERTO",,,,,,,"MISS LAYUP by DRYDEN,BERTO",2
19:43,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
19:32,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
19:25,"TURNOVER  by BRYAN,WILLIAM",,,,,,,"TURNOVER  by BRYAN,WILLIAM",2
19:24,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
19:21,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
19:20,"STEAL  by SPRAGG,BAILEY",,,,,,,"STEAL  by SPRAGG,BAILEY",2
18:55,"MISS JUMPER by DRYDEN,BERTO",,,,,,,"MISS JUMPER by DRYDEN,BERTO",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
18:23,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
18:03,"FOUL  by BRYAN,WILLIAM",,,,,,,"FOUL  by BRYAN,WILLIAM",2
18:03,,23,,28 (+5),"GOOD FT by STONE,BRODY",SEWANEE 23-28 (+5),,"GOOD FT by STONE,BRODY",2
18:03,,23,,29 (+6),"GOOD FT by STONE,BRODY",SEWANEE 23-29 (+6),,"GOOD FT by STONE,BRODY",2
18:03,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
18:03,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
17:52,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
17:52,"GOOD FT by ARIMA,Z",24,,29 (+5),,CCM 24-29 (+5),,"GOOD FT by ARIMA,Z",2
17:52,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",2
17:52,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
17:52,"SUB OUT by BRYAN,WILLIAM",,,,,,,"SUB OUT by BRYAN,WILLIAM",2
17:32,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
17:32,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
17:10,"TURNOVER  by SPRAGG,BAILEY",,,,,,,"TURNOVER  by SPRAGG,BAILEY",2
17:09,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
17:00,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
17:00,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
17:00,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",2
17:00,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",2
