Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,LIP,Game Score,Team Indicator,Play,Period
19:35,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
19:12,,22,,44 (+22),"GOOD JUMPER by MARBERRY,ROB(in the paint)",LIP 22-44 (-22),,"GOOD JUMPER by MARBERRY,ROB(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JOSH",,,"ASSIST  by WILLIAMS,JOSH",2
18:54,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
18:51,"GOOD TIPIN by BORN,LEO(in the paint)",24,,44 (+20),,SEWANE~1 24-44 (-20),,"GOOD TIPIN by BORN,LEO(in the paint)",2
18:39,,24,,47 (+23),"GOOD 3PTR by MATHEWS,GARRISON",LIP 24-47 (-23),,"GOOD 3PTR by MATHEWS,GARRISON",2
--,,,,,"ASSIST  by MARBERRY,ROB",,,"ASSIST  by MARBERRY,ROB",2
18:04,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
18:03,,,,,"STEAL  by MORAN,NATHAN",,,"STEAL  by MORAN,NATHAN",2
18:02,,24,,50 (+26),"GOOD 3PTR by WILLIAMS,JOSH",LIP 24-50 (-26),,"GOOD 3PTR by WILLIAMS,JOSH",2
--,,,,,"ASSIST  by MORAN,NATHAN",,,"ASSIST  by MORAN,NATHAN",2
17:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
17:42,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
17:41,,,,,"STEAL  by MORAN,NATHAN",,,"STEAL  by MORAN,NATHAN",2
17:35,,,,,"MISS 3PTR by WILLIAMS,JOSH",,,"MISS 3PTR by WILLIAMS,JOSH",2
--,,,,,"REBOUND OFF by WILLIAMS,JOSH",,,"REBOUND OFF by WILLIAMS,JOSH",2
17:24,,,,,"MISS JUMPER by WILLIAMS,JOSH",,,"MISS JUMPER by WILLIAMS,JOSH",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
17:11,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",2
17:01,,24,,53 (+29),"GOOD 3PTR by MORAN,NATHAN",LIP 24-53 (-29),,"GOOD 3PTR by MORAN,NATHAN",2
--,,,,,"ASSIST  by COOPER,KENNY",,,"ASSIST  by COOPER,KENNY",2
16:50,,,,,"SUB IN by BRAMMEIER,GEORGE",,,"SUB IN by BRAMMEIER,GEORGE",2
16:50,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",2
16:50,,,,,"SUB IN by KORN,AARON",,,"SUB IN by KORN,AARON",2
16:50,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",2
16:50,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
16:50,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
16:50,,,,,"SUB OUT by WILLIAMS,JOSH",,,"SUB OUT by WILLIAMS,JOSH",2
16:50,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",2
16:41,,,,,"FOUL  by BRAMMEIER,GEORGE",,,"FOUL  by BRAMMEIER,GEORGE",2
16:37,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",2
16:28,,,,,"MISS 3PTR by WISHON,BRETT",,,"MISS 3PTR by WISHON,BRETT",2
--,,,,,"REBOUND OFF by BRAMMEIER,GEORGE",,,"REBOUND OFF by BRAMMEIER,GEORGE",2
16:17,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
16:17,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
16:17,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
16:14,,24,,55 (+31),"GOOD LAYUP by KORN,AARON(in the paint)",LIP 24-55 (-31),,"GOOD LAYUP by KORN,AARON(in the paint)",2
15:55,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
15:55,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:55,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",2
15:55,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
15:55,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",2
15:55,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",2
15:37,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
15:28,,24,,57 (+33),"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",LIP 24-57 (-33),,"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",2
--,,,,,"ASSIST  by KORN,AARON",,,"ASSIST  by KORN,AARON",2
15:09,"GOOD JUMPER by WILLIAMS,JORDEN",26,,57 (+31),,SEWANE~1 26-57 (-31),,"GOOD JUMPER by WILLIAMS,JORDEN",2
14:58,,,,,"MISS JUMPER by COOPER,KENNY",,,"MISS JUMPER by COOPER,KENNY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:57,,,,,"SUB IN by WILLIAMS,JOSH",,,"SUB IN by WILLIAMS,JOSH",2
14:57,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
14:34,"GOOD 3PTR by BORN,CLAY",29,,57 (+28),,SEWANE~1 29-57 (-28),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
14:21,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
14:21,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",2
14:21,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
14:18,,29,,59 (+30),"GOOD LAYUP by WILLIAMS,JOSH(in the paint)",LIP 29-59 (-30),,"GOOD LAYUP by WILLIAMS,JOSH(in the paint)",2
14:18,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
14:18,,,,,"MISS FT by WILLIAMS,JOSH",,,"MISS FT by WILLIAMS,JOSH",2
--,"REBOUND DEF by LEE,MATTHEW",,,,,,,"REBOUND DEF by LEE,MATTHEW",2
13:59,,,,,"FOUL  by KORN,AARON",,,"FOUL  by KORN,AARON",2
13:59,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
13:59,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",2
13:59,,,,,"SUB OUT by KORN,AARON",,,"SUB OUT by KORN,AARON",2
13:48,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",2
13:44,,,,,"TURNOVER  by COOPER,KENNY",,,"TURNOVER  by COOPER,KENNY",2
13:27,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
13:24,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
13:21,,29,,61 (+32),"GOOD LAYUP by WILLIAMS,JOSH(fastbreak)(in the paint)",LIP 29-61 (-32),,"GOOD LAYUP by WILLIAMS,JOSH(fastbreak)(in the paint)",2
13:03,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",2
13:03,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
12:56,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",2
12:47,,29,,63 (+34),"GOOD LAYUP by WILLIAMS,JOSH(in the paint)",LIP 29-63 (-34),,"GOOD LAYUP by WILLIAMS,JOSH(in the paint)",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
12:32,,,,,"FOUL  by BRAMMEIER,GEORGE",,,"FOUL  by BRAMMEIER,GEORGE",2
12:32,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
12:32,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
12:32,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
12:32,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
12:32,,,,,"SUB IN by MARBERRY,ROB",,,"SUB IN by MARBERRY,ROB",2
12:32,,,,,"SUB OUT by BRAMMEIER,GEORGE",,,"SUB OUT by BRAMMEIER,GEORGE",2
12:11,"GOOD JUMPER by BUESCHER,HUNTER",31,,63 (+32),,SEWANE~1 31-63 (-32),,"GOOD JUMPER by BUESCHER,HUNTER",2
12:03,,,,,"MISS 3PTR by BUCKLAND,MICHAEL",,,"MISS 3PTR by BUCKLAND,MICHAEL",2
--,,,,,"REBOUND OFF by BUCKLAND,MICHAEL",,,"REBOUND OFF by BUCKLAND,MICHAEL",2
11:59,,31,,65 (+34),"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",LIP 31-65 (-34),,"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",2
11:42,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",33,,65 (+32),,SEWANE~1 33-65 (-32),,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",2
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",2
11:25,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
11:25,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:25,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
11:25,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
11:25,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
11:25,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
11:21,,33,,67 (+34),"GOOD JUMPER by WILLIAMS,JOSH(in the paint)",LIP 33-67 (-34),,"GOOD JUMPER by WILLIAMS,JOSH(in the paint)",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
11:11,,,,,"FOUL  by MARBERRY,ROB",,,"FOUL  by MARBERRY,ROB",2
11:11,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",2
11:11,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",2
11:03,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",35,,67 (+32),,SEWANE~1 35-67 (-32),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
10:56,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
10:56,,35,,68 (+33),"GOOD FT by MORAN,NATHAN",LIP 35-68 (-33),,"GOOD FT by MORAN,NATHAN",2
10:56,,,,,"MISS FT by MORAN,NATHAN",,,"MISS FT by MORAN,NATHAN",2
--,,,,,"REBOUND OFF by MARBERRY,ROB",,,"REBOUND OFF by MARBERRY,ROB",2
10:56,,,,,"SUB IN by MARBERRY,ROB",,,"SUB IN by MARBERRY,ROB",2
10:56,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",2
10:48,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",2
--,,,,,"REBOUND OFF by MARBERRY,ROB",,,"REBOUND OFF by MARBERRY,ROB",2
10:46,"FOUL  by LEE,MATTHEW",,,,,,,"FOUL  by LEE,MATTHEW",2
10:46,,35,,69 (+34),"GOOD FT by MORAN,NATHAN",LIP 35-69 (-34),,"GOOD FT by MORAN,NATHAN",2
10:46,,35,,70 (+35),"GOOD FT by MORAN,NATHAN",LIP 35-70 (-35),,"GOOD FT by MORAN,NATHAN",2
10:46,"SUB IN by SPENCER,JC",,,,,,,"SUB IN by SPENCER,JC",2
10:46,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
10:31,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
10:16,,,,,"MISS 3PTR by WILLIAMS,JOSH",,,"MISS 3PTR by WILLIAMS,JOSH",2
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",2
10:01,"GOOD 3PTR by BUESCHER,HUNTER",38,,70 (+32),,SEWANE~1 38-70 (-32),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,"ASSIST  by SPENCER,JC",,,,,,,"ASSIST  by SPENCER,JC",2
09:53,"FOUL  by SPENCER,JC",,,,,,,"FOUL  by SPENCER,JC",2
09:53,,,,,"MISS FT by MARBERRY,ROB",,,"MISS FT by MARBERRY,ROB",2
--,"REBOUND DEF by SPENCER,JC",,,,,,,"REBOUND DEF by SPENCER,JC",2
09:53,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
09:53,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",2
09:53,,,,,"SUB IN by KORN,AARON",,,"SUB IN by KORN,AARON",2
09:53,,,,,"SUB OUT by WILLIAMS,JOSH",,,"SUB OUT by WILLIAMS,JOSH",2
09:43,"GOOD JUMPER by HOWELL,TAYLOR",40,,70 (+30),,SEWANE~1 40-70 (-30),,"GOOD JUMPER by HOWELL,TAYLOR",2
09:32,,,,,"MISS 3PTR by BUCKLAND,MICHAEL",,,"MISS 3PTR by BUCKLAND,MICHAEL",2
--,,,,,"REBOUND OFF by MATHEWS,GARRISON",,,"REBOUND OFF by MATHEWS,GARRISON",2
09:24,,40,,72 (+32),"GOOD LAYUP by KORN,AARON(in the paint)",LIP 40-72 (-32),,"GOOD LAYUP by KORN,AARON(in the paint)",2
09:06,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by KORN,AARON",,,"REBOUND DEF by KORN,AARON",2
09:01,,40,,74 (+34),"GOOD LAYUP by MARBERRY,ROB(fastbreak)(in the paint)",LIP 40-74 (-34),,"GOOD LAYUP by MARBERRY,ROB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KORN,AARON",,,"ASSIST  by KORN,AARON",2
08:40,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",2
08:30,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
08:30,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
08:30,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
08:30,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
08:30,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
08:30,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",2
08:22,,,,,"TURNOVER  by MARBERRY,ROB",,,"TURNOVER  by MARBERRY,ROB",2
08:22,"STEAL  by BARRY,MICHAEL",,,,,,,"STEAL  by BARRY,MICHAEL",2
08:18,"MISS 3PTR by BARRY,MICHAEL",,,,,,,"MISS 3PTR by BARRY,MICHAEL",2
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",2
08:09,"FOUL  by SPENCER,JC",,,,,,,"FOUL  by SPENCER,JC",2
08:09,,40,,75 (+35),"GOOD FT by MARBERRY,ROB",LIP 40-75 (-35),,"GOOD FT by MARBERRY,ROB",2
08:09,,40,,76 (+36),"GOOD FT by MARBERRY,ROB",LIP 40-76 (-36),,"GOOD FT by MARBERRY,ROB",2
08:09,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
08:09,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
08:09,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",2
08:09,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",2
07:53,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
--,,,,,"REBOUND DEF by WISHON,BRETT",,,"REBOUND DEF by WISHON,BRETT",2
07:48,,,,,"TURNOVER  by MATHEWS,GARRISON",,,"TURNOVER  by MATHEWS,GARRISON",2
07:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:36,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by WILLIAMS,JOSH",,,"REBOUND DEF by WILLIAMS,JOSH",2
07:33,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
07:33,,40,,77 (+37),"GOOD FT by WILLIAMS,JOSH",LIP 40-77 (-37),,"GOOD FT by WILLIAMS,JOSH",2
07:33,,,,,"MISS FT by WILLIAMS,JOSH",,,"MISS FT by WILLIAMS,JOSH",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
07:33,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
07:33,"SUB OUT by SPENCER,JC",,,,,,,"SUB OUT by SPENCER,JC",2
07:17,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",2
07:10,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
07:10,,40,,78 (+38),"GOOD FT by KORN,AARON",LIP 40-78 (-38),,"GOOD FT by KORN,AARON",2
07:10,,40,,79 (+39),"GOOD FT by KORN,AARON",LIP 40-79 (-39),,"GOOD FT by KORN,AARON",2
07:10,,,,,"SUB IN by BRAMMEIER,GEORGE",,,"SUB IN by BRAMMEIER,GEORGE",2
07:10,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",2
06:56,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",42,,79 (+37),,SEWANE~1 42-79 (-37),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
06:53,,,,,"TURNOVER  by COOPER,KENNY",,,"TURNOVER  by COOPER,KENNY",2
06:53,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
06:53,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
06:53,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",2
06:53,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
06:53,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
06:53,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
06:38,,42,,81 (+39),"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",LIP 42-81 (-39),,"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",2
--,,,,,"ASSIST  by COOPER,KENNY",,,"ASSIST  by COOPER,KENNY",2
06:22,"MISS JUMPER by HOWELL,TAYLOR",,,,,,,"MISS JUMPER by HOWELL,TAYLOR",2
06:22,,,,,"BLOCK  by KORN,AARON",,,"BLOCK  by KORN,AARON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:21,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",2
06:21,,,,,"SUB OUT by KORN,AARON",,,"SUB OUT by KORN,AARON",2
06:12,"GOOD 3PTR by WILLIAMS,JORDEN(fastbreak)",45,,81 (+36),,SEWANE~1 45-81 (-36),,"GOOD 3PTR by WILLIAMS,JORDEN(fastbreak)",2
--,"ASSIST  by THOMAS,ADRIAN",,,,,,,"ASSIST  by THOMAS,ADRIAN",2
06:07,,,,,"SUB IN by KORN,AARON",,,"SUB IN by KORN,AARON",2
06:07,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
05:59,,,,,"TURNOVER  by BRAMMEIER,GEORGE",,,"TURNOVER  by BRAMMEIER,GEORGE",2
05:58,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
05:28,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by KORN,AARON",,,"REBOUND DEF by KORN,AARON",2
05:14,,,,,"MISS 3PTR by COOPER,KENNY",,,"MISS 3PTR by COOPER,KENNY",2
--,,,,,"REBOUND OFF by BRAMMEIER,GEORGE",,,"REBOUND OFF by BRAMMEIER,GEORGE",2
05:14,"FOUL  by LEE,MATTHEW",,,,,,,"FOUL  by LEE,MATTHEW",2
05:14,,,,,"MISS FT by BRAMMEIER,GEORGE",,,"MISS FT by BRAMMEIER,GEORGE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:14,,45,,82 (+37),"GOOD FT by BRAMMEIER,GEORGE",LIP 45-82 (-37),,"GOOD FT by BRAMMEIER,GEORGE",2
05:14,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
05:14,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
05:14,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",2
05:14,,,,,"SUB OUT by BRAMMEIER,GEORGE",,,"SUB OUT by BRAMMEIER,GEORGE",2
04:54,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",47,,82 (+35),,SEWANE~1 47-82 (-35),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
04:43,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
04:43,,47,,83 (+36),"GOOD FT by WISHON,BRETT",LIP 47-83 (-36),,"GOOD FT by WISHON,BRETT",2
04:43,,47,,84 (+37),"GOOD FT by WISHON,BRETT",LIP 47-84 (-37),,"GOOD FT by WISHON,BRETT",2
04:27,"GOOD JUMPER by WILLIAMS,JORDEN",49,,84 (+35),,SEWANE~1 49-84 (-35),,"GOOD JUMPER by WILLIAMS,JORDEN",2
04:05,,,,,"MISS 3PTR by COOPER,KENNY",,,"MISS 3PTR by COOPER,KENNY",2
--,,,,,"REBOUND OFF by KORN,AARON",,,"REBOUND OFF by KORN,AARON",2
04:04,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
04:04,,,,,"MISS FT by KORN,AARON",,,"MISS FT by KORN,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:04,,49,,85 (+36),"GOOD FT by KORN,AARON",LIP 49-85 (-36),,"GOOD FT by KORN,AARON",2
04:04,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
04:04,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
04:04,,,,,"SUB IN by BRAMMEIER,GEORGE",,,"SUB IN by BRAMMEIER,GEORGE",2
04:04,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",2
03:52,"TURNOVER  by LEE,MATTHEW",,,,,,,"TURNOVER  by LEE,MATTHEW",2
03:50,,,,,"STEAL  by COOPER,KENNY",,,"STEAL  by COOPER,KENNY",2
03:46,,,,,"TURNOVER  by BUCKLAND,MICHAEL",,,"TURNOVER  by BUCKLAND,MICHAEL",2
03:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:46,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
03:46,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
03:46,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",2
03:46,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
03:46,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
03:46,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",2
03:14,"GOOD LAYUP by JOHNSON,DAVID(in the paint)",51,,85 (+34),,SEWANE~1 51-85 (-34),,"GOOD LAYUP by JOHNSON,DAVID(in the paint)",2
03:01,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
03:01,,,,,"MISS FT by BRAMMEIER,GEORGE",,,"MISS FT by BRAMMEIER,GEORGE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:01,,51,,86 (+35),"GOOD FT by BRAMMEIER,GEORGE",LIP 51-86 (-35),,"GOOD FT by BRAMMEIER,GEORGE",2
03:01,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
03:01,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",2
02:43,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
02:43,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
02:43,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
02:23,,51,,88 (+37),"GOOD LAYUP by COOPER,KENNY(in the paint)",LIP 51-88 (-37),,"GOOD LAYUP by COOPER,KENNY(in the paint)",2
02:23,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
02:23,,51,,89 (+38),"GOOD FT by COOPER,KENNY",LIP 51-89 (-38),,"GOOD FT by COOPER,KENNY",2
02:23,"SUB IN by BRADEN,WILL",,,,,,,"SUB IN by BRADEN,WILL",2
02:23,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
02:23,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
02:23,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
