Time Remaining,JOHNSON,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
00:00,,42,,54 (+12),"GOOD DUNK by STONE,BRODY(in the paint)",SEWANEE 42-54 (+12),,"GOOD DUNK by STONE,BRODY(in the paint)",1
20:00,"FOUL  by FLEMMING,TRENT",,,,,,,"FOUL  by FLEMMING,TRENT",2
19:40,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by FLEMMING,TRENT",,,,,,,"REBOUND DEF by FLEMMING,TRENT",2
19:34,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",44,,54 (+10),,JOHNSON 44-54 (+10),,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",2
18:59,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
18:46,"FOUL  by JOHN,GUNNER ST",,,,,,,"FOUL  by JOHN,GUNNER ST",2
18:46,"SUB IN by KING,TREVOR",,,,,,,"SUB IN by KING,TREVOR",2
18:46,"SUB IN by KALU,ED",,,,,,,"SUB IN by KALU,ED",2
18:46,"SUB OUT by JOHN,GUNNER ST",,,,,,,"SUB OUT by JOHN,GUNNER ST",2
18:46,"SUB OUT by FLEMMING,TRENT",,,,,,,"SUB OUT by FLEMMING,TRENT",2
18:25,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:07,"GOOD JUMPER by WHITE,KENNY",46,,54 (+8),,JOHNSON 46-54 (+8),,"GOOD JUMPER by WHITE,KENNY",2
17:47,,46,,56 (+10),"GOOD JUMPER by THOMAS,ADRIAN",SEWANEE 46-56 (+10),,"GOOD JUMPER by THOMAS,ADRIAN",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
17:35,"MISS JUMPER by KALU,ED",,,,,,,"MISS JUMPER by KALU,ED",2
--,"REBOUND OFF by GUILLON,KENTON",,,,,,,"REBOUND OFF by GUILLON,KENTON",2
17:22,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
17:11,"TURNOVER  by GUILLON,KENTON",,,,,,,"TURNOVER  by GUILLON,KENTON",2
16:53,,46,,58 (+12),"GOOD JUMPER by STONE,BRODY",SEWANEE 46-58 (+12),,"GOOD JUMPER by STONE,BRODY",2
16:46,"GOOD JUMPER by GILPIN,TAYLOR",48,,58 (+10),,JOHNSON 48-58 (+10),,"GOOD JUMPER by GILPIN,TAYLOR",2
16:23,"FOUL  by KALU,ED",,,,,,,"FOUL  by KALU,ED",2
16:23,"SUB IN by FLEMMING,TRENT",,,,,,,"SUB IN by FLEMMING,TRENT",2
16:23,"SUB IN by CAMP,BRETT",,,,,,,"SUB IN by CAMP,BRETT",2
16:23,"SUB OUT by GILPIN,TAYLOR",,,,,,,"SUB OUT by GILPIN,TAYLOR",2
16:23,"SUB OUT by GUILLON,KENTON",,,,,,,"SUB OUT by GUILLON,KENTON",2
16:21,,48,,60 (+12),"GOOD JUMPER by BORN,LEO",SEWANEE 48-60 (+12),,"GOOD JUMPER by BORN,LEO",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
16:14,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
16:05,"TURNOVER  by FLEMMING,TRENT",,,,,,,"TURNOVER  by FLEMMING,TRENT",2
16:03,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
15:57,,48,,62 (+14),"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 48-62 (+14),,"GOOD LAYUP by BORN,LEO(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
15:57,"FOUL  by FLEMMING,TRENT",,,,,,,"FOUL  by FLEMMING,TRENT",2
15:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:57,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,"REBOUND DEF by FLEMMING,TRENT",,,,,,,"REBOUND DEF by FLEMMING,TRENT",2
15:57,"SUB IN by JOHN,GUNNER ST",,,,,,,"SUB IN by JOHN,GUNNER ST",2
15:57,"SUB OUT by KALU,ED",,,,,,,"SUB OUT by KALU,ED",2
15:45,"MISS JUMPER by JOHN,GUNNER ST",,,,,,,"MISS JUMPER by JOHN,GUNNER ST",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
15:28,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by FLEMMING,TRENT",,,,,,,"REBOUND DEF by FLEMMING,TRENT",2
15:14,"GOOD LAYUP by JOHN,GUNNER ST(in the paint)",50,,62 (+12),,JOHNSON 50-62 (+12),,"GOOD LAYUP by JOHN,GUNNER ST(in the paint)",2
--,"ASSIST  by WHITE,KENNY",,,,,,,"ASSIST  by WHITE,KENNY",2
15:14,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
15:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:14,"GOOD FT by JOHN,GUNNER ST",51,,62 (+11),,JOHNSON 51-62 (+11),,"GOOD FT by JOHN,GUNNER ST",2
15:14,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
15:14,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
14:47,"FOUL  by JOHN,GUNNER ST",,,,,,,"FOUL  by JOHN,GUNNER ST",2
14:47,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:47,,51,,63 (+12),"GOOD FT by BORN,LEO",SEWANEE 51-63 (+12),,"GOOD FT by BORN,LEO",2
14:47,"SUB IN by GILPIN,TAYLOR",,,,,,,"SUB IN by GILPIN,TAYLOR",2
14:47,"SUB IN by KALU,ED",,,,,,,"SUB IN by KALU,ED",2
14:47,"SUB OUT by JOHN,GUNNER ST",,,,,,,"SUB OUT by JOHN,GUNNER ST",2
14:47,"SUB OUT by KING,TREVOR",,,,,,,"SUB OUT by KING,TREVOR",2
14:36,"MISS JUMPER by FLEMMING,TRENT",,,,,,,"MISS JUMPER by FLEMMING,TRENT",2
14:36,,,,,"BLOCK  by LEE,MATTHEW",,,"BLOCK  by LEE,MATTHEW",2
--,"REBOUND OFF by FLEMMING,TRENT",,,,,,,"REBOUND OFF by FLEMMING,TRENT",2
14:32,"MISS 3PTR by WHITE,KENNY",,,,,,,"MISS 3PTR by WHITE,KENNY",2
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",2
14:15,,51,,65 (+14),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 51-65 (+14),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
14:08,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
14:08,"GOOD FT by GILPIN,TAYLOR",52,,65 (+13),,JOHNSON 52-65 (+13),,"GOOD FT by GILPIN,TAYLOR",2
14:08,"GOOD FT by GILPIN,TAYLOR",53,,65 (+12),,JOHNSON 53-65 (+12),,"GOOD FT by GILPIN,TAYLOR",2
13:49,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",2
13:48,"STEAL  by GILPIN,TAYLOR",,,,,,,"STEAL  by GILPIN,TAYLOR",2
13:46,"GOOD LAYUP by WHITE,KENNY(in the paint)",55,,65 (+10),,JOHNSON 55-65 (+10),,"GOOD LAYUP by WHITE,KENNY(in the paint)",2
--,"ASSIST  by GILPIN,TAYLOR",,,,,,,"ASSIST  by GILPIN,TAYLOR",2
13:21,,55,,67 (+12),"GOOD JUMPER by BORN,LEO",SEWANEE 55-67 (+12),,"GOOD JUMPER by BORN,LEO",2
13:12,"MISS JUMPER by GILPIN,TAYLOR",,,,,,,"MISS JUMPER by GILPIN,TAYLOR",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
13:01,,55,,69 (+14),"GOOD JUMPER by BORN,CLAY",SEWANEE 55-69 (+14),,"GOOD JUMPER by BORN,CLAY",2
12:48,"GOOD LAYUP by FLEMMING,TRENT(in the paint)",57,,69 (+12),,JOHNSON 57-69 (+12),,"GOOD LAYUP by FLEMMING,TRENT(in the paint)",2
12:48,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
12:48,"GOOD FT by FLEMMING,TRENT",58,,69 (+11),,JOHNSON 58-69 (+11),,"GOOD FT by FLEMMING,TRENT",2
12:48,"SUB IN by GUILLON,KENTON",,,,,,,"SUB IN by GUILLON,KENTON",2
12:48,"SUB OUT by WHITE,KENNY",,,,,,,"SUB OUT by WHITE,KENNY",2
12:48,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
12:48,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
12:48,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
12:48,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
12:28,"FOUL  by GILPIN,TAYLOR",,,,,,,"FOUL  by GILPIN,TAYLOR",2
12:28,,58,,70 (+12),"GOOD FT by THOMAS,ADRIAN",SEWANEE 58-70 (+12),,"GOOD FT by THOMAS,ADRIAN",2
12:28,,58,,71 (+13),"GOOD FT by THOMAS,ADRIAN",SEWANEE 58-71 (+13),,"GOOD FT by THOMAS,ADRIAN",2
12:28,"SUB IN by SINKHORN,ISSAC",,,,,,,"SUB IN by SINKHORN,ISSAC",2
12:28,"SUB OUT by CAMP,BRETT",,,,,,,"SUB OUT by CAMP,BRETT",2
12:17,"GOOD LAYUP by GUILLON,KENTON(in the paint)",60,,71 (+11),,JOHNSON 60-71 (+11),,"GOOD LAYUP by GUILLON,KENTON(in the paint)",2
11:57,,60,,73 (+13),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 60-73 (+13),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",2
11:49,"GOOD JUMPER by FLEMMING,TRENT",62,,73 (+11),,JOHNSON 62-73 (+11),,"GOOD JUMPER by FLEMMING,TRENT",2
11:49,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
11:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:49,"MISS FT by FLEMMING,TRENT",,,,,,,"MISS FT by FLEMMING,TRENT",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
11:49,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
11:49,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
11:49,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
11:49,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
11:17,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND DEF by GUILLON,KENTON",,,,,,,"REBOUND DEF by GUILLON,KENTON",2
11:09,"MISS 3PTR by GUILLON,KENTON",,,,,,,"MISS 3PTR by GUILLON,KENTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:58,"FOUL  by SINKHORN,ISSAC",,,,,,,"FOUL  by SINKHORN,ISSAC",2
10:58,,62,,74 (+12),"GOOD FT by LEE,MATTHEW",SEWANEE 62-74 (+12),,"GOOD FT by LEE,MATTHEW",2
10:58,,62,,75 (+13),"GOOD FT by LEE,MATTHEW",SEWANEE 62-75 (+13),,"GOOD FT by LEE,MATTHEW",2
10:58,"SUB IN by WHITE,KENNY",,,,,,,"SUB IN by WHITE,KENNY",2
10:58,"SUB OUT by SINKHORN,ISSAC",,,,,,,"SUB OUT by SINKHORN,ISSAC",2
10:44,"TURNOVER  by FLEMMING,TRENT",,,,,,,"TURNOVER  by FLEMMING,TRENT",2
10:43,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
10:27,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND DEF by FLEMMING,TRENT",,,,,,,"REBOUND DEF by FLEMMING,TRENT",2
10:21,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
10:21,"GOOD FT by FLEMMING,TRENT",63,,75 (+12),,JOHNSON 63-75 (+12),,"GOOD FT by FLEMMING,TRENT",2
10:21,"GOOD FT by FLEMMING,TRENT",64,,75 (+11),,JOHNSON 64-75 (+11),,"GOOD FT by FLEMMING,TRENT",2
10:21,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
10:21,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
10:21,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
10:21,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
10:02,,,,,"MISS JUMPER by LEE,MATTHEW",,,"MISS JUMPER by LEE,MATTHEW",2
--,"REBOUND DEF by GILPIN,TAYLOR",,,,,,,"REBOUND DEF by GILPIN,TAYLOR",2
10:00,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
10:00,"GOOD FT by GILPIN,TAYLOR",65,,75 (+10),,JOHNSON 65-75 (+10),,"GOOD FT by GILPIN,TAYLOR",2
10:00,"GOOD FT by GILPIN,TAYLOR",66,,75 (+9),,JOHNSON 66-75 (+9),,"GOOD FT by GILPIN,TAYLOR",2
09:49,,66,,77 (+11),"GOOD LAYUP by LEE,MATTHEW(in the paint)",SEWANEE 66-77 (+11),,"GOOD LAYUP by LEE,MATTHEW(in the paint)",2
09:49,"FOUL  by KALU,ED",,,,,,,"FOUL  by KALU,ED",2
09:49,,66,,78 (+12),"GOOD FT by LEE,MATTHEW",SEWANEE 66-78 (+12),,"GOOD FT by LEE,MATTHEW",2
09:40,"GOOD LAYUP by KALU,ED(in the paint)",68,,78 (+10),,JOHNSON 68-78 (+10),,"GOOD LAYUP by KALU,ED(in the paint)",2
09:30,"FOUL  by GUILLON,KENTON",,,,,,,"FOUL  by GUILLON,KENTON",2
09:30,,68,,79 (+11),"GOOD FT by BORN,CLAY",SEWANEE 68-79 (+11),,"GOOD FT by BORN,CLAY",2
09:30,,68,,80 (+12),"GOOD FT by BORN,CLAY",SEWANEE 68-80 (+12),,"GOOD FT by BORN,CLAY",2
09:30,"SUB IN by CAMP,BRETT",,,,,,,"SUB IN by CAMP,BRETT",2
09:30,"SUB OUT by KALU,ED",,,,,,,"SUB OUT by KALU,ED",2
09:30,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
09:30,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
09:20,"MISS LAYUP by WHITE,KENNY",,,,,,,"MISS LAYUP by WHITE,KENNY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
09:01,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
08:58,,68,,82 (+14),"GOOD JUMPER by THOMAS,ADRIAN",SEWANEE 68-82 (+14),,"GOOD JUMPER by THOMAS,ADRIAN",2
08:49,"MISS JUMPER by WHITE,KENNY",,,,,,,"MISS JUMPER by WHITE,KENNY",2
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",2
08:35,,68,,84 (+16),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 68-84 (+16),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",2
08:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:27,"MISS JUMPER by WHITE,KENNY",,,,,,,"MISS JUMPER by WHITE,KENNY",2
08:27,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
07:40,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,"REBOUND DEF by WHITE,KENNY",,,,,,,"REBOUND DEF by WHITE,KENNY",2
07:32,"GOOD JUMPER by FLEMMING,TRENT",70,,84 (+14),,JOHNSON 70-84 (+14),,"GOOD JUMPER by FLEMMING,TRENT",2
07:08,"FOUL  by GUILLON,KENTON",,,,,,,"FOUL  by GUILLON,KENTON",2
07:08,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:08,,70,,85 (+15),"GOOD FT by STONE,BRODY",SEWANEE 70-85 (+15),,"GOOD FT by STONE,BRODY",2
07:08,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
07:08,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
07:08,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
07:08,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
06:52,"GOOD 3PTR by GILPIN,TAYLOR",73,,85 (+12),,JOHNSON 73-85 (+12),,"GOOD 3PTR by GILPIN,TAYLOR",2
--,"ASSIST  by FLEMMING,TRENT",,,,,,,"ASSIST  by FLEMMING,TRENT",2
06:45,"FOUL  by CAMP,BRETT",,,,,,,"FOUL  by CAMP,BRETT",2
06:45,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:45,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by GILPIN,TAYLOR",,,,,,,"REBOUND DEF by GILPIN,TAYLOR",2
06:45,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
06:45,"GOOD FT by GUILLON,KENTON",74,,85 (+11),,JOHNSON 74-85 (+11),,"GOOD FT by GUILLON,KENTON",2
06:45,"GOOD FT by GUILLON,KENTON",75,,85 (+10),,JOHNSON 75-85 (+10),,"GOOD FT by GUILLON,KENTON",2
06:45,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
06:45,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
06:30,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",2
--,"REBOUND DEF by GILPIN,TAYLOR",,,,,,,"REBOUND DEF by GILPIN,TAYLOR",2
06:21,"GOOD 3PTR by GILPIN,TAYLOR",78,,85 (+7),,JOHNSON 78-85 (+7),,"GOOD 3PTR by GILPIN,TAYLOR",2
--,"ASSIST  by CAMP,BRETT",,,,,,,"ASSIST  by CAMP,BRETT",2
06:14,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
06:13,"STEAL  by GILPIN,TAYLOR",,,,,,,"STEAL  by GILPIN,TAYLOR",2
06:12,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",80,,85 (+5),,JOHNSON 80-85 (+5),,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",2
06:11,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
06:11,"SUB IN by JOHN,GUNNER ST",,,,,,,"SUB IN by JOHN,GUNNER ST",2
06:11,"SUB OUT by FLEMMING,TRENT",,,,,,,"SUB OUT by FLEMMING,TRENT",2
06:11,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:11,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
05:51,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
05:51,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
05:51,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
05:51,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
05:36,"MISS LAYUP by GILPIN,TAYLOR",,,,,,,"MISS LAYUP by GILPIN,TAYLOR",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
05:11,,,,,"MISS 3PTR by THOMAS,ADRIAN",,,"MISS 3PTR by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
05:07,,80,,87 (+7),"GOOD JUMPER by BORN,LEO",SEWANEE 80-87 (+7),,"GOOD JUMPER by BORN,LEO",2
04:56,"TURNOVER  by WHITE,KENNY",,,,,,,"TURNOVER  by WHITE,KENNY",2
04:55,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
04:49,"FOUL  by GILPIN,TAYLOR",,,,,,,"FOUL  by GILPIN,TAYLOR",2
04:49,,80,,88 (+8),"GOOD FT by BORN,LEO",SEWANEE 80-88 (+8),,"GOOD FT by BORN,LEO",2
04:49,,80,,89 (+9),"GOOD FT by BORN,LEO",SEWANEE 80-89 (+9),,"GOOD FT by BORN,LEO",2
04:40,"TURNOVER  by CAMP,BRETT",,,,,,,"TURNOVER  by CAMP,BRETT",2
04:39,,,,,"STEAL  by THOMAS,ADRIAN",,,"STEAL  by THOMAS,ADRIAN",2
04:37,,80,,91 (+11),"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",SEWANEE 80-91 (+11),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",2
04:29,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
04:29,"GOOD FT by GILPIN,TAYLOR",81,,91 (+10),,JOHNSON 81-91 (+10),,"GOOD FT by GILPIN,TAYLOR",2
04:29,"GOOD FT by GILPIN,TAYLOR",82,,91 (+9),,JOHNSON 82-91 (+9),,"GOOD FT by GILPIN,TAYLOR",2
04:29,"GOOD FT by GILPIN,TAYLOR",83,,91 (+8),,JOHNSON 83-91 (+8),,"GOOD FT by GILPIN,TAYLOR",2
04:29,"SUB IN by FLEMMING,TRENT",,,,,,,"SUB IN by FLEMMING,TRENT",2
04:29,"SUB OUT by CAMP,BRETT",,,,,,,"SUB OUT by CAMP,BRETT",2
04:29,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
04:29,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
04:03,,83,,93 (+10),"GOOD JUMPER by BORN,CLAY",SEWANEE 83-93 (+10),,"GOOD JUMPER by BORN,CLAY",2
03:51,"TURNOVER  by WHITE,KENNY",,,,,,,"TURNOVER  by WHITE,KENNY",2
03:50,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
03:49,,83,,95 (+12),"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",SEWANEE 83-95 (+12),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",2
03:32,"MISS LAYUP by FLEMMING,TRENT",,,,,,,"MISS LAYUP by FLEMMING,TRENT",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
03:11,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,"REBOUND DEF by WHITE,KENNY",,,,,,,"REBOUND DEF by WHITE,KENNY",2
03:05,"MISS JUMPER by WHITE,KENNY",,,,,,,"MISS JUMPER by WHITE,KENNY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
02:39,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
02:18,,83,,97 (+14),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 83-97 (+14),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
02:05,"MISS 3PTR by JOHN,GUNNER ST",,,,,,,"MISS 3PTR by JOHN,GUNNER ST",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
01:59,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
01:59,"STEAL  by WHITE,KENNY",,,,,,,"STEAL  by WHITE,KENNY",2
01:56,"MISS JUMPER by WHITE,KENNY",,,,,,,"MISS JUMPER by WHITE,KENNY",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
01:54,"FOUL  by GUILLON,KENTON",,,,,,,"FOUL  by GUILLON,KENTON",2
01:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:54,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:54,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,"REBOUND DEF by WHITE,KENNY",,,,,,,"REBOUND DEF by WHITE,KENNY",2
01:54,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
01:54,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
01:49,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
01:49,"GOOD FT by FLEMMING,TRENT",84,,97 (+13),,JOHNSON 84-97 (+13),,"GOOD FT by FLEMMING,TRENT",2
01:49,"MISS FT by FLEMMING,TRENT",,,,,,,"MISS FT by FLEMMING,TRENT",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
01:49,"FOUL  by GUILLON,KENTON",,,,,,,"FOUL  by GUILLON,KENTON",2
01:49,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:49,,84,,98 (+14),"GOOD FT by STONE,BRODY",SEWANEE 84-98 (+14),,"GOOD FT by STONE,BRODY",2
01:49,"SUB IN by BLAYLOCK,JAKE",,,,,,,"SUB IN by BLAYLOCK,JAKE",2
01:49,"SUB IN by CAMP,BRETT",,,,,,,"SUB IN by CAMP,BRETT",2
