Time Remaining,MARYVILL,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
14:57,,35,,46 (+11),"GOOD LAYUP by BORN,LEO(fastbreak)(in the paint)",SEWANEE 35-46 (+11),,"GOOD LAYUP by BORN,LEO(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
14:42,"GOOD JUMPER by NOKES,COLT",37,,46 (+9),,MARYVILL 37-46 (+9),,"GOOD JUMPER by NOKES,COLT",2
14:17,,37,,48 (+11),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 37-48 (+11),,"GOOD JUMPER by STONE,BRODY(in the paint)",2
14:17,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
14:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:17,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by BOWMAN,EMIER",,,,,,,"REBOUND DEF by BOWMAN,EMIER",2
14:17,"SUB IN by WATSON,CHRIS",,,,,,,"SUB IN by WATSON,CHRIS",2
14:17,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
14:02,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",39,,48 (+9),,MARYVILL 39-48 (+9),,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",2
13:40,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by WATSON,CHRIS",,,,,,,"REBOUND DEF by WATSON,CHRIS",2
13:35,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
13:35,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
13:35,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
13:35,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
13:22,"MISS LAYUP by BROOKS,JOSHUA",,,,,,,"MISS LAYUP by BROOKS,JOSHUA",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
12:58,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by BRAY,DANTERRIUS",,,,,,,"REBOUND DEF by BRAY,DANTERRIUS",2
12:54,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",41,,48 (+7),,MARYVILL 41-48 (+7),,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",2
--,"ASSIST  by BRAY,DANTERRIUS",,,,,,,"ASSIST  by BRAY,DANTERRIUS",2
12:27,"TURNOVER  by WATSON,CHRIS",,,,,,,"TURNOVER  by WATSON,CHRIS",2
12:27,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:27,,41,,49 (+8),"GOOD FT by THOMAS,ADRIAN",SEWANEE 41-49 (+8),,"GOOD FT by THOMAS,ADRIAN",2
12:27,"SUB IN by HOPPA,DANTE",,,,,,,"SUB IN by HOPPA,DANTE",2
12:27,"SUB IN by SPICER,TYLER",,,,,,,"SUB IN by SPICER,TYLER",2
12:27,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
12:27,"SUB OUT by BROOKS,JOSHUA",,,,,,,"SUB OUT by BROOKS,JOSHUA",2
12:27,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
12:27,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
12:27,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
12:27,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
12:18,,41,,51 (+10),"GOOD LAYUP by BORN,CLAY(in the paint)",SEWANEE 41-51 (+10),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
12:01,"GOOD LAYUP by WATSON,CHRIS(in the paint)",43,,51 (+8),,MARYVILL 43-51 (+8),,"GOOD LAYUP by WATSON,CHRIS(in the paint)",2
11:50,"MISS 3PTR by HOPPA,DANTE",,,,,,,"MISS 3PTR by HOPPA,DANTE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:38,,,,,"MISS LAYUP by BORN,CLAY",,,"MISS LAYUP by BORN,CLAY",2
--,"REBOUND DEF by WATSON,CHRIS",,,,,,,"REBOUND DEF by WATSON,CHRIS",2
11:32,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",2
11:10,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
11:10,"BLOCK  by WATSON,CHRIS",,,,,,,"BLOCK  by WATSON,CHRIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:09,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",2
11:09,"SUB OUT by SONGSTER,CALVIN",,,,,,,"SUB OUT by SONGSTER,CALVIN",2
11:06,,43,,54 (+11),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 43-54 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
10:47,"MISS JUMPER by WATSON,CHRIS",,,,,,,"MISS JUMPER by WATSON,CHRIS",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
10:30,,43,,56 (+13),"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",SEWANEE 43-56 (+13),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
10:13,"GOOD JUMPER by BRAY,DANTERRIUS",45,,56 (+11),,MARYVILL 45-56 (+11),,"GOOD JUMPER by BRAY,DANTERRIUS",2
10:04,,,,,"TURNOVER  by LEE,MATTHEW",,,"TURNOVER  by LEE,MATTHEW",2
10:03,"STEAL  by HOPPA,DANTE",,,,,,,"STEAL  by HOPPA,DANTE",2
09:52,"GOOD 3PTR by BRAY,DANTERRIUS",48,,56 (+8),,MARYVILL 48-56 (+8),,"GOOD 3PTR by BRAY,DANTERRIUS",2
--,"ASSIST  by WATSON,CHRIS",,,,,,,"ASSIST  by WATSON,CHRIS",2
09:20,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
09:20,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
09:20,"SUB IN by BROOKS,JOSHUA",,,,,,,"SUB IN by BROOKS,JOSHUA",2
09:20,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",2
09:20,"SUB OUT by HOPPA,DANTE",,,,,,,"SUB OUT by HOPPA,DANTE",2
09:20,"SUB OUT by WATSON,CHRIS",,,,,,,"SUB OUT by WATSON,CHRIS",2
09:20,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
09:20,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
09:20,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
09:20,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
08:37,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:15,"MISS 3PTR by BROOKS,JOSHUA",,,,,,,"MISS 3PTR by BROOKS,JOSHUA",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
07:51,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by SPICER,TYLER",,,,,,,"REBOUND DEF by SPICER,TYLER",2
07:42,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
07:42,"TURNOVER  by NOKES,COLT",,,,,,,"TURNOVER  by NOKES,COLT",2
07:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:42,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
07:42,"SUB OUT by SPICER,TYLER",,,,,,,"SUB OUT by SPICER,TYLER",2
07:42,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
07:42,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
07:28,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
07:22,"MISS 3PTR by BRAY,DANTERRIUS",,,,,,,"MISS 3PTR by BRAY,DANTERRIUS",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
06:57,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
06:57,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
06:57,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",2
06:57,"SUB OUT by BRAY,DANTERRIUS",,,,,,,"SUB OUT by BRAY,DANTERRIUS",2
06:57,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:57,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
06:57,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
06:57,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
06:49,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,"REBOUND OFF by NOKES,COLT",,,,,,,"REBOUND OFF by NOKES,COLT",2
06:45,"MISS JUMPER by NOKES,COLT",,,,,,,"MISS JUMPER by NOKES,COLT",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
05:56,,48,,58 (+10),"GOOD JUMPER by BORN,LEO",SEWANEE 48-58 (+10),,"GOOD JUMPER by BORN,LEO",2
05:40,"MISS 3PTR by SONGSTER,CALVIN",,,,,,,"MISS 3PTR by SONGSTER,CALVIN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
05:18,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
05:18,"SUB IN by HOPPA,DANTE",,,,,,,"SUB IN by HOPPA,DANTE",2
05:18,"SUB IN by SPICER,TYLER",,,,,,,"SUB IN by SPICER,TYLER",2
05:18,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
05:18,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",2
05:07,,48,,60 (+12),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 48-60 (+12),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
04:49,"GOOD LAYUP by NOKES,COLT(in the paint)",50,,60 (+10),,MARYVILL 50-60 (+10),,"GOOD LAYUP by NOKES,COLT(in the paint)",2
--,"ASSIST  by SONGSTER,CALVIN",,,,,,,"ASSIST  by SONGSTER,CALVIN",2
04:27,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND DEF by SPICER,TYLER",,,,,,,"REBOUND DEF by SPICER,TYLER",2
04:27,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
04:05,"MISS LAYUP by SONGSTER,CALVIN",,,,,,,"MISS LAYUP by SONGSTER,CALVIN",2
--,"REBOUND OFF by SONGSTER,CALVIN",,,,,,,"REBOUND OFF by SONGSTER,CALVIN",2
04:00,"MISS JUMPER by NOKES,COLT",,,,,,,"MISS JUMPER by NOKES,COLT",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
03:59,"FOUL  by SPICER,TYLER",,,,,,,"FOUL  by SPICER,TYLER",2
03:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:59,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
03:59,"SUB IN by BOWMAN,BLAKE",,,,,,,"SUB IN by BOWMAN,BLAKE",2
03:59,"SUB OUT by SPICER,TYLER",,,,,,,"SUB OUT by SPICER,TYLER",2
03:59,"SUB OUT by SONGSTER,CALVIN",,,,,,,"SUB OUT by SONGSTER,CALVIN",2
03:44,,50,,62 (+12),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 50-62 (+12),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by BROOKS,JOSHUA",,,,,,,"ASSIST  by BROOKS,JOSHUA",2
03:18,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
03:18,"MISS FT by NOKES,COLT",,,,,,,"MISS FT by NOKES,COLT",2
--,"REBOUND OFF by BROOKS,JOSHUA",,,,,,,"REBOUND OFF by BROOKS,JOSHUA",2
03:18,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",2
03:18,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
03:18,"STEAL  by HOPPA,DANTE",,,,,,,"STEAL  by HOPPA,DANTE",2
03:18,"GOOD LAYUP by HOPPA,DANTE(fastbreak)(in the paint)",52,,62 (+10),,MARYVILL 52-62 (+10),,"GOOD LAYUP by HOPPA,DANTE(fastbreak)(in the paint)",2
03:18,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
03:18,"GOOD 3PTR by SPICER,TYLER",55,,62 (+7),,MARYVILL 55-62 (+7),,"GOOD 3PTR by SPICER,TYLER",2
--,"ASSIST  by BOWMAN,EMIER",,,,,,,"ASSIST  by BOWMAN,EMIER",2
02:50,"SUB IN by SPICER,TYLER",,,,,,,"SUB IN by SPICER,TYLER",2
02:50,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
02:38,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
02:38,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:38,,55,,63 (+8),"GOOD FT by STONE,BRODY",SEWANEE 55-63 (+8),,"GOOD FT by STONE,BRODY",2
02:23,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
02:23,"GOOD FT by BROOKS,JOSHUA",56,,63 (+7),,MARYVILL 56-63 (+7),,"GOOD FT by BROOKS,JOSHUA",2
02:23,"GOOD FT by BROOKS,JOSHUA",57,,63 (+6),,MARYVILL 57-63 (+6),,"GOOD FT by BROOKS,JOSHUA",2
02:02,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
02:01,"STEAL  by HOPPA,DANTE",,,,,,,"STEAL  by HOPPA,DANTE",2
01:58,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
01:58,"MISS FT by BOWMAN,EMIER",,,,,,,"MISS FT by BOWMAN,EMIER",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
01:58,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
01:58,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
01:55,"FOUL  by HOPPA,DANTE",,,,,,,"FOUL  by HOPPA,DANTE",2
01:55,,57,,64 (+7),"GOOD FT by BORN,LEO",SEWANEE 57-64 (+7),,"GOOD FT by BORN,LEO",2
01:55,,57,,65 (+8),"GOOD FT by BORN,LEO",SEWANEE 57-65 (+8),,"GOOD FT by BORN,LEO",2
01:40,"GOOD 3PTR by HOPPA,DANTE",60,,65 (+5),,MARYVILL 60-65 (+5),,"GOOD 3PTR by HOPPA,DANTE",2
--,"ASSIST  by BOWMAN,EMIER",,,,,,,"ASSIST  by BOWMAN,EMIER",2
01:04,,60,,67 (+7),"GOOD LAYUP by BORN,CLAY(in the paint)",SEWANEE 60-67 (+7),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
--,"ASSIST  by BROOKS,JOSHUA",,,,,,,"ASSIST  by BROOKS,JOSHUA",2
00:56,"GOOD JUMPER by BOWMAN,BLAKE(in the paint)",62,,67 (+5),,MARYVILL 62-67 (+5),,"GOOD JUMPER by BOWMAN,BLAKE(in the paint)",2
00:49,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",2
00:49,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",2
00:49,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",2
00:49,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
00:49,"SUB OUT by BOWMAN,BLAKE",,,,,,,"SUB OUT by BOWMAN,BLAKE",2
00:49,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
00:49,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
--,"ASSIST  by BOWMAN,BLAKE",,,,,,,"ASSIST  by BOWMAN,BLAKE",2
00:47,"GOOD 3PTR by SONGSTER,CALVIN",65,,67 (+2),,MARYVILL 65-67 (+2),,"GOOD 3PTR by SONGSTER,CALVIN",2
00:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:24,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
00:24,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:24,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,"REBOUND DEF by SONGSTER,CALVIN",,,,,,,"REBOUND DEF by SONGSTER,CALVIN",2
00:11,"GOOD LAYUP by NOKES,COLT(in the paint)",67,,67,,MARYVILL 67-67 (0),,"GOOD LAYUP by NOKES,COLT(in the paint)",2
00:08,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:08,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
00:08,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
00:05,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
00:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:05,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
00:05,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
05:00,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",3
05:00,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",3
05:00,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",3
05:00,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",3
04:39,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",69 (+2),,67,,MARYVILL 69-67 (-2),,"GOOD LAYUP by BROOKS,JOSHUA(in the paint)",3
--,"ASSIST  by HOPPA,DANTE",,,,,,,"ASSIST  by HOPPA,DANTE",3
04:14,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",3
03:53,"GOOD JUMPER by SONGSTER,CALVIN",71 (+4),,67,,MARYVILL 71-67 (-4),,"GOOD JUMPER by SONGSTER,CALVIN",3
03:34,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",3
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",3
03:09,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",3
03:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
03:09,"GOOD FT by NOKES,COLT",72 (+5),,67,,MARYVILL 72-67 (-5),,"GOOD FT by NOKES,COLT",3
03:09,"GOOD FT by NOKES,COLT",73 (+6),,67,,MARYVILL 73-67 (-6),,"GOOD FT by NOKES,COLT",3
02:59,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",3
02:59,"BLOCK  by SONGSTER,CALVIN",,,,,,,"BLOCK  by SONGSTER,CALVIN",3
--,,,,,"REBOUND OFF by BORN,CLAY",,,"REBOUND OFF by BORN,CLAY",3
02:56,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",3
02:32,"STEAL  by GARCIA,EMANUELLE",,,,,,,"STEAL  by GARCIA,EMANUELLE",3
02:29,"GOOD 3PTR by SONGSTER,CALVIN",76 (+9),,67,,MARYVILL 76-67 (-9),,"GOOD 3PTR by SONGSTER,CALVIN",3
02:16,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",3
--,"REBOUND DEF by SPICER,TYLER",,,,,,,"REBOUND DEF by SPICER,TYLER",3
01:57,"TURNOVER  by SPICER,TYLER",,,,,,,"TURNOVER  by SPICER,TYLER",3
01:57,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",3
01:57,"FOUL  by SPICER,TYLER",,,,,,,"FOUL  by SPICER,TYLER",3
01:57,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:57,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",3
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",3
01:38,"TURNOVER  by SONGSTER,CALVIN",,,,,,,"TURNOVER  by SONGSTER,CALVIN",3
01:26,,,,,"MISS 3PTR by CALDWELL,CAM",,,"MISS 3PTR by CALDWELL,CAM",3
--,"REBOUND DEF by SPICER,TYLER",,,,,,,"REBOUND DEF by SPICER,TYLER",3
01:23,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",3
01:23,"GOOD FT by SPICER,TYLER",77 (+10),,67,,MARYVILL 77-67 (-10),,"GOOD FT by SPICER,TYLER",3
01:23,"GOOD FT by SPICER,TYLER",78 (+11),,67,,MARYVILL 78-67 (-11),,"GOOD FT by SPICER,TYLER",3
01:12,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",3
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",3
01:07,"FOUL  by HOPPA,DANTE",,,,,,,"FOUL  by HOPPA,DANTE",3
00:54,,78 (+10),,68,"GOOD FT by CALDWELL,CAM",SEWANEE 78-68 (-10),,"GOOD FT by CALDWELL,CAM",3
00:10,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",3
00:10,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",3
00:09,,,,,"MISS FT by CALDWELL,CAM",,,"MISS FT by CALDWELL,CAM",3
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",3
00:05,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",3
00:05,"GOOD FT by BROOKS,JOSHUA",79 (+11),,68,,MARYVILL 79-68 (-11),,"GOOD FT by BROOKS,JOSHUA",3
00:05,"MISS FT by BROOKS,JOSHUA",,,,,,,"MISS FT by BROOKS,JOSHUA",3
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",3
00:05,,,,,"MISS 3PTR by CALDWELL,CAM",,,"MISS 3PTR by CALDWELL,CAM",3
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",3
00:05,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",3
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",3
00:05,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",3
00:05,"GOOD FT by HOPPA,DANTE",80 (+12),,68,,MARYVILL 80-68 (-12),,"GOOD FT by HOPPA,DANTE",3
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",3
00:04,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",3
00:04,"GOOD FT by HOPPA,DANTE",81 (+13),,68,,MARYVILL 81-68 (-13),,"GOOD FT by HOPPA,DANTE",3
00:04,"GOOD FT by HOPPA,DANTE",82 (+14),,68,,MARYVILL 82-68 (-14),,"GOOD FT by HOPPA,DANTE",3
00:04,"GOOD FT by HOPPA,DANTE",83 (+15),,68,,MARYVILL 83-68 (-15),,"GOOD FT by HOPPA,DANTE",3
00:04,,83 (+13),,70,"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 83-70 (-13),,"GOOD LAYUP by STONE,BRODY(in the paint)",3
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
00:00,"STEAL  by ESTES,KALEB",,,,,,,"STEAL  by ESTES,KALEB",3
00:00,,,,,"BLOCK  by THOMAS,ADRIAN",,,"BLOCK  by THOMAS,ADRIAN",3
