Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:07,"MISS 3PTR by WELLS,BRYCE",,,,,,,"MISS 3PTR by WELLS,BRYCE",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
14:44,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
14:42,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND DEF by HURST,JOSH",,,,,,,"REBOUND DEF by HURST,JOSH",2
14:40,"SUB IN by MCKAY,DREW",,,,,,,"SUB IN by MCKAY,DREW",2
14:40,"SUB OUT by RABKE,ADAM",,,,,,,"SUB OUT by RABKE,ADAM",2
14:40,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
14:40,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
14:22,"GOOD JUMPER by STEWART,TREY",32,,47 (+15),,BOYCE 32-47 (+15),,"GOOD JUMPER by STEWART,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:50,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
13:50,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
13:50,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
13:50,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
13:37,"MISS 3PTR by WELLS,BRYCE",,,,,,,"MISS 3PTR by WELLS,BRYCE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:25,,32,,49 (+17),"GOOD JUMPER by THOMAS,ADRIAN",SEWANEE 32-49 (+17),,"GOOD JUMPER by THOMAS,ADRIAN",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
13:24,"FOUL  by HURST,JOSH",,,,,,,"FOUL  by HURST,JOSH",2
13:24,,32,,50 (+18),"GOOD FT by THOMAS,ADRIAN",SEWANEE 32-50 (+18),,"GOOD FT by THOMAS,ADRIAN",2
13:04,"TURNOVER  by WELLS,BRYCE",,,,,,,"TURNOVER  by WELLS,BRYCE",2
13:04,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
13:03,"FOUL  by TUCKER,DEMETRIUS",,,,,,,"FOUL  by TUCKER,DEMETRIUS",2
13:03,"SUB IN by TUCKER,DARIUS",,,,,,,"SUB IN by TUCKER,DARIUS",2
13:03,"SUB OUT by HURST,JOSH",,,,,,,"SUB OUT by HURST,JOSH",2
12:37,,32,,52 (+20),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 32-52 (+20),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
12:22,"MISS JUMPER by WELLS,BRYCE",,,,,,,"MISS JUMPER by WELLS,BRYCE",2
12:22,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
12:03,,32,,55 (+23),"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 32-55 (+23),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
11:40,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
11:40,"SUB IN by RABKE,ADAM",,,,,,,"SUB IN by RABKE,ADAM",2
11:40,"SUB OUT by TUCKER,DEMETRIUS",,,,,,,"SUB OUT by TUCKER,DEMETRIUS",2
11:40,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
11:40,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
11:40,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
11:40,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
11:40,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
11:40,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
11:26,"GOOD JUMPER by MCKAY,DREW",34,,55 (+21),,BOYCE 34-55 (+21),,"GOOD JUMPER by MCKAY,DREW",2
11:23,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
11:23,"GOOD FT by MCKAY,DREW",35,,55 (+20),,BOYCE 35-55 (+20),,"GOOD FT by MCKAY,DREW",2
11:11,"FOUL  by WELLS,BRYCE",,,,,,,"FOUL  by WELLS,BRYCE",2
11:11,,35,,56 (+21),"GOOD FT by LEE,MATTHEW",SEWANEE 35-56 (+21),,"GOOD FT by LEE,MATTHEW",2
11:11,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",2
11:11,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
11:11,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
11:00,"GOOD LAYUP by MCKAY,DREW(in the paint)",37,,56 (+19),,BOYCE 37-56 (+19),,"GOOD LAYUP by MCKAY,DREW(in the paint)",2
10:38,,,,,"MISS 3PTR by LEE,MATTHEW",,,"MISS 3PTR by LEE,MATTHEW",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
10:30,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
10:14,,37,,59 (+22),"GOOD 3PTR by LEE,MATTHEW",SEWANEE 37-59 (+22),,"GOOD 3PTR by LEE,MATTHEW",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
09:52,"MISS JUMPER by STEWART,TREY",,,,,,,"MISS JUMPER by STEWART,TREY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:49,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
09:49,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
09:35,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by TUCKER,DARIUS",,,,,,,"REBOUND DEF by TUCKER,DARIUS",2
09:29,"MISS JUMPER by TUCKER,DARIUS",,,,,,,"MISS JUMPER by TUCKER,DARIUS",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
09:28,"FOUL  by WELLS,BRYCE",,,,,,,"FOUL  by WELLS,BRYCE",2
09:07,"FOUL  by STEWART,TREY",,,,,,,"FOUL  by STEWART,TREY",2
09:07,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,,,,,"REBOUND OFF by HOWELL,TAYLOR",,,"REBOUND OFF by HOWELL,TAYLOR",2
09:07,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",2
09:00,"TURNOVER  by TUCKER,DEMETRIUS",,,,,,,"TURNOVER  by TUCKER,DEMETRIUS",2
08:58,,,,,"STEAL  by LEE,MATTHEW",,,"STEAL  by LEE,MATTHEW",2
08:56,,37,,61 (+24),"GOOD DUNK by LEE,MATTHEW(fastbreak)(in the paint)",SEWANEE 37-61 (+24),,"GOOD DUNK by LEE,MATTHEW(fastbreak)(in the paint)",2
08:46,"GOOD 3PTR by STEWART,TREY",40,,61 (+21),,BOYCE 40-61 (+21),,"GOOD 3PTR by STEWART,TREY",2
08:31,,,,,"TURNOVER  by HOWELL,TAYLOR",,,"TURNOVER  by HOWELL,TAYLOR",2
08:31,"STEAL  by WELLS,BRYCE",,,,,,,"STEAL  by WELLS,BRYCE",2
08:31,"TURNOVER  by TUCKER,DEMETRIUS",,,,,,,"TURNOVER  by TUCKER,DEMETRIUS",2
08:16,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
08:16,,40,,63 (+23),"GOOD JUMPER by BORN,LEO(fastbreak)(in the paint)",SEWANEE 40-63 (+23),,"GOOD JUMPER by BORN,LEO(fastbreak)(in the paint)",2
08:16,"FOUL  by TUCKER,DEMETRIUS",,,,,,,"FOUL  by TUCKER,DEMETRIUS",2
08:16,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",2
08:16,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
08:16,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
08:16,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
08:16,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
08:16,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
07:44,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",2
--,"REBOUND OFF by TUCKER,DEMETRIUS",,,,,,,"REBOUND OFF by TUCKER,DEMETRIUS",2
07:39,"MISS JUMPER by TUCKER,DEMETRIUS",,,,,,,"MISS JUMPER by TUCKER,DEMETRIUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:39,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
07:19,,,,,"FOUL  by HOWELL,TAYLOR",,,"FOUL  by HOWELL,TAYLOR",2
07:16,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
07:12,"TURNOVER  by STEWART,TREY",,,,,,,"TURNOVER  by STEWART,TREY",2
07:11,,,,,"STEAL  by THOMAS,ADRIAN",,,"STEAL  by THOMAS,ADRIAN",2
07:11,"FOUL  by STEWART,TREY",,,,,,,"FOUL  by STEWART,TREY",2
07:11,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",2
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",2
07:09,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
07:09,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
07:09,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
07:09,,,,,"SUB OUT by HOWELL,TAYLOR",,,"SUB OUT by HOWELL,TAYLOR",2
06:57,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
06:57,"GOOD FT by STEWART,TREY",41,,63 (+22),,BOYCE 41-63 (+22),,"GOOD FT by STEWART,TREY",2
06:57,"MISS FT by STEWART,TREY",,,,,,,"MISS FT by STEWART,TREY",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
06:33,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,"REBOUND DEF by TUCKER,DEMETRIUS",,,,,,,"REBOUND DEF by TUCKER,DEMETRIUS",2
06:25,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,"REBOUND OFF by TUCKER,DARIUS",,,,,,,"REBOUND OFF by TUCKER,DARIUS",2
06:22,"GOOD JUMPER by TUCKER,DARIUS",43,,63 (+20),,BOYCE 43-63 (+20),,"GOOD JUMPER by TUCKER,DARIUS",2
06:00,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by RABKE,ADAM",,,,,,,"REBOUND DEF by RABKE,ADAM",2
05:44,"MISS JUMPER by RABKE,ADAM",,,,,,,"MISS JUMPER by RABKE,ADAM",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
05:26,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
05:26,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
05:26,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
05:26,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
05:26,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
05:26,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
05:26,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
05:13,"MISS JUMPER by TUCKER,DARIUS",,,,,,,"MISS JUMPER by TUCKER,DARIUS",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
05:03,"FOUL  by TUCKER,DARIUS",,,,,,,"FOUL  by TUCKER,DARIUS",2
05:02,,,,,"MISS FT by BUESCHER,HUNTER",,,"MISS FT by BUESCHER,HUNTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:02,,43,,64 (+21),"GOOD FT by BUESCHER,HUNTER",SEWANEE 43-64 (+21),,"GOOD FT by BUESCHER,HUNTER",2
04:46,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:37,"GOOD LAYUP by WELLS,BRYCE(in the paint)",45,,64 (+19),,BOYCE 45-64 (+19),,"GOOD LAYUP by WELLS,BRYCE(in the paint)",2
--,"ASSIST  by TUCKER,DARIUS",,,,,,,"ASSIST  by TUCKER,DARIUS",2
04:23,,,,,"TURNOVER  by CRUMLY,JONNY",,,"TURNOVER  by CRUMLY,JONNY",2
04:22,"STEAL  by STEWART,TREY",,,,,,,"STEAL  by STEWART,TREY",2
04:21,"TURNOVER  by STEWART,TREY",,,,,,,"TURNOVER  by STEWART,TREY",2
04:21,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
04:07,,45,,67 (+22),"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 45-67 (+22),,"GOOD 3PTR by BUESCHER,HUNTER",2
03:55,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
03:55,"FOUL  by TUCKER,DARIUS",,,,,,,"FOUL  by TUCKER,DARIUS",2
03:55,"FOUL  by MCKAY,DREW",,,,,,,"FOUL  by MCKAY,DREW",2
03:55,,45,,68 (+23),"GOOD FT by LEE,MATTHEW",SEWANEE 45-68 (+23),,"GOOD FT by LEE,MATTHEW",2
03:55,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,"REBOUND DEF by MCKAY,DREW",,,,,,,"REBOUND DEF by MCKAY,DREW",2
03:55,"SUB IN by TUCKER,DEMETRIUS",,,,,,,"SUB IN by TUCKER,DEMETRIUS",2
03:55,"SUB IN by HURST,JOSH",,,,,,,"SUB IN by HURST,JOSH",2
03:55,"SUB OUT by STEWART,TREY",,,,,,,"SUB OUT by STEWART,TREY",2
03:55,"SUB OUT by TUCKER,DARIUS",,,,,,,"SUB OUT by TUCKER,DARIUS",2
03:55,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
03:55,,,,,"SUB IN by SPENCER,JC",,,"SUB IN by SPENCER,JC",2
03:55,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
03:55,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
03:52,"MISS JUMPER by WELLS,BRYCE",,,,,,,"MISS JUMPER by WELLS,BRYCE",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
03:09,,,,,"MISS 3PTR by CRUMLY,JONNY",,,"MISS 3PTR by CRUMLY,JONNY",2
--,"REBOUND DEF by HURST,JOSH",,,,,,,"REBOUND DEF by HURST,JOSH",2
03:02,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,,,,,"REBOUND DEF by JOHNSON,DAVID",,,"REBOUND DEF by JOHNSON,DAVID",2
02:42,,,,,"MISS 3PTR by BARRY,MICHAEL",,,"MISS 3PTR by BARRY,MICHAEL",2
--,,,,,"REBOUND OFF by SPENCER,JC",,,"REBOUND OFF by SPENCER,JC",2
02:38,,45,,70 (+25),"GOOD JUMPER by SPENCER,JC(in the paint)",SEWANEE 45-70 (+25),,"GOOD JUMPER by SPENCER,JC(in the paint)",2
02:25,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
02:25,"MISS FT by MCKAY,DREW",,,,,,,"MISS FT by MCKAY,DREW",2
--,,,,,"REBOUND DEF by BARRY,MICHAEL",,,"REBOUND DEF by BARRY,MICHAEL",2
02:25,"SUB IN by TURNER,NICK",,,,,,,"SUB IN by TURNER,NICK",2
02:25,"SUB IN by COOK,BEN",,,,,,,"SUB IN by COOK,BEN",2
02:25,"SUB OUT by WELLS,BRYCE",,,,,,,"SUB OUT by WELLS,BRYCE",2
02:25,"SUB OUT by TUCKER,DEMETRIUS",,,,,,,"SUB OUT by TUCKER,DEMETRIUS",2
02:18,,45,,72 (+27),"GOOD LAYUP by JOHNSON,DAVID(in the paint)",SEWANEE 45-72 (+27),,"GOOD LAYUP by JOHNSON,DAVID(in the paint)",2
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",2
01:59,,,,,"FOUL  by SPENCER,JC",,,"FOUL  by SPENCER,JC",2
01:59,"GOOD FT by MCKAY,DREW",46,,72 (+26),,BOYCE 46-72 (+26),,"GOOD FT by MCKAY,DREW",2
01:59,"GOOD FT by MCKAY,DREW",47,,72 (+25),,BOYCE 47-72 (+25),,"GOOD FT by MCKAY,DREW",2
01:59,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:59,"SUB IN by STOPHER,SAM",,,,,,,"SUB IN by STOPHER,SAM",2
01:59,"SUB IN by WHITE,SPENCER",,,,,,,"SUB IN by WHITE,SPENCER",2
01:59,"SUB OUT by MCKAY,DREW",,,,,,,"SUB OUT by MCKAY,DREW",2
01:59,"SUB OUT by RABKE,ADAM",,,,,,,"SUB OUT by RABKE,ADAM",2
01:59,,,,,"SUB IN by GARFINKEL,BLAKE",,,"SUB IN by GARFINKEL,BLAKE",2
01:59,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
01:47,,,,,"MISS JUMPER by CRUMLY,JONNY",,,"MISS JUMPER by CRUMLY,JONNY",2
--,"REBOUND DEF by TURNER,NICK",,,,,,,"REBOUND DEF by TURNER,NICK",2
01:34,"TURNOVER  by STOPHER,SAM",,,,,,,"TURNOVER  by STOPHER,SAM",2
01:12,,,,,"TURNOVER  by JOHNSON,DAVID",,,"TURNOVER  by JOHNSON,DAVID",2
01:12,"STEAL  by WHITE,SPENCER",,,,,,,"STEAL  by WHITE,SPENCER",2
01:09,"MISS LAYUP by TURNER,NICK",,,,,,,"MISS LAYUP by TURNER,NICK",2
--,,,,,"REBOUND DEF by SPENCER,JC",,,"REBOUND DEF by SPENCER,JC",2
01:01,"FOUL  by STOPHER,SAM",,,,,,,"FOUL  by STOPHER,SAM",2
01:01,,47,,73 (+26),"GOOD FT by JOHNSON,DAVID",SEWANEE 47-73 (+26),,"GOOD FT by JOHNSON,DAVID",2
01:01,"SUB IN by TUCKER,DARIUS",,,,,,,"SUB IN by TUCKER,DARIUS",2
01:01,"SUB OUT by COOK,BEN",,,,,,,"SUB OUT by COOK,BEN",2
01:01,,,,,"SUB IN by BROWN,BANKS",,,"SUB IN by BROWN,BANKS",2
01:01,,,,,"SUB IN by HEITZENRATER,ANDREW",,,"SUB IN by HEITZENRATER,ANDREW",2
01:01,,,,,"SUB IN by NORTON,HANK",,,"SUB IN by NORTON,HANK",2
01:01,,,,,"SUB OUT by SPENCER,JC",,,"SUB OUT by SPENCER,JC",2
01:01,,,,,"SUB OUT by GARFINKEL,BLAKE",,,"SUB OUT by GARFINKEL,BLAKE",2
01:01,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
00:58,,47,,74 (+27),"GOOD FT by JOHNSON,DAVID",SEWANEE 47-74 (+27),,"GOOD FT by JOHNSON,DAVID",2
00:55,"TURNOVER  by HURST,JOSH",,,,,,,"TURNOVER  by HURST,JOSH",2
00:53,,,,,"STEAL  by NORTON,HANK",,,"STEAL  by NORTON,HANK",2
00:44,,,,,"MISS LAYUP by JOHNSON,DAVID",,,"MISS LAYUP by JOHNSON,DAVID",2
--,,,,,"REBOUND OFF by CRUMLY,JONNY",,,"REBOUND OFF by CRUMLY,JONNY",2
00:41,,47,,76 (+29),"GOOD TIPIN by CRUMLY,JONNY(in the paint)",SEWANEE 47-76 (+29),,"GOOD TIPIN by CRUMLY,JONNY(in the paint)",2
00:29,"MISS JUMPER by GRASMICK,BRANDON",,,,,,,"MISS JUMPER by GRASMICK,BRANDON",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
