Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
17:46,,27,,39 (+12),"GOOD 3PTR by AYERS,PERRY",CENTRE-M 27-39 (-12),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
17:22,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
17:12,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
17:11,"STEAL  by SPENCE,BEN",,,,,,,"STEAL  by SPENCE,BEN",2
17:09,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
16:56,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
16:56,,27,,40 (+13),"GOOD FT by WALKER,ART",CENTRE-M 27-40 (-13),,"GOOD FT by WALKER,ART",2
16:56,,,,,"MISS FT by WALKER,ART",,,"MISS FT by WALKER,ART",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
16:56,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
16:56,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
16:54,"GOOD 3PTR by YANCEY,RICH",30,,40 (+10),,BSC-M 30-40 (-10),,"GOOD 3PTR by YANCEY,RICH",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
16:26,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
16:25,"STEAL  by GONDA,MATT",,,,,,,"STEAL  by GONDA,MATT",2
16:24,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",32,,40 (+8),,BSC-M 32-40 (-8),,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",2
15:56,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
15:53,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
15:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:53,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:53,,32,,41 (+9),"GOOD FT by BATES,JACOB",CENTRE-M 32-41 (-9),,"GOOD FT by BATES,JACOB",2
15:53,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
15:53,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
15:53,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
15:53,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:53,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
15:53,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
15:53,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
15:53,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
15:33,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",34,,41 (+7),,BSC-M 34-41 (-7),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
15:08,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
14:59,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
14:59,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
14:59,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
14:59,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
14:59,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
14:39,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
14:35,"GOOD 3PTR by DENBESTEN,COLE",37,,41 (+4),,BSC-M 37-41 (-4),,"GOOD 3PTR by DENBESTEN,COLE",2
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",2
14:10,,,,,"MISS LAYUP by GERALD,DUSTIN",,,"MISS LAYUP by GERALD,DUSTIN",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
13:57,"GOOD 3PTR by DENBESTEN,COLE",40,,41 (+1),,BSC-M 40-41 (-1),,"GOOD 3PTR by DENBESTEN,COLE",2
--,"ASSIST  by HOLLIFIELD,MALCOLM",,,,,,,"ASSIST  by HOLLIFIELD,MALCOLM",2
13:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:54,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
13:54,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
13:54,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
13:54,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
13:32,,40,,43 (+3),"GOOD LAYUP by CRUMP,DAWSON(in the paint)",CENTRE-M 40-43 (-3),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
13:17,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
13:17,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:17,"GOOD FT by YANCEY,RICH",41,,43 (+2),,BSC-M 41-43 (-2),,"GOOD FT by YANCEY,RICH",2
13:17,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
13:17,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
13:06,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
12:53,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
12:53,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
12:53,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
12:53,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
12:40,,41,,45 (+4),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 41-45 (-4),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
12:21,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
12:21,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
12:21,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
12:21,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
12:21,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
12:21,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
12:21,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
12:21,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
11:57,,41,,47 (+6),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTRE-M 41-47 (-6),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
11:40,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
11:39,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
11:32,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
11:32,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:32,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
11:32,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
11:27,,41,,49 (+8),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 41-49 (-8),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
11:13,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",43,,49 (+6),,BSC-M 43-49 (-6),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
11:13,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
11:13,"MISS FT by ALLISON,ZACHARY",,,,,,,"MISS FT by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
11:13,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
11:13,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
11:13,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
11:13,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
10:49,,43,,51 (+8),"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 43-51 (-8),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
10:27,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
10:27,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
10:27,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
10:27,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
10:27,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
10:17,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
10:17,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
10:01,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
09:42,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
09:21,,,,,"MISS JUMPER by WALKER,ART",,,"MISS JUMPER by WALKER,ART",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
08:59,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
08:26,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
07:58,"GOOD 3PTR by STEWART,CHRISTIAN",46,,51 (+5),,BSC-M 46-51 (-5),,"GOOD 3PTR by STEWART,CHRISTIAN",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
07:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:52,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
07:52,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
07:52,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
07:52,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
07:52,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
07:52,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
07:52,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
07:52,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
07:52,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
07:52,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
07:52,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
07:52,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
07:43,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
07:43,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
07:40,,46,,53 (+7),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 46-53 (-7),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
07:23,"TURNOVER  by HOLLIFIELD,MALCOLM",,,,,,,"TURNOVER  by HOLLIFIELD,MALCOLM",2
07:07,,46,,55 (+9),"GOOD JUMPER by BATES,JACOB",CENTRE-M 46-55 (-9),,"GOOD JUMPER by BATES,JACOB",2
06:52,"MISS JUMPER by HOLLIFIELD,MALCOLM",,,,,,,"MISS JUMPER by HOLLIFIELD,MALCOLM",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:46,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
06:36,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
06:32,"FOUL  by JR,BRUCE BRIGHT",,,,,,,"FOUL  by JR,BRUCE BRIGHT",2
06:32,,46,,56 (+10),"GOOD FT by SINE,TUCKER",CENTRE-M 46-56 (-10),,"GOOD FT by SINE,TUCKER",2
06:32,,46,,57 (+11),"GOOD FT by SINE,TUCKER",CENTRE-M 46-57 (-11),,"GOOD FT by SINE,TUCKER",2
06:32,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
06:32,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
06:32,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
06:32,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
06:15,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND OFF by WALDRUM,AIDAN",,,,,,,"REBOUND OFF by WALDRUM,AIDAN",2
05:48,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
05:48,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
05:48,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
05:44,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:42,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
05:42,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
05:25,"MISS JUMPER by DENBESTEN,COLE",,,,,,,"MISS JUMPER by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
05:19,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
05:19,"BLOCK  by WALDRUM,AIDAN",,,,,,,"BLOCK  by WALDRUM,AIDAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:00,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
04:45,,46,,59 (+13),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 46-59 (-13),,"GOOD JUMPER by GRIFFIN,JAROD",2
04:24,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
04:23,"GOOD FT by ALLISON,ZACHARY",47,,59 (+12),,BSC-M 47-59 (-12),,"GOOD FT by ALLISON,ZACHARY",2
04:23,"GOOD FT by ALLISON,ZACHARY",48,,59 (+11),,BSC-M 48-59 (-11),,"GOOD FT by ALLISON,ZACHARY",2
04:19,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
04:19,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
04:19,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
04:19,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
04:19,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
04:19,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
04:19,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
04:19,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
04:05,,48,,62 (+14),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 48-62 (-14),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
03:54,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
03:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:54,"GOOD FT by ALLISON,ZACHARY",49,,62 (+13),,BSC-M 49-62 (-13),,"GOOD FT by ALLISON,ZACHARY",2
03:54,"GOOD FT by ALLISON,ZACHARY",50,,62 (+12),,BSC-M 50-62 (-12),,"GOOD FT by ALLISON,ZACHARY",2
03:54,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
03:54,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
03:27,,50,,65 (+15),"GOOD 3PTR by BATES,JACOB",CENTRE-M 50-65 (-15),,"GOOD 3PTR by BATES,JACOB",2
03:02,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
03:02,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
02:54,,50,,67 (+17),"GOOD DUNK by BATES,JACOB(in the paint)",CENTRE-M 50-67 (-17),,"GOOD DUNK by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
02:46,"GOOD LAYUP by GONDA,MATT(in the paint)",52,,67 (+15),,BSC-M 52-67 (-15),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
02:16,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
02:16,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
02:16,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:16,,52,,68 (+16),"GOOD FT by BATES,JACOB",CENTRE-M 52-68 (-16),,"GOOD FT by BATES,JACOB",2
02:16,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
02:16,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
02:02,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",2
02:02,,,,,"BLOCK  by RAKES,BAILEY",,,"BLOCK  by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
01:31,,,,,"MISS LAYUP by PURVIS,KC",,,"MISS LAYUP by PURVIS,KC",2
--,"REBOUND DEF by DENBESTEN,COLE",,,,,,,"REBOUND DEF by DENBESTEN,COLE",2
01:24,"MISS LAYUP by DENBESTEN,COLE",,,,,,,"MISS LAYUP by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
01:11,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
01:11,,52,,69 (+17),"GOOD FT by SINE,TUCKER",CENTRE-M 52-69 (-17),,"GOOD FT by SINE,TUCKER",2
01:11,,52,,70 (+18),"GOOD FT by SINE,TUCKER",CENTRE-M 52-70 (-18),,"GOOD FT by SINE,TUCKER",2
01:11,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
01:11,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
01:11,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
01:11,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
01:11,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
01:11,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
01:06,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
00:56,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
00:56,,52,,71 (+19),"GOOD FT by CRUMP,DAWSON",CENTRE-M 52-71 (-19),,"GOOD FT by CRUMP,DAWSON",2
00:56,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
00:49,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",54,,71 (+17),,BSC-M 54-71 (-17),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
00:36,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND OFF by WILLIAMS,JALEN",,,"REBOUND OFF by WILLIAMS,JALEN",2
00:30,,54,,73 (+19),"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",CENTRE-M 54-73 (-19),,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",2
00:20,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
