Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:44,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",2
17:34,"GOOD 3PTR by SPENCE,BEN",31,,45 (+14),,BSC 31-45 (-14),,"GOOD 3PTR by SPENCE,BEN",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
17:09,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
17:02,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
17:02,"GOOD FT by ALLISON,ZACHARY",32,,45 (+13),,BSC 32-45 (-13),,"GOOD FT by ALLISON,ZACHARY",2
17:02,"GOOD FT by ALLISON,ZACHARY",33,,45 (+12),,BSC 33-45 (-12),,"GOOD FT by ALLISON,ZACHARY",2
16:41,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
16:38,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
16:38,,,,,"FOUL TECH by KOCH,WILL",,,"FOUL TECH by KOCH,WILL",2
16:38,"GOOD FT by BAK,CALVIN",34,,45 (+11),,BSC 34-45 (-11),,"GOOD FT by BAK,CALVIN",2
16:38,"GOOD FT by BAK,CALVIN",35,,45 (+10),,BSC 35-45 (-10),,"GOOD FT by BAK,CALVIN",2
16:38,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
16:38,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
16:32,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
16:32,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
16:19,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
15:57,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
15:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:44,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
15:33,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
15:17,,35,,47 (+12),"GOOD JUMPER by PERRY,WILL",OU 35-47 (-12),,"GOOD JUMPER by PERRY,WILL",2
14:58,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
14:57,,,,,"STEAL  by INUNGU,TOM",,,"STEAL  by INUNGU,TOM",2
14:44,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
14:29,"GOOD LAYUP by GONDA,MATT(in the paint)",37,,47 (+10),,BSC 37-47 (-10),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
14:07,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
14:07,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
14:07,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
14:07,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
14:07,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",2
14:07,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
13:58,,,,,"TURNOVER  by RICE,TRE'",,,"TURNOVER  by RICE,TRE'",2
13:37,"TURNOVER  by ALLISON,ZACHARY",,,,,,,"TURNOVER  by ALLISON,ZACHARY",2
13:36,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
13:22,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
13:08,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
13:02,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:45,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
12:45,,,,,"MISS FT by JENEI,RYAN",,,"MISS FT by JENEI,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:45,,37,,48 (+11),"GOOD FT by JENEI,RYAN",OU 37-48 (-11),,"GOOD FT by JENEI,RYAN",2
12:45,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
12:45,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
12:45,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
12:45,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
12:45,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",2
12:45,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
12:41,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
12:41,"GOOD 3PTR by SIGLER,EVAN",40,,48 (+8),,BSC 40-48 (-8),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
12:35,"FOUL  by DENBESTEN,COLE",,,,,,,"FOUL  by DENBESTEN,COLE",2
12:35,,40,,49 (+9),"GOOD FT by JENEI,RYAN",OU 40-49 (-9),,"GOOD FT by JENEI,RYAN",2
12:35,,40,,50 (+10),"GOOD FT by JENEI,RYAN",OU 40-50 (-10),,"GOOD FT by JENEI,RYAN",2
12:35,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
12:35,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
12:18,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
11:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:58,"GOOD FT by SPENCE,BEN",41,,50 (+9),,BSC 41-50 (-9),,"GOOD FT by SPENCE,BEN",2
11:58,"GOOD FT by SPENCE,BEN",42,,50 (+8),,BSC 42-50 (-8),,"GOOD FT by SPENCE,BEN",2
11:58,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
11:58,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
11:32,,,,,"TURNOVER  by BREATHWAITE,ZACH",,,"TURNOVER  by BREATHWAITE,ZACH",2
11:31,"STEAL  by ALLISON,ZACHARY",,,,,,,"STEAL  by ALLISON,ZACHARY",2
11:26,"GOOD 3PTR by SIGLER,EVAN",45,,50 (+5),,BSC 45-50 (-5),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
11:04,,45,,53 (+8),"GOOD 3PTR by BREATHWAITE,ZACH",OU 45-53 (-8),,"GOOD 3PTR by BREATHWAITE,ZACH",2
--,,,,,"ASSIST  by INUNGU,TOM",,,"ASSIST  by INUNGU,TOM",2
11:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:36,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",47,,53 (+6),,BSC 47-53 (-6),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
10:28,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",2
10:28,"BLOCK  by ALLISON,ZACHARY",,,,,,,"BLOCK  by ALLISON,ZACHARY",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
10:10,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",49,,53 (+4),,BSC 49-53 (-4),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
09:52,,49,,55 (+6),"GOOD JUMPER by PERRY,WILL(in the paint)",OU 49-55 (-6),,"GOOD JUMPER by PERRY,WILL(in the paint)",2
09:49,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
09:49,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
09:41,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",51,,55 (+4),,BSC 51-55 (-4),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
09:23,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
09:15,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
09:15,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
08:56,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:53,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
08:53,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
08:53,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
08:53,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
08:53,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
08:53,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
08:53,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
08:53,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
08:27,,51,,57 (+6),"GOOD LAYUP by JENEI,RYAN(in the paint)",OU 51-57 (-6),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
08:08,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:56,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
07:55,"STEAL  by BAK,CALVIN",,,,,,,"STEAL  by BAK,CALVIN",2
07:48,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",2
07:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:21,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
07:21,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
07:21,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
07:21,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
07:11,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
07:06,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
07:06,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
06:58,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
06:57,"STEAL  by STEWART,CHRISTIAN",,,,,,,"STEAL  by STEWART,CHRISTIAN",2
06:55,"GOOD 3PTR by BAK,CALVIN",54,,57 (+3),,BSC 54-57 (-3),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
06:23,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
06:05,"GOOD 3PTR by GONDA,MATT",57,,57,,BSC 57-57 (0),,"GOOD 3PTR by GONDA,MATT",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
05:44,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
05:44,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:44,,57,,58 (+1),"GOOD FT by FOSTER,LANE",OU 57-58 (-1),,"GOOD FT by FOSTER,LANE",2
05:44,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
05:44,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
05:29,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
05:11,"GOOD JUMPER by SPENCE,BEN",59 (+1),,58,,BSC 59-58 (+1),,"GOOD JUMPER by SPENCE,BEN",2
04:46,,59,,60 (+1),"GOOD JUMPER by KOCH,WILL",OU 59-60 (-1),,"GOOD JUMPER by KOCH,WILL",2
04:17,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
04:11,,59,,62 (+3),"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",OU 59-62 (-3),,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",2
03:52,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
03:47,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",61,,62 (+1),,BSC 61-62 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
03:29,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
03:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:21,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
03:21,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
03:21,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
03:07,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:43,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
02:16,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
02:13,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
02:13,,61,,63 (+2),"GOOD FT by INUNGU,TOM",OU 61-63 (-2),,"GOOD FT by INUNGU,TOM",2
02:13,,61,,64 (+3),"GOOD FT by INUNGU,TOM",OU 61-64 (-3),,"GOOD FT by INUNGU,TOM",2
01:56,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
01:56,,,,,"BLOCK  by KOCH,WILL",,,"BLOCK  by KOCH,WILL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:47,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
01:33,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
01:33,"GOOD FT by ALLISON,ZACHARY",62,,64 (+2),,BSC 62-64 (-2),,"GOOD FT by ALLISON,ZACHARY",2
01:33,"GOOD FT by ALLISON,ZACHARY",63,,64 (+1),,BSC 63-64 (-1),,"GOOD FT by ALLISON,ZACHARY",2
01:06,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
01:06,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
01:06,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
01:06,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
00:53,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:41,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
00:41,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
00:23,,63,,66 (+3),"GOOD JUMPER by INUNGU,TOM",OU 63-66 (-3),,"GOOD JUMPER by INUNGU,TOM",2
00:23,"FOUL  by WALDRUM,AIDAN",,,,,,,"FOUL  by WALDRUM,AIDAN",2
00:23,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
00:17,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",65,,66 (+1),,BSC 65-66 (-1),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
00:17,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
00:17,"GOOD FT by ALLISON,ZACHARY",66,,66,,BSC 66-66 (0),,"GOOD FT by ALLISON,ZACHARY",2
00:17,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
00:17,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
00:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:08,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
00:03,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
05:00,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",3
05:00,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",3
04:45,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",3
04:29,,66,,68 (+2),"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 66-68 (-2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",3
04:17,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",68,,68,,BSC 68-68 (0),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",3
04:00,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",3
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",3
03:35,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",3
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",3
03:14,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",70 (+2),,68,,BSC 70-68 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",3
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",3
03:02,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",3
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",3
02:56,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",3
02:56,,70 (+1),,69,"GOOD FT by INUNGU,TOM",OU 70-69 (+1),,"GOOD FT by INUNGU,TOM",3
02:56,,70,,70,"GOOD FT by INUNGU,TOM",OU 70-70 (0),,"GOOD FT by INUNGU,TOM",3
02:56,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",3
02:56,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",3
02:36,"MISS LAYUP by WALDRUM,AIDAN",,,,,,,"MISS LAYUP by WALDRUM,AIDAN",3
02:36,,,,,"BLOCK  by JENEI,RYAN",,,"BLOCK  by JENEI,RYAN",3
--,"REBOUND OFF by WALDRUM,AIDAN",,,,,,,"REBOUND OFF by WALDRUM,AIDAN",3
02:32,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",3
02:32,"GOOD FT by WALDRUM,AIDAN",71 (+1),,70,,BSC 71-70 (+1),,"GOOD FT by WALDRUM,AIDAN",3
02:32,"MISS FT by WALDRUM,AIDAN",,,,,,,"MISS FT by WALDRUM,AIDAN",3
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",3
02:31,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",3
02:31,,71,,71,"GOOD FT by INUNGU,TOM",OU 71-71 (0),,"GOOD FT by INUNGU,TOM",3
02:31,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",3
--,"REBOUND DEF by WALDRUM,AIDAN",,,,,,,"REBOUND DEF by WALDRUM,AIDAN",3
02:08,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",3
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",3
01:39,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",73 (+2),,71,,BSC 73-71 (+2),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",3
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",3
01:13,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",3
01:13,"BLOCK  by WALDRUM,AIDAN",,,,,,,"BLOCK  by WALDRUM,AIDAN",3
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",3
01:06,,73,,73,"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 73-73 (0),,"GOOD LAYUP by INUNGU,TOM(in the paint)",3
00:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:41,"GOOD FT by WALDRUM,AIDAN",74 (+1),,73,,BSC 74-73 (+1),,"GOOD FT by WALDRUM,AIDAN",3
00:41,"GOOD FT by WALDRUM,AIDAN",75 (+2),,73,,BSC 75-73 (+2),,"GOOD FT by WALDRUM,AIDAN",3
00:27,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",3
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",3
00:20,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",3
00:20,"GOOD FT by ALLISON,ZACHARY",76 (+3),,73,,BSC 76-73 (+3),,"GOOD FT by ALLISON,ZACHARY",3
00:20,"GOOD FT by ALLISON,ZACHARY",77 (+4),,73,,BSC 77-73 (+4),,"GOOD FT by ALLISON,ZACHARY",3
00:12,,77 (+2),,75,"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 77-75 (+2),,"GOOD LAYUP by FOSTER,LANE(in the paint)",3
00:12,"FOUL  by WALDRUM,AIDAN",,,,,,,"FOUL  by WALDRUM,AIDAN",3
00:12,,77 (+1),,76,"GOOD FT by FOSTER,LANE",OU 77-76 (+1),,"GOOD FT by FOSTER,LANE",3
00:12,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",3
00:12,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",3
00:12,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",3
00:12,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",3
00:06,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",3
00:06,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,3
00:06,"MISS FT by ALLISON,ZACHARY",,,,,,,"MISS FT by ALLISON,ZACHARY",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:06,"GOOD FT by ALLISON,ZACHARY",78 (+2),,76,,BSC 78-76 (+2),,"GOOD FT by ALLISON,ZACHARY",3
00:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:06,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",3
00:06,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",3
00:06,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",3
00:06,,,,,"SUB IN by SPRINGER,WILL",,,"SUB IN by SPRINGER,WILL",3
00:06,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",3
00:06,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",3
00:03,,78,,78,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",OU 78-78 (0),,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",3
05:00,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",4
05:00,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",4
05:00,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",4
05:00,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",4
04:54,,78,,80 (+2),"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 78-80 (-2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",4
04:54,"FOUL  by WALDRUM,AIDAN",,,,,,,"FOUL  by WALDRUM,AIDAN",4
