Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
17:32,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
17:20,,,,,"MISS 3PTR by BISHOP,GARY",,,"MISS 3PTR by BISHOP,GARY",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:08,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND DEF by BISHOP,GARY",,,"REBOUND DEF by BISHOP,GARY",2
17:04,,,,,"MISS 3PTR by CAMERON,JULIAN",,,"MISS 3PTR by CAMERON,JULIAN",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:59,,,,,"FOUL  by BISHOP,GARY",,,"FOUL  by BISHOP,GARY",2
16:59,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
16:59,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
16:59,,,,,"SUB IN by WAGNER,STEPHEN",,,"SUB IN by WAGNER,STEPHEN",2
16:59,,,,,"SUB OUT by BISHOP,GARY",,,"SUB OUT by BISHOP,GARY",2
16:50,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
16:41,,46 (+2),,44,"GOOD LAYUP by MCCRAY,JAMISON(in the paint)",LCM 46-44 (+2),,"GOOD LAYUP by MCCRAY,JAMISON(in the paint)",2
16:30,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND DEF by WAGNER,STEPHEN",,,"REBOUND DEF by WAGNER,STEPHEN",2
16:29,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
16:29,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
16:29,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
16:29,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
16:29,,,,,"SUB IN by SHEPHERD,DREW",,,"SUB IN by SHEPHERD,DREW",2
16:29,,,,,"SUB OUT by CAMERON,JULIAN",,,"SUB OUT by CAMERON,JULIAN",2
16:11,,,,,"MISS LAYUP by ANDERSON,LINCOLN",,,"MISS LAYUP by ANDERSON,LINCOLN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:57,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
15:57,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
15:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:57,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
15:57,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
15:57,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
15:57,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
15:57,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:57,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
15:55,,,,,"MISS LAYUP by THOMPSON,TRAVIS",,,"MISS LAYUP by THOMPSON,TRAVIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:08,,,,,"MISS 3PTR by WAGNER,STEPHEN",,,"MISS 3PTR by WAGNER,STEPHEN",2
--,,,,,"REBOUND OFF by MCCRAY,JAMISON",,,"REBOUND OFF by MCCRAY,JAMISON",2
15:04,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
15:04,,46 (+1),,45,"GOOD FT by MCCRAY,JAMISON",LCM 46-45 (+1),,"GOOD FT by MCCRAY,JAMISON",2
15:04,,46,,46,"GOOD FT by MCCRAY,JAMISON",LCM 46-46 (0),,"GOOD FT by MCCRAY,JAMISON",2
14:45,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
14:40,,,,,"STEAL  by THOMPSON,TRAVIS",,,"STEAL  by THOMPSON,TRAVIS",2
14:35,,,,,"MISS 3PTR by MCCRAY,JAMISON",,,"MISS 3PTR by MCCRAY,JAMISON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
14:26,,,,,"FOUL  by THOMPSON,TRAVIS",,,"FOUL  by THOMPSON,TRAVIS",2
14:26,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:26,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
14:03,,,,,"MISS 3PTR by SHEPHERD,DREW",,,"MISS 3PTR by SHEPHERD,DREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:57,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
13:57,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
13:25,,,,,"MISS JUMPER by MCCRAY,JAMISON",,,"MISS JUMPER by MCCRAY,JAMISON",2
--,"REBOUND DEF by HOLLIFIELD,MALCOLM",,,,,,,"REBOUND DEF by HOLLIFIELD,MALCOLM",2
13:24,,,,,"FOUL  by MCCRAY,JAMISON",,,"FOUL  by MCCRAY,JAMISON",2
13:24,,,,,"SUB IN by CAMERON,JULIAN",,,"SUB IN by CAMERON,JULIAN",2
13:24,,,,,"SUB OUT by SHEPHERD,DREW",,,"SUB OUT by SHEPHERD,DREW",2
13:09,"MISS LAYUP by MOORE,KADEN",,,,,,,"MISS LAYUP by MOORE,KADEN",2
--,,,,,"REBOUND DEF by ANDERSON,LINCOLN",,,"REBOUND DEF by ANDERSON,LINCOLN",2
12:59,,,,,"MISS LAYUP by MCCRAY,JAMISON",,,"MISS LAYUP by MCCRAY,JAMISON",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
12:54,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
12:54,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
12:54,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
12:54,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
12:54,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
12:54,,,,,"SUB OUT by MCCRAY,JAMISON",,,"SUB OUT by MCCRAY,JAMISON",2
12:40,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",2
--,"REBOUND OFF by WALDRUM,AIDAN",,,,,,,"REBOUND OFF by WALDRUM,AIDAN",2
12:40,,,,,"FOUL  by ADEDOYIN,ELIJAH",,,"FOUL  by ADEDOYIN,ELIJAH",2
12:40,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
12:40,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
12:40,,,,,"SUB IN by MCCALLUM,JALEN",,,"SUB IN by MCCALLUM,JALEN",2
12:40,,,,,"SUB IN by BISHOP,GARY",,,"SUB IN by BISHOP,GARY",2
12:40,,,,,"SUB OUT by ANDERSON,LINCOLN",,,"SUB OUT by ANDERSON,LINCOLN",2
12:40,,,,,"SUB OUT by WAGNER,STEPHEN",,,"SUB OUT by WAGNER,STEPHEN",2
12:22,"GOOD LAYUP by YANCEY,RICH(in the paint)",48 (+2),,46,,BSC-M 48-46 (+2),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
--,"ASSIST  by DENBESTEN,COLE",,,,,,,"ASSIST  by DENBESTEN,COLE",2
12:04,,48,,48,"GOOD LAYUP by THOMPSON,TRAVIS(in the paint)",LCM 48-48 (0),,"GOOD LAYUP by THOMPSON,TRAVIS(in the paint)",2
12:04,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
12:04,,48,,49 (+1),"GOOD FT by THOMPSON,TRAVIS",LCM 48-49 (-1),,"GOOD FT by THOMPSON,TRAVIS",2
11:35,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:32,,,,,"FOUL  by ADEDOYIN,ELIJAH",,,"FOUL  by ADEDOYIN,ELIJAH",2
11:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:32,"GOOD FT by YANCEY,RICH",49,,49,,BSC-M 49-49 (0),,"GOOD FT by YANCEY,RICH",2
11:32,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
11:32,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
11:32,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
11:22,,,,,"MISS JUMPER by ADEDOYIN,ELIJAH",,,"MISS JUMPER by ADEDOYIN,ELIJAH",2
--,,,,,"REBOUND OFF by BISHOP,GARY",,,"REBOUND OFF by BISHOP,GARY",2
11:17,,49,,51 (+2),"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",LCM 49-51 (-2),,"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",2
10:45,"MISS JUMPER by ALLISON,ZACHARY",,,,,,,"MISS JUMPER by ALLISON,ZACHARY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:44,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:29,"FOUL  by WALDRUM,AIDAN",,,,,,,"FOUL  by WALDRUM,AIDAN",2
10:29,,49,,52 (+3),"GOOD FT by THOMPSON,TRAVIS",LCM 49-52 (-3),,"GOOD FT by THOMPSON,TRAVIS",2
10:29,,49,,53 (+4),"GOOD FT by THOMPSON,TRAVIS",LCM 49-53 (-4),,"GOOD FT by THOMPSON,TRAVIS",2
10:29,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
10:29,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
10:29,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
10:29,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
10:20,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",2
10:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:56,,49,,56 (+7),"GOOD 3PTR by BISHOP,GARY",LCM 49-56 (-7),,"GOOD 3PTR by BISHOP,GARY",2
--,,,,,"ASSIST  by ADEDOYIN,ELIJAH",,,"ASSIST  by ADEDOYIN,ELIJAH",2
09:46,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",2
09:45,,,,,"STEAL  by ADEDOYIN,ELIJAH",,,"STEAL  by ADEDOYIN,ELIJAH",2
09:42,,49,,58 (+9),"GOOD LAYUP by CAMERON,JULIAN(in the paint)",LCM 49-58 (-9),,"GOOD LAYUP by CAMERON,JULIAN(in the paint)",2
09:42,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
09:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:42,,49,,59 (+10),"GOOD FT by CAMERON,JULIAN",LCM 49-59 (-10),,"GOOD FT by CAMERON,JULIAN",2
09:15,"MISS JUMPER by DENBESTEN,COLE",,,,,,,"MISS JUMPER by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by MCCALLUM,JALEN",,,"REBOUND DEF by MCCALLUM,JALEN",2
09:07,,,,,"MISS LAYUP by ADEDOYIN,ELIJAH",,,"MISS LAYUP by ADEDOYIN,ELIJAH",2
--,"REBOUND DEF by DENBESTEN,COLE",,,,,,,"REBOUND DEF by DENBESTEN,COLE",2
08:41,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",51,,59 (+8),,BSC-M 51-59 (-8),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
08:41,,,,,"FOUL  by ADEDOYIN,ELIJAH",,,"FOUL  by ADEDOYIN,ELIJAH",2
08:41,"GOOD FT by ALLISON,ZACHARY",52,,59 (+7),,BSC-M 52-59 (-7),,"GOOD FT by ALLISON,ZACHARY",2
08:41,,,,,"SUB IN by MCCRAY,JAMISON",,,"SUB IN by MCCRAY,JAMISON",2
08:41,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
08:35,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
08:35,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
08:11,,52,,62 (+10),"GOOD 3PTR by BISHOP,GARY",LCM 52-62 (-10),,"GOOD 3PTR by BISHOP,GARY",2
--,,,,,"ASSIST  by CAMERON,JULIAN",,,"ASSIST  by CAMERON,JULIAN",2
07:55,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:34,"MISS LAYUP by BAK,CALVIN",,,,,,,"MISS LAYUP by BAK,CALVIN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
07:19,,52,,64 (+12),"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",LCM 52-64 (-12),,"GOOD JUMPER by MCCALLUM,JALEN(in the paint)",2
06:58,,,,,"FOUL  by BISHOP,GARY",,,"FOUL  by BISHOP,GARY",2
06:58,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:58,"GOOD FT by SPENCE,BEN",53,,64 (+11),,BSC-M 53-64 (-11),,"GOOD FT by SPENCE,BEN",2
06:58,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
06:58,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
06:41,,,,,"MISS 3PTR by THOMPSON,TRAVIS",,,"MISS 3PTR by THOMPSON,TRAVIS",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
06:34,"GOOD 3PTR by DENBESTEN,COLE",56,,64 (+8),,BSC-M 56-64 (-8),,"GOOD 3PTR by DENBESTEN,COLE",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
05:58,,56,,67 (+11),"GOOD 3PTR by MCCRAY,JAMISON",LCM 56-67 (-11),,"GOOD 3PTR by MCCRAY,JAMISON",2
--,,,,,"ASSIST  by CAMERON,JULIAN",,,"ASSIST  by CAMERON,JULIAN",2
05:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:55,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
05:55,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
05:55,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
05:55,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
05:55,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
05:55,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
05:55,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
05:55,,,,,"SUB IN by ANDERSON,LINCOLN",,,"SUB IN by ANDERSON,LINCOLN",2
05:55,,,,,"SUB OUT by MCCALLUM,JALEN",,,"SUB OUT by MCCALLUM,JALEN",2
05:55,,,,,"SUB OUT by CAMERON,JULIAN",,,"SUB OUT by CAMERON,JULIAN",2
05:39,"MISS 3PTR by HOLLIFIELD,MALCOLM",,,,,,,"MISS 3PTR by HOLLIFIELD,MALCOLM",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
05:33,"GOOD JUMPER by SPENCE,BEN",58,,67 (+9),,BSC-M 58-67 (-9),,"GOOD JUMPER by SPENCE,BEN",2
05:24,,,,,"SUB IN by MCCALLUM,JALEN",,,"SUB IN by MCCALLUM,JALEN",2
05:24,,,,,"SUB IN by CAMERON,JULIAN",,,"SUB IN by CAMERON,JULIAN",2
05:24,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
05:24,,,,,"SUB OUT by THOMPSON,TRAVIS",,,"SUB OUT by THOMPSON,TRAVIS",2
05:00,,58,,69 (+11),"GOOD JUMPER by MCCRAY,JAMISON(in the paint)",LCM 58-69 (-11),,"GOOD JUMPER by MCCRAY,JAMISON(in the paint)",2
04:52,,,,,"FOUL  by ANDERSON,LINCOLN",,,"FOUL  by ANDERSON,LINCOLN",2
04:52,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:52,"GOOD FT by STEWART,CHRISTIAN",59,,69 (+10),,BSC-M 59-69 (-10),,"GOOD FT by STEWART,CHRISTIAN",2
04:52,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
04:52,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
04:24,,,,,"MISS JUMPER by MCCALLUM,JALEN",,,"MISS JUMPER by MCCALLUM,JALEN",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
04:09,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",61,,69 (+8),,BSC-M 61-69 (-8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by HOLLIFIELD,MALCOLM",,,,,,,"ASSIST  by HOLLIFIELD,MALCOLM",2
03:35,,,,,"MISS JUMPER by MCCALLUM,JALEN",,,"MISS JUMPER by MCCALLUM,JALEN",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
03:17,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",2
--,"REBOUND OFF by HOLLIFIELD,MALCOLM",,,,,,,"REBOUND OFF by HOLLIFIELD,MALCOLM",2
03:16,,,,,"FOUL  by BISHOP,GARY",,,"FOUL  by BISHOP,GARY",2
03:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:16,"GOOD FT by HOLLIFIELD,MALCOLM",62,,69 (+7),,BSC-M 62-69 (-7),,"GOOD FT by HOLLIFIELD,MALCOLM",2
03:16,"MISS FT by HOLLIFIELD,MALCOLM",,,,,,,"MISS FT by HOLLIFIELD,MALCOLM",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
03:16,,,,,"SUB IN by SHEPHERD,DREW",,,"SUB IN by SHEPHERD,DREW",2
03:16,,,,,"SUB IN by THOMPSON,TRAVIS",,,"SUB IN by THOMPSON,TRAVIS",2
03:16,,,,,"SUB OUT by MCCALLUM,JALEN",,,"SUB OUT by MCCALLUM,JALEN",2
03:16,,,,,"SUB OUT by BISHOP,GARY",,,"SUB OUT by BISHOP,GARY",2
03:11,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
03:04,,,,,"TURNOVER  by MCCRAY,JAMISON",,,"TURNOVER  by MCCRAY,JAMISON",2
03:04,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
03:04,,,,,"SUB OUT by MCCRAY,JAMISON",,,"SUB OUT by MCCRAY,JAMISON",2
03:02,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
03:02,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
03:02,,,,,"SUB IN by WAGNER,STEPHEN",,,"SUB IN by WAGNER,STEPHEN",2
03:02,,,,,"SUB OUT by SHEPHERD,DREW",,,"SUB OUT by SHEPHERD,DREW",2
02:53,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
02:45,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
02:45,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
02:45,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
02:45,,,,,"SUB IN by MCCRAY,JAMISON",,,"SUB IN by MCCRAY,JAMISON",2
02:45,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
02:31,,62,,71 (+9),"GOOD JUMPER by THOMPSON,TRAVIS(in the paint)",LCM 62-71 (-9),,"GOOD JUMPER by THOMPSON,TRAVIS(in the paint)",2
02:31,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
02:31,,62,,72 (+10),"GOOD FT by THOMPSON,TRAVIS",LCM 62-72 (-10),,"GOOD FT by THOMPSON,TRAVIS",2
02:31,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
02:31,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
02:31,,,,,"SUB IN by MCCALLUM,JALEN",,,"SUB IN by MCCALLUM,JALEN",2
02:31,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
02:31,,,,,"SUB OUT by ANDERSON,LINCOLN",,,"SUB OUT by ANDERSON,LINCOLN",2
02:31,,,,,"SUB OUT by MCCRAY,JAMISON",,,"SUB OUT by MCCRAY,JAMISON",2
02:14,"GOOD JUMPER by BAK,CALVIN(in the paint)",64,,72 (+8),,BSC-M 64-72 (-8),,"GOOD JUMPER by BAK,CALVIN(in the paint)",2
02:02,,64,,74 (+10),"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",LCM 64-74 (-10),,"GOOD LAYUP by MCCALLUM,JALEN(in the paint)",2
--,,,,,"ASSIST  by THOMPSON,TRAVIS",,,"ASSIST  by THOMPSON,TRAVIS",2
01:50,"MISS JUMPER by ALLISON,ZACHARY",,,,,,,"MISS JUMPER by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by CAMERON,JULIAN",,,"REBOUND DEF by CAMERON,JULIAN",2
01:37,,64,,76 (+12),"GOOD JUMPER by THOMPSON,TRAVIS(in the paint)",LCM 64-76 (-12),,"GOOD JUMPER by THOMPSON,TRAVIS(in the paint)",2
01:22,,,,,"FOUL  by WAGNER,STEPHEN",,,"FOUL  by WAGNER,STEPHEN",2
01:22,"MISS FT by DENBESTEN,COLE",,,,,,,"MISS FT by DENBESTEN,COLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:22,"MISS FT by DENBESTEN,COLE",,,,,,,"MISS FT by DENBESTEN,COLE",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
01:22,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
01:22,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
01:22,,,,,"SUB IN by MCCRAY,JAMISON",,,"SUB IN by MCCRAY,JAMISON",2
01:22,,,,,"SUB IN by BISHOP,GARY",,,"SUB IN by BISHOP,GARY",2
01:22,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
01:22,,,,,"SUB OUT by WAGNER,STEPHEN",,,"SUB OUT by WAGNER,STEPHEN",2
01:17,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
01:17,,,,,"STEAL  by CAMERON,JULIAN",,,"STEAL  by CAMERON,JULIAN",2
01:10,,,,,"MISS JUMPER by MCCRAY,JAMISON",,,"MISS JUMPER by MCCRAY,JAMISON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
00:59,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,"REBOUND DEF by MCCALLUM,JALEN",,,"REBOUND DEF by MCCALLUM,JALEN",2
00:42,"FOUL  by DENBESTEN,COLE",,,,,,,"FOUL  by DENBESTEN,COLE",2
00:42,,64,,77 (+13),"GOOD FT by BISHOP,GARY",LCM 64-77 (-13),,"GOOD FT by BISHOP,GARY",2
00:42,,64,,78 (+14),"GOOD FT by BISHOP,GARY",LCM 64-78 (-14),,"GOOD FT by BISHOP,GARY",2
00:42,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
00:42,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
00:34,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
00:26,"GOOD 3PTR by BAK,CALVIN",67,,78 (+11),,BSC-M 67-78 (-11),,"GOOD 3PTR by BAK,CALVIN",2
00:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:22,"FOUL  by HOLLIFIELD,MALCOLM",,,,,,,"FOUL  by HOLLIFIELD,MALCOLM",2
00:22,,,,,"MISS FT by THOMPSON,TRAVIS",,,"MISS FT by THOMPSON,TRAVIS",2
