Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
18:33,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
18:33,,37,,37,"GOOD FT by STANLEY,SETH",HENDRIX 37-37 (0),,"GOOD FT by STANLEY,SETH",2
18:33,,37,,38 (+1),"GOOD FT by STANLEY,SETH",HENDRIX 37-38 (-1),,"GOOD FT by STANLEY,SETH",2
18:33,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
18:33,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
18:21,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
18:07,"MISS LAYUP by YANCEY,RICH",,,,,,,"MISS LAYUP by YANCEY,RICH",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
18:01,,37,,40 (+3),"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",HENDRIX 37-40 (-3),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
17:47,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
17:41,"MISS LAYUP by BAK,CALVIN",,,,,,,"MISS LAYUP by BAK,CALVIN",2
17:41,,,,,"BLOCK  by STANLEY,SETH",,,"BLOCK  by STANLEY,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:41,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
17:41,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:41,"GOOD FT by STEWART,CHRISTIAN",38,,40 (+2),,BSC-M 38-40 (-2),,"GOOD FT by STEWART,CHRISTIAN",2
17:37,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",2
17:37,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
17:27,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
17:15,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:09,"TURNOVER  by ALLISON,ZACHARY",,,,,,,"TURNOVER  by ALLISON,ZACHARY",2
16:55,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
16:55,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
16:55,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
16:55,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
16:39,"GOOD LAYUP by YANCEY,RICH(in the paint)",40,,40,,BSC-M 40-40 (0),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
16:31,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
16:29,"STEAL  by GONDA,MATT",,,,,,,"STEAL  by GONDA,MATT",2
16:28,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,"REBOUND OFF by BAK,CALVIN",,,,,,,"REBOUND OFF by BAK,CALVIN",2
16:22,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
16:18,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",42 (+2),,40,,BSC-M 42-40 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
16:00,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
15:57,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
15:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:57,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
15:57,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
15:57,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
15:57,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
15:57,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
15:57,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:57,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
15:57,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
15:45,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
15:43,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
15:37,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",2
15:35,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
15:32,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:13,,42,,42,"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 42-42 (0),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
15:13,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
15:13,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:13,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
15:13,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
15:13,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
15:13,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
15:13,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
15:13,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
15:13,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
15:13,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
14:55,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
14:52,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
14:52,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
14:52,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
14:43,,42,,44 (+2),"GOOD JUMPER by CALAMESE,MICHAEL(in the paint)",HENDRIX 42-44 (-2),,"GOOD JUMPER by CALAMESE,MICHAEL(in the paint)",2
14:18,"GOOD LAYUP by YANCEY,RICH(in the paint)",44,,44,,BSC-M 44-44 (0),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
14:06,,,,,"MISS 3PTR by CALAMESE,MICHAEL",,,"MISS 3PTR by CALAMESE,MICHAEL",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
13:53,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by RIDING,JAKE",,,"REBOUND DEF by RIDING,JAKE",2
13:46,,44,,46 (+2),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 44-46 (-2),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
13:46,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
13:46,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
13:41,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
13:31,,,,,"MISS JUMPER by ROUSE,TREY",,,"MISS JUMPER by ROUSE,TREY",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
13:21,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",46,,46,,BSC-M 46-46 (0),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
13:21,,,,,"FOUL  by RIDING,JAKE",,,"FOUL  by RIDING,JAKE",2
13:21,"GOOD FT by ALLISON,ZACHARY",47 (+1),,46,,BSC-M 47-46 (+1),,"GOOD FT by ALLISON,ZACHARY",2
13:08,,47,,49 (+2),"GOOD 3PTR by EATON,JACK",HENDRIX 47-49 (-2),,"GOOD 3PTR by EATON,JACK",2
12:43,"MISS LAYUP by SIGLER,EVAN",,,,,,,"MISS LAYUP by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
12:36,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",2
12:36,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
12:36,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
12:36,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
12:36,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
12:28,"GOOD LAYUP by YANCEY,RICH(in the paint)",49,,49,,BSC-M 49-49 (0),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
12:08,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
11:57,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",51 (+2),,49,,BSC-M 51-49 (+2),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
11:57,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
11:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:57,"GOOD FT by ALLISON,ZACHARY",52 (+3),,49,,BSC-M 52-49 (+3),,"GOOD FT by ALLISON,ZACHARY",2
11:41,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
11:37,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
11:37,"BLOCK  by WALDRUM,AIDAN",,,,,,,"BLOCK  by WALDRUM,AIDAN",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
11:32,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
11:32,,52 (+2),,50,"GOOD FT by CONRAD,ALEX",HENDRIX 52-50 (+2),,"GOOD FT by CONRAD,ALEX",2
11:32,,52 (+1),,51,"GOOD FT by CONRAD,ALEX",HENDRIX 52-51 (+1),,"GOOD FT by CONRAD,ALEX",2
11:32,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
11:32,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
11:18,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",54 (+3),,51,,BSC-M 54-51 (+3),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
11:01,,,,,"MISS 3PTR by EATON,JACK",,,"MISS 3PTR by EATON,JACK",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
10:56,"FOUL  by ALLISON,ZACHARY",,,,,,,"FOUL  by ALLISON,ZACHARY",2
10:56,,54 (+2),,52,"GOOD FT by ROUSE,TREY",HENDRIX 54-52 (+2),,"GOOD FT by ROUSE,TREY",2
10:56,,54 (+1),,53,"GOOD FT by ROUSE,TREY",HENDRIX 54-53 (+1),,"GOOD FT by ROUSE,TREY",2
10:56,,54,,54,"GOOD FT by ROUSE,TREY",HENDRIX 54-54 (0),,"GOOD FT by ROUSE,TREY",2
10:43,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
10:23,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
10:23,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
10:23,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
10:07,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
09:49,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
09:41,"GOOD 3PTR by ,BRUCE BRIGHT JR",57 (+3),,54,,BSC-M 57-54 (+3),,"GOOD 3PTR by ,BRUCE BRIGHT JR",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
09:27,,57 (+1),,56,"GOOD LAYUP by ROUSE,TREY(in the paint)",HENDRIX 57-56 (+1),,"GOOD LAYUP by ROUSE,TREY(in the paint)",2
09:27,"FOUL  by ,BRUCE BRIGHT JR",,,,,,,"FOUL  by ,BRUCE BRIGHT JR",2
09:27,,57,,57,"GOOD FT by ROUSE,TREY",HENDRIX 57-57 (0),,"GOOD FT by ROUSE,TREY",2
09:17,"GOOD 3PTR by BAK,CALVIN",60 (+3),,57,,BSC-M 60-57 (+3),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
09:02,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
09:02,"BLOCK  by WALDRUM,AIDAN",,,,,,,"BLOCK  by WALDRUM,AIDAN",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
08:45,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:45,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
08:45,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",2
08:45,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
08:45,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
08:45,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
08:45,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
08:45,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
08:45,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
08:29,,60 (+1),,59,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 60-59 (+1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
08:10,"GOOD 3PTR by STEWART,CHRISTIAN",63 (+4),,59,,BSC-M 63-59 (+4),,"GOOD 3PTR by STEWART,CHRISTIAN",2
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",2
07:53,,,,,"FOUL  by RIDING,JAKE",,,"FOUL  by RIDING,JAKE",2
07:53,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",2
07:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:53,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
07:53,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
07:36,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
07:36,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
07:34,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
07:34,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:34,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
07:34,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",2
07:34,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
07:34,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
07:34,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
07:34,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
07:34,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
07:34,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
07:34,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
07:21,"GOOD 3PTR by ,BRUCE BRIGHT JR",66 (+7),,59,,BSC-M 66-59 (+7),,"GOOD 3PTR by ,BRUCE BRIGHT JR",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
06:50,,66 (+5),,61,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HENDRIX 66-61 (+5),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",2
06:28,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",2
--,"REBOUND OFF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND OFF by ,BRUCE BRIGHT JR",2
06:28,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",68 (+7),,61,,BSC-M 68-61 (+7),,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",2
06:28,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
06:28,"GOOD FT by ,BRUCE BRIGHT JR",69 (+8),,61,,BSC-M 69-61 (+8),,"GOOD FT by ,BRUCE BRIGHT JR",2
06:28,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
06:28,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
06:28,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",2
06:28,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
06:08,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
06:08,"BLOCK  by WALDRUM,AIDAN",,,,,,,"BLOCK  by WALDRUM,AIDAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:08,"FOUL  by WALDRUM,AIDAN",,,,,,,"FOUL  by WALDRUM,AIDAN",2
06:08,,69 (+7),,62,"GOOD FT by SMITH,PRESTON",HENDRIX 69-62 (+7),,"GOOD FT by SMITH,PRESTON",2
06:08,,69 (+6),,63,"GOOD FT by SMITH,PRESTON",HENDRIX 69-63 (+6),,"GOOD FT by SMITH,PRESTON",2
06:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:08,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
06:08,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
06:08,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
06:08,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",2
06:08,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
06:08,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
06:01,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
05:27,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
05:24,"GOOD LAYUP by MOORE,KADEN(in the paint)",71 (+8),,63,,BSC-M 71-63 (+8),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
05:00,,71 (+6),,65,"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 71-65 (+6),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
05:00,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
05:00,,71 (+5),,66,"GOOD FT by STANLEY,SETH",HENDRIX 71-66 (+5),,"GOOD FT by STANLEY,SETH",2
05:00,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
05:00,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
04:35,,,,,"MISS JUMPER by JOHNSON,DAMECKO",,,"MISS JUMPER by JOHNSON,DAMECKO",2
--,"REBOUND DEF by KANE,DENMAN",,,,,,,"REBOUND DEF by KANE,DENMAN",2
04:23,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
04:23,"BLOCK  by MOORE,KADEN",,,,,,,"BLOCK  by MOORE,KADEN",2
--,,,,,"REBOUND OFF by SMITH,PRESTON",,,"REBOUND OFF by SMITH,PRESTON",2
04:23,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
04:23,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:23,,71 (+4),,67,"GOOD FT by FITCH,CARL",HENDRIX 71-67 (+4),,"GOOD FT by FITCH,CARL",2
04:23,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
04:23,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
04:23,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
04:23,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
04:02,"TURNOVER  by ALLISON,ZACHARY",,,,,,,"TURNOVER  by ALLISON,ZACHARY",2
04:00,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
03:59,"FOUL  by ALLISON,ZACHARY",,,,,,,"FOUL  by ALLISON,ZACHARY",2
03:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:59,,71 (+3),,68,"GOOD FT by BRASFIELD,KAM",HENDRIX 71-68 (+3),,"GOOD FT by BRASFIELD,KAM",2
03:59,,71 (+2),,69,"GOOD FT by BRASFIELD,KAM",HENDRIX 71-69 (+2),,"GOOD FT by BRASFIELD,KAM",2
03:40,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
03:40,"GOOD FT by STEWART,CHRISTIAN",72 (+3),,69,,BSC-M 72-69 (+3),,"GOOD FT by STEWART,CHRISTIAN",2
03:40,"GOOD FT by STEWART,CHRISTIAN",73 (+4),,69,,BSC-M 73-69 (+4),,"GOOD FT by STEWART,CHRISTIAN",2
03:30,,73 (+2),,71,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 73-71 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
03:01,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
02:56,,73,,73,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",HENDRIX 73-73 (0),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
02:39,"GOOD LAYUP by GONDA,MATT(in the paint)",75 (+2),,73,,BSC-M 75-73 (+2),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
02:18,,75,,76 (+1),"GOOD 3PTR by COMAN,SEAN",HENDRIX 75-76 (-1),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
01:57,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
01:57,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
01:52,"MISS 3PTR by STEWART,CHRISTIAN",,,,,,,"MISS 3PTR by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
01:26,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:26,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",2
01:26,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
01:26,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
01:26,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
01:14,"GOOD 3PTR by ,BRUCE BRIGHT JR",78 (+2),,76,,BSC-M 78-76 (+2),,"GOOD 3PTR by ,BRUCE BRIGHT JR",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
