Time Remaining,,Away Team Score,Play Team Indicator,Home Team Score,,Game Score,Team Indicator,Play,Period
19:50,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",1
19:50,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",1
19:42,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
19:42,"STEAL  by DENBESTEN,COLE",,,,,,,"STEAL  by DENBESTEN,COLE",1
19:19,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",1
19:19,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",1
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1
18:53,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2 (+2),,0,,2-0 (-2),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",1
18:30,"GOOD JUMPER by SPENCE,BEN",2,,2,,2-2 (0),,"GOOD JUMPER by SPENCE,BEN",1
18:17,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
17:57,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
17:57,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",1
17:51,"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",4 (+2),,2,,4-2 (-2),,"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",1
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",1
17:51,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",1
17:51,"GOOD FT by DARST,DANIEL",5 (+3),,2,,5-2 (-3),,"GOOD FT by DARST,DANIEL",1
17:51,"SUB IN by WALDRUM,AIDAN",,,,,,,"SUB IN by WALDRUM,AIDAN",1
17:51,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
17:48,"GOOD 3PTR by DENBESTEN,COLE",5,,5,,5-5 (0),,"GOOD 3PTR by DENBESTEN,COLE",1
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",1
17:33,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",1
