Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
19:48,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
19:44,"GOOD LAYUP by SPENCE,BEN(in the paint)",23,,26 (+3),,BSC-M 23-26 (-3),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
19:15,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
19:15,,,,,"MISS FT by LIVINGSTON,TREY",,,"MISS FT by LIVINGSTON,TREY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:15,,,,,"MISS FT by LIVINGSTON,TREY",,,"MISS FT by LIVINGSTON,TREY",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
18:47,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",2
18:43,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:25,,,,,"MISS JUMPER by HARRIS,JAMES",,,"MISS JUMPER by HARRIS,JAMES",2
18:25,"BLOCK  by SPENCE,BEN",,,,,,,"BLOCK  by SPENCE,BEN",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
18:11,"GOOD LAYUP by SPENCE,BEN(in the paint)",25,,26 (+1),,BSC-M 25-26 (-1),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
18:11,,,,,"FOUL  by LIVINGSTON,TREY",,,"FOUL  by LIVINGSTON,TREY",2
18:11,"GOOD FT by SPENCE,BEN",26,,26,,BSC-M 26-26 (0),,"GOOD FT by SPENCE,BEN",2
17:53,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
17:53,,,,,"MISS FT by PINES,KYANTE",,,"MISS FT by PINES,KYANTE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:53,,26,,27 (+1),"GOOD FT by PINES,KYANTE",HCM 26-27 (-1),,"GOOD FT by PINES,KYANTE",2
17:53,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",2
17:53,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
17:53,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
17:53,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
17:31,"MISS JUMPER by ALLISON,ZACHARY",,,,,,,"MISS JUMPER by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",2
17:23,,26,,29 (+3),"GOOD LAYUP by PINES,KYANTE(in the paint)",HCM 26-29 (-3),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
--,,,,,"ASSIST  by HOBSON,CHARVEZ'",,,"ASSIST  by HOBSON,CHARVEZ'",2
17:23,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
17:23,,26,,30 (+4),"GOOD FT by PINES,KYANTE",HCM 26-30 (-4),,"GOOD FT by PINES,KYANTE",2
17:23,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
17:23,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
17:01,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
17:01,,,,,"BLOCK  by KING,ISAIAH",,,"BLOCK  by KING,ISAIAH",2
--,"REBOUND OFF by STEPHENS,TROY",,,,,,,"REBOUND OFF by STEPHENS,TROY",2
16:56,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",2
16:46,,26,,32 (+6),"GOOD JUMPER by PINES,KYANTE",HCM 26-32 (-6),,"GOOD JUMPER by PINES,KYANTE",2
16:29,"GOOD JUMPER by MOORE,KADEN",28,,32 (+4),,BSC-M 28-32 (-4),,"GOOD JUMPER by MOORE,KADEN",2
16:14,,,,,"TURNOVER  by HARRIS,JAMES",,,"TURNOVER  by HARRIS,JAMES",2
16:14,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
16:14,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
16:14,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
16:14,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
16:14,,,,,"SUB IN by BARKER,BJ",,,"SUB IN by BARKER,BJ",2
16:14,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
16:14,,,,,"SUB OUT by PINES,KYANTE",,,"SUB OUT by PINES,KYANTE",2
16:14,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
16:14,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
16:14,,,,,"SUB OUT by KING,ISAIAH",,,"SUB OUT by KING,ISAIAH",2
15:56,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",2
15:48,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",2
15:46,,,,,"FOUL  by LIVINGSTON,TREY",,,"FOUL  by LIVINGSTON,TREY",2
15:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:46,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
15:46,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",2
15:44,"TURNOVER  by HOLLIFIELD,MALCOLM",,,,,,,"TURNOVER  by HOLLIFIELD,MALCOLM",2
15:43,,,,,"STEAL  by WASHINGTON,AARON",,,"STEAL  by WASHINGTON,AARON",2
15:40,,28,,34 (+6),"GOOD JUMPER by WASHINGTON,AARON",HCM 28-34 (-6),,"GOOD JUMPER by WASHINGTON,AARON",2
15:39,"FOUL  by HOLLIFIELD,MALCOLM",,,,,,,"FOUL  by HOLLIFIELD,MALCOLM",2
15:38,,,,,"MISS FT by WASHINGTON,AARON",,,"MISS FT by WASHINGTON,AARON",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
15:16,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",2
15:16,,,,,"FOUL TECH by TONEY,CALEB",,,"FOUL TECH by TONEY,CALEB",2
15:16,"FOUL TECH by YANCEY,RICH",,,,,,,"FOUL TECH by YANCEY,RICH",2
15:16,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
14:55,,,,,"TURNOVER  by WASHINGTON,AARON",,,"TURNOVER  by WASHINGTON,AARON",2
14:55,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
14:55,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
14:52,"TURNOVER  by HOLLIFIELD,MALCOLM",,,,,,,"TURNOVER  by HOLLIFIELD,MALCOLM",2
14:51,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
14:51,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
14:51,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
14:51,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
14:41,,,,,"MISS JUMPER by BARKER,BJ",,,"MISS JUMPER by BARKER,BJ",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
14:28,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
14:26,,,,,"STEAL  by HOBSON,CHARVEZ'",,,"STEAL  by HOBSON,CHARVEZ'",2
13:58,,,,,"MISS JUMPER by HOBSON,CHARVEZ'",,,"MISS JUMPER by HOBSON,CHARVEZ'",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
13:43,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",2
13:43,,,,,"SUB IN by PINES,KYANTE",,,"SUB IN by PINES,KYANTE",2
13:43,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
13:43,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
13:24,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
13:01,,,,,"MISS JUMPER by PINES,KYANTE",,,"MISS JUMPER by PINES,KYANTE",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
12:59,,,,,"FOUL  by HOBSON,CHARVEZ'",,,"FOUL  by HOBSON,CHARVEZ'",2
12:50,"MISS LAYUP by MOORE,KADEN",,,,,,,"MISS LAYUP by MOORE,KADEN",2
--,,,,,"REBOUND DEF by PINES,KYANTE",,,"REBOUND DEF by PINES,KYANTE",2
12:25,,28,,37 (+9),"GOOD 3PTR by WASHINGTON,AARON",HCM 28-37 (-9),,"GOOD 3PTR by WASHINGTON,AARON",2
--,,,,,"ASSIST  by SCHMITT,LUCAS",,,"ASSIST  by SCHMITT,LUCAS",2
12:14,,,,,"FOUL  by BARKER,BJ",,,"FOUL  by BARKER,BJ",2
12:14,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
12:14,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
12:14,,,,,"SUB IN by KING,ISAIAH",,,"SUB IN by KING,ISAIAH",2
12:14,,,,,"SUB OUT by BARKER,BJ",,,"SUB OUT by BARKER,BJ",2
12:14,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",2
12:14,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
11:52,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
11:48,"GOOD LAYUP by MOORE,KADEN(in the paint)",30,,37 (+7),,BSC-M 30-37 (-7),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
11:25,,,,,"MISS LAYUP by KING,ISAIAH",,,"MISS LAYUP by KING,ISAIAH",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
10:59,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
10:57,,,,,"STEAL  by KING,ISAIAH",,,"STEAL  by KING,ISAIAH",2
10:38,,30,,39 (+9),"GOOD JUMPER by KING,ISAIAH",HCM 30-39 (-9),,"GOOD JUMPER by KING,ISAIAH",2
10:30,,,,,"FOUL  by LIVINGSTON,TREY",,,"FOUL  by LIVINGSTON,TREY",2
10:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:30,"GOOD FT by ALLISON,ZACHARY",31,,39 (+8),,BSC-M 31-39 (-8),,"GOOD FT by ALLISON,ZACHARY",2
10:30,"GOOD FT by ALLISON,ZACHARY",32,,39 (+7),,BSC-M 32-39 (-7),,"GOOD FT by ALLISON,ZACHARY",2
10:30,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
10:30,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
10:30,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:30,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
10:30,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
10:30,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
10:30,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
10:30,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
10:13,,32,,41 (+9),"GOOD LAYUP by PINES,KYANTE(in the paint)",HCM 32-41 (-9),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",2
10:02,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
10:02,,,,,"BLOCK  by WOODS,MYKEL",,,"BLOCK  by WOODS,MYKEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:02,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
10:02,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",2
09:41,,32,,43 (+11),"GOOD LAYUP by KING,ISAIAH(in the paint)",HCM 32-43 (-11),,"GOOD LAYUP by KING,ISAIAH(in the paint)",2
09:18,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by WOODS,MYKEL",,,"REBOUND DEF by WOODS,MYKEL",2
09:09,,,,,"MISS LAYUP by PINES,KYANTE",,,"MISS LAYUP by PINES,KYANTE",2
--,,,,,"REBOUND OFF by WOODS,MYKEL",,,"REBOUND OFF by WOODS,MYKEL",2
09:03,,,,,"MISS LAYUP by WOODS,MYKEL",,,"MISS LAYUP by WOODS,MYKEL",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
09:03,,,,,"FOUL  by PINES,KYANTE",,,"FOUL  by PINES,KYANTE",2
09:03,"MISS FT by YANCEY,RICH",,,,,,,"MISS FT by YANCEY,RICH",2
--,,,,,"REBOUND DEF by PINES,KYANTE",,,"REBOUND DEF by PINES,KYANTE",2
08:56,,32,,45 (+13),"GOOD LAYUP by TONEY,CALEB(in the paint)",HCM 32-45 (-13),,"GOOD LAYUP by TONEY,CALEB(in the paint)",2
08:47,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
08:41,"GOOD LAYUP by MOORE,KADEN(in the paint)",34,,45 (+11),,BSC-M 34-45 (-11),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
08:29,,34,,48 (+14),"GOOD 3PTR by PINES,KYANTE",HCM 34-48 (-14),,"GOOD 3PTR by PINES,KYANTE",2
--,,,,,"ASSIST  by KING,ISAIAH",,,"ASSIST  by KING,ISAIAH",2
08:19,"GOOD 3PTR by BAK,CALVIN",37,,48 (+11),,BSC-M 37-48 (-11),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
08:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:16,,,,,"SUB IN by BARKER,BJ",,,"SUB IN by BARKER,BJ",2
08:16,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
08:16,,,,,"SUB IN by HOBSON,CHARVEZ'",,,"SUB IN by HOBSON,CHARVEZ'",2
08:16,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
08:16,,,,,"SUB OUT by PINES,KYANTE",,,"SUB OUT by PINES,KYANTE",2
08:16,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
08:02,"GOOD FT by ALLISON,ZACHARY",38,,48 (+10),,BSC-M 38-48 (-10),,"GOOD FT by ALLISON,ZACHARY",2
08:02,"GOOD FT by ALLISON,ZACHARY",39,,48 (+9),,BSC-M 39-48 (-9),,"GOOD FT by ALLISON,ZACHARY",2
08:02,,,,,"MISS 3PTR by CHAMPION,JACOB",,,"MISS 3PTR by CHAMPION,JACOB",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
08:02,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
08:02,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
08:02,,,,,"SUB IN by CHAMPION,JACOB",,,"SUB IN by CHAMPION,JACOB",2
08:02,,,,,"SUB OUT by KING,ISAIAH",,,"SUB OUT by KING,ISAIAH",2
07:56,,,,,"TURNOVER  by KING,ISAIAH",,,"TURNOVER  by KING,ISAIAH",2
07:55,"STEAL  by YANCEY,RICH",,,,,,,"STEAL  by YANCEY,RICH",2
07:49,"MISS LAYUP by MOORE,KADEN",,,,,,,"MISS LAYUP by MOORE,KADEN",2
07:49,,,,,"FOUL  by KING,ISAIAH",,,"FOUL  by KING,ISAIAH",2
--,,,,,"REBOUND DEF by WASHINGTON,AARON",,,"REBOUND DEF by WASHINGTON,AARON",2
07:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:09,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
07:09,,39,,49 (+10),"GOOD FT by BARKER,BJ",HCM 39-49 (-10),,"GOOD FT by BARKER,BJ",2
07:09,,39,,50 (+11),"GOOD FT by BARKER,BJ",HCM 39-50 (-11),,"GOOD FT by BARKER,BJ",2
06:55,"GOOD DUNK by MOORE,KADEN(in the paint)",41,,50 (+9),,BSC-M 41-50 (-9),,"GOOD DUNK by MOORE,KADEN(in the paint)",2
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",2
06:24,,,,,"TURNOVER  by CHAMPION,JACOB",,,"TURNOVER  by CHAMPION,JACOB",2
06:23,"STEAL  by MOORE,KADEN",,,,,,,"STEAL  by MOORE,KADEN",2
06:12,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",43,,50 (+7),,BSC-M 43-50 (-7),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
05:56,,,,,"MISS LAYUP by BARKER,BJ",,,"MISS LAYUP by BARKER,BJ",2
05:56,"BLOCK  by MOORE,KADEN",,,,,,,"BLOCK  by MOORE,KADEN",2
--,,,,,"REBOUND OFF by LIVINGSTON,TREY",,,"REBOUND OFF by LIVINGSTON,TREY",2
05:50,,43,,52 (+9),"GOOD LAYUP by LIVINGSTON,TREY(in the paint)",HCM 43-52 (-9),,"GOOD LAYUP by LIVINGSTON,TREY(in the paint)",2
05:50,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
05:50,,,,,"MISS FT by LIVINGSTON,TREY",,,"MISS FT by LIVINGSTON,TREY",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
05:42,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by SCHMITT,LUCAS",,,"REBOUND DEF by SCHMITT,LUCAS",2
05:23,,,,,"MISS LAYUP by BARKER,BJ",,,"MISS LAYUP by BARKER,BJ",2
--,,,,,"REBOUND OFF by SCHMITT,LUCAS",,,"REBOUND OFF by SCHMITT,LUCAS",2
05:18,,,,,"MISS JUMPER by WASHINGTON,AARON",,,"MISS JUMPER by WASHINGTON,AARON",2
--,,,,,"REBOUND OFF by LIVINGSTON,TREY",,,"REBOUND OFF by LIVINGSTON,TREY",2
05:13,,43,,54 (+11),"GOOD LAYUP by LIVINGSTON,TREY(in the paint)",HCM 43-54 (-11),,"GOOD LAYUP by LIVINGSTON,TREY(in the paint)",2
05:10,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
05:10,,,,,"SUB IN by SCHMITT,LUCAS",,,"SUB IN by SCHMITT,LUCAS",2
05:10,,,,,"SUB IN by PINES,KYANTE",,,"SUB IN by PINES,KYANTE",2
05:10,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
05:10,,,,,"SUB OUT by CHAMPION,JACOB",,,"SUB OUT by CHAMPION,JACOB",2
05:10,,,,,"SUB OUT by HOBSON,CHARVEZ'",,,"SUB OUT by HOBSON,CHARVEZ'",2
05:07,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by LIVINGSTON,TREY",,,"REBOUND DEF by LIVINGSTON,TREY",2
04:58,,43,,56 (+13),"GOOD JUMPER by PINES,KYANTE",HCM 43-56 (-13),,"GOOD JUMPER by PINES,KYANTE",2
04:58,,,,,"FOUL  by BARKER,BJ",,,"FOUL  by BARKER,BJ",2
04:58,"GOOD FT by ALLISON,ZACHARY",44,,56 (+12),,BSC-M 44-56 (-12),,"GOOD FT by ALLISON,ZACHARY",2
04:58,"GOOD FT by ALLISON,ZACHARY",45,,56 (+11),,BSC-M 45-56 (-11),,"GOOD FT by ALLISON,ZACHARY",2
04:58,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
04:58,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
04:58,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
04:58,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
04:58,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
04:58,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
04:58,,,,,"SUB IN by KING,ISAIAH",,,"SUB IN by KING,ISAIAH",2
04:58,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
04:58,,,,,"SUB OUT by BARKER,BJ",,,"SUB OUT by BARKER,BJ",2
04:58,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",2
04:56,,45,,58 (+13),"GOOD JUMPER by PINES,KYANTE",HCM 45-58 (-13),,"GOOD JUMPER by PINES,KYANTE",2
04:46,"MISS 3PTR by DENBESTEN,COLE",,,,,,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
04:45,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
04:45,,,,,"MISS FT by SCHMITT,LUCAS",,,"MISS FT by SCHMITT,LUCAS",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
04:32,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",2
04:11,,,,,"TURNOVER  by WOODS,MYKEL",,,"TURNOVER  by WOODS,MYKEL",2
04:09,"STEAL  by MOORE,KADEN",,,,,,,"STEAL  by MOORE,KADEN",2
04:06,"GOOD JUMPER by STEPHENS,TROY",47,,58 (+11),,BSC-M 47-58 (-11),,"GOOD JUMPER by STEPHENS,TROY",2
03:52,,,,,"MISS LAYUP by KING,ISAIAH",,,"MISS LAYUP by KING,ISAIAH",2
03:52,"BLOCK  by MOORE,KADEN",,,,,,,"BLOCK  by MOORE,KADEN",2
--,,,,,"REBOUND OFF by PINES,KYANTE",,,"REBOUND OFF by PINES,KYANTE",2
03:46,,47,,60 (+13),"GOOD LAYUP by PINES,KYANTE(in the paint)",HCM 47-60 (-13),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
03:43,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",2
--,,,,,"REBOUND DEF by SCHMITT,LUCAS",,,"REBOUND DEF by SCHMITT,LUCAS",2
03:34,,,,,"MISS LAYUP by HARRIS,JAMES",,,"MISS LAYUP by HARRIS,JAMES",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
03:21,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
03:15,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",2
03:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:15,"GOOD FT by SPENCE,BEN",48,,60 (+12),,BSC-M 48-60 (-12),,"GOOD FT by SPENCE,BEN",2
03:15,"GOOD FT by SPENCE,BEN",49,,60 (+11),,BSC-M 49-60 (-11),,"GOOD FT by SPENCE,BEN",2
03:12,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
03:12,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
03:12,,,,,"SUB IN by LIVINGSTON,TREY",,,"SUB IN by LIVINGSTON,TREY",2
03:12,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
03:12,,,,,"SUB IN by BARKER,BJ",,,"SUB IN by BARKER,BJ",2
03:12,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",2
03:12,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",2
03:12,,,,,"SUB OUT by SCHMITT,LUCAS",,,"SUB OUT by SCHMITT,LUCAS",2
03:12,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
03:12,,,,,"SUB OUT by KING,ISAIAH",,,"SUB OUT by KING,ISAIAH",2
03:08,,49,,62 (+13),"GOOD JUMPER by PINES,KYANTE",HCM 49-62 (-13),,"GOOD JUMPER by PINES,KYANTE",2
03:03,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
02:51,,,,,"MISS 3PTR by PINES,KYANTE",,,"MISS 3PTR by PINES,KYANTE",2
--,,,,,"REBOUND OFF by LIVINGSTON,TREY",,,"REBOUND OFF by LIVINGSTON,TREY",2
02:46,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
02:46,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
02:46,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
02:46,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
02:46,"SUB IN by ALLISON,ZACHARY",,,,,,,"SUB IN by ALLISON,ZACHARY",2
