Time Remaining,LCM,Away Team Score,Play Team Indicator,Home Team Score,BSC-M,Game Score,Team Indicator,Play,Period
03:26,"MISS 3PTR by POWELL,LASHARD",,,,,,,"MISS 3PTR by POWELL,LASHARD",1
--,,,,,"REBOUND DEF by ZHOU,ANDY",,,"REBOUND DEF by ZHOU,ANDY",1
03:10,,30,,38 (+8),"GOOD LAYUP by YANCEY,RICH(in the paint)",BSC-M 30-38 (+8),,"GOOD LAYUP by YANCEY,RICH(in the paint)",1
03:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
02:52,"MISS 3PTR by HARDY,BAILEY",,,,,,,"MISS 3PTR by HARDY,BAILEY",1
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",1
02:49,"GOOD JUMPER by WASHINGTON,DEVON",32,,38 (+6),,LCM 32-38 (+6),,"GOOD JUMPER by WASHINGTON,DEVON",1
02:28,,,,,"MISS 3PTR by STEWART,CHRISTIAN",,,"MISS 3PTR by STEWART,CHRISTIAN",1
--,"REBOUND DEF by HARDY,BAILEY",,,,,,,"REBOUND DEF by HARDY,BAILEY",1
02:09,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",1
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",1
02:04,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
02:04,"GOOD FT by WASHINGTON,DEVON",33,,38 (+5),,LCM 33-38 (+5),,"GOOD FT by WASHINGTON,DEVON",1
02:04,"GOOD FT by WASHINGTON,DEVON",34,,38 (+4),,LCM 34-38 (+4),,"GOOD FT by WASHINGTON,DEVON",1
02:04,"SUB IN by SCHULTZ,TRAVIS",,,,,,,"SUB IN by SCHULTZ,TRAVIS",1
02:04,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",1
02:04,"SUB OUT by WASHINGTON,DEVON",,,,,,,"SUB OUT by WASHINGTON,DEVON",1
02:04,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",1
02:04,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
02:04,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",1
01:47,,34,,40 (+6),"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC-M 34-40 (+6),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",1
01:38,"TURNOVER  by AUSTIN,DENZEL",,,,,,,"TURNOVER  by AUSTIN,DENZEL",1
01:22,,,,,"MISS LAYUP by ALLISON,ZACHARY",,,"MISS LAYUP by ALLISON,ZACHARY",1
--,"REBOUND DEF by SCHULTZ,TRAVIS",,,,,,,"REBOUND DEF by SCHULTZ,TRAVIS",1
01:14,"MISS 3PTR by AUSTIN,DENZEL",,,,,,,"MISS 3PTR by AUSTIN,DENZEL",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
01:02,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,"REBOUND DEF by HOLLIS,REX",,,,,,,"REBOUND DEF by HOLLIS,REX",1
00:41,"MISS 3PTR by HOLLIS,REX",,,,,,,"MISS 3PTR by HOLLIS,REX",1
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",1
00:19,,34,,42 (+8),"GOOD LAYUP by BAK,CALVIN(in the paint)",BSC-M 34-42 (+8),,"GOOD LAYUP by BAK,CALVIN(in the paint)",1
--,,,,,"ASSIST  by WALDRUM,AIDAN",,,"ASSIST  by WALDRUM,AIDAN",1
00:03,"MISS 3PTR by AUSTIN,DENZEL",,,,,,,"MISS 3PTR by AUSTIN,DENZEL",1
--,"REBOUND OFF by HOLLIS,REX",,,,,,,"REBOUND OFF by HOLLIS,REX",1
20:00,"SUB IN by WASHINGTON,DEVON",,,,,,,"SUB IN by WASHINGTON,DEVON",2
20:00,"SUB OUT by WALLACE,KD",,,,,,,"SUB OUT by WALLACE,KD",2
19:45,,,,,"MISS 3PTR by STEWART,CHRISTIAN",,,"MISS 3PTR by STEWART,CHRISTIAN",2
--,"REBOUND DEF by STOKES,TIMOTHY",,,,,,,"REBOUND DEF by STOKES,TIMOTHY",2
19:32,"MISS 3PTR by SCHULTZ,TRAVIS",,,,,,,"MISS 3PTR by SCHULTZ,TRAVIS",2
--,"REBOUND OFF by STOKES,TIMOTHY",,,,,,,"REBOUND OFF by STOKES,TIMOTHY",2
19:14,"MISS LAYUP by POWELL,LASHARD",,,,,,,"MISS LAYUP by POWELL,LASHARD",2
--,"REBOUND OFF by WASHINGTON,DEVON",,,,,,,"REBOUND OFF by WASHINGTON,DEVON",2
19:09,"TURNOVER  by WASHINGTON,DEVON",,,,,,,"TURNOVER  by WASHINGTON,DEVON",2
19:08,,,,,"STEAL  by ALLISON,ZACHARY",,,"STEAL  by ALLISON,ZACHARY",2
19:03,,34,,44 (+10),"GOOD LAYUP by ALLISON,ZACHARY(fastbreak)(in the paint)",BSC-M 34-44 (+10),,"GOOD LAYUP by ALLISON,ZACHARY(fastbreak)(in the paint)",2
18:57,"GOOD LAYUP by POWELL,LASHARD(fastbreak)(in the paint)",36,,44 (+8),,LCM 36-44 (+8),,"GOOD LAYUP by POWELL,LASHARD(fastbreak)(in the paint)",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
18:38,,36,,46 (+10),"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 36-46 (+10),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
18:32,"GOOD LAYUP by SCHULTZ,TRAVIS(fastbreak)(in the paint)",38,,46 (+8),,LCM 38-46 (+8),,"GOOD LAYUP by SCHULTZ,TRAVIS(fastbreak)(in the paint)",2
18:18,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",2
--,,,,,"REBOUND OFF by ALLISON,ZACHARY",,,"REBOUND OFF by ALLISON,ZACHARY",2
17:57,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by SCHULTZ,TRAVIS",,,,,,,"REBOUND DEF by SCHULTZ,TRAVIS",2
17:46,"GOOD LAYUP by STOKES,TIMOTHY(fastbreak)(in the paint)",40,,46 (+6),,LCM 40-46 (+6),,"GOOD LAYUP by STOKES,TIMOTHY(fastbreak)(in the paint)",2
17:30,,40,,48 (+8),"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC-M 40-48 (+8),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
16:56,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
16:56,"GOOD FT by POWELL,LASHARD",41,,48 (+7),,LCM 41-48 (+7),,"GOOD FT by POWELL,LASHARD",2
16:56,"GOOD FT by POWELL,LASHARD",42,,48 (+6),,LCM 42-48 (+6),,"GOOD FT by POWELL,LASHARD",2
16:56,"SUB IN by WALLACE,KD",,,,,,,"SUB IN by WALLACE,KD",2
16:56,"SUB IN by RHONE,JAYLEN",,,,,,,"SUB IN by RHONE,JAYLEN",2
16:56,"SUB IN by HOLLIS,REX",,,,,,,"SUB IN by HOLLIS,REX",2
16:56,"SUB IN by AUSTIN,DENZEL",,,,,,,"SUB IN by AUSTIN,DENZEL",2
16:56,"SUB OUT by WASHINGTON,DEVON",,,,,,,"SUB OUT by WASHINGTON,DEVON",2
16:56,"SUB OUT by SCHULTZ,TRAVIS",,,,,,,"SUB OUT by SCHULTZ,TRAVIS",2
16:56,"SUB OUT by BAKER,KAE'RON",,,,,,,"SUB OUT by BAKER,KAE'RON",2
16:56,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",2
16:56,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
16:56,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
16:56,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
16:56,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
16:56,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:56,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
16:56,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
16:56,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
16:45,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
16:45,,,,,"TURNOVER  by MOORE,KADEN",,,"TURNOVER  by MOORE,KADEN",2
16:42,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",2
16:35,"FOUL  by WALLACE,KD",,,,,,,"FOUL  by WALLACE,KD",2
16:35,"TURNOVER  by WALLACE,KD",,,,,,,"TURNOVER  by WALLACE,KD",2
16:24,"FOUL  by WALLACE,KD",,,,,,,"FOUL  by WALLACE,KD",2
16:07,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",2
16:07,,,,,"MISS TIPIN by STEPHENS,TROY",,,"MISS TIPIN by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by MOORE,KADEN",,,"REBOUND OFF by MOORE,KADEN",2
16:07,,42,,50 (+8),"GOOD LAYUP by MOORE,KADEN(in the paint)",BSC-M 42-50 (+8),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
16:07,"GOOD 3PTR by RHONE,JAYLEN",45,,50 (+5),,LCM 45-50 (+5),,"GOOD 3PTR by RHONE,JAYLEN",2
--,"ASSIST  by AUSTIN,DENZEL",,,,,,,"ASSIST  by AUSTIN,DENZEL",2
16:06,,45,,52 (+7),"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC-M 45-52 (+7),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,,,,,"ASSIST  by MOORE,KADEN",,,"ASSIST  by MOORE,KADEN",2
15:26,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
15:26,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:26,,45,,53 (+8),"GOOD FT by SPENCE,BEN",BSC-M 45-53 (+8),,"GOOD FT by SPENCE,BEN",2
15:26,"SUB IN by SCHULTZ,TRAVIS",,,,,,,"SUB IN by SCHULTZ,TRAVIS",2
15:26,"SUB OUT by WALLACE,KD",,,,,,,"SUB OUT by WALLACE,KD",2
15:26,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
15:26,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
15:26,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
15:26,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
15:11,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
15:11,"GOOD FT by AUSTIN,DENZEL",46,,53 (+7),,LCM 46-53 (+7),,"GOOD FT by AUSTIN,DENZEL",2
15:11,"GOOD FT by AUSTIN,DENZEL",47,,53 (+6),,LCM 47-53 (+6),,"GOOD FT by AUSTIN,DENZEL",2
15:00,"FOUL  by POWELL,LASHARD",,,,,,,"FOUL  by POWELL,LASHARD",2
15:00,,47,,54 (+7),"GOOD FT by ALLISON,ZACHARY",BSC-M 47-54 (+7),,"GOOD FT by ALLISON,ZACHARY",2
15:00,,47,,55 (+8),"GOOD FT by ALLISON,ZACHARY",BSC-M 47-55 (+8),,"GOOD FT by ALLISON,ZACHARY",2
15:00,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",2
15:00,"SUB OUT by POWELL,LASHARD",,,,,,,"SUB OUT by POWELL,LASHARD",2
14:54,"TURNOVER  by HARDY,BAILEY",,,,,,,"TURNOVER  by HARDY,BAILEY",2
14:52,,,,,"STEAL  by DENBESTEN,COLE",,,"STEAL  by DENBESTEN,COLE",2
14:51,,,,,"TURNOVER  by DENBESTEN,COLE",,,"TURNOVER  by DENBESTEN,COLE",2
14:50,"STEAL  by HARDY,BAILEY",,,,,,,"STEAL  by HARDY,BAILEY",2
14:33,"GOOD 3PTR by RHONE,JAYLEN",50,,55 (+5),,LCM 50-55 (+5),,"GOOD 3PTR by RHONE,JAYLEN",2
--,"ASSIST  by HARDY,BAILEY",,,,,,,"ASSIST  by HARDY,BAILEY",2
14:14,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
14:14,,50,,56 (+6),"GOOD FT by ALLISON,ZACHARY",BSC-M 50-56 (+6),,"GOOD FT by ALLISON,ZACHARY",2
14:14,,50,,57 (+7),"GOOD FT by ALLISON,ZACHARY",BSC-M 50-57 (+7),,"GOOD FT by ALLISON,ZACHARY",2
14:14,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
14:14,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
13:59,"TURNOVER  by SCHULTZ,TRAVIS",,,,,,,"TURNOVER  by SCHULTZ,TRAVIS",2
13:59,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
13:59,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
13:51,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
13:51,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",2
13:51,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",2
13:50,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND DEF by SCHULTZ,TRAVIS",,,,,,,"REBOUND DEF by SCHULTZ,TRAVIS",2
13:45,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
13:45,"SUB IN by WASHINGTON,DEVON",,,,,,,"SUB IN by WASHINGTON,DEVON",2
13:45,"SUB OUT by HOLLIS,REX",,,,,,,"SUB OUT by HOLLIS,REX",2
13:45,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",2
13:45,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
13:34,"MISS 3PTR by AUSTIN,DENZEL",,,,,,,"MISS 3PTR by AUSTIN,DENZEL",2
--,,,,,"REBOUND DEF by HOLLIFIELD,MALCOLM",,,"REBOUND DEF by HOLLIFIELD,MALCOLM",2
13:21,,,,,"MISS LAYUP by ALLISON,ZACHARY",,,"MISS LAYUP by ALLISON,ZACHARY",2
--,"REBOUND DEF by SCHULTZ,TRAVIS",,,,,,,"REBOUND DEF by SCHULTZ,TRAVIS",2
13:15,"GOOD LAYUP by AUSTIN,DENZEL(fastbreak)(in the paint)",52,,57 (+5),,LCM 52-57 (+5),,"GOOD LAYUP by AUSTIN,DENZEL(fastbreak)(in the paint)",2
--,"ASSIST  by SCHULTZ,TRAVIS",,,,,,,"ASSIST  by SCHULTZ,TRAVIS",2
12:47,,52,,59 (+7),"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 52-59 (+7),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
12:41,,,,,"FOUL  by HOLLIFIELD,MALCOLM",,,"FOUL  by HOLLIFIELD,MALCOLM",2
12:41,"SUB IN by BAKER,KAE'RON",,,,,,,"SUB IN by BAKER,KAE'RON",2
12:41,"SUB OUT by AUSTIN,DENZEL",,,,,,,"SUB OUT by AUSTIN,DENZEL",2
12:41,,,,,"SUB IN by ZHOU,ANDY",,,"SUB IN by ZHOU,ANDY",2
12:41,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
12:27,"MISS JUMPER by STOKES,TIMOTHY",,,,,,,"MISS JUMPER by STOKES,TIMOTHY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:24,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
12:24,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
12:22,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",2
12:22,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",2
--,"REBOUND OFF by SCHULTZ,TRAVIS",,,,,,,"REBOUND OFF by SCHULTZ,TRAVIS",2
12:16,"GOOD 3PTR by RHONE,JAYLEN",55,,59 (+4),,LCM 55-59 (+4),,"GOOD 3PTR by RHONE,JAYLEN",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
11:54,,55,,62 (+7),"GOOD 3PTR by HOLLIFIELD,MALCOLM",BSC-M 55-62 (+7),,"GOOD 3PTR by HOLLIFIELD,MALCOLM",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
11:40,"GOOD 3PTR by BAKER,KAE'RON",58,,62 (+4),,LCM 58-62 (+4),,"GOOD 3PTR by BAKER,KAE'RON",2
--,"ASSIST  by RHONE,JAYLEN",,,,,,,"ASSIST  by RHONE,JAYLEN",2
11:13,,,,,"TURNOVER  by HOLLIFIELD,MALCOLM",,,"TURNOVER  by HOLLIFIELD,MALCOLM",2
11:13,"STEAL  by RHONE,JAYLEN",,,,,,,"STEAL  by RHONE,JAYLEN",2
11:13,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:13,"SUB IN by AUSTIN,DENZEL",,,,,,,"SUB IN by AUSTIN,DENZEL",2
11:13,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",2
11:13,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
11:13,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
11:13,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
11:13,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
11:13,,,,,"SUB OUT by ZHOU,ANDY",,,"SUB OUT by ZHOU,ANDY",2
11:13,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",2
10:57,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",60,,62 (+2),,LCM 60-62 (+2),,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",2
10:48,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND DEF by BAKER,KAE'RON",,,,,,,"REBOUND DEF by BAKER,KAE'RON",2
10:40,"GOOD LAYUP by RHONE,JAYLEN(fastbreak)(in the paint)",62,,62,,LCM 62-62 (0),,"GOOD LAYUP by RHONE,JAYLEN(fastbreak)(in the paint)",2
10:25,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by SCHULTZ,TRAVIS",,,,,,,"REBOUND DEF by SCHULTZ,TRAVIS",2
10:16,"TURNOVER  by WASHINGTON,DEVON",,,,,,,"TURNOVER  by WASHINGTON,DEVON",2
10:14,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",2
10:10,,62,,64 (+2),"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",BSC-M 62-64 (+2),,"GOOD LAYUP by GONDA,MATT(fastbreak)(in the paint)",2
09:50,"MISS 3PTR by RHONE,JAYLEN",,,,,,,"MISS 3PTR by RHONE,JAYLEN",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
09:40,,62,,66 (+4),"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 62-66 (+4),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
09:16,"MISS LAYUP by BAKER,KAE'RON",,,,,,,"MISS LAYUP by BAKER,KAE'RON",2
09:16,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",2
--,"REBOUND OFF by BAKER,KAE'RON",,,,,,,"REBOUND OFF by BAKER,KAE'RON",2
09:08,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",64,,66 (+2),,LCM 64-66 (+2),,"GOOD JUMPER by WASHINGTON,DEVON(in the paint)",2
09:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:06,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
09:06,"SUB IN by POWELL,LASHARD",,,,,,,"SUB IN by POWELL,LASHARD",2
09:06,"SUB IN by HOLLIS,REX",,,,,,,"SUB IN by HOLLIS,REX",2
09:06,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",2
09:06,"SUB OUT by WASHINGTON,DEVON",,,,,,,"SUB OUT by WASHINGTON,DEVON",2
09:06,"SUB OUT by RHONE,JAYLEN",,,,,,,"SUB OUT by RHONE,JAYLEN",2
09:06,"SUB OUT by BAKER,KAE'RON",,,,,,,"SUB OUT by BAKER,KAE'RON",2
09:06,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
09:06,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
08:38,,64,,68 (+4),"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC-M 64-68 (+4),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
08:38,"FOUL  by HOLLIS,REX",,,,,,,"FOUL  by HOLLIS,REX",2
08:38,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
--,"REBOUND DEF by HOLLIS,REX",,,,,,,"REBOUND DEF by HOLLIS,REX",2
08:24,"GOOD LAYUP by POWELL,LASHARD(in the paint)",66,,68 (+2),,LCM 66-68 (+2),,"GOOD LAYUP by POWELL,LASHARD(in the paint)",2
08:00,,,,,"MISS LAYUP by GONDA,MATT",,,"MISS LAYUP by GONDA,MATT",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
07:57,,66,,70 (+4),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC-M 66-70 (+4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
07:36,"GOOD LAYUP by POWELL,LASHARD(in the paint)",68,,70 (+2),,LCM 68-70 (+2),,"GOOD LAYUP by POWELL,LASHARD(in the paint)",2
07:08,,68,,73 (+5),"GOOD 3PTR by GONDA,MATT",BSC-M 68-73 (+5),,"GOOD 3PTR by GONDA,MATT",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
06:33,"GOOD JUMPER by SCHULTZ,TRAVIS",70,,73 (+3),,LCM 70-73 (+3),,"GOOD JUMPER by SCHULTZ,TRAVIS",2
06:22,,70,,75 (+5),"GOOD LAYUP by SPENCE,BEN(fastbreak)(in the paint)",BSC-M 70-75 (+5),,"GOOD LAYUP by SPENCE,BEN(fastbreak)(in the paint)",2
06:07,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
06:07,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
06:07,"GOOD FT by AUSTIN,DENZEL",71,,75 (+4),,LCM 71-75 (+4),,"GOOD FT by AUSTIN,DENZEL",2
06:07,"GOOD FT by AUSTIN,DENZEL",72,,75 (+3),,LCM 72-75 (+3),,"GOOD FT by AUSTIN,DENZEL",2
06:07,"SUB IN by WASHINGTON,DEVON",,,,,,,"SUB IN by WASHINGTON,DEVON",2
06:07,"SUB IN by RHONE,JAYLEN",,,,,,,"SUB IN by RHONE,JAYLEN",2
06:07,"SUB IN by BAKER,KAE'RON",,,,,,,"SUB IN by BAKER,KAE'RON",2
06:07,"SUB OUT by POWELL,LASHARD",,,,,,,"SUB OUT by POWELL,LASHARD",2
06:07,"SUB OUT by SCHULTZ,TRAVIS",,,,,,,"SUB OUT by SCHULTZ,TRAVIS",2
06:07,"SUB OUT by HOLLIS,REX",,,,,,,"SUB OUT by HOLLIS,REX",2
06:07,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
06:07,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
06:07,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
06:07,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
06:07,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
06:07,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
05:55,,72,,78 (+6),"GOOD 3PTR by YANCEY,RICH",BSC-M 72-78 (+6),,"GOOD 3PTR by YANCEY,RICH",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
05:36,"MISS JUMPER by WASHINGTON,DEVON",,,,,,,"MISS JUMPER by WASHINGTON,DEVON",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
05:17,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",2
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",2
04:49,,,,,"TURNOVER  by DENBESTEN,COLE",,,"TURNOVER  by DENBESTEN,COLE",2
04:49,"MISS 3PTR by STOKES,TIMOTHY",,,,,,,"MISS 3PTR by STOKES,TIMOTHY",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
04:49,,,,,"MISS JUMPER by ALLISON,ZACHARY",,,"MISS JUMPER by ALLISON,ZACHARY",2
--,,,,,"REBOUND OFF by STEPHENS,TROY",,,"REBOUND OFF by STEPHENS,TROY",2
04:49,,,,,"MISS JUMPER by STEPHENS,TROY",,,"MISS JUMPER by STEPHENS,TROY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:49,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
04:49,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
04:19,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
04:19,"GOOD FT by BAKER,KAE'RON",73,,78 (+5),,LCM 73-78 (+5),,"GOOD FT by BAKER,KAE'RON",2
04:19,"GOOD FT by BAKER,KAE'RON",74,,78 (+4),,LCM 74-78 (+4),,"GOOD FT by BAKER,KAE'RON",2
