Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
16:38,"MISS JUMPER by HOGAN,TJ",,,,,,,"MISS JUMPER by HOGAN,TJ",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
16:25,,33,,34 (+1),"GOOD LAYUP by JAMES,MAC(in the paint)",Rhodes 33-34 (-1),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
16:22,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
16:22,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
16:22,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
16:22,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
16:22,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
16:04,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",,,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
15:52,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:52,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
15:52,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
15:47,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
15:47,,33,,35 (+2),"GOOD FT by ESSICK,JALEN",Rhodes 33-35 (-2),,"GOOD FT by ESSICK,JALEN",2
15:47,,33,,36 (+3),"GOOD FT by ESSICK,JALEN",Rhodes 33-36 (-3),,"GOOD FT by ESSICK,JALEN",2
15:32,"GOOD 3PTR by BROWN,BROCK",36,,36,,Mill 36-36 (0),,"GOOD 3PTR by BROWN,BROCK",2
15:12,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:09,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
14:57,,36,,39 (+3),"GOOD 3PTR by SHEN,KEVIN",Rhodes 36-39 (-3),,"GOOD 3PTR by SHEN,KEVIN",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
14:42,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
14:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:35,"GOOD JUMPER by WILLIAMS,CAMERON",38,,39 (+1),,Mill 38-39 (-1),,"GOOD JUMPER by WILLIAMS,CAMERON",2
14:04,,38,,42 (+4),"GOOD 3PTR by SHEN,KEVIN",Rhodes 38-42 (-4),,"GOOD 3PTR by SHEN,KEVIN",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
13:48,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",40,,42 (+2),,Mill 40-42 (-2),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
13:26,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
13:08,"GOOD JUMPER by WILLIAMS,CAMERON",42,,42,,Mill 42-42 (0),,"GOOD JUMPER by WILLIAMS,CAMERON",2
12:43,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
12:20,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
11:54,,42,,44 (+2),"GOOD JUMPER by JAMES,MAC(in the paint)",Rhodes 42-44 (-2),,"GOOD JUMPER by JAMES,MAC(in the paint)",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
11:36,"GOOD 3PTR by GILLIHAN,NEWLON",45 (+1),,44,,Mill 45-44 (+1),,"GOOD 3PTR by GILLIHAN,NEWLON",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
11:15,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
11:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:15,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
11:15,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
11:15,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
11:15,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
11:15,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
11:15,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
11:15,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
11:15,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
11:15,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
11:15,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
11:15,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
11:15,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
11:04,,,,,"MISS JUMPER by WALKER,JEFFERSON",,,"MISS JUMPER by WALKER,JEFFERSON",2
11:04,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
10:49,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
10:49,"MISS FT by RUCKER,CAM",,,,,,,"MISS FT by RUCKER,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:49,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
10:49,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
10:49,"GOOD FT by RUCKER,CAM",46 (+2),,44,,Mill 46-44 (+2),,"GOOD FT by RUCKER,CAM",2
10:28,"FOUL  by BROWN,BRYCE",,,,,,,"FOUL  by BROWN,BRYCE",2
10:28,,46 (+1),,45,"GOOD FT by JAMES,MAC",Rhodes 46-45 (+1),,"GOOD FT by JAMES,MAC",2
10:28,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
10:28,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
10:28,,46,,46,"GOOD FT by JAMES,MAC",Rhodes 46-46 (0),,"GOOD FT by JAMES,MAC",2
10:05,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
10:05,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
10:05,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
10:00,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
10:00,,,,,"MISS 3PTR by CLAYTON,TJ",,,"MISS 3PTR by CLAYTON,TJ",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
09:21,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
09:17,,46,,49 (+3),"GOOD 3PTR by CLAYTON,TJ",Rhodes 46-49 (-3),,"GOOD 3PTR by CLAYTON,TJ",2
--,,,,,"ASSIST  by COOK,JEREMIAH",,,"ASSIST  by COOK,JEREMIAH",2
08:58,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
08:40,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:39,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
08:39,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
08:13,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
07:55,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
07:55,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
07:49,,46,,52 (+6),"GOOD 3PTR by COOK,JEREMIAH",Rhodes 46-52 (-6),,"GOOD 3PTR by COOK,JEREMIAH",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
07:37,"GOOD JUMPER by BROWN,BROCK",48,,52 (+4),,Mill 48-52 (-4),,"GOOD JUMPER by BROWN,BROCK",2
07:15,,48,,55 (+7),"GOOD 3PTR by WALKER,JEFFERSON",Rhodes 48-55 (-7),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
07:00,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
07:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:00,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
07:00,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
07:00,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
07:00,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
07:00,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
07:00,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
07:00,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:00,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
07:00,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
07:00,"GOOD FT by WATSON,DOUG",49,,55 (+6),,Mill 49-55 (-6),,"GOOD FT by WATSON,DOUG",2
06:48,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
06:23,"GOOD LAYUP by WATSON,DOUG(in the paint)",51,,55 (+4),,Mill 51-55 (-4),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
05:51,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",2
05:32,,,,,"FOUL  by CLAYTON,TJ",,,"FOUL  by CLAYTON,TJ",2
05:32,"MISS FT by HAUPT,KYLE",,,,,,,"MISS FT by HAUPT,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:32,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
05:32,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
05:32,"GOOD FT by HAUPT,KYLE",52,,55 (+3),,Mill 52-55 (-3),,"GOOD FT by HAUPT,KYLE",2
05:32,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
05:32,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
05:05,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
04:42,"MISS JUMPER by BROWN,BRYCE(in the paint)",,,,,,,"MISS JUMPER by BROWN,BRYCE(in the paint)",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
04:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:36,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
04:36,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
04:25,,52,,57 (+5),"GOOD JUMPER by ESSICK,JALEN",Rhodes 52-57 (-5),,"GOOD JUMPER by ESSICK,JALEN",2
04:25,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
04:25,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
04:08,"GOOD JUMPER by WATSON,DOUG",54,,57 (+3),,Mill 54-57 (-3),,"GOOD JUMPER by WATSON,DOUG",2
03:47,,54,,59 (+5),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 54-59 (-5),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
03:37,"GOOD 3PTR by WILLIAMS,CAMERON",57,,59 (+2),,Mill 57-59 (-2),,"GOOD 3PTR by WILLIAMS,CAMERON",2
03:27,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
03:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:27,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
03:27,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
03:27,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
03:27,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
03:27,,57,,60 (+3),"GOOD FT by WILEY,KOKI",Rhodes 57-60 (-3),,"GOOD FT by WILEY,KOKI",2
03:27,,57,,61 (+4),"GOOD FT by WILEY,KOKI",Rhodes 57-61 (-4),,"GOOD FT by WILEY,KOKI",2
03:27,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
03:27,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
03:14,"GOOD JUMPER by WILLIAMS,CAMERON",59,,61 (+2),,Mill 59-61 (-2),,"GOOD JUMPER by WILLIAMS,CAMERON",2
02:47,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",2
02:20,"GOOD LAYUP by URSIN,AARON(in the paint)",61,,61,,Mill 61-61 (0),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,"ASSIST  by BROWN,BRYCE",,,,,,,"ASSIST  by BROWN,BRYCE",2
02:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:11,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
02:11,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
02:11,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
02:11,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
01:44,,61,,63 (+2),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 61-63 (-2),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
01:27,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
00:59,,61,,65 (+4),"GOOD JUMPER by JAMES,MAC",Rhodes 61-65 (-4),,"GOOD JUMPER by JAMES,MAC",2
00:45,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
00:38,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
00:38,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
00:38,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:38,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
00:38,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
00:38,,61,,66 (+5),"GOOD FT by ESSICK,JALEN(fastbreak)",Rhodes 61-66 (-5),,"GOOD FT by ESSICK,JALEN(fastbreak)",2
00:38,,61,,67 (+6),"GOOD FT by ESSICK,JALEN(fastbreak)",Rhodes 61-67 (-6),,"GOOD FT by ESSICK,JALEN(fastbreak)",2
00:30,"GOOD LAYUP by WATSON,DOUG(in the paint)",63,,67 (+4),,Mill 63-67 (-4),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
00:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:30,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
00:30,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
00:30,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
00:30,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
00:30,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
00:30,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
00:30,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
00:30,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
00:30,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
00:30,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
00:26,"FOUL  by BROWN,BRYCE",,,,,,,"FOUL  by BROWN,BRYCE",2
00:26,,,,,"MISS FT by WALKER,JEFFERSON(fastbreak)",,,"MISS FT by WALKER,JEFFERSON(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:26,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
00:26,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:26,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
00:26,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
00:26,,63,,68 (+5),"GOOD FT by WALKER,JEFFERSON(fastbreak)",Rhodes 63-68 (-5),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
00:26,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
00:26,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
00:14,"MISS JUMPER by BROWN,BRYCE",,,,,,,"MISS JUMPER by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
00:14,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
00:14,,,,,"MISS FT by JAMES,MAC(fastbreak)",,,"MISS FT by JAMES,MAC(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:14,,63,,69 (+6),"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 63-69 (-6),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:03,"MISS LAYUP by BROWN,BROCK(in the paint)",,,,,,,"MISS LAYUP by BROWN,BROCK(in the paint)",2
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",2
00:00,"MISS JUMPER by BASS,DEVIN",,,,,,,"MISS JUMPER by BASS,DEVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
