Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,CENT,Game Score,Team Indicator,Play,Period
16:52,,33,,42 (+9),"GOOD LAYUP by BAKER,TEVIN(fastbreak)(in the paint)",CENT 33-42 (-9),,"GOOD LAYUP by BAKER,TEVIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BEHR,JALEN",,,"ASSIST  by BEHR,JALEN",2
16:37,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
16:37,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
16:31,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
16:18,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
16:14,"GOOD TIPIN by STEPHEN,SETH(in the paint)",35,,42 (+7),,MILLSAPS 35-42 (-7),,"GOOD TIPIN by STEPHEN,SETH(in the paint)",2
16:00,,,,,"TURNOVER  by BAKER,TEVIN",,,"TURNOVER  by BAKER,TEVIN",2
15:59,"STEAL  by BROWN,BRYCE",,,,,,,"STEAL  by BROWN,BRYCE",2
15:57,"GOOD LAYUP by BROWN,BROCK(in the paint)",37,,42 (+5),,MILLSAPS 37-42 (-5),,"GOOD LAYUP by BROWN,BROCK(in the paint)",2
--,"ASSIST  by EVANS,CHRISTIAN",,,,,,,"ASSIST  by EVANS,CHRISTIAN",2
15:42,,,,,"MISS 3PTR by BOARD,BRAEDEN",,,"MISS 3PTR by BOARD,BRAEDEN",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
15:34,,,,,"FOUL  by BOARD,BRAEDEN",,,"FOUL  by BOARD,BRAEDEN",2
15:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:34,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
15:34,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
15:34,,,,,"SUB OUT by TAYLOR,JARRELL",,,"SUB OUT by TAYLOR,JARRELL",2
15:34,,,,,"SUB OUT by BOARD,BRAEDEN",,,"SUB OUT by BOARD,BRAEDEN",2
15:34,,,,,"SUB OUT by BAKER,TEVIN",,,"SUB OUT by BAKER,TEVIN",2
15:25,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",39,,42 (+3),,MILLSAPS 39-42 (-3),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
15:25,,,,,"FOUL  by WIGGINS,JOSEPH",,,"FOUL  by WIGGINS,JOSEPH",2
15:25,"GOOD FT by GILLIHAN,NEWLON",40,,42 (+2),,MILLSAPS 40-42 (-2),,"GOOD FT by GILLIHAN,NEWLON",2
15:12,,,,,"TURNOVER  by JOHNSON,RALPH",,,"TURNOVER  by JOHNSON,RALPH",2
15:12,,,,,"FOUL  by JOHNSON,RALPH",,,"FOUL  by JOHNSON,RALPH",2
15:12,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
15:12,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
14:46,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
14:32,,,,,"TURNOVER  by THOMAS,SETH",,,"TURNOVER  by THOMAS,SETH",2
14:32,"STEAL  by BROWN,BRYCE",,,,,,,"STEAL  by BROWN,BRYCE",2
14:28,,,,,"FOUL  by JOHNSON,RALPH",,,"FOUL  by JOHNSON,RALPH",2
14:28,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:28,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",2
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",2
14:28,,,,,"SUB IN by TAYLOR,JARRELL",,,"SUB IN by TAYLOR,JARRELL",2
14:28,,,,,"SUB OUT by BEHR,JALEN",,,"SUB OUT by BEHR,JALEN",2
14:24,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",2
14:03,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:40,"MISS JUMPER by RUCKER,CAM",,,,,,,"MISS JUMPER by RUCKER,CAM",2
13:40,,,,,"BLOCK  by WIGGINS,JOSEPH",,,"BLOCK  by WIGGINS,JOSEPH",2
--,"REBOUND OFF by RUCKER,CAM",,,,,,,"REBOUND OFF by RUCKER,CAM",2
13:32,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by WIGGINS,JOSEPH",,,"REBOUND DEF by WIGGINS,JOSEPH",2
13:21,,,,,"MISS JUMPER by HALL,AJ",,,"MISS JUMPER by HALL,AJ",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
13:10,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by WIGGINS,JOSEPH",,,"REBOUND DEF by WIGGINS,JOSEPH",2
12:53,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
12:53,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
12:53,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
12:53,,,,,"SUB IN by BAKER,TEVIN",,,"SUB IN by BAKER,TEVIN",2
12:53,,,,,"SUB OUT by JOHNSON,RALPH",,,"SUB OUT by JOHNSON,RALPH",2
12:42,,,,,"MISS LAYUP by TAYLOR,JARRELL",,,"MISS LAYUP by TAYLOR,JARRELL",2
--,,,,,"REBOUND OFF by WIGGINS,JOSEPH",,,"REBOUND OFF by WIGGINS,JOSEPH",2
12:33,,,,,"MISS LAYUP by BAKER,TEVIN",,,"MISS LAYUP by BAKER,TEVIN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
12:25,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by TAYLOR,JARRELL",,,"REBOUND DEF by TAYLOR,JARRELL",2
12:00,,,,,"MISS JUMPER by WIGGINS,JOSEPH",,,"MISS JUMPER by WIGGINS,JOSEPH",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
11:53,"GOOD 3PTR by RUCKER,CAM",43 (+1),,42,,MILLSAPS 43-42 (+1),,"GOOD 3PTR by RUCKER,CAM",2
11:49,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:49,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
11:49,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
11:49,,,,,"SUB IN by HOOTER,DYLAN",,,"SUB IN by HOOTER,DYLAN",2
11:49,,,,,"SUB OUT by WIGGINS,JOSEPH",,,"SUB OUT by WIGGINS,JOSEPH",2
11:33,,43,,44 (+1),"GOOD LAYUP by HALL,AJ(in the paint)",CENT 43-44 (-1),,"GOOD LAYUP by HALL,AJ(in the paint)",2
11:17,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",45 (+1),,44,,MILLSAPS 45-44 (+1),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
10:47,,45,,46 (+1),"GOOD LAYUP by HOOTER,DYLAN(in the paint)",CENT 45-46 (-1),,"GOOD LAYUP by HOOTER,DYLAN(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,JARRELL",,,"ASSIST  by TAYLOR,JARRELL",2
10:47,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
10:47,,45,,47 (+2),"GOOD FT by HOOTER,DYLAN",CENT 45-47 (-2),,"GOOD FT by HOOTER,DYLAN",2
10:47,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
10:47,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
10:47,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
10:47,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
10:24,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
10:07,,,,,"MISS JUMPER by HOOTER,DYLAN",,,"MISS JUMPER by HOOTER,DYLAN",2
10:07,"BLOCK  by GILLIHAN,NEWLON",,,,,,,"BLOCK  by GILLIHAN,NEWLON",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
09:41,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by TAYLOR,JARRELL",,,"REBOUND DEF by TAYLOR,JARRELL",2
09:34,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
09:34,,45,,48 (+3),"GOOD FT by THOMAS,SETH",CENT 45-48 (-3),,"GOOD FT by THOMAS,SETH",2
09:34,,45,,49 (+4),"GOOD FT by THOMAS,SETH",CENT 45-49 (-4),,"GOOD FT by THOMAS,SETH",2
09:34,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
09:34,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
09:15,,,,,"FOUL  by BAKER,TEVIN",,,"FOUL  by BAKER,TEVIN",2
09:15,"GOOD FT by WATSON,DOUG",46,,49 (+3),,MILLSAPS 46-49 (-3),,"GOOD FT by WATSON,DOUG",2
09:15,"GOOD FT by WATSON,DOUG",47,,49 (+2),,MILLSAPS 47-49 (-2),,"GOOD FT by WATSON,DOUG",2
09:15,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
09:15,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
09:15,,,,,"SUB IN by JOHNSON,RALPH",,,"SUB IN by JOHNSON,RALPH",2
09:15,,,,,"SUB OUT by BAKER,TEVIN",,,"SUB OUT by BAKER,TEVIN",2
09:15,,,,,"SUB OUT by HALL,AJ",,,"SUB OUT by HALL,AJ",2
09:03,,,,,"MISS LAYUP by HOOTER,DYLAN",,,"MISS LAYUP by HOOTER,DYLAN",2
09:03,"BLOCK  by WILLIAMS,CAMERON",,,,,,,"BLOCK  by WILLIAMS,CAMERON",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
08:45,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
08:39,,,,,"TURNOVER  by MINGO,KILE",,,"TURNOVER  by MINGO,KILE",2
08:31,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
08:29,,,,,"STEAL  by THOMAS,SETH",,,"STEAL  by THOMAS,SETH",2
08:26,,47,,51 (+4),"GOOD LAYUP by THOMAS,SETH(fastbreak)(in the paint)",CENT 47-51 (-4),,"GOOD LAYUP by THOMAS,SETH(fastbreak)(in the paint)",2
07:56,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
07:45,,47,,54 (+7),"GOOD 3PTR by MINGO,KILE",CENT 47-54 (-7),,"GOOD 3PTR by MINGO,KILE",2
--,,,,,"ASSIST  by JOHNSON,RALPH",,,"ASSIST  by JOHNSON,RALPH",2
07:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:19,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
07:09,,47,,57 (+10),"GOOD 3PTR by MINGO,KILE",CENT 47-57 (-10),,"GOOD 3PTR by MINGO,KILE",2
--,,,,,"ASSIST  by THOMAS,SETH",,,"ASSIST  by THOMAS,SETH",2
06:40,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
06:28,,,,,"MISS 3PTR by JOHNSON,RALPH",,,"MISS 3PTR by JOHNSON,RALPH",2
--,,,,,"REBOUND OFF by TAYLOR,JARRELL",,,"REBOUND OFF by TAYLOR,JARRELL",2
06:22,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
06:22,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
06:22,,,,,"MISS FT by TAYLOR,JARRELL",,,"MISS FT by TAYLOR,JARRELL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:22,,,,,"MISS FT by TAYLOR,JARRELL",,,"MISS FT by TAYLOR,JARRELL",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
06:22,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
06:22,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
06:22,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
06:22,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
06:11,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",49,,57 (+8),,MILLSAPS 49-57 (-8),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
05:40,,49,,59 (+10),"GOOD LAYUP by HOOTER,DYLAN(in the paint)",CENT 49-59 (-10),,"GOOD LAYUP by HOOTER,DYLAN(in the paint)",2
--,,,,,"ASSIST  by MINGO,KILE",,,"ASSIST  by MINGO,KILE",2
05:22,"MISS LAYUP by WILLIAMS,CAMERON",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
05:17,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
05:17,,49,,60 (+11),"GOOD FT by JOHNSON,RALPH",CENT 49-60 (-11),,"GOOD FT by JOHNSON,RALPH",2
05:17,,49,,61 (+12),"GOOD FT by JOHNSON,RALPH",CENT 49-61 (-12),,"GOOD FT by JOHNSON,RALPH",2
05:17,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
05:17,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
05:17,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
05:17,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
05:01,"GOOD 3PTR by BROWN,BRYCE",52,,61 (+9),,MILLSAPS 52-61 (-9),,"GOOD 3PTR by BROWN,BRYCE",2
--,"ASSIST  by EVANS,CHRISTIAN",,,,,,,"ASSIST  by EVANS,CHRISTIAN",2
04:42,,,,,"TURNOVER  by HOOTER,DYLAN",,,"TURNOVER  by HOOTER,DYLAN",2
04:25,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
04:15,,,,,"MISS 3PTR by MINGO,KILE",,,"MISS 3PTR by MINGO,KILE",2
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",2
04:06,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",54,,61 (+7),,MILLSAPS 54-61 (-7),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
04:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:05,,,,,"SUB IN by BEHR,JALEN",,,"SUB IN by BEHR,JALEN",2
04:05,,,,,"SUB OUT by MINGO,KILE",,,"SUB OUT by MINGO,KILE",2
03:52,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
03:52,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:52,,54,,62 (+8),"GOOD FT by JOHNSON,RALPH",CENT 54-62 (-8),,"GOOD FT by JOHNSON,RALPH",2
03:52,,54,,63 (+9),"GOOD FT by JOHNSON,RALPH",CENT 54-63 (-9),,"GOOD FT by JOHNSON,RALPH",2
03:33,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
03:07,,,,,"MISS JUMPER by JOHNSON,RALPH",,,"MISS JUMPER by JOHNSON,RALPH",2
--,,,,,"REBOUND OFF by HOOTER,DYLAN",,,"REBOUND OFF by HOOTER,DYLAN",2
03:03,,,,,"MISS LAYUP by HOOTER,DYLAN",,,"MISS LAYUP by HOOTER,DYLAN",2
--,,,,,"REBOUND OFF by HOOTER,DYLAN",,,"REBOUND OFF by HOOTER,DYLAN",2
02:59,,54,,65 (+11),"GOOD TIPIN by HOOTER,DYLAN(in the paint)",CENT 54-65 (-11),,"GOOD TIPIN by HOOTER,DYLAN(in the paint)",2
02:54,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
02:50,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",56,,65 (+9),,MILLSAPS 56-65 (-9),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,"ASSIST  by WILLIAMS,CAMERON",,,,,,,"ASSIST  by WILLIAMS,CAMERON",2
02:30,,,,,"TURNOVER  by HOOTER,DYLAN",,,"TURNOVER  by HOOTER,DYLAN",2
02:30,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",2
02:24,"MISS JUMPER by BROWN,BRYCE",,,,,,,"MISS JUMPER by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
02:14,,,,,"MISS JUMPER by BEHR,JALEN",,,"MISS JUMPER by BEHR,JALEN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
02:02,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,"REBOUND OFF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
01:58,"GOOD TIPIN by UGHOVWA,NICHOLAS(in the paint)",58,,65 (+7),,MILLSAPS 58-65 (-7),,"GOOD TIPIN by UGHOVWA,NICHOLAS(in the paint)",2
01:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:56,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
01:56,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
01:56,,,,,"SUB IN by MINGO,KILE",,,"SUB IN by MINGO,KILE",2
01:56,,,,,"SUB OUT by THOMAS,SETH",,,"SUB OUT by THOMAS,SETH",2
01:54,,,,,"TURNOVER  by MINGO,KILE",,,"TURNOVER  by MINGO,KILE",2
01:39,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",60,,65 (+5),,MILLSAPS 60-65 (-5),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
01:11,,,,,"SUB IN by THOMAS,SETH",,,"SUB IN by THOMAS,SETH",2
01:11,,,,,"SUB OUT by TAYLOR,JARRELL",,,"SUB OUT by TAYLOR,JARRELL",2
01:09,,,,,"MISS JUMPER by JOHNSON,RALPH",,,"MISS JUMPER by JOHNSON,RALPH",2
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",2
00:52,,,,,"FOUL  by HOOTER,DYLAN",,,"FOUL  by HOOTER,DYLAN",2
00:52,"GOOD FT by EVANS,CHRISTIAN",61,,65 (+4),,MILLSAPS 61-65 (-4),,"GOOD FT by EVANS,CHRISTIAN",2
00:52,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
00:52,,,,,"SUB IN by HALL,AJ",,,"SUB IN by HALL,AJ",2
00:52,,,,,"SUB OUT by BEHR,JALEN",,,"SUB OUT by BEHR,JALEN",2
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:37,,,,,"MISS JUMPER by JOHNSON,RALPH",,,"MISS JUMPER by JOHNSON,RALPH",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
00:36,,,,,"FOUL  by THOMAS,SETH",,,"FOUL  by THOMAS,SETH",2
00:36,"GOOD FT by WILLIAMS,CAMERON",62,,65 (+3),,MILLSAPS 62-65 (-3),,"GOOD FT by WILLIAMS,CAMERON",2
00:36,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",2
00:36,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
00:36,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
00:36,,,,,"SUB IN by BAKER,TEVIN",,,"SUB IN by BAKER,TEVIN",2
00:36,,,,,"SUB OUT by HOOTER,DYLAN",,,"SUB OUT by HOOTER,DYLAN",2
00:33,,,,,"FOUL  by HALL,AJ",,,"FOUL  by HALL,AJ",2
00:33,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
00:30,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
00:30,,,,,"MISS FT by THOMAS,SETH",,,"MISS FT by THOMAS,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:30,,62,,66 (+4),"GOOD FT by THOMAS,SETH",CENT 62-66 (-4),,"GOOD FT by THOMAS,SETH",2
00:30,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
00:30,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
00:30,,,,,"SUB IN by HARRIS,COBY",,,"SUB IN by HARRIS,COBY",2
00:30,,,,,"SUB OUT by MINGO,KILE",,,"SUB OUT by MINGO,KILE",2
00:24,"MISS LAYUP by WILLIAMS,CAMERON",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by HARRIS,COBY",,,"REBOUND DEF by HARRIS,COBY",2
00:19,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
00:19,,62,,67 (+5),"GOOD FT by HARRIS,COBY",CENT 62-67 (-5),,"GOOD FT by HARRIS,COBY",2
00:19,,,,,"MISS FT by HARRIS,COBY",,,"MISS FT by HARRIS,COBY",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
00:15,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",2
00:09,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
00:09,,,,,"BLOCK  by THOMAS,SETH",,,"BLOCK  by THOMAS,SETH",2
--,,,,,"REBOUND DEF by THOMAS,SETH",,,"REBOUND DEF by THOMAS,SETH",2
