Time Remaining,Schr,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
03:58,"FOUL  by ROSS,KAMDEN",,,,,,,"FOUL  by ROSS,KAMDEN",2
03:58,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
03:58,"SUB IN by EVANS,BRONSON",,,,,,,"SUB IN by EVANS,BRONSON",2
03:58,,59 (+12),,47,"GOOD FT by EVANS,CHRISTIAN",Mill 59-47 (-12),,"GOOD FT by EVANS,CHRISTIAN",2
03:58,,59 (+11),,48,"GOOD FT by EVANS,CHRISTIAN",Mill 59-48 (-11),,"GOOD FT by EVANS,CHRISTIAN",2
03:47,"MISS LAYUP by DEHOYOS,ALEX(in the paint)",,,,,,,"MISS LAYUP by DEHOYOS,ALEX(in the paint)",2
--,"REBOUND OFF by EVANS,BRONSON",,,,,,,"REBOUND OFF by EVANS,BRONSON",2
03:43,"GOOD LAYUP by EVANS,BRONSON(in the paint)",61 (+13),,48,,Schr 61-48 (-13),,"GOOD LAYUP by EVANS,BRONSON(in the paint)",2
03:36,"FOUL  by GIBSON,DARIAN",,,,,,,"FOUL  by GIBSON,DARIAN",2
03:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:35,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
03:35,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
03:35,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
03:35,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
03:35,,61 (+12),,49,"GOOD FT by BROWN,BRYCE",Mill 61-49 (-12),,"GOOD FT by BROWN,BRYCE",2
03:35,,61 (+11),,50,"GOOD FT by BROWN,BRYCE",Mill 61-50 (-11),,"GOOD FT by BROWN,BRYCE",2
03:20,"MISS 3PTR by REICHERT BLUME,MATEU",,,,,,,"MISS 3PTR by REICHERT BLUME,MATEU",2
--,,,,,"REBOUND DEF by DYAS,CHANDLER",,,"REBOUND DEF by DYAS,CHANDLER",2
02:56,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by GIBSON,DARIAN",,,,,,,"REBOUND DEF by GIBSON,DARIAN",2
02:47,"GOOD LAYUP by GIBSON,DARIAN(in the paint)",63 (+13),,50,,Schr 63-50 (-13),,"GOOD LAYUP by GIBSON,DARIAN(in the paint)",2
02:17,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
02:17,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
02:17,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
02:17,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
02:17,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
02:17,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
02:00,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
02:00,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
02:00,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
02:00,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
01:54,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
01:54,"MISS FT by EVANS,BRONSON",,,,,,,"MISS FT by EVANS,BRONSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:54,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
01:54,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
01:54,"GOOD FT by EVANS,BRONSON",64 (+14),,50,,Schr 64-50 (-14),,"GOOD FT by EVANS,BRONSON",2
01:33,,64 (+12),,52,"GOOD JUMPER by DYAS,CHANDLER",Mill 64-52 (-12),,"GOOD JUMPER by DYAS,CHANDLER",2
--,,,,,"ASSIST  by HOGAN,TJ",,,"ASSIST  by HOGAN,TJ",2
01:10,"GOOD 3PTR by EVANS,BRONSON",67 (+15),,52,,Schr 67-52 (-15),,"GOOD 3PTR by EVANS,BRONSON",2
--,"ASSIST  by NED,JALEN",,,,,,,"ASSIST  by NED,JALEN",2
00:55,,,,,"TURNOVER  by HAUPT,KYLE",,,"TURNOVER  by HAUPT,KYLE",2
00:55,"STEAL  by NED,JALEN",,,,,,,"STEAL  by NED,JALEN",2
00:42,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
00:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:42,"SUB OUT by EVANS,BRONSON",,,,,,,"SUB OUT by EVANS,BRONSON",2
00:42,"SUB IN by REID,JACKSON",,,,,,,"SUB IN by REID,JACKSON",2
00:41,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
00:41,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
00:23,"GOOD LAYUP by REICHERT BLUME,MATEU(in the paint)",69 (+17),,52,,Schr 69-52 (-17),,"GOOD LAYUP by REICHERT BLUME,MATEU(in the paint)",2
00:06,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",2
--,"REBOUND DEF by REICHERT BLUME,MATEU",,,,,,,"REBOUND DEF by REICHERT BLUME,MATEU",2
