Time Remaining,Schr,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",1
01:21,"TURNOVER  by DEHOYOS,ALEX",,,,,,,"TURNOVER  by DEHOYOS,ALEX",1
01:21,,,,,"STEAL  by DYAS,CHANDLER",,,"STEAL  by DYAS,CHANDLER",1
01:16,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
01:16,,,,,"SUB OUT by CARTER,DYLAN",,,"SUB OUT by CARTER,DYLAN",1
01:16,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",1
01:16,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
01:16,"SUB OUT by DEHOYOS,ALEX",,,,,,,"SUB OUT by DEHOYOS,ALEX",1
01:16,"SUB IN by MACKEY,DYLAN",,,,,,,"SUB IN by MACKEY,DYLAN",1
01:06,"FOUL  by MACKEY,DYLAN",,,,,,,"FOUL  by MACKEY,DYLAN",1
01:06,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",1
01:06,"SUB IN by ALCOCER,JOSHUA",,,,,,,"SUB IN by ALCOCER,JOSHUA",1
00:54,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND DEF by EVANS,BRONSON",,,,,,,"REBOUND DEF by EVANS,BRONSON",1
00:41,"MISS 3PTR by EVANS,BRONSON",,,,,,,"MISS 3PTR by EVANS,BRONSON",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
00:33,,40 (+18),,22,"GOOD LAYUP by WILLIAMS,CAMERON(fastbreak)(in the paint)",Mill 40-22 (-18),,"GOOD LAYUP by WILLIAMS,CAMERON(fastbreak)(in the paint)",1
00:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:06,"TURNOVER  by REICHERT BLUME,MATEU",,,,,,,"TURNOVER  by REICHERT BLUME,MATEU",1
00:01,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
20:00,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
20:00,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
20:00,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
20:00,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
20:00,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
20:00,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
20:00,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
20:00,"SUB OUT by MACKEY,DYLAN",,,,,,,"SUB OUT by MACKEY,DYLAN",2
20:00,"SUB OUT by REID,JACKSON",,,,,,,"SUB OUT by REID,JACKSON",2
20:00,"SUB OUT by EVANS,BRONSON",,,,,,,"SUB OUT by EVANS,BRONSON",2
20:00,"SUB OUT by ALCOCER,JOSHUA",,,,,,,"SUB OUT by ALCOCER,JOSHUA",2
20:00,"SUB IN by GIBSON,DARIAN",,,,,,,"SUB IN by GIBSON,DARIAN",2
20:00,"SUB IN by DEHOYOS,ALEX",,,,,,,"SUB IN by DEHOYOS,ALEX",2
20:00,"SUB IN by ROSS,KAMDEN",,,,,,,"SUB IN by ROSS,KAMDEN",2
20:00,"SUB IN by NED,JALEN",,,,,,,"SUB IN by NED,JALEN",2
19:47,"MISS LAYUP by ROSS,KAMDEN(in the paint)",,,,,,,"MISS LAYUP by ROSS,KAMDEN(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
19:41,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by GIBSON,DARIAN",,,,,,,"REBOUND DEF by GIBSON,DARIAN",2
19:30,"MISS 3PTR by GIBSON,DARIAN",,,,,,,"MISS 3PTR by GIBSON,DARIAN",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
19:10,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
19:10,"BLOCK  by ROSS,KAMDEN",,,,,,,"BLOCK  by ROSS,KAMDEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:10,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by NED,JALEN",,,,,,,"REBOUND DEF by NED,JALEN",2
19:10,"TURNOVER  by NED,JALEN",,,,,,,"TURNOVER  by NED,JALEN",2
19:10,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
19:10,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:36,"MISS LAYUP by ROSS,KAMDEN(in the paint)",,,,,,,"MISS LAYUP by ROSS,KAMDEN(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
18:28,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:55,"MISS 3PTR by NED,JALEN",,,,,,,"MISS 3PTR by NED,JALEN",2
--,"REBOUND OFF by REICHERT BLUME,MATEU",,,,,,,"REBOUND OFF by REICHERT BLUME,MATEU",2
17:50,"MISS 3PTR by REICHERT BLUME,MATEU",,,,,,,"MISS 3PTR by REICHERT BLUME,MATEU",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:33,,,,,"MISS JUMPER by BROWN,BROCK",,,"MISS JUMPER by BROWN,BROCK",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
17:29,,40 (+16),,24,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 40-24 (-16),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
17:08,"GOOD DUNK by ROSS,KAMDEN(in the paint)",42 (+18),,24,,Schr 42-24 (-18),,"GOOD DUNK by ROSS,KAMDEN(in the paint)",2
--,"ASSIST  by REICHERT BLUME,MATEU",,,,,,,"ASSIST  by REICHERT BLUME,MATEU",2
16:58,"FOUL  by ROSS,KAMDEN",,,,,,,"FOUL  by ROSS,KAMDEN",2
16:58,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
16:58,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
16:58,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
16:58,"SUB IN by ALCOCER,JOSHUA",,,,,,,"SUB IN by ALCOCER,JOSHUA",2
16:49,,42 (+16),,26,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",Mill 42-26 (-16),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"ASSIST  by BROWN,BROCK",,,"ASSIST  by BROWN,BROCK",2
16:39,"GOOD LAYUP by NED,JALEN(in the paint)",44 (+18),,26,,Schr 44-26 (-18),,"GOOD LAYUP by NED,JALEN(in the paint)",2
--,"ASSIST  by REICHERT BLUME,MATEU",,,,,,,"ASSIST  by REICHERT BLUME,MATEU",2
16:26,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by NED,JALEN",,,,,,,"REBOUND DEF by NED,JALEN",2
16:18,"MISS 3PTR by GIBSON,DARIAN",,,,,,,"MISS 3PTR by GIBSON,DARIAN",2
--,"REBOUND OFF by GIBSON,DARIAN",,,,,,,"REBOUND OFF by GIBSON,DARIAN",2
16:11,"GOOD 3PTR by DEHOYOS,ALEX",47 (+21),,26,,Schr 47-26 (-21),,"GOOD 3PTR by DEHOYOS,ALEX",2
--,"ASSIST  by GIBSON,DARIAN",,,,,,,"ASSIST  by GIBSON,DARIAN",2
15:45,"FOUL  by ALCOCER,JOSHUA",,,,,,,"FOUL  by ALCOCER,JOSHUA",2
15:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:45,,47 (+20),,27,"GOOD FT by URSIN,AARON",Mill 47-27 (-20),,"GOOD FT by URSIN,AARON",2
15:45,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
15:45,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
15:45,"SUB OUT by REICHERT BLUME,MATEU",,,,,,,"SUB OUT by REICHERT BLUME,MATEU",2
15:45,"SUB IN by ROSS,KAMDEN",,,,,,,"SUB IN by ROSS,KAMDEN",2
15:45,,47 (+19),,28,"GOOD FT by URSIN,AARON",Mill 47-28 (-19),,"GOOD FT by URSIN,AARON",2
15:45,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
15:45,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
15:30,"MISS 3PTR by NED,JALEN",,,,,,,"MISS 3PTR by NED,JALEN",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
15:23,,47 (+17),,30,"GOOD JUMPER by EVANS,CHRISTIAN(fastbreak)",Mill 47-30 (-17),,"GOOD JUMPER by EVANS,CHRISTIAN(fastbreak)",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
15:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:05,"TURNOVER  by NED,JALEN",,,,,,,"TURNOVER  by NED,JALEN",2
15:05,,,,,"STEAL  by ROTH,DREW",,,"STEAL  by ROTH,DREW",2
15:00,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:00,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
15:00,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
15:00,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
15:00,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
15:00,"SUB IN by REID,JACKSON",,,,,,,"SUB IN by REID,JACKSON",2
15:00,"SUB OUT by NED,JALEN",,,,,,,"SUB OUT by NED,JALEN",2
15:00,"SUB IN by ROSS,KAMDEN",,,,,,,"SUB IN by ROSS,KAMDEN",2
14:56,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
14:56,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
14:52,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
14:52,"SUB IN by REICHERT BLUME,MATEU",,,,,,,"SUB IN by REICHERT BLUME,MATEU",2
14:40,,,,,"MISS 3PTR by DYAS,CHANDLER",,,"MISS 3PTR by DYAS,CHANDLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:19,"TURNOVER  by REICHERT BLUME,MATEU",,,,,,,"TURNOVER  by REICHERT BLUME,MATEU",2
14:19,,,,,"STEAL  by EVANS,CHRISTIAN",,,"STEAL  by EVANS,CHRISTIAN",2
14:14,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",2
14:14,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
14:14,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
--,,,,,"REBOUND OFF by BROWN,BRYCE",,,"REBOUND OFF by BROWN,BRYCE",2
14:08,,47 (+15),,32,"GOOD LAYUP by BROWN,BRYCE(in the paint)",Mill 47-32 (-15),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",2
13:50,"MISS LAYUP by REICHERT BLUME,MATEU(in the paint)",,,,,,,"MISS LAYUP by REICHERT BLUME,MATEU(in the paint)",2
13:50,,,,,"BLOCK  by STEPHEN,SETH",,,"BLOCK  by STEPHEN,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:49,"SUB OUT by REICHERT BLUME,MATEU",,,,,,,"SUB OUT by REICHERT BLUME,MATEU",2
13:49,"SUB IN by CERVANTES,BEAU",,,,,,,"SUB IN by CERVANTES,BEAU",2
13:49,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
13:49,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
13:41,"MISS 3PTR by GIBSON,DARIAN",,,,,,,"MISS 3PTR by GIBSON,DARIAN",2
--,"REBOUND OFF by CERVANTES,BEAU",,,,,,,"REBOUND OFF by CERVANTES,BEAU",2
13:35,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
13:35,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
13:35,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
13:35,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
13:22,"GOOD 3PTR by DEHOYOS,ALEX",50 (+18),,32,,Schr 50-32 (-18),,"GOOD 3PTR by DEHOYOS,ALEX",2
--,"ASSIST  by GIBSON,DARIAN",,,,,,,"ASSIST  by GIBSON,DARIAN",2
13:10,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
13:10,"STEAL  by DEHOYOS,ALEX",,,,,,,"STEAL  by DEHOYOS,ALEX",2
12:48,"GOOD JUMPER by DEHOYOS,ALEX(in the paint)",52 (+20),,32,,Schr 52-32 (-20),,"GOOD JUMPER by DEHOYOS,ALEX(in the paint)",2
12:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:46,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
12:46,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
12:35,"FOUL  by ALCOCER,JOSHUA",,,,,,,"FOUL  by ALCOCER,JOSHUA",2
12:28,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND OFF by EVANS,CHRISTIAN",,,"REBOUND OFF by EVANS,CHRISTIAN",2
12:23,,52 (+18),,34,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",Mill 52-34 (-18),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
12:09,"MISS 3PTR by CERVANTES,BEAU",,,,,,,"MISS 3PTR by CERVANTES,BEAU",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
11:58,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by GIBSON,DARIAN",,,,,,,"REBOUND DEF by GIBSON,DARIAN",2
11:48,"MISS 3PTR by CERVANTES,BEAU",,,,,,,"MISS 3PTR by CERVANTES,BEAU",2
--,"REBOUND OFF by ALCOCER,JOSHUA",,,,,,,"REBOUND OFF by ALCOCER,JOSHUA",2
11:41,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
11:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:41,"SUB OUT by DEHOYOS,ALEX",,,,,,,"SUB OUT by DEHOYOS,ALEX",2
11:41,"SUB IN by MACKEY,DYLAN",,,,,,,"SUB IN by MACKEY,DYLAN",2
11:41,"MISS FT by GIBSON,DARIAN",,,,,,,"MISS FT by GIBSON,DARIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:41,"GOOD FT by GIBSON,DARIAN",53 (+19),,34,,Schr 53-34 (-19),,"GOOD FT by GIBSON,DARIAN",2
11:26,"FOUL  by MACKEY,DYLAN",,,,,,,"FOUL  by MACKEY,DYLAN",2
11:19,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
11:14,"SUB OUT by GIBSON,DARIAN",,,,,,,"SUB OUT by GIBSON,DARIAN",2
11:14,"SUB IN by NED,JALEN",,,,,,,"SUB IN by NED,JALEN",2
11:02,"TURNOVER  by NED,JALEN",,,,,,,"TURNOVER  by NED,JALEN",2
11:02,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
10:56,,53 (+17),,36,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",Mill 53-36 (-17),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",2
10:39,"TURNOVER  by CERVANTES,BEAU",,,,,,,"TURNOVER  by CERVANTES,BEAU",2
10:39,,,,,"STEAL  by EVANS,CHRISTIAN",,,"STEAL  by EVANS,CHRISTIAN",2
10:35,,,,,"TURNOVER  by DYAS,CHANDLER",,,"TURNOVER  by DYAS,CHANDLER",2
10:35,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
10:35,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
10:18,"MISS 3PTR by REID,JACKSON",,,,,,,"MISS 3PTR by REID,JACKSON",2
--,,,,,"REBOUND DEF by BROWN,BRYCE",,,"REBOUND DEF by BROWN,BRYCE",2
10:10,"FOUL  by MACKEY,DYLAN",,,,,,,"FOUL  by MACKEY,DYLAN",2
10:10,,53 (+16),,37,"GOOD FT by BROWN,BRYCE(fastbreak)",Mill 53-37 (-16),,"GOOD FT by BROWN,BRYCE(fastbreak)",2
10:10,"SUB OUT by CERVANTES,BEAU",,,,,,,"SUB OUT by CERVANTES,BEAU",2
10:10,"SUB OUT by ALCOCER,JOSHUA",,,,,,,"SUB OUT by ALCOCER,JOSHUA",2
10:10,"SUB IN by DEHOYOS,ALEX",,,,,,,"SUB IN by DEHOYOS,ALEX",2
10:10,"SUB IN by ROSS,KAMDEN",,,,,,,"SUB IN by ROSS,KAMDEN",2
10:10,,53 (+15),,38,"GOOD FT by BROWN,BRYCE(fastbreak)",Mill 53-38 (-15),,"GOOD FT by BROWN,BRYCE(fastbreak)",2
09:56,"MISS LAYUP by REID,JACKSON(in the paint)",,,,,,,"MISS LAYUP by REID,JACKSON(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
09:42,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
09:42,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
09:34,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
09:22,"MISS LAYUP by DEHOYOS,ALEX(in the paint)",,,,,,,"MISS LAYUP by DEHOYOS,ALEX(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
09:05,"FOUL  by ROSS,KAMDEN",,,,,,,"FOUL  by ROSS,KAMDEN",2
09:05,,53 (+14),,39,"GOOD FT by WATSON,DOUG",Mill 53-39 (-14),,"GOOD FT by WATSON,DOUG",2
09:05,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
09:05,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
09:05,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
09:05,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
09:05,"SUB OUT by MACKEY,DYLAN",,,,,,,"SUB OUT by MACKEY,DYLAN",2
09:05,"SUB OUT by ROSS,KAMDEN",,,,,,,"SUB OUT by ROSS,KAMDEN",2
09:05,"SUB IN by EVANS,BRONSON",,,,,,,"SUB IN by EVANS,BRONSON",2
09:05,"SUB IN by ALCOCER,JOSHUA",,,,,,,"SUB IN by ALCOCER,JOSHUA",2
09:05,,53 (+13),,40,"GOOD FT by WATSON,DOUG",Mill 53-40 (-13),,"GOOD FT by WATSON,DOUG",2
08:52,,,,,"FOUL  by EVANS,CHRISTIAN",,,"FOUL  by EVANS,CHRISTIAN",2
08:52,"MISS FT by EVANS,BRONSON",,,,,,,"MISS FT by EVANS,BRONSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:52,"SUB OUT by REID,JACKSON",,,,,,,"SUB OUT by REID,JACKSON",2
08:52,"SUB IN by REICHERT BLUME,MATEU",,,,,,,"SUB IN by REICHERT BLUME,MATEU",2
08:52,"GOOD FT by EVANS,BRONSON",54 (+14),,40,,Schr 54-40 (-14),,"GOOD FT by EVANS,BRONSON",2
08:39,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,"REBOUND DEF by ALCOCER,JOSHUA",,,,,,,"REBOUND DEF by ALCOCER,JOSHUA",2
08:27,"MISS 3PTR by NED,JALEN",,,,,,,"MISS 3PTR by NED,JALEN",2
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",2
08:19,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by ALCOCER,JOSHUA",,,,,,,"REBOUND DEF by ALCOCER,JOSHUA",2
08:08,"MISS LAYUP by ALCOCER,JOSHUA(in the paint)",,,,,,,"MISS LAYUP by ALCOCER,JOSHUA(in the paint)",2
08:08,,,,,"BLOCK  by UGHOVWA,NICHOLAS",,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",2
07:50,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by ALCOCER,JOSHUA",,,,,,,"REBOUND DEF by ALCOCER,JOSHUA",2
07:42,"TURNOVER  by EVANS,BRONSON",,,,,,,"TURNOVER  by EVANS,BRONSON",2
07:42,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",2
07:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:42,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
07:42,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
07:31,,,,,"MISS LAYUP by DYAS,CHANDLER(in the paint)",,,"MISS LAYUP by DYAS,CHANDLER(in the paint)",2
--,"REBOUND DEF by EVANS,BRONSON",,,,,,,"REBOUND DEF by EVANS,BRONSON",2
07:27,,,,,"FOUL  by EVANS,CHRISTIAN",,,"FOUL  by EVANS,CHRISTIAN",2
07:27,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
07:27,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
06:52,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
06:52,"SUB OUT by ALCOCER,JOSHUA",,,,,,,"SUB OUT by ALCOCER,JOSHUA",2
06:52,"SUB IN by ROSS,KAMDEN",,,,,,,"SUB IN by ROSS,KAMDEN",2
06:34,,,,,"MISS JUMPER by BROWN,BROCK",,,"MISS JUMPER by BROWN,BROCK",2
--,"REBOUND DEF by REICHERT BLUME,MATEU",,,,,,,"REBOUND DEF by REICHERT BLUME,MATEU",2
06:22,"MISS 3PTR by NED,JALEN",,,,,,,"MISS 3PTR by NED,JALEN",2
--,"REBOUND OFF by ROSS,KAMDEN",,,,,,,"REBOUND OFF by ROSS,KAMDEN",2
06:15,"SUB OUT by EVANS,BRONSON",,,,,,,"SUB OUT by EVANS,BRONSON",2
06:15,"SUB IN by GIBSON,DARIAN",,,,,,,"SUB IN by GIBSON,DARIAN",2
06:05,"TURNOVER  by DEHOYOS,ALEX",,,,,,,"TURNOVER  by DEHOYOS,ALEX",2
06:05,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
05:59,,54 (+11),,43,"GOOD 3PTR by BROWN,BROCK",Mill 54-43 (-11),,"GOOD 3PTR by BROWN,BROCK",2
--,,,,,"ASSIST  by WILLIAMS,CAMERON",,,"ASSIST  by WILLIAMS,CAMERON",2
05:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:37,"TURNOVER  by REICHERT BLUME,MATEU",,,,,,,"TURNOVER  by REICHERT BLUME,MATEU",2
05:15,"FOUL  by GIBSON,DARIAN",,,,,,,"FOUL  by GIBSON,DARIAN",2
05:15,,54 (+10),,44,"GOOD FT by EVANS,CHRISTIAN",Mill 54-44 (-10),,"GOOD FT by EVANS,CHRISTIAN",2
05:15,,,,,"MISS FT by EVANS,CHRISTIAN",,,"MISS FT by EVANS,CHRISTIAN",2
--,"REBOUND DEF by GIBSON,DARIAN",,,,,,,"REBOUND DEF by GIBSON,DARIAN",2
04:58,"GOOD LAYUP by DEHOYOS,ALEX(in the paint)",56 (+12),,44,,Schr 56-44 (-12),,"GOOD LAYUP by DEHOYOS,ALEX(in the paint)",2
--,"ASSIST  by REICHERT BLUME,MATEU",,,,,,,"ASSIST  by REICHERT BLUME,MATEU",2
04:55,,,,,"TURNOVER  by BROWN,BROCK",,,"TURNOVER  by BROWN,BROCK",2
04:55,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
04:55,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
04:40,"GOOD 3PTR by NED,JALEN",59 (+15),,44,,Schr 59-44 (-15),,"GOOD 3PTR by NED,JALEN",2
--,"ASSIST  by DEHOYOS,ALEX",,,,,,,"ASSIST  by DEHOYOS,ALEX",2
04:16,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
04:11,,59 (+13),,46,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 59-46 (-13),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
04:00,"MISS 3PTR by NED,JALEN",,,,,,,"MISS 3PTR by NED,JALEN",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
