Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
19:42,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
19:15,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
19:00,,,,,"MISS JUMPER by BROWN,BRYCE(in the paint)",,,"MISS JUMPER by BROWN,BRYCE(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
18:44,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",1
18:44,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",1
18:38,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
18:11,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2 (+2),,0,,BSC 2-0 (-2),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",1
18:02,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
17:50,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
17:50,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
17:44,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",4 (+4),,0,,BSC 4-0 (-4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
17:28,,4 (+2),,2,"GOOD JUMPER by URSIN,AARON",Mill 4-2 (-2),,"GOOD JUMPER by URSIN,AARON",1
--,,,,,"ASSIST  by GILLIHAN,NEWLON",,,"ASSIST  by GILLIHAN,NEWLON",1
17:07,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",1
17:07,,,,,"STEAL  by GILLIHAN,NEWLON",,,"STEAL  by GILLIHAN,NEWLON",1
16:58,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
16:58,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
16:58,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",1
16:58,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",1
16:58,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
16:58,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
16:58,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",1
16:58,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
16:58,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
16:41,"MISS JUMPER by GLOVER,CAMERON",,,,,,,"MISS JUMPER by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",1
16:20,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
16:12,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",1
16:02,,,,,"MISS JUMPER by BROWN,BRYCE(in the paint)",,,"MISS JUMPER by BROWN,BRYCE(in the paint)",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
15:51,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",1
15:51,,,,,"BLOCK  by GILLIHAN,NEWLON",,,"BLOCK  by GILLIHAN,NEWLON",1
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",1
15:43,,4,,4,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 4-4 (0),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",1
15:43,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
15:43,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",1
15:43,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
15:43,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
15:43,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",1
15:43,,4,,5 (+1),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 4-5 (+1),,"GOOD FT by WATSON,DOUG(fastbreak)",1
15:43,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
15:43,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",1
15:26,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by BASS,DEVIN",,,"REBOUND DEF by BASS,DEVIN",1
15:14,,4,,7 (+3),"GOOD LAYUP by BROWN,BRYCE(in the paint)",Mill 4-7 (+3),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",1
15:08,"TURNOVER  by KANE,DENMAN",,,,,,,"TURNOVER  by KANE,DENMAN",1
15:08,,,,,"STEAL  by BROWN,BRYCE",,,"STEAL  by BROWN,BRYCE",1
15:01,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,"MISS LAYUP by BROWN,BRYCE(in the paint)",1
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",1
14:51,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",6,,7 (+1),,BSC 6-7 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",1
14:44,,,,,"MISS JUMPER by HOGAN,TJ",,,"MISS JUMPER by HOGAN,TJ",1
