Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Miss,Game Score,Team Indicator,Play,Period
19:48,,33,,37 (+4),"GOOD LAYUP by BERZAT,LAMONT(fastbreak)(in the paint)",Miss 33-37 (-4),,"GOOD LAYUP by BERZAT,LAMONT(fastbreak)(in the paint)",2
19:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
19:32,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
19:32,,,,,"STEAL  by THOMPSON,TRADAVIS",,,"STEAL  by THOMPSON,TRADAVIS",2
19:30,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
19:30,,33,,38 (+5),"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",Miss 33-38 (-5),,"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",2
19:30,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
19:30,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
19:30,,33,,39 (+6),"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",Miss 33-39 (-6),,"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",2
19:24,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",35,,39 (+4),,Mill 35-39 (-4),,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",2
19:02,,,,,"TURNOVER  by MILLER,MILES",,,"TURNOVER  by MILLER,MILES",2
18:40,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND DEF by BOSTON,BRANDON",,,"REBOUND DEF by BOSTON,BRANDON",2
18:31,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
18:31,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
18:31,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
18:25,,,,,"MISS 3PTR by THOMPSON,TRADAVIS",,,"MISS 3PTR by THOMPSON,TRADAVIS",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
18:12,,,,,"FOUL  by THOMPSON,TRADAVIS",,,"FOUL  by THOMPSON,TRADAVIS",2
18:10,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",2
18:04,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",2
18:01,"TURNOVER  by BASS,DEVIN",,,,,,,"TURNOVER  by BASS,DEVIN",2
17:48,,,,,"SUB OUT by MILLER,MILES",,,"SUB OUT by MILLER,MILES",2
17:48,,,,,"SUB OUT by BOSTON,BRANDON",,,"SUB OUT by BOSTON,BRANDON",2
17:48,,,,,"SUB IN by JORDAN,JUDAH",,,"SUB IN by JORDAN,JUDAH",2
17:48,,,,,"SUB IN by JOVANOVIC,MARKO",,,"SUB IN by JOVANOVIC,MARKO",2
17:40,,,,,"MISS JUMPER by THOMPSON,TRADAVIS",,,"MISS JUMPER by THOMPSON,TRADAVIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:29,,35,,41 (+6),"GOOD LAYUP by SMITH,GALEN(in the paint)",Miss 35-41 (-6),,"GOOD LAYUP by SMITH,GALEN(in the paint)",2
--,,,,,"ASSIST  by JORDAN,JUDAH",,,"ASSIST  by JORDAN,JUDAH",2
17:21,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
17:21,,,,,"STEAL  by BERZAT,LAMONT",,,"STEAL  by BERZAT,LAMONT",2
17:21,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
17:21,,35,,42 (+7),"GOOD FT by BERZAT,LAMONT(fastbreak)",Miss 35-42 (-7),,"GOOD FT by BERZAT,LAMONT(fastbreak)",2
17:21,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
17:21,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
17:21,,35,,43 (+8),"GOOD FT by BERZAT,LAMONT(fastbreak)",Miss 35-43 (-8),,"GOOD FT by BERZAT,LAMONT(fastbreak)",2
17:20,"MISS LAYUP by BASS,DEVIN(in the paint)",,,,,,,"MISS LAYUP by BASS,DEVIN(in the paint)",2
17:20,,,,,"BLOCK  by JONES,ZACH",,,"BLOCK  by JONES,ZACH",2
17:20,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
17:20,,,,,"SUB IN by JONES,ZACH",,,"SUB IN by JONES,ZACH",2
--,,,,,"REBOUND DEF by JONES,ZACH",,,"REBOUND DEF by JONES,ZACH",2
17:02,,35,,45 (+10),"GOOD LAYUP by JOVANOVIC,MARKO(in the paint)",Miss 35-45 (-10),,"GOOD LAYUP by JOVANOVIC,MARKO(in the paint)",2
17:00,,,,,"FOUL  by JOVANOVIC,MARKO",,,"FOUL  by JOVANOVIC,MARKO",2
17:00,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
17:00,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",2
16:40,"GOOD JUMPER by WILLIAMS,CAMERON",37,,45 (+8),,Mill 37-45 (-8),,"GOOD JUMPER by WILLIAMS,CAMERON",2
16:22,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
16:22,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
16:22,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
16:14,"MISS JUMPER by BROWN,BROCK",,,,,,,"MISS JUMPER by BROWN,BROCK",2
--,,,,,"REBOUND DEF by THOMPSON,TRADAVIS",,,"REBOUND DEF by THOMPSON,TRADAVIS",2
16:05,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
16:05,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:05,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
16:05,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
16:05,,,,,"MISS FT by JORDAN,JUDAH",,,"MISS FT by JORDAN,JUDAH",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
15:46,"MISS JUMPER by DYAS,CHANDLER(in the paint)",,,,,,,"MISS JUMPER by DYAS,CHANDLER(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:23,,,,,"SUB OUT by JOVANOVIC,MARKO",,,"SUB OUT by JOVANOVIC,MARKO",2
15:23,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",2
15:13,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
15:13,,,,,"SUB OUT by MILLER,MILES",,,"SUB OUT by MILLER,MILES",2
15:13,,,,,"SUB IN by JOVANOVIC,MARKO",,,"SUB IN by JOVANOVIC,MARKO",2
15:13,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",2
15:13,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
14:53,"GOOD 3PTR by WILLIAMS,CAMERON",40,,45 (+5),,Mill 40-45 (-5),,"GOOD 3PTR by WILLIAMS,CAMERON",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
14:35,,,,,"TURNOVER  by JOVANOVIC,MARKO",,,"TURNOVER  by JOVANOVIC,MARKO",2
14:35,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",2
14:20,"GOOD 3PTR by WATSON,DOUG",43,,45 (+2),,Mill 43-45 (-2),,"GOOD 3PTR by WATSON,DOUG",2
14:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:13,,,,,"SUB OUT by JORDAN,JUDAH",,,"SUB OUT by JORDAN,JUDAH",2
14:13,,,,,"SUB OUT by JOVANOVIC,MARKO",,,"SUB OUT by JOVANOVIC,MARKO",2
14:13,,,,,"SUB OUT by JONES,ZACH",,,"SUB OUT by JONES,ZACH",2
14:13,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",2
14:13,,,,,"SUB IN by BOSTON,BRANDON",,,"SUB IN by BOSTON,BRANDON",2
14:13,,,,,"SUB IN by SMITH,GALEN",,,"SUB IN by SMITH,GALEN",2
14:10,,43,,47 (+4),"GOOD JUMPER by BERZAT,LAMONT(in the paint)",Miss 43-47 (-4),,"GOOD JUMPER by BERZAT,LAMONT(in the paint)",2
13:52,"MISS LAYUP by BROWN,BROCK(in the paint)",,,,,,,"MISS LAYUP by BROWN,BROCK(in the paint)",2
--,,,,,"REBOUND DEF by BERZAT,LAMONT",,,"REBOUND DEF by BERZAT,LAMONT",2
13:46,,,,,"MISS JUMPER by MILLER,MILES",,,"MISS JUMPER by MILLER,MILES",2
--,"REBOUND DEF by BROWN,BROCK",,,,,,,"REBOUND DEF by BROWN,BROCK",2
13:38,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
13:38,,,,,"STEAL  by THOMPSON,TRADAVIS",,,"STEAL  by THOMPSON,TRADAVIS",2
13:38,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
13:38,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
13:27,,43,,49 (+6),"GOOD LAYUP by BOSTON,BRANDON(in the paint)",Miss 43-49 (-6),,"GOOD LAYUP by BOSTON,BRANDON(in the paint)",2
13:23,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
13:23,,,,,"MISS FT by BOSTON,BRANDON",,,"MISS FT by BOSTON,BRANDON",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
13:04,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:43,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
12:43,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",2
12:39,,,,,"FOUL  by THOMPSON,TRADAVIS",,,"FOUL  by THOMPSON,TRADAVIS",2
12:39,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
12:39,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",2
12:39,"MISS FT by EVANS,CHRISTIAN(fastbreak)",,,,,,,"MISS FT by EVANS,CHRISTIAN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:39,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
12:39,,,,,"SUB IN by JONES,ZACH",,,"SUB IN by JONES,ZACH",2
12:39,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
12:39,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
12:39,"GOOD FT by EVANS,CHRISTIAN(fastbreak)",44,,49 (+5),,Mill 44-49 (-5),,"GOOD FT by EVANS,CHRISTIAN(fastbreak)",2
12:27,,,,,"MISS JUMPER by MILLER,MILES",,,"MISS JUMPER by MILLER,MILES",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
12:24,,,,,"FOUL  by JONES,ZACH",,,"FOUL  by JONES,ZACH",2
12:24,,,,,"SUB OUT by MILLER,MILES",,,"SUB OUT by MILLER,MILES",2
12:24,,,,,"SUB IN by JORDAN,JUDAH",,,"SUB IN by JORDAN,JUDAH",2
12:07,"GOOD JUMPER by URSIN,AARON",46,,49 (+3),,Mill 46-49 (-3),,"GOOD JUMPER by URSIN,AARON",2
--,"ASSIST  by EVANS,CHRISTIAN",,,,,,,"ASSIST  by EVANS,CHRISTIAN",2
11:44,,,,,"FOUL  by BOSTON,BRANDON",,,"FOUL  by BOSTON,BRANDON",2
11:44,,,,,"TURNOVER  by BOSTON,BRANDON",,,"TURNOVER  by BOSTON,BRANDON",2
11:44,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
11:44,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
11:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:32,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
11:23,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
11:17,,46,,52 (+6),"GOOD 3PTR by THOMPSON,TRADAVIS",Miss 46-52 (-6),,"GOOD 3PTR by THOMPSON,TRADAVIS",2
--,,,,,"ASSIST  by JONES,ZACH",,,"ASSIST  by JONES,ZACH",2
10:50,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by BOSTON,BRANDON",,,"REBOUND DEF by BOSTON,BRANDON",2
10:43,,46,,54 (+8),"GOOD LAYUP by BOSTON,BRANDON(fastbreak)(in the paint)",Miss 46-54 (-8),,"GOOD LAYUP by BOSTON,BRANDON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JORDAN,JUDAH",,,"ASSIST  by JORDAN,JUDAH",2
10:43,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
10:43,,,,,"SUB OUT by JONES,ZACH",,,"SUB OUT by JONES,ZACH",2
10:43,,,,,"SUB IN by SMITH,GALEN",,,"SUB IN by SMITH,GALEN",2
10:43,,46,,55 (+9),"GOOD FT by BOSTON,BRANDON(fastbreak)",Miss 46-55 (-9),,"GOOD FT by BOSTON,BRANDON(fastbreak)",2
10:20,,,,,"FOUL  by JORDAN,JUDAH",,,"FOUL  by JORDAN,JUDAH",2
10:20,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",2
10:20,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
10:11,,,,,"FOUL  by THOMPSON,TRADAVIS",,,"FOUL  by THOMPSON,TRADAVIS",2
10:11,"GOOD FT by WILLIAMS,CAMERON",47,,55 (+8),,Mill 47-55 (-8),,"GOOD FT by WILLIAMS,CAMERON",2
10:11,"GOOD FT by WILLIAMS,CAMERON",48,,55 (+7),,Mill 48-55 (-7),,"GOOD FT by WILLIAMS,CAMERON",2
10:11,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
10:11,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
09:47,,48,,57 (+9),"GOOD JUMPER by BERZAT,LAMONT",Miss 48-57 (-9),,"GOOD JUMPER by BERZAT,LAMONT",2
09:34,"GOOD LAYUP by WATSON,DOUG(in the paint)",50,,57 (+7),,Mill 50-57 (-7),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
09:10,,,,,"MISS JUMPER by THOMPSON,TRADAVIS",,,"MISS JUMPER by THOMPSON,TRADAVIS",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
08:56,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
08:56,,,,,"STEAL  by BOSTON,BRANDON",,,"STEAL  by BOSTON,BRANDON",2
08:52,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
08:52,,50,,58 (+8),"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",Miss 50-58 (-8),,"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",2
08:52,,,,,"SUB OUT by BOSTON,BRANDON",,,"SUB OUT by BOSTON,BRANDON",2
08:52,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
08:52,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",2
08:52,,,,,"SUB IN by JONES,ZACH",,,"SUB IN by JONES,ZACH",2
08:52,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
08:52,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
08:52,,50,,59 (+9),"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",Miss 50-59 (-9),,"GOOD FT by THOMPSON,TRADAVIS(fastbreak)",2
08:45,,,,,"FOUL  by MILLER,MILES",,,"FOUL  by MILLER,MILES",2
08:45,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
08:45,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
08:45,"MISS FT by WATSON,DOUG(fastbreak)",,,,,,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,,,,,"REBOUND DEF by MILLER,MILES",,,"REBOUND DEF by MILLER,MILES",2
08:34,,50,,61 (+11),"GOOD LAYUP by JONES,ZACH(in the paint)",Miss 50-61 (-11),,"GOOD LAYUP by JONES,ZACH(in the paint)",2
--,,,,,"ASSIST  by BERZAT,LAMONT",,,"ASSIST  by BERZAT,LAMONT",2
08:16,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
08:01,,,,,"MISS 3PTR by THOMPSON,TRADAVIS",,,"MISS 3PTR by THOMPSON,TRADAVIS",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:52,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:47,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",2
07:37,,,,,"MISS JUMPER by MILLER,MILES",,,"MISS JUMPER by MILLER,MILES",2
--,,,,,"REBOUND OFF by JONES,ZACH",,,"REBOUND OFF by JONES,ZACH",2
07:33,,50,,63 (+13),"GOOD LAYUP by JONES,ZACH(in the paint)",Miss 50-63 (-13),,"GOOD LAYUP by JONES,ZACH(in the paint)",2
07:10,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
07:10,,,,,"BLOCK  by JONES,ZACH",,,"BLOCK  by JONES,ZACH",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
07:03,,50,,65 (+15),"GOOD LAYUP by JONES,ZACH(fastbreak)(in the paint)",Miss 50-65 (-15),,"GOOD LAYUP by JONES,ZACH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERZAT,LAMONT",,,"ASSIST  by BERZAT,LAMONT",2
06:58,,,,,"FOUL  by BERZAT,LAMONT",,,"FOUL  by BERZAT,LAMONT",2
06:58,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
06:58,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
06:58,"GOOD FT by WATSON,DOUG(fastbreak)",51,,65 (+14),,Mill 51-65 (-14),,"GOOD FT by WATSON,DOUG(fastbreak)",2
06:58,"GOOD FT by WATSON,DOUG(fastbreak)",52,,65 (+13),,Mill 52-65 (-13),,"GOOD FT by WATSON,DOUG(fastbreak)",2
06:58,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
06:58,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
06:58,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
06:58,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
06:38,,,,,"MISS LAYUP by BERZAT,LAMONT(in the paint)",,,"MISS LAYUP by BERZAT,LAMONT(in the paint)",2
--,,,,,"REBOUND OFF by BERZAT,LAMONT",,,"REBOUND OFF by BERZAT,LAMONT",2
06:31,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
06:31,,,,,"MISS FT by BERZAT,LAMONT",,,"MISS FT by BERZAT,LAMONT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:31,,,,,"MISS FT by BERZAT,LAMONT",,,"MISS FT by BERZAT,LAMONT",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
06:06,"MISS JUMPER by BROWN,BROCK(in the paint)",,,,,,,"MISS JUMPER by BROWN,BROCK(in the paint)",2
--,,,,,"REBOUND DEF by BERZAT,LAMONT",,,"REBOUND DEF by BERZAT,LAMONT",2
06:00,,52,,67 (+15),"GOOD LAYUP by JORDAN,JUDAH(fastbreak)(in the paint)",Miss 52-67 (-15),,"GOOD LAYUP by JORDAN,JUDAH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERZAT,LAMONT",,,"ASSIST  by BERZAT,LAMONT",2
05:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:50,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
05:50,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
05:50,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
05:39,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
05:39,,,,,"SUB OUT by THOMPSON,TRADAVIS",,,"SUB OUT by THOMPSON,TRADAVIS",2
05:39,,,,,"SUB IN by BOSTON,BRANDON",,,"SUB IN by BOSTON,BRANDON",2
05:39,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
05:39,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
05:24,,,,,"FOUL  by BOSTON,BRANDON",,,"FOUL  by BOSTON,BRANDON",2
05:24,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:24,"GOOD FT by EVANS,CHRISTIAN",53,,67 (+14),,Mill 53-67 (-14),,"GOOD FT by EVANS,CHRISTIAN",2
05:24,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
05:24,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
05:24,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
05:24,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",2
05:12,,53,,69 (+16),"GOOD LAYUP by BOSTON,BRANDON(in the paint)",Miss 53-69 (-16),,"GOOD LAYUP by BOSTON,BRANDON(in the paint)",2
--,,,,,"ASSIST  by JONES,ZACH",,,"ASSIST  by JONES,ZACH",2
05:01,"MISS JUMPER by BROWN,BROCK",,,,,,,"MISS JUMPER by BROWN,BROCK",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
04:41,,53,,71 (+18),"GOOD JUMPER by BOSTON,BRANDON",Miss 53-71 (-18),,"GOOD JUMPER by BOSTON,BRANDON",2
--,,,,,"ASSIST  by MILLER,MILES",,,"ASSIST  by MILLER,MILES",2
04:25,"MISS JUMPER by DYAS,CHANDLER",,,,,,,"MISS JUMPER by DYAS,CHANDLER",2
--,,,,,"REBOUND DEF by JONES,ZACH",,,"REBOUND DEF by JONES,ZACH",2
04:13,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
04:13,,53,,72 (+19),"GOOD FT by JONES,ZACH",Miss 53-72 (-19),,"GOOD FT by JONES,ZACH",2
04:13,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
04:13,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
04:13,,53,,73 (+20),"GOOD FT by JONES,ZACH",Miss 53-73 (-20),,"GOOD FT by JONES,ZACH",2
04:05,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
03:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:52,,,,,"SUB OUT by BERZAT,LAMONT",,,"SUB OUT by BERZAT,LAMONT",2
03:52,,,,,"SUB IN by THOMPSON,TRADAVIS",,,"SUB IN by THOMPSON,TRADAVIS",2
03:42,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
03:42,,53,,74 (+21),"GOOD FT by JONES,ZACH",Miss 53-74 (-21),,"GOOD FT by JONES,ZACH",2
03:42,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
03:42,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
03:42,,,,,"MISS FT by JONES,ZACH",,,"MISS FT by JONES,ZACH",2
--,"REBOUND DEF by DYAS,CHANDLER",,,,,,,"REBOUND DEF by DYAS,CHANDLER",2
03:34,"MISS JUMPER by DYAS,CHANDLER",,,,,,,"MISS JUMPER by DYAS,CHANDLER",2
03:34,,,,,"BLOCK  by JONES,ZACH",,,"BLOCK  by JONES,ZACH",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
03:28,,,,,"TURNOVER  by JONES,ZACH",,,"TURNOVER  by JONES,ZACH",2
03:25,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
03:25,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
03:22,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by JORDAN,JUDAH",,,"REBOUND DEF by JORDAN,JUDAH",2
03:01,,,,,"MISS 3PTR by JORDAN,JUDAH",,,"MISS 3PTR by JORDAN,JUDAH",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
02:51,"MISS 3PTR by HAUPT,KYLE",,,,,,,"MISS 3PTR by HAUPT,KYLE",2
--,"REBOUND OFF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
