Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,UAB,Game Score,Team Indicator,Play,Period
01:59,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
01:59,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",1
01:59,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",1
01:50,,,,,"TURNOVER  by TONEY,TONY",,,"TURNOVER  by TONEY,TONY",1
01:50,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",1
01:50,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",1
01:50,,,,,"SUB OUT by LOCURE,TYREKE",,,"SUB OUT by LOCURE,TYREKE",1
01:50,,,,,"SUB IN by JOHNSON,JAMAL",,,"SUB IN by JOHNSON,JAMAL",1
01:50,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
01:50,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
01:20,,,,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",1
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
01:05,"MISS JUMPER by GILLIHAN,NEWLON",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON",1
--,,,,,"REBOUND DEF by JOHNSON,JAMAL",,,"REBOUND DEF by JOHNSON,JAMAL",1
00:56,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",1
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",1
00:45,,,,,"FOUL  by TONEY,TONY",,,"FOUL  by TONEY,TONY",1
00:34,,,,,"FOUL  by JOHNSON,JAMAL",,,"FOUL  by JOHNSON,JAMAL",1
00:34,"GOOD FT by GILLIHAN,NEWLON",9,,46 (+37),,Mill 9-46 (-37),,"GOOD FT by GILLIHAN,NEWLON",1
00:33,"MISS FT by GILLIHAN,NEWLON",,,,,,,"MISS FT by GILLIHAN,NEWLON",1
--,,,,,"REBOUND DEF by BROWN,JUSTIN",,,"REBOUND DEF by BROWN,JUSTIN",1
00:15,,,,,"MISS 3PTR by JOHNSON,JAMAL",,,"MISS 3PTR by JOHNSON,JAMAL",1
00:15,"BLOCK  by CARTER,DYLAN",,,,,,,"BLOCK  by CARTER,DYLAN",1
--,"REBOUND DEF by BROWN,BROCK",,,,,,,"REBOUND DEF by BROWN,BROCK",1
00:06,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,,,,,"REBOUND DEF by LOVAN,TAVIN",,,"REBOUND DEF by LOVAN,TAVIN",1
00:00,,,,,"FOUL  by LOVAN,TAVIN",,,"FOUL  by LOVAN,TAVIN",1
00:00,,,,,"TURNOVER  by LOVAN,TAVIN",,,"TURNOVER  by LOVAN,TAVIN",1
20:00,,,,,"SUB OUT by LOVAN,TAVIN",,,"SUB OUT by LOVAN,TAVIN",2
20:00,,,,,"SUB OUT by BROWN,JUSTIN",,,"SUB OUT by BROWN,JUSTIN",2
20:00,,,,,"SUB OUT by TONEY,TONY",,,"SUB OUT by TONEY,TONY",2
20:00,,,,,"SUB IN by BUFFEN,KJ",,,"SUB IN by BUFFEN,KJ",2
20:00,,,,,"SUB IN by WALKER,JORDAN",,,"SUB IN by WALKER,JORDAN",2
20:00,,,,,"SUB IN by JACKSON,QUAN",,,"SUB IN by JACKSON,QUAN",2
20:00,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
20:00,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
20:00,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",2
20:00,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
20:00,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
20:00,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
19:50,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
19:50,,9,,47 (+38),"GOOD FT by LEBLANC,JOSH",UAB 9-47 (-38),,"GOOD FT by LEBLANC,JOSH",2
19:50,,9,,48 (+39),"GOOD FT by LEBLANC,JOSH",UAB 9-48 (-39),,"GOOD FT by LEBLANC,JOSH",2
19:46,"TURNOVER  by BROWN,BRYCE",,,,,,,"TURNOVER  by BROWN,BRYCE",2
19:46,,,,,"STEAL  by WALKER,JORDAN",,,"STEAL  by WALKER,JORDAN",2
19:40,,9,,50 (+41),"GOOD LAYUP by JOHNSON,JAMAL(in the paint)",UAB 9-50 (-41),,"GOOD LAYUP by JOHNSON,JAMAL(in the paint)",2
--,,,,,"ASSIST  by WALKER,JORDAN",,,"ASSIST  by WALKER,JORDAN",2
19:33,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
19:18,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
19:18,,9,,51 (+42),"GOOD FT by LEBLANC,JOSH",UAB 9-51 (-42),,"GOOD FT by LEBLANC,JOSH",2
19:18,,9,,52 (+43),"GOOD FT by LEBLANC,JOSH",UAB 9-52 (-43),,"GOOD FT by LEBLANC,JOSH",2
19:08,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",2
18:56,,,,,"MISS JUMPER by WALKER,JORDAN",,,"MISS JUMPER by WALKER,JORDAN",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
18:24,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",2
18:16,,9,,54 (+45),"GOOD LAYUP by WALKER,JORDAN(in the paint)",UAB 9-54 (-45),,"GOOD LAYUP by WALKER,JORDAN(in the paint)",2
18:01,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",2
17:52,,9,,56 (+47),"GOOD JUMPER by BUFFEN,KJ(in the paint)",UAB 9-56 (-47),,"GOOD JUMPER by BUFFEN,KJ(in the paint)",2
17:35,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
17:35,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
17:35,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
17:35,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
17:35,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
17:35,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",2
17:20,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
17:20,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:04,,9,,58 (+49),"GOOD LAYUP by JACKSON,QUAN(in the paint)",UAB 9-58 (-49),,"GOOD LAYUP by JACKSON,QUAN(in the paint)",2
16:47,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
16:47,,,,,"STEAL  by JACKSON,QUAN",,,"STEAL  by JACKSON,QUAN",2
16:40,,9,,60 (+51),"GOOD DUNK by JACKSON,QUAN(fastbreak)(in the paint)",UAB 9-60 (-51),,"GOOD DUNK by JACKSON,QUAN(fastbreak)(in the paint)",2
16:33,,,,,"FOUL  by JOHNSON,JAMAL",,,"FOUL  by JOHNSON,JAMAL",2
16:33,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
16:33,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
16:33,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
16:33,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
16:26,"MISS LAYUP by BASS,DEVIN(in the paint)",,,,,,,"MISS LAYUP by BASS,DEVIN(in the paint)",2
16:26,,,,,"BLOCK  by JOHNSON,JAMAL",,,"BLOCK  by JOHNSON,JAMAL",2
--,,,,,"REBOUND DEF by WALKER,JORDAN",,,"REBOUND DEF by WALKER,JORDAN",2
16:00,,,,,"MISS LAYUP by BUFFEN,KJ(in the paint)",,,"MISS LAYUP by BUFFEN,KJ(in the paint)",2
--,,,,,"REBOUND OFF by JACKSON,QUAN",,,"REBOUND OFF by JACKSON,QUAN",2
15:54,,9,,62 (+53),"GOOD LAYUP by JACKSON,QUAN(in the paint)",UAB 9-62 (-53),,"GOOD LAYUP by JACKSON,QUAN(in the paint)",2
15:43,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",2
15:34,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
15:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:33,,,,,"SUB OUT by JACKSON,QUAN",,,"SUB OUT by JACKSON,QUAN",2
15:33,,,,,"SUB OUT by LEBLANC,JOSH",,,"SUB OUT by LEBLANC,JOSH",2
15:33,,,,,"SUB IN by LOVAN,TAVIN",,,"SUB IN by LOVAN,TAVIN",2
15:33,,,,,"SUB IN by BROWN,JUSTIN",,,"SUB IN by BROWN,JUSTIN",2
15:33,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
15:33,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
15:21,,,,,"MISS JUMPER by BROWN,JUSTIN",,,"MISS JUMPER by BROWN,JUSTIN",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
15:01,"MISS 3PTR by CARTER,DYLAN",,,,,,,"MISS 3PTR by CARTER,DYLAN",2
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",2
14:54,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
14:47,"MISS LAYUP by CARTER,DYLAN(in the paint)",,,,,,,"MISS LAYUP by CARTER,DYLAN(in the paint)",2
--,,,,,"REBOUND DEF by WALKER,JORDAN",,,"REBOUND DEF by WALKER,JORDAN",2
14:40,,,,,"MISS 3PTR by JOHNSON,JAMAL",,,"MISS 3PTR by JOHNSON,JAMAL",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
14:22,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by LOVAN,TAVIN",,,"REBOUND DEF by LOVAN,TAVIN",2
14:05,,9,,64 (+55),"GOOD LAYUP by BUFFEN,KJ(in the paint)",UAB 9-64 (-55),,"GOOD LAYUP by BUFFEN,KJ(in the paint)",2
13:48,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
13:48,,,,,"BLOCK  by LOVAN,TAVIN",,,"BLOCK  by LOVAN,TAVIN",2
13:46,,,,,"FOUL  by LOVAN,TAVIN",,,"FOUL  by LOVAN,TAVIN",2
13:46,,,,,"SUB OUT by BUFFEN,KJ",,,"SUB OUT by BUFFEN,KJ",2
13:46,,,,,"SUB OUT by JOHNSON,JAMAL",,,"SUB OUT by JOHNSON,JAMAL",2
13:46,,,,,"SUB IN by TONEY,TONY",,,"SUB IN by TONEY,TONY",2
13:46,,,,,"SUB IN by GORDON,RONGIE",,,"SUB IN by GORDON,RONGIE",2
13:46,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
13:46,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",2
13:46,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
13:46,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
13:46,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",10,,64 (+54),,Mill 10-64 (-54),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
13:46,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",11,,64 (+53),,Mill 11-64 (-53),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
13:39,,,,,"MISS 3PTR by WALKER,JORDAN",,,"MISS 3PTR by WALKER,JORDAN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
13:28,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
13:28,,,,,"STEAL  by WALKER,JORDAN",,,"STEAL  by WALKER,JORDAN",2
13:23,,11,,66 (+55),"GOOD LAYUP by TONEY,TONY(fastbreak)(in the paint)",UAB 11-66 (-55),,"GOOD LAYUP by TONEY,TONY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WALKER,JORDAN",,,"ASSIST  by WALKER,JORDAN",2
12:59,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
12:59,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",2
12:59,,,,,"SUB OUT by WALKER,JORDAN",,,"SUB OUT by WALKER,JORDAN",2
12:59,,,,,"SUB IN by JACKSON,QUAN",,,"SUB IN by JACKSON,QUAN",2
12:43,,,,,"MISS 3PTR by TONEY,TONY",,,"MISS 3PTR by TONEY,TONY",2
12:43,"BLOCK  by BASS,DEVIN",,,,,,,"BLOCK  by BASS,DEVIN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
12:35,"GOOD 3PTR by WILLIAMS,CAMERON(fastbreak)",14,,66 (+52),,Mill 14-66 (-52),,"GOOD 3PTR by WILLIAMS,CAMERON(fastbreak)",2
12:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:15,,,,,"TURNOVER  by JACKSON,QUAN",,,"TURNOVER  by JACKSON,QUAN",2
12:15,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",2
12:10,"GOOD LAYUP by EVANS,CHRISTIAN(fastbreak)(in the paint)",16,,66 (+50),,Mill 16-66 (-50),,"GOOD LAYUP by EVANS,CHRISTIAN(fastbreak)(in the paint)",2
--,"ASSIST  by WILLIAMS,CAMERON",,,,,,,"ASSIST  by WILLIAMS,CAMERON",2
11:55,,,,,"MISS JUMPER by TONEY,TONY",,,"MISS JUMPER by TONEY,TONY",2
--,,,,,"REBOUND OFF by JACKSON,QUAN",,,"REBOUND OFF by JACKSON,QUAN",2
11:47,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",2
--,,,,,"REBOUND OFF by JACKSON,QUAN",,,"REBOUND OFF by JACKSON,QUAN",2
11:38,,16,,68 (+52),"GOOD LAYUP by JACKSON,QUAN(in the paint)",UAB 16-68 (-52),,"GOOD LAYUP by JACKSON,QUAN(in the paint)",2
11:19,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
11:19,,,,,"STEAL  by LOVAN,TAVIN",,,"STEAL  by LOVAN,TAVIN",2
11:14,,,,,"MISS LAYUP by TONEY,TONY(in the paint)",,,"MISS LAYUP by TONEY,TONY(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:14,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:14,,,,,"SUB OUT by JACKSON,QUAN",,,"SUB OUT by JACKSON,QUAN",2
11:14,,,,,"SUB IN by WALKER,JORDAN",,,"SUB IN by WALKER,JORDAN",2
11:14,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
11:14,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
11:06,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by GORDON,RONGIE",,,"REBOUND DEF by GORDON,RONGIE",2
10:59,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",2
--,,,,,"REBOUND OFF by TONEY,TONY",,,"REBOUND OFF by TONEY,TONY",2
10:52,,16,,70 (+54),"GOOD LAYUP by TONEY,TONY(in the paint)",UAB 16-70 (-54),,"GOOD LAYUP by TONEY,TONY(in the paint)",2
10:46,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,,,,,"REBOUND DEF by BROWN,JUSTIN",,,"REBOUND DEF by BROWN,JUSTIN",2
10:39,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
10:39,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
10:39,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
10:39,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
10:39,,16,,72 (+56),"GOOD LAYUP by TONEY,TONY(in the paint)",UAB 16-72 (-56),,"GOOD LAYUP by TONEY,TONY(in the paint)",2
--,,,,,"ASSIST  by LOVAN,TAVIN",,,"ASSIST  by LOVAN,TAVIN",2
10:16,"MISS JUMPER by BROWN,BROCK",,,,,,,"MISS JUMPER by BROWN,BROCK",2
--,,,,,"REBOUND DEF by BROWN,JUSTIN",,,"REBOUND DEF by BROWN,JUSTIN",2
09:49,,16,,74 (+58),"GOOD LAYUP by GORDON,RONGIE(in the paint)",UAB 16-74 (-58),,"GOOD LAYUP by GORDON,RONGIE(in the paint)",2
09:33,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
09:27,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
09:27,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
09:27,,,,,"SUB OUT by BROWN,JUSTIN",,,"SUB OUT by BROWN,JUSTIN",2
09:27,,,,,"SUB IN by LEBLANC,JOSH",,,"SUB IN by LEBLANC,JOSH",2
09:27,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
09:27,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
09:27,,,,,"MISS DUNK by LEBLANC,JOSH(in the paint)",,,"MISS DUNK by LEBLANC,JOSH(in the paint)",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
--,,,,,"REBOUND DEF by BROWN,JUSTIN",,,"REBOUND DEF by BROWN,JUSTIN",2
09:13,,,,,"SUB OUT by WALKER,JORDAN",,,"SUB OUT by WALKER,JORDAN",2
09:13,,,,,"SUB IN by JOHNSON,JAMAL",,,"SUB IN by JOHNSON,JAMAL",2
09:10,"TURNOVER  by UGHOVWA,NICHOLAS",,,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",2
09:10,,,,,"STEAL  by LOVAN,TAVIN",,,"STEAL  by LOVAN,TAVIN",2
09:08,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
09:08,,,,,"MISS FT by JOHNSON,JAMAL",,,"MISS FT by JOHNSON,JAMAL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:08,,16,,75 (+59),"GOOD FT by JOHNSON,JAMAL",UAB 16-75 (-59),,"GOOD FT by JOHNSON,JAMAL",2
08:56,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by GORDON,RONGIE",,,"REBOUND DEF by GORDON,RONGIE",2
08:45,,,,,"MISS LAYUP by LEBLANC,JOSH(in the paint)",,,"MISS LAYUP by LEBLANC,JOSH(in the paint)",2
08:45,"BLOCK  by ROTH,DREW",,,,,,,"BLOCK  by ROTH,DREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:43,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
08:43,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
08:40,,,,,"MISS 3PTR by JOHNSON,JAMAL",,,"MISS 3PTR by JOHNSON,JAMAL",2
08:40,"BLOCK  by RUCKER,CAM",,,,,,,"BLOCK  by RUCKER,CAM",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
08:27,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",18,,75 (+57),,Mill 18-75 (-57),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
08:13,,,,,"FOUL  by LEBLANC,JOSH",,,"FOUL  by LEBLANC,JOSH",2
08:13,,,,,"TURNOVER  by LEBLANC,JOSH",,,"TURNOVER  by LEBLANC,JOSH",2
08:13,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
08:13,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
08:13,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
08:13,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",2
07:48,"MISS 3PTR by CARTER,DYLAN",,,,,,,"MISS 3PTR by CARTER,DYLAN",2
--,"REBOUND OFF by ROTH,DREW",,,,,,,"REBOUND OFF by ROTH,DREW",2
07:42,"GOOD LAYUP by ROTH,DREW(in the paint)",20,,75 (+55),,Mill 20-75 (-55),,"GOOD LAYUP by ROTH,DREW(in the paint)",2
07:27,,,,,"MISS JUMPER by GORDON,RONGIE(in the paint)",,,"MISS JUMPER by GORDON,RONGIE(in the paint)",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
07:10,"GOOD 3PTR by RUCKER,CAM",23,,75 (+52),,Mill 23-75 (-52),,"GOOD 3PTR by RUCKER,CAM",2
--,"ASSIST  by CARTER,DYLAN",,,,,,,"ASSIST  by CARTER,DYLAN",2
06:52,"FOUL  by ROTH,DREW",,,,,,,"FOUL  by ROTH,DREW",2
06:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:52,,,,,"SUB OUT by LEBLANC,JOSH",,,"SUB OUT by LEBLANC,JOSH",2
06:52,,,,,"SUB IN by LOCURE,TYREKE",,,"SUB IN by LOCURE,TYREKE",2
06:52,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
06:52,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
06:52,,23,,76 (+53),"GOOD FT by LOVAN,TAVIN",UAB 23-76 (-53),,"GOOD FT by LOVAN,TAVIN",2
06:52,,23,,77 (+54),"GOOD FT by LOVAN,TAVIN",UAB 23-77 (-54),,"GOOD FT by LOVAN,TAVIN",2
06:39,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by TONEY,TONY",,,"REBOUND DEF by TONEY,TONY",2
06:26,,23,,79 (+56),"GOOD JUMPER by JOHNSON,JAMAL",UAB 23-79 (-56),,"GOOD JUMPER by JOHNSON,JAMAL",2
06:23,,,,,"SUB OUT by JOHNSON,JAMAL",,,"SUB OUT by JOHNSON,JAMAL",2
06:23,,,,,"SUB IN by TATE,ELIJAH",,,"SUB IN by TATE,ELIJAH",2
06:23,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",2
06:23,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
06:23,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
06:23,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
06:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:10,"MISS LAYUP by URSIN,AARON(in the paint)",,,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,,,,,"REBOUND DEF by TATE,ELIJAH",,,"REBOUND DEF by TATE,ELIJAH",2
05:58,,23,,82 (+59),"GOOD 3PTR by LOCURE,TYREKE",UAB 23-82 (-59),,"GOOD 3PTR by LOCURE,TYREKE",2
--,,,,,"ASSIST  by TONEY,TONY",,,"ASSIST  by TONEY,TONY",2
05:38,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by GORDON,RONGIE",,,"REBOUND DEF by GORDON,RONGIE",2
05:28,,,,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
05:21,"GOOD JUMPER by WILLIAMS,CAMERON(fastbreak)(in the paint)",25,,82 (+57),,Mill 25-82 (-57),,"GOOD JUMPER by WILLIAMS,CAMERON(fastbreak)(in the paint)",2
05:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:08,,25,,85 (+60),"GOOD 3PTR by TATE,ELIJAH",UAB 25-85 (-60),,"GOOD 3PTR by TATE,ELIJAH",2
--,,,,,"ASSIST  by LOVAN,TAVIN",,,"ASSIST  by LOVAN,TAVIN",2
04:48,,,,,"FOUL  by LOCURE,TYREKE",,,"FOUL  by LOCURE,TYREKE",2
04:48,,,,,"SUB OUT by LOVAN,TAVIN",,,"SUB OUT by LOVAN,TAVIN",2
04:48,,,,,"SUB IN by DIEDHIOU,AD",,,"SUB IN by DIEDHIOU,AD",2
