Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
16:42,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",49 (+6),,43,,OU 49-43 (-6),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
16:38,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",2
16:38,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
16:24,,49 (+4),,45,"GOOD JUMPER by BROWN,BROCK(in the paint)",Mill 49-45 (-4),,"GOOD JUMPER by BROWN,BROCK(in the paint)",2
--,,,,,"ASSIST  by STEPHEN,SETH",,,"ASSIST  by STEPHEN,SETH",2
16:12,"GOOD 3PTR by JENEI,RYAN",52 (+7),,45,,OU 52-45 (-7),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
15:53,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
15:32,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
15:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:23,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
15:23,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
15:22,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",54 (+9),,45,,OU 54-45 (-9),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
15:22,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
15:22,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",55 (+10),,45,,OU 55-45 (-10),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",2
14:57,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:46,"GOOD 3PTR by JENEI,RYAN",58 (+13),,45,,OU 58-45 (-13),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
14:26,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
14:26,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
14:26,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
14:26,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
14:26,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
14:26,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
14:26,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
14:26,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
14:26,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
14:24,,,,,"TURNOVER  by BROWN,BROCK",,,"TURNOVER  by BROWN,BROCK",2
14:24,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
14:08,"GOOD 3PTR by CHAMBERS,DIMETRI",61 (+16),,45,,OU 61-45 (-16),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
13:52,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
13:45,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
13:38,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
13:38,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
13:32,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",64 (+19),,45,,OU 64-45 (-19),,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
13:13,,,,,"MISS JUMPER by GILLIHAN,NEWLON",,,"MISS JUMPER by GILLIHAN,NEWLON",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
13:01,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
13:01,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
13:01,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
12:43,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:21,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
12:15,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
12:13,,,,,"FOUL  by BROWN,BRYCE",,,"FOUL  by BROWN,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:56,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
11:56,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
11:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:44,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
11:44,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
11:33,"GOOD JUMPER by CHAMBERS,DIMETRI",66 (+21),,45,,OU 66-45 (-21),,"GOOD JUMPER by CHAMBERS,DIMETRI",2
11:12,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
11:04,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
10:56,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
10:56,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
10:56,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
10:56,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
10:56,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
10:56,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
10:56,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
10:56,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
10:56,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
10:56,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
10:56,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
10:56,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
10:40,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",2
10:33,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
10:33,"BLOCK  by KOCH,WILL",,,,,,,"BLOCK  by KOCH,WILL",2
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",2
10:18,"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",68 (+23),,45,,OU 68-45 (-23),,"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
10:10,,68 (+20),,48,"GOOD 3PTR by ROTH,DREW",Mill 68-48 (-20),,"GOOD 3PTR by ROTH,DREW",2
09:54,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",2
09:48,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
09:40,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
09:40,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
09:40,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
09:40,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
09:40,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
09:40,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
09:40,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
09:40,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
09:25,,,,,"MISS JUMPER by BROWN,BROCK",,,"MISS JUMPER by BROWN,BROCK",2
--,,,,,"REBOUND OFF by ROTH,DREW",,,"REBOUND OFF by ROTH,DREW",2
09:18,,,,,"MISS LAYUP by ROTH,DREW(in the paint)",,,"MISS LAYUP by ROTH,DREW(in the paint)",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
09:05,"GOOD 3PTR by KOCH,WILL",71 (+23),,48,,OU 71-48 (-23),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
08:49,,,,,"TURNOVER  by BROWN,BRYCE",,,"TURNOVER  by BROWN,BRYCE",2
08:49,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
08:36,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND OFF by SONE,CARLOS",,,,,,,"REBOUND OFF by SONE,CARLOS",2
08:28,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
08:06,,,,,"MISS 3PTR by BROWN,BRYCE",,,"MISS 3PTR by BROWN,BRYCE",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
07:53,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
07:50,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
07:50,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:50,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
07:50,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
07:50,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
07:50,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
07:50,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
07:50,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
--,"REBOUND OFF by KOCH,WILL",,,,,,,"REBOUND OFF by KOCH,WILL",2
07:27,,,,,"MISS 3PTR by ROTH,DREW",,,"MISS 3PTR by ROTH,DREW",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
07:08,"GOOD DUNK by ETIWE,TOJU(in the paint)",73 (+25),,48,,OU 73-48 (-25),,"GOOD DUNK by ETIWE,TOJU(in the paint)",2
--,"ASSIST  by MURRAH,JACK",,,,,,,"ASSIST  by MURRAH,JACK",2
07:07,"FOUL TECH by ETIWE,TOJU",,,,,,,"FOUL TECH by ETIWE,TOJU",2
07:07,,,,,"MISS FT by ROTH,DREW(fastbreak)",,,"MISS FT by ROTH,DREW(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:07,,,,,"MISS FT by ROTH,DREW(fastbreak)",,,"MISS FT by ROTH,DREW(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:07,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
07:07,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
06:40,,,,,"MISS JUMPER by HOGAN,TJ(in the paint)",,,"MISS JUMPER by HOGAN,TJ(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:22,"GOOD LAYUP by O'DONOGHUE,TYLER(in the paint)",75 (+27),,48,,OU 75-48 (-27),,"GOOD LAYUP by O'DONOGHUE,TYLER(in the paint)",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
05:58,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:58,"FOUL  by O'DONOGHUE,TYLER",,,,,,,"FOUL  by O'DONOGHUE,TYLER",2
05:58,"SUB OUT by O'DONOGHUE,TYLER",,,,,,,"SUB OUT by O'DONOGHUE,TYLER",2
05:58,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
05:51,,75 (+24),,51,"GOOD 3PTR by HOGAN,TJ",Mill 75-51 (-24),,"GOOD 3PTR by HOGAN,TJ",2
--,,,,,"ASSIST  by HAUPT,KYLE",,,"ASSIST  by HAUPT,KYLE",2
05:25,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
05:13,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
05:13,"GOOD FT by FOSTER,LANE",76 (+25),,51,,OU 76-51 (-25),,"GOOD FT by FOSTER,LANE",2
05:13,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
04:47,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
04:26,"MISS JUMPER by FOSTER,LANE(in the paint)",,,,,,,"MISS JUMPER by FOSTER,LANE(in the paint)",2
04:26,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
04:26,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
04:26,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:17,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
04:17,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",2
04:04,,76 (+23),,53,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",Mill 76-53 (-23),,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",2
03:42,"MISS JUMPER by BENNEFIELD ,DYLAN(in the paint)",,,,,,,"MISS JUMPER by BENNEFIELD ,DYLAN(in the paint)",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
03:26,,76 (+21),,55,"GOOD JUMPER by HOGAN,TJ",Mill 76-55 (-21),,"GOOD JUMPER by HOGAN,TJ",2
--,,,,,"ASSIST  by HAUPT,KYLE",,,"ASSIST  by HAUPT,KYLE",2
03:13,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
03:13,"TURNOVER  by SONE,CARLOS",,,,,,,"TURNOVER  by SONE,CARLOS",2
03:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:13,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
03:13,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
03:13,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",2
03:13,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
03:13,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
03:13,,,,,"SUB IN by MCNEES,ANDREW",,,"SUB IN by MCNEES,ANDREW",2
03:13,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
03:13,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
02:53,,,,,"TURNOVER  by ROTH,DREW",,,"TURNOVER  by ROTH,DREW",2
02:53,"STEAL  by ETIWE,TOJU",,,,,,,"STEAL  by ETIWE,TOJU",2
02:34,"GOOD JUMPER by MURRAH,JACK",78 (+23),,55,,OU 78-55 (-23),,"GOOD JUMPER by MURRAH,JACK",2
--,"ASSIST  by REISMAN ,ROBERT",,,,,,,"ASSIST  by REISMAN ,ROBERT",2
02:15,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
02:15,,,,,"TURNOVER  by HOGAN,TJ",,,"TURNOVER  by HOGAN,TJ",2
02:15,"STEAL  by ETIWE,TOJU",,,,,,,"STEAL  by ETIWE,TOJU",2
02:15,"MISS FT by ETIWE,TOJU",,,,,,,"MISS FT by ETIWE,TOJU",2
--,,,,,"REBOUND DEF by HOGAN,TJ",,,"REBOUND DEF by HOGAN,TJ",2
02:15,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
02:15,"SUB IN by BAILEY,FRANKLIN",,,,,,,"SUB IN by BAILEY,FRANKLIN",2
01:59,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND OFF by BASS,DEVIN",,,"REBOUND OFF by BASS,DEVIN",2
01:59,"FOUL  by REISMAN ,ROBERT",,,,,,,"FOUL  by REISMAN ,ROBERT",2
01:59,,,,,"MISS FT by HOGAN,TJ",,,"MISS FT by HOGAN,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:57,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
01:57,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
01:57,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
01:57,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
01:57,"SUB OUT by BAILEY,FRANKLIN",,,,,,,"SUB OUT by BAILEY,FRANKLIN",2
01:57,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
01:57,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
01:57,"SUB IN by NORTHCUTT,TERRENCE",,,,,,,"SUB IN by NORTHCUTT,TERRENCE",2
01:44,"MISS 3PTR by NORTHCUTT,TERRENCE",,,,,,,"MISS 3PTR by NORTHCUTT,TERRENCE",2
01:41,,,,,"FOUL  by BASS,DEVIN",,,"FOUL  by BASS,DEVIN",2
01:41,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
01:41,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
01:41,"GOOD FT by JAMES,JORDAN",79 (+24),,55,,OU 79-55 (-24),,"GOOD FT by JAMES,JORDAN",2
01:41,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,,,,,"REBOUND DEF by BASS,DEVIN",,,"REBOUND DEF by BASS,DEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:30,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",2
01:17,"GOOD JUMPER by NORTHCUTT,TERRENCE",81 (+26),,55,,OU 81-55 (-26),,"GOOD JUMPER by NORTHCUTT,TERRENCE",2
01:07,,,,,"MISS JUMPER by HAUPT,KYLE(in the paint)",,,"MISS JUMPER by HAUPT,KYLE(in the paint)",2
--,"REBOUND DEF by NORTHCUTT,TERRENCE",,,,,,,"REBOUND DEF by NORTHCUTT,TERRENCE",2
00:56,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
00:56,"GOOD FT by BENNEFIELD ,DYLAN",82 (+27),,55,,OU 82-55 (-27),,"GOOD FT by BENNEFIELD ,DYLAN",2
00:56,"MISS FT by BENNEFIELD ,DYLAN",,,,,,,"MISS FT by BENNEFIELD ,DYLAN",2
--,,,,,"REBOUND DEF by MCNEES,ANDREW",,,"REBOUND DEF by MCNEES,ANDREW",2
00:51,"FOUL  by BENNEFIELD ,DYLAN",,,,,,,"FOUL  by BENNEFIELD ,DYLAN",2
00:51,,82 (+26),,56,"GOOD FT by HAUPT,KYLE(fastbreak)",Mill 82-56 (-26),,"GOOD FT by HAUPT,KYLE(fastbreak)",2
00:51,,,,,"MISS FT by HAUPT,KYLE(fastbreak)",,,"MISS FT by HAUPT,KYLE(fastbreak)",2
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
00:49,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,"REBOUND DEF by JAMES,JORDAN",,,,,,,"REBOUND DEF by JAMES,JORDAN",2
00:40,"TURNOVER  by BENNEFIELD ,DYLAN",,,,,,,"TURNOVER  by BENNEFIELD ,DYLAN",2
00:26,,82 (+23),,59,"GOOD 3PTR by UGHOVWA,NICHOLAS",Mill 82-59 (-23),,"GOOD 3PTR by UGHOVWA,NICHOLAS",2
--,,,,,"ASSIST  by HOGAN,TJ",,,"ASSIST  by HOGAN,TJ",2
