Time Remaining,TLU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
20:00,"SUB OUT by FONTENOT,CAMERON",,,,,,,"SUB OUT by FONTENOT,CAMERON",2
20:00,"SUB OUT by GREEN,MASON",,,,,,,"SUB OUT by GREEN,MASON",2
20:00,"SUB IN by MASON,JAMIR",,,,,,,"SUB IN by MASON,JAMIR",2
20:00,"SUB IN by PRINCE,GARRETT",,,,,,,"SUB IN by PRINCE,GARRETT",2
19:39,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
19:39,"STEAL  by ANDRADE,SEBASTIAN",,,,,,,"STEAL  by ANDRADE,SEBASTIAN",2
19:32,"MISS 3PTR by ANDRADE,SEBASTIAN",,,,,,,"MISS 3PTR by ANDRADE,SEBASTIAN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
19:20,,28 (+1),,27,"GOOD JUMPER by WILLIAMS,CAMERON",Mill 28-27 (-1),,"GOOD JUMPER by WILLIAMS,CAMERON",2
19:08,"MISS 3PTR by PHILLIPS,XAVIER",,,,,,,"MISS 3PTR by PHILLIPS,XAVIER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:49,,28,,29 (+1),"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 28-29 (+1),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
18:33,"TURNOVER  by MASON,JAMIR",,,,,,,"TURNOVER  by MASON,JAMIR",2
18:33,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
18:28,,28,,31 (+3),"GOOD LAYUP by WILLIAMS,CAMERON(fastbreak)(in the paint)",Mill 28-31 (+3),,"GOOD LAYUP by WILLIAMS,CAMERON(fastbreak)(in the paint)",2
18:01,"MISS LAYUP by MASON,JAMIR(in the paint)",,,,,,,"MISS LAYUP by MASON,JAMIR(in the paint)",2
--,"REBOUND OFF by PRINCE,GARRETT",,,,,,,"REBOUND OFF by PRINCE,GARRETT",2
17:58,"GOOD LAYUP by PRINCE,GARRETT(in the paint)",30,,31 (+1),,TLU 30-31 (+1),,"GOOD LAYUP by PRINCE,GARRETT(in the paint)",2
17:45,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by PHILLIPS,XAVIER",,,,,,,"REBOUND DEF by PHILLIPS,XAVIER",2
17:27,"MISS LAYUP by ANDRADE,SEBASTIAN(in the paint)",,,,,,,"MISS LAYUP by ANDRADE,SEBASTIAN(in the paint)",2
17:27,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,"REBOUND OFF by OROZCO,ISAAC",,,,,,,"REBOUND OFF by OROZCO,ISAAC",2
17:17,"TURNOVER  by OROZCO,ISAAC",,,,,,,"TURNOVER  by OROZCO,ISAAC",2
17:17,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",2
17:02,,30,,33 (+3),"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 30-33 (+3),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
16:53,"MISS 3PTR by PRINCE,GARRETT",,,,,,,"MISS 3PTR by PRINCE,GARRETT",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
16:27,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:26,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
16:26,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
16:26,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:26,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
16:26,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
16:26,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
16:11,"MISS 3PTR by PRINCE,GARRETT",,,,,,,"MISS 3PTR by PRINCE,GARRETT",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
15:48,,,,,"MISS LAYUP by BROWN,BROCK(in the paint)",,,"MISS LAYUP by BROWN,BROCK(in the paint)",2
15:48,"BLOCK  by PRINCE,GARRETT",,,,,,,"BLOCK  by PRINCE,GARRETT",2
--,"REBOUND DEF by MASON,JAMIR",,,,,,,"REBOUND DEF by MASON,JAMIR",2
15:41,"MISS 3PTR by ANDRADE,SEBASTIAN",,,,,,,"MISS 3PTR by ANDRADE,SEBASTIAN",2
--,,,,,"REBOUND DEF by DYAS,CHANDLER",,,"REBOUND DEF by DYAS,CHANDLER",2
15:22,,,,,"FOUL  by DYAS,CHANDLER",,,"FOUL  by DYAS,CHANDLER",2
15:22,,,,,"TURNOVER  by DYAS,CHANDLER",,,"TURNOVER  by DYAS,CHANDLER",2
15:22,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:22,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
15:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:22,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
15:22,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
15:07,"GOOD JUMPER by PHILLIPS,XAVIER",32,,33 (+1),,TLU 32-33 (+1),,"GOOD JUMPER by PHILLIPS,XAVIER",2
14:54,,,,,"TURNOVER  by BROWN,BRYCE",,,"TURNOVER  by BROWN,BRYCE",2
14:54,"STEAL  by OROZCO,ISAAC",,,,,,,"STEAL  by OROZCO,ISAAC",2
14:34,"GOOD JUMPER by ANDRADE,SEBASTIAN",34 (+1),,33,,TLU 34-33 (-1),,"GOOD JUMPER by ANDRADE,SEBASTIAN",2
14:17,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:16,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
14:16,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
14:16,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
14:16,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
14:16,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
14:16,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
13:54,"GOOD 3PTR by ANDRADE,SEBASTIAN",37 (+4),,33,,TLU 37-33 (-4),,"GOOD 3PTR by ANDRADE,SEBASTIAN",2
--,"ASSIST  by PRINCE,GARRETT",,,,,,,"ASSIST  by PRINCE,GARRETT",2
13:33,,,,,"TURNOVER  by BROWN,BRYCE",,,"TURNOVER  by BROWN,BRYCE",2
13:33,"STEAL  by MASON,JAMIR",,,,,,,"STEAL  by MASON,JAMIR",2
13:18,"MISS JUMPER by OROZCO,ISAAC(in the paint)",,,,,,,"MISS JUMPER by OROZCO,ISAAC(in the paint)",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
13:05,,37 (+2),,35,"GOOD JUMPER by BROWN,BRYCE",Mill 37-35 (-2),,"GOOD JUMPER by BROWN,BRYCE",2
13:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:02,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:02,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
13:02,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
13:02,"SUB OUT by OROZCO,ISAAC",,,,,,,"SUB OUT by OROZCO,ISAAC",2
13:02,"SUB OUT by MASON,JAMIR",,,,,,,"SUB OUT by MASON,JAMIR",2
13:02,"SUB IN by FORNERETTE,RILEY",,,,,,,"SUB IN by FORNERETTE,RILEY",2
13:02,"SUB IN by GREEN,MASON",,,,,,,"SUB IN by GREEN,MASON",2
12:43,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
12:43,"GOOD FT by PRINCE,GARRETT",38 (+3),,35,,TLU 38-35 (-3),,"GOOD FT by PRINCE,GARRETT",2
12:43,"GOOD FT by PRINCE,GARRETT",39 (+4),,35,,TLU 39-35 (-4),,"GOOD FT by PRINCE,GARRETT",2
12:36,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
12:36,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
12:23,"GOOD LAYUP by ANDRADE,SEBASTIAN(in the paint)",41 (+6),,35,,TLU 41-35 (-6),,"GOOD LAYUP by ANDRADE,SEBASTIAN(in the paint)",2
12:15,"FOUL  by GREEN,MASON",,,,,,,"FOUL  by GREEN,MASON",2
12:15,,41 (+5),,36,"GOOD FT by WILLIAMS,CAMERON",Mill 41-36 (-5),,"GOOD FT by WILLIAMS,CAMERON",2
12:15,,41 (+4),,37,"GOOD FT by WILLIAMS,CAMERON",Mill 41-37 (-4),,"GOOD FT by WILLIAMS,CAMERON",2
11:50,"TURNOVER  by ANDRADE,SEBASTIAN",,,,,,,"TURNOVER  by ANDRADE,SEBASTIAN",2
11:50,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
11:46,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:46,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
11:46,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
11:46,"SUB OUT by PHILLIPS,XAVIER",,,,,,,"SUB OUT by PHILLIPS,XAVIER",2
11:46,"SUB IN by WATSON,JT",,,,,,,"SUB IN by WATSON,JT",2
11:31,"GOOD 3PTR by PRINCE,GARRETT",44 (+7),,37,,TLU 44-37 (-7),,"GOOD 3PTR by PRINCE,GARRETT",2
--,"ASSIST  by ANDRADE,SEBASTIAN",,,,,,,"ASSIST  by ANDRADE,SEBASTIAN",2
11:15,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by ANDRADE,SEBASTIAN",,,,,,,"REBOUND DEF by ANDRADE,SEBASTIAN",2
11:04,"MISS 3PTR by PRINCE,GARRETT",,,,,,,"MISS 3PTR by PRINCE,GARRETT",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
10:58,"FOUL  by GREEN,MASON",,,,,,,"FOUL  by GREEN,MASON",2
10:58,,44 (+6),,38,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",Mill 44-38 (-6),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
10:58,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
10:58,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
10:58,"SUB OUT by GREEN,MASON",,,,,,,"SUB OUT by GREEN,MASON",2
10:58,"SUB IN by MASON,JAMIR",,,,,,,"SUB IN by MASON,JAMIR",2
10:58,,44 (+5),,39,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",Mill 44-39 (-5),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
10:44,"MISS JUMPER by PRINCE,GARRETT(in the paint)",,,,,,,"MISS JUMPER by PRINCE,GARRETT(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
10:21,,44 (+3),,41,"GOOD JUMPER by WATSON,DOUG",Mill 44-41 (-3),,"GOOD JUMPER by WATSON,DOUG",2
10:07,"GOOD 3PTR by FORNERETTE,RILEY",47 (+6),,41,,TLU 47-41 (-6),,"GOOD 3PTR by FORNERETTE,RILEY",2
--,"ASSIST  by WATSON,JT",,,,,,,"ASSIST  by WATSON,JT",2
09:54,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by MASON,JAMIR",,,,,,,"REBOUND DEF by MASON,JAMIR",2
09:26,"MISS 3PTR by FORNERETTE,RILEY",,,,,,,"MISS 3PTR by FORNERETTE,RILEY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:24,"SUB OUT by PRINCE,GARRETT",,,,,,,"SUB OUT by PRINCE,GARRETT",2
09:24,"SUB IN by FONTENOT,CAMERON",,,,,,,"SUB IN by FONTENOT,CAMERON",2
09:05,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
09:05,"SUB OUT by ANDRADE,SEBASTIAN",,,,,,,"SUB OUT by ANDRADE,SEBASTIAN",2
09:05,"SUB IN by PHILLIPS,XAVIER",,,,,,,"SUB IN by PHILLIPS,XAVIER",2
08:47,"TURNOVER  by FORNERETTE,RILEY",,,,,,,"TURNOVER  by FORNERETTE,RILEY",2
08:47,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
08:47,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
08:47,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
08:47,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
08:33,,,,,"MISS DUNK by WILLIAMS,CAMERON(in the paint)",,,"MISS DUNK by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by WATSON,JT",,,,,,,"REBOUND DEF by WATSON,JT",2
08:03,"MISS JUMPER by WATSON,JT",,,,,,,"MISS JUMPER by WATSON,JT",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:45,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by PHILLIPS,XAVIER",,,,,,,"REBOUND DEF by PHILLIPS,XAVIER",2
07:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:33,"SUB OUT by WATSON,JT",,,,,,,"SUB OUT by WATSON,JT",2
07:33,"SUB IN by ANDRADE,SEBASTIAN",,,,,,,"SUB IN by ANDRADE,SEBASTIAN",2
07:16,"MISS LAYUP by PHILLIPS,XAVIER(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS,XAVIER(in the paint)",2
--,"REBOUND OFF by FONTENOT,CAMERON",,,,,,,"REBOUND OFF by FONTENOT,CAMERON",2
07:14,"SUB OUT by FORNERETTE,RILEY",,,,,,,"SUB OUT by FORNERETTE,RILEY",2
07:14,"SUB IN by OROZCO,ISAAC",,,,,,,"SUB IN by OROZCO,ISAAC",2
07:04,"GOOD LAYUP by FONTENOT,CAMERON(in the paint)",49 (+8),,41,,TLU 49-41 (-8),,"GOOD LAYUP by FONTENOT,CAMERON(in the paint)",2
--,"ASSIST  by ANDRADE,SEBASTIAN",,,,,,,"ASSIST  by ANDRADE,SEBASTIAN",2
06:48,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:47,"MISS 3PTR by FONTENOT,CAMERON",,,,,,,"MISS 3PTR by FONTENOT,CAMERON",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
06:47,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
06:47,"STEAL  by ANDRADE,SEBASTIAN",,,,,,,"STEAL  by ANDRADE,SEBASTIAN",2
06:43,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
06:43,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
06:43,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
06:43,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
06:23,"MISS LAYUP by MASON,JAMIR(in the paint)",,,,,,,"MISS LAYUP by MASON,JAMIR(in the paint)",2
--,"REBOUND OFF by FONTENOT,CAMERON",,,,,,,"REBOUND OFF by FONTENOT,CAMERON",2
06:17,,,,,"FOUL  by EVANS,CHRISTIAN",,,"FOUL  by EVANS,CHRISTIAN",2
05:57,"GOOD FT by FONTENOT,CAMERON",50 (+9),,41,,TLU 50-41 (-9),,"GOOD FT by FONTENOT,CAMERON",2
05:50,"FOUL  by FONTENOT,CAMERON",,,,,,,"FOUL  by FONTENOT,CAMERON",2
05:40,"GOOD FT by FONTENOT,CAMERON",51 (+10),,41,,TLU 51-41 (-10),,"GOOD FT by FONTENOT,CAMERON",2
05:28,,51 (+9),,42,"GOOD FT by BROWN,BRYCE",Mill 51-42 (-9),,"GOOD FT by BROWN,BRYCE",2
05:27,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
05:27,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
05:23,,51 (+8),,43,"GOOD FT by BROWN,BRYCE",Mill 51-43 (-8),,"GOOD FT by BROWN,BRYCE",2
05:23,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
05:23,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
05:19,"MISS JUMPER by PHILLIPS,XAVIER",,,,,,,"MISS JUMPER by PHILLIPS,XAVIER",2
--,,,,,"REBOUND DEF by DYAS,CHANDLER",,,"REBOUND DEF by DYAS,CHANDLER",2
05:09,,51 (+6),,45,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 51-45 (-6),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
05:04,"MISS 3PTR by MASON,JAMIR",,,,,,,"MISS 3PTR by MASON,JAMIR",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
04:59,,,,,"MISS 3PTR by DYAS,CHANDLER",,,"MISS 3PTR by DYAS,CHANDLER",2
--,"REBOUND DEF by ANDRADE,SEBASTIAN",,,,,,,"REBOUND DEF by ANDRADE,SEBASTIAN",2
04:37,,,,,"FOUL  by DYAS,CHANDLER",,,"FOUL  by DYAS,CHANDLER",2
04:37,"GOOD FT by PHILLIPS,XAVIER",52 (+7),,45,,TLU 52-45 (-7),,"GOOD FT by PHILLIPS,XAVIER",2
04:37,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
04:37,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
04:37,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
04:37,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
04:37,"SUB OUT by FONTENOT,CAMERON",,,,,,,"SUB OUT by FONTENOT,CAMERON",2
04:37,"SUB IN by PRINCE,GARRETT",,,,,,,"SUB IN by PRINCE,GARRETT",2
04:37,"MISS FT by PHILLIPS,XAVIER",,,,,,,"MISS FT by PHILLIPS,XAVIER",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
04:25,"FOUL  by PRINCE,GARRETT",,,,,,,"FOUL  by PRINCE,GARRETT",2
04:25,,,,,"MISS FT by EVANS,CHRISTIAN",,,"MISS FT by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:25,,52 (+6),,46,"GOOD FT by EVANS,CHRISTIAN",Mill 52-46 (-6),,"GOOD FT by EVANS,CHRISTIAN",2
04:09,"MISS JUMPER by OROZCO,ISAAC(in the paint)",,,,,,,"MISS JUMPER by OROZCO,ISAAC(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
03:46,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
03:34,,52 (+4),,48,"GOOD JUMPER by WILLIAMS,CAMERON",Mill 52-48 (-4),,"GOOD JUMPER by WILLIAMS,CAMERON",2
03:15,"GOOD LAYUP by PHILLIPS,XAVIER(in the paint)",54 (+6),,48,,TLU 54-48 (-6),,"GOOD LAYUP by PHILLIPS,XAVIER(in the paint)",2
--,"ASSIST  by PRINCE,GARRETT",,,,,,,"ASSIST  by PRINCE,GARRETT",2
02:59,,54 (+3),,51,"GOOD 3PTR by BROWN,BROCK",Mill 54-51 (-3),,"GOOD 3PTR by BROWN,BROCK",2
--,,,,,"ASSIST  by EVANS,CHRISTIAN",,,"ASSIST  by EVANS,CHRISTIAN",2
02:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:59,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
02:59,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
02:34,"MISS 3PTR by MASON,JAMIR",,,,,,,"MISS 3PTR by MASON,JAMIR",2
--,"REBOUND OFF by PRINCE,GARRETT",,,,,,,"REBOUND OFF by PRINCE,GARRETT",2
02:28,"MISS LAYUP by PRINCE,GARRETT(in the paint)",,,,,,,"MISS LAYUP by PRINCE,GARRETT(in the paint)",2
02:28,,,,,"BLOCK  by UGHOVWA,NICHOLAS",,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,"REBOUND OFF by PRINCE,GARRETT",,,,,,,"REBOUND OFF by PRINCE,GARRETT",2
02:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:15,"MISS JUMPER by ANDRADE,SEBASTIAN(in the paint)",,,,,,,"MISS JUMPER by ANDRADE,SEBASTIAN(in the paint)",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
02:10,"FOUL  by PRINCE,GARRETT",,,,,,,"FOUL  by PRINCE,GARRETT",2
02:10,,54 (+2),,52,"GOOD FT by BROWN,BRYCE",Mill 54-52 (-2),,"GOOD FT by BROWN,BRYCE",2
02:10,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
02:10,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
02:10,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
02:10,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
02:10,,54 (+1),,53,"GOOD FT by BROWN,BRYCE",Mill 54-53 (-1),,"GOOD FT by BROWN,BRYCE",2
01:47,"MISS 3PTR by PHILLIPS,XAVIER",,,,,,,"MISS 3PTR by PHILLIPS,XAVIER",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
01:41,"FOUL  by ANDRADE,SEBASTIAN",,,,,,,"FOUL  by ANDRADE,SEBASTIAN",2
01:24,,54,,55 (+1),"GOOD JUMPER by WILLIAMS,CAMERON",Mill 54-55 (+1),,"GOOD JUMPER by WILLIAMS,CAMERON",2
01:09,,,,,"FOUL  by BROWN,BRYCE",,,"FOUL  by BROWN,BRYCE",2
01:02,"MISS LAYUP by PRINCE,GARRETT(in the paint)",,,,,,,"MISS LAYUP by PRINCE,GARRETT(in the paint)",2
01:02,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,,,,,"REBOUND DEF by BROWN,BRYCE",,,"REBOUND DEF by BROWN,BRYCE",2
00:46,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
00:35,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
00:35,"GOOD FT by PRINCE,GARRETT",55,,55,,TLU 55-55 (0),,"GOOD FT by PRINCE,GARRETT",2
00:35,"GOOD FT by PRINCE,GARRETT",56 (+1),,55,,TLU 56-55 (-1),,"GOOD FT by PRINCE,GARRETT",2
00:35,"SUB OUT by PRINCE,GARRETT",,,,,,,"SUB OUT by PRINCE,GARRETT",2
00:35,"SUB IN by FONTENOT,CAMERON",,,,,,,"SUB IN by FONTENOT,CAMERON",2
00:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:21,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
00:21,"FOUL  by FONTENOT,CAMERON",,,,,,,"FOUL  by FONTENOT,CAMERON",2
00:21,,56,,56,"GOOD FT by WILLIAMS,CAMERON",Mill 56-56 (0),,"GOOD FT by WILLIAMS,CAMERON",2
00:21,"SUB OUT by FONTENOT,CAMERON",,,,,,,"SUB OUT by FONTENOT,CAMERON",2
00:21,"SUB IN by PRINCE,GARRETT",,,,,,,"SUB IN by PRINCE,GARRETT",2
00:21,,56,,57 (+1),"GOOD FT by WILLIAMS,CAMERON",Mill 56-57 (+1),,"GOOD FT by WILLIAMS,CAMERON",2
00:15,"TURNOVER  by ANDRADE,SEBASTIAN",,,,,,,"TURNOVER  by ANDRADE,SEBASTIAN",2
00:15,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
00:11,,56,,59 (+3),"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",Mill 56-59 (+3),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by URSIN,AARON",,,"ASSIST  by URSIN,AARON",2
00:04,"MISS 3PTR by ANDRADE,SEBASTIAN",,,,,,,"MISS 3PTR by ANDRADE,SEBASTIAN",2
--,"REBOUND OFF by PRINCE,GARRETT",,,,,,,"REBOUND OFF by PRINCE,GARRETT",2
00:02,"MISS 3PTR by MASON,JAMIR",,,,,,,"MISS 3PTR by MASON,JAMIR",2
00:02,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
