Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:44,"GOOD FT by BROWN,BRYCE",16,,16,,MILLSAPS 16-16 (0),,"GOOD FT by BROWN,BRYCE",1
03:44,,,,,"SUB IN by DAVIS,KEONDRE",,,"SUB IN by DAVIS,KEONDRE",1
03:44,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",1
03:44,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",1
03:44,,,,,"SUB OUT by LINVILLE,AUSTIN",,,"SUB OUT by LINVILLE,AUSTIN",1
03:41,,,,,"TURNOVER  by LITTLE,JAMES",,,"TURNOVER  by LITTLE,JAMES",1
03:25,,,,,"FOUL  by JOHNSON,JUSTIN",,,"FOUL  by JOHNSON,JUSTIN",1
03:25,,,,,"TURNOVER  by LITTLE,JAMES",,,"TURNOVER  by LITTLE,JAMES",1
03:25,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,"REBOUND OFF by BROWN,BRYCE",,,,,,,"REBOUND OFF by BROWN,BRYCE",1
03:25,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",1
03:20,"GOOD FT by BROWN,BRYCE",17 (+1),,16,,MILLSAPS 17-16 (+1),,"GOOD FT by BROWN,BRYCE",1
03:05,"MISS FT by STEPHEN,SETH",,,,,,,"MISS FT by STEPHEN,SETH",1
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",1
03:05,"GOOD FT by STEPHEN,SETH",18 (+2),,16,,MILLSAPS 18-16 (+2),,"GOOD FT by STEPHEN,SETH",1
03:05,,,,,"MISS 3PTR by GOOLESBY,TATE",,,"MISS 3PTR by GOOLESBY,TATE",1
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",1
03:05,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",20 (+4),,16,,MILLSAPS 20-16 (+4),,"GOOD LAYUP by EVANS,CHRISTIAN(in the paint)",1
03:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
03:05,,,,,"MISS JUMPER by LITTLE,JAMES",,,"MISS JUMPER by LITTLE,JAMES",1
--,,,,,"REBOUND OFF by DAVIS,KEONDRE",,,"REBOUND OFF by DAVIS,KEONDRE",1
03:05,,20 (+2),,18,"GOOD JUMPER by DAVIS,KEONDRE",HUNTINGD 20-18 (+2),,"GOOD JUMPER by DAVIS,KEONDRE",1
03:05,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
03:05,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
03:05,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",1
03:05,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",1
03:05,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",1
03:05,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",1
01:59,"GOOD 3PTR by RUCKER,CAM",23 (+5),,18,,MILLSAPS 23-18 (+5),,"GOOD 3PTR by RUCKER,CAM",1
--,"ASSIST  by GILLIHAN,NEWLON",,,,,,,"ASSIST  by GILLIHAN,NEWLON",1
01:43,,,,,"MISS 3PTR by DAVIS,KEONDRE",,,"MISS 3PTR by DAVIS,KEONDRE",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
01:23,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",1
01:09,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",1
--,,,,,"REBOUND DEF by DAVIS,KEONDRE",,,"REBOUND DEF by DAVIS,KEONDRE",1
00:58,,,,,"FOUL  by DAVIS,KEONDRE",,,"FOUL  by DAVIS,KEONDRE",1
00:58,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",1
00:58,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
00:58,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
00:58,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
00:58,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",1
00:58,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",1
00:58,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",1
00:58,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",1
00:58,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",1
00:58,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",1
00:58,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",1
00:58,,,,,"SUB OUT by DAVIS,KEONDRE",,,"SUB OUT by DAVIS,KEONDRE",1
00:58,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",1
00:58,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",1
00:45,"GOOD 3PTR by BROWN,BROCK",26 (+8),,18,,MILLSAPS 26-18 (+8),,"GOOD 3PTR by BROWN,BROCK",1
00:35,,26 (+5),,21,"GOOD 3PTR by JOHNS,NATE",HUNTINGD 26-21 (+5),,"GOOD 3PTR by JOHNS,NATE",1
--,,,,,"ASSIST  by HAWKINS,DAQUAN",,,"ASSIST  by HAWKINS,DAQUAN",1
00:20,,,,,"FOUL  by HAWKINS,DAQUAN",,,"FOUL  by HAWKINS,DAQUAN",1
00:15,"GOOD FT by BROWN,BROCK",27 (+6),,21,,MILLSAPS 27-21 (+6),,"GOOD FT by BROWN,BROCK",1
00:15,"GOOD FT by BROWN,BROCK",28 (+7),,21,,MILLSAPS 28-21 (+7),,"GOOD FT by BROWN,BROCK",1
00:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:15,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
00:15,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
00:15,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
00:15,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
00:15,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
00:15,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
00:15,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",1
00:15,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",1
00:04,,,,,"MISS JUMPER by PAGE,SAM",,,"MISS JUMPER by PAGE,SAM",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
20:00,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
19:42,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
19:34,,28 (+4),,24,"GOOD 3PTR by MADISON,DAMIEN",HUNTINGD 28-24 (+4),,"GOOD 3PTR by MADISON,DAMIEN",2
19:17,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by BOHLING,DYLAN",,,"REBOUND DEF by BOHLING,DYLAN",2
19:02,,,,,"MISS JUMPER by MADISON,DAMIEN",,,"MISS JUMPER by MADISON,DAMIEN",2
19:02,"BLOCK  by EVANS,CHRISTIAN",,,,,,,"BLOCK  by EVANS,CHRISTIAN",2
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",2
18:49,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:39,,28 (+1),,27,"GOOD 3PTR by PAGE,SAM",HUNTINGD 28-27 (+1),,"GOOD 3PTR by PAGE,SAM",2
--,,,,,"ASSIST  by MADISON,DAMIEN",,,"ASSIST  by MADISON,DAMIEN",2
18:21,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",2
18:04,,,,,"MISS JUMPER by JOHNSON,JUSTIN",,,"MISS JUMPER by JOHNSON,JUSTIN",2
--,,,,,"REBOUND OFF by BOHLING,DYLAN",,,"REBOUND OFF by BOHLING,DYLAN",2
18:00,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
18:00,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
18:00,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
17:51,,28,,30 (+2),"GOOD 3PTR by JOHNSON,JUSTIN",HUNTINGD 28-30 (-2),,"GOOD 3PTR by JOHNSON,JUSTIN",2
17:37,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",2
17:37,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
17:37,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
17:37,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
17:37,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
17:33,,,,,"STEAL  by BOHLING,DYLAN",,,"STEAL  by BOHLING,DYLAN",2
17:29,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
17:23,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
17:16,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
17:16,,,,,"MISS FT by JOHNSON,JUSTIN",,,"MISS FT by JOHNSON,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:16,,28,,31 (+3),"GOOD FT by JOHNSON,JUSTIN",HUNTINGD 28-31 (-3),,"GOOD FT by JOHNSON,JUSTIN",2
17:16,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
17:16,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
17:16,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
17:16,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
17:00,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
16:52,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by PAGE,SAM",,,"REBOUND DEF by PAGE,SAM",2
16:42,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
16:35,,,,,"FOUL  by JOHNSON,JUSTIN",,,"FOUL  by JOHNSON,JUSTIN",2
16:35,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
16:35,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
16:35,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
16:35,,,,,"SUB OUT by JOHNSON,JUSTIN",,,"SUB OUT by JOHNSON,JUSTIN",2
16:21,"GOOD 3PTR by WILLIAMS,CAMERON",31,,31,,MILLSAPS 31-31 (0),,"GOOD 3PTR by WILLIAMS,CAMERON",2
16:04,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
16:04,,,,,"MISS FT by TONEY,CALEB",,,"MISS FT by TONEY,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:04,,31,,32 (+1),"GOOD FT by TONEY,CALEB",HUNTINGD 31-32 (-1),,"GOOD FT by TONEY,CALEB",2
15:51,"MISS LAYUP by WATSON,DOUG",,,,,,,"MISS LAYUP by WATSON,DOUG",2
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",2
15:43,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
15:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:43,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
15:43,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
15:43,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
15:43,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
15:43,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
15:43,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
15:43,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",2
15:43,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
15:39,"FOUL  by BROWN,BRYCE",,,,,,,"FOUL  by BROWN,BRYCE",2
15:39,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
15:39,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
15:19,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,,,,,"REBOUND OFF by GOOLESBY,TATE",,,"REBOUND OFF by GOOLESBY,TATE",2
15:06,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:06,"FOUL  by BASS,DEVIN",,,,,,,"FOUL  by BASS,DEVIN",2
15:06,,31,,33 (+2),"GOOD FT by MADISON,DAMIEN",HUNTINGD 31-33 (-2),,"GOOD FT by MADISON,DAMIEN",2
15:06,,,,,"MISS FT by MADISON,DAMIEN",,,"MISS FT by MADISON,DAMIEN",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
15:06,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
15:06,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
15:06,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
14:53,"TURNOVER  by BROWN,BRYCE",,,,,,,"TURNOVER  by BROWN,BRYCE",2
14:35,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
14:35,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
14:35,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
14:35,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
14:35,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
14:35,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",2
14:35,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
14:26,"GOOD LAYUP by URSIN,AARON(in the paint)",33,,33,,MILLSAPS 33-33 (0),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
14:15,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
14:15,,33,,34 (+1),"GOOD FT by MADISON,DAMIEN",HUNTINGD 33-34 (-1),,"GOOD FT by MADISON,DAMIEN",2
14:15,,33,,35 (+2),"GOOD FT by MADISON,DAMIEN",HUNTINGD 33-35 (-2),,"GOOD FT by MADISON,DAMIEN",2
14:03,,,,,"FOUL  by GARDNER,MAX",,,"FOUL  by GARDNER,MAX",2
14:03,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
14:03,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
13:57,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
13:57,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
13:57,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
13:45,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
13:26,"MISS LAYUP by BROWN,BRYCE",,,,,,,"MISS LAYUP by BROWN,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:26,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
13:26,"GOOD FT by BROWN,BRYCE",34,,35 (+1),,MILLSAPS 34-35 (-1),,"GOOD FT by BROWN,BRYCE",2
13:26,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
13:26,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",2
13:26,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
13:26,"GOOD FT by WILLIAMS,CAMERON",35,,35,,MILLSAPS 35-35 (0),,"GOOD FT by WILLIAMS,CAMERON",2
13:26,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
13:26,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",2
13:26,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
13:26,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
13:26,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",2
13:26,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",2
13:12,,,,,"MISS 3PTR by GARDNER,MAX",,,"MISS 3PTR by GARDNER,MAX",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
13:05,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
12:53,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
12:48,"MISS LAYUP by STEPHEN,SETH",,,,,,,"MISS LAYUP by STEPHEN,SETH",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
12:40,"GOOD JUMPER by WILLIAMS,CAMERON",37 (+2),,35,,MILLSAPS 37-35 (+2),,"GOOD JUMPER by WILLIAMS,CAMERON",2
12:22,,,,,"MISS 3PTR by TONEY,CALEB",,,"MISS 3PTR by TONEY,CALEB",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
12:16,,37,,37,"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 37-37 (0),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
11:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:45,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
11:45,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
11:45,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
11:45,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
11:45,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
11:45,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
11:45,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",2
11:45,,,,,"SUB OUT by LINVILLE,AUSTIN",,,"SUB OUT by LINVILLE,AUSTIN",2
11:39,,,,,"STEAL  by BOHLING,DYLAN",,,"STEAL  by BOHLING,DYLAN",2
11:36,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
11:30,,37,,39 (+2),"GOOD JUMPER by MADISON,DAMIEN",HUNTINGD 37-39 (-2),,"GOOD JUMPER by MADISON,DAMIEN",2
11:15,"GOOD JUMPER by WILLIAMS,CAMERON",39,,39,,MILLSAPS 39-39 (0),,"GOOD JUMPER by WILLIAMS,CAMERON",2
10:44,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
10:44,,39,,40 (+1),"GOOD FT by MADISON,DAMIEN",HUNTINGD 39-40 (-1),,"GOOD FT by MADISON,DAMIEN",2
10:44,,39,,41 (+2),"GOOD FT by MADISON,DAMIEN",HUNTINGD 39-41 (-2),,"GOOD FT by MADISON,DAMIEN",2
10:44,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
10:44,,,,,"SUB IN by JOHNSON,JUSTIN",,,"SUB IN by JOHNSON,JUSTIN",2
10:44,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",2
10:44,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
10:40,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by PAGE,SAM",,,"REBOUND DEF by PAGE,SAM",2
10:31,,,,,"TURNOVER  by PAGE,SAM",,,"TURNOVER  by PAGE,SAM",2
10:28,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
10:28,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
10:22,"GOOD LAYUP by BROWN,BRYCE(in the paint)",41,,41,,MILLSAPS 41-41 (0),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",2
10:06,,41,,44 (+3),"GOOD 3PTR by MADISON,DAMIEN",HUNTINGD 41-44 (-3),,"GOOD 3PTR by MADISON,DAMIEN",2
09:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:59,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
09:59,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
09:59,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
09:59,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",2
09:50,"MISS LAYUP by GILLIHAN,NEWLON",,,,,,,"MISS LAYUP by GILLIHAN,NEWLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:50,,,,,"FOUL  by LITTLE,JAMES",,,"FOUL  by LITTLE,JAMES",2
09:50,"GOOD FT by GILLIHAN,NEWLON",42,,44 (+2),,MILLSAPS 42-44 (-2),,"GOOD FT by GILLIHAN,NEWLON",2
09:50,"GOOD FT by GILLIHAN,NEWLON",43,,44 (+1),,MILLSAPS 43-44 (-1),,"GOOD FT by GILLIHAN,NEWLON",2
09:50,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",2
09:50,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
09:33,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
09:33,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
09:33,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
09:24,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
09:24,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
09:24,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
09:24,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",2
09:24,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
09:24,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
09:24,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
09:16,"STEAL  by BROWN,BRYCE",,,,,,,"STEAL  by BROWN,BRYCE",2
09:13,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
09:08,"MISS LAYUP by BROWN,BRYCE",,,,,,,"MISS LAYUP by BROWN,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:02,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
09:02,"GOOD FT by BROWN,BRYCE",44,,44,,MILLSAPS 44-44 (0),,"GOOD FT by BROWN,BRYCE",2
09:02,"GOOD FT by BROWN,BRYCE",45 (+1),,44,,MILLSAPS 45-44 (+1),,"GOOD FT by BROWN,BRYCE",2
09:02,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
09:02,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
09:00,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
09:00,,45,,45,"GOOD FT by MADISON,DAMIEN",HUNTINGD 45-45 (0),,"GOOD FT by MADISON,DAMIEN",2
09:00,,45,,46 (+1),"GOOD FT by MADISON,DAMIEN",HUNTINGD 45-46 (-1),,"GOOD FT by MADISON,DAMIEN",2
09:00,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
09:00,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
