Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
16:45,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
16:45,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",1
16:38,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",1
16:28,"MISS JUMPER by BROWN,BRYCE(in the paint)",,,,,,,"MISS JUMPER by BROWN,BRYCE(in the paint)",1
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",1
16:11,,5,,5,"GOOD LAYUP by WILSON,DREW(in the paint)",Centre 5-5 (0),,"GOOD LAYUP by WILSON,DREW(in the paint)",1
15:48,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
15:38,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
15:16,"MISS 3PTR by BASS,DEVIN",,,,,,,"MISS 3PTR by BASS,DEVIN",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
14:55,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
14:27,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
14:15,,5,,7 (+2),"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",Centre 5-7 (-2),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",1
13:55,"GOOD LAYUP by RUCKER,CAM(in the paint)",7,,7,,Mill 7-7 (0),,"GOOD LAYUP by RUCKER,CAM(in the paint)",1
13:34,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",1
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",1
13:32,"FOUL  by BASS,DEVIN",,,,,,,"FOUL  by BASS,DEVIN",1
13:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
13:32,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
13:32,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
13:32,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
13:32,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",1
13:32,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",1
13:32,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",1
13:32,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",1
13:32,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
13:32,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",1
13:32,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
13:32,,7,,8 (+1),"GOOD FT by SMITH,RJ",Centre 7-8 (-1),,"GOOD FT by SMITH,RJ",1
13:32,,7,,9 (+2),"GOOD FT by SMITH,RJ",Centre 7-9 (-2),,"GOOD FT by SMITH,RJ",1
13:24,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",1
13:14,"GOOD 3PTR by RUCKER,CAM",10 (+1),,9,,Mill 10-9 (+1),,"GOOD 3PTR by RUCKER,CAM",1
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",1
12:52,,10,,11 (+1),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 10-11 (-1),,"GOOD LAYUP by SMITH,RJ(in the paint)",1
12:34,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",1
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",1
12:18,,10,,13 (+3),"GOOD JUMPER by WILSON,DREW(in the paint)",Centre 10-13 (-3),,"GOOD JUMPER by WILSON,DREW(in the paint)",1
12:02,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",1
12:02,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",1
12:02,,,,,"SUB IN by BANKS,JAXSON",,,"SUB IN by BANKS,JAXSON",1
12:02,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",1
12:02,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
12:02,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
12:02,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
11:54,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",1
11:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:27,"TURNOVER  by ROTH,DREW",,,,,,,"TURNOVER  by ROTH,DREW",1
11:19,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",1
11:19,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:19,,,,,"SUB OUT by WOOLDRIDGE,CARSON",,,"SUB OUT by WOOLDRIDGE,CARSON",1
11:19,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
11:19,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",1
11:19,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",1
11:19,,10,,14 (+4),"GOOD FT by SMITH,RJ",Centre 10-14 (-4),,"GOOD FT by SMITH,RJ",1
10:58,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",1
10:58,,,,,"STEAL  by SMITH,RJ",,,"STEAL  by SMITH,RJ",1
10:52,,10,,16 (+6),"GOOD DUNK by SMITH,RJ(in the paint)",Centre 10-16 (-6),,"GOOD DUNK by SMITH,RJ(in the paint)",1
10:40,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
10:31,,10,,19 (+9),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 10-19 (-9),,"GOOD 3PTR by TAYLOR,MARSHALL",1
10:10,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",1
09:59,,,,,"MISS 3PTR by BANKS,JAXSON",,,"MISS 3PTR by BANKS,JAXSON",1
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",1
09:53,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
09:53,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
09:53,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
09:53,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
09:31,"GOOD JUMPER by ROTH,DREW(in the paint)",12,,19 (+7),,Mill 12-19 (-7),,"GOOD JUMPER by ROTH,DREW(in the paint)",1
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",1
09:12,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",1
09:12,,,,,"SUB OUT by BANKS,JAXSON",,,"SUB OUT by BANKS,JAXSON",1
09:12,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
09:12,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",1
09:12,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
09:06,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",1
09:06,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",1
08:56,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",1
08:56,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",1
08:52,,12,,21 (+9),"GOOD JUMPER by MOORE,CHEZ(fastbreak)",Centre 12-21 (-9),,"GOOD JUMPER by MOORE,CHEZ(fastbreak)",1
08:44,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",1
08:44,"MISS FT by URSIN,AARON",,,,,,,"MISS FT by URSIN,AARON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:44,"GOOD FT by URSIN,AARON",13,,21 (+8),,Mill 13-21 (-8),,"GOOD FT by URSIN,AARON",1
08:25,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",1
08:09,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
07:58,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",1
07:53,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",1
07:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:53,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
07:53,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
07:53,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",1
07:53,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
07:53,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
07:53,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",1
07:53,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:53,"GOOD FT by WATSON,DOUG",14,,21 (+7),,Mill 14-21 (-7),,"GOOD FT by WATSON,DOUG",1
07:37,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",1
07:37,,14,,22 (+8),"GOOD FT by SMITH,RJ",Centre 14-22 (-8),,"GOOD FT by SMITH,RJ",1
07:37,,14,,23 (+9),"GOOD FT by SMITH,RJ",Centre 14-23 (-9),,"GOOD FT by SMITH,RJ",1
07:17,"GOOD 3PTR by WILLIAMS,CAMERON",17,,23 (+6),,Mill 17-23 (-6),,"GOOD 3PTR by WILLIAMS,CAMERON",1
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",1
06:45,,,,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",1
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",1
06:38,"GOOD 3PTR by WILLIAMS,CAMERON",20,,23 (+3),,Mill 20-23 (-3),,"GOOD 3PTR by WILLIAMS,CAMERON",1
06:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:19,,20,,25 (+5),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 20-25 (-5),,"GOOD JUMPER by SMITH,RJ(in the paint)",1
06:05,"TURNOVER  by BASS,DEVIN",,,,,,,"TURNOVER  by BASS,DEVIN",1
06:05,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
06:05,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
05:53,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",1
05:53,"BLOCK  by BASS,DEVIN",,,,,,,"BLOCK  by BASS,DEVIN",1
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",1
05:40,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",22,,25 (+3),,Mill 22-25 (-3),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",1
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",1
05:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:25,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",1
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",1
05:06,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
04:52,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",1
04:52,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",1
04:52,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
04:31,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
04:24,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",1
04:23,,22,,26 (+4),"GOOD FT by WILLIAMS,JALEN",Centre 22-26 (-4),,"GOOD FT by WILLIAMS,JALEN",1
04:23,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
04:23,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
04:23,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",1
04:23,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
04:23,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",1
04:23,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
04:23,,22,,27 (+5),"GOOD FT by WILLIAMS,JALEN",Centre 22-27 (-5),,"GOOD FT by WILLIAMS,JALEN",1
04:02,"MISS JUMPER by URSIN,AARON(in the paint)",,,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",1
03:46,,22,,29 (+7),"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 22-29 (-7),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
03:21,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",1
03:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:21,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
03:21,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
03:10,"TURNOVER  by BROWN,BRYCE",,,,,,,"TURNOVER  by BROWN,BRYCE",1
03:10,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",1
03:01,,,,,"MISS JUMPER by MOORE,CHEZ",,,"MISS JUMPER by MOORE,CHEZ",1
03:01,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",1
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",1
02:50,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",1
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",1
02:37,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
02:37,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
02:37,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
02:37,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
02:37,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
02:37,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
02:30,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
02:18,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",1
02:18,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",1
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",1
02:08,"GOOD JUMPER by BROWN,BRYCE",24,,29 (+5),,Mill 24-29 (-5),,"GOOD JUMPER by BROWN,BRYCE",1
01:56,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",1
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",1
01:47,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1
01:35,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
01:22,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",1
01:22,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",1
01:20,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",1
01:20,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
01:20,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
01:20,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
01:20,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",1
01:20,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",1
01:11,"GOOD LAYUP by BASS,DEVIN(in the paint)",26,,29 (+3),,Mill 26-29 (-3),,"GOOD LAYUP by BASS,DEVIN(in the paint)",1
--,"ASSIST  by BROWN,BRYCE",,,,,,,"ASSIST  by BROWN,BRYCE",1
00:54,,26,,31 (+5),"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",Centre 26-31 (-5),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",1
00:47,"GOOD LAYUP by BROWN,BRYCE(fastbreak)(in the paint)",28,,31 (+3),,Mill 28-31 (-3),,"GOOD LAYUP by BROWN,BRYCE(fastbreak)(in the paint)",1
00:31,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",1
--,"REBOUND DEF by DYAS,CHANDLER",,,,,,,"REBOUND DEF by DYAS,CHANDLER",1
00:09,"MISS 3PTR by BASS,DEVIN",,,,,,,"MISS 3PTR by BASS,DEVIN",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
00:00,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
20:00,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
20:00,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",2
20:00,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
20:00,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
20:00,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
20:00,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
20:00,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
19:45,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
19:44,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
19:29,"TURNOVER  by GILLIHAN,NEWLON",,,,,,,"TURNOVER  by GILLIHAN,NEWLON",2
19:29,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
19:19,,28,,33 (+5),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 28-33 (-5),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
19:00,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
18:44,,28,,35 (+7),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 28-35 (-7),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
18:19,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
18:13,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
18:13,"STEAL  by BROWN,BROCK",,,,,,,"STEAL  by BROWN,BROCK",2
18:07,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
18:07,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",2
