Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:07,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
18:07,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
18:07,"GOOD FT by BROWN,BRYCE",29,,35 (+6),,Mill 29-35 (-6),,"GOOD FT by BROWN,BRYCE",2
17:44,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
17:44,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:44,,29,,36 (+7),"GOOD FT by MOORE,CHEZ",Centre 29-36 (-7),,"GOOD FT by MOORE,CHEZ",2
17:29,"GOOD JUMPER by URSIN,AARON",31,,36 (+5),,Mill 31-36 (-5),,"GOOD JUMPER by URSIN,AARON",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
17:09,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
17:03,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
17:03,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
17:03,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
17:03,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
17:03,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
16:49,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",2
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",2
16:42,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",33,,36 (+3),,Mill 33-36 (-3),,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",2
16:22,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
16:22,"STEAL  by GILLIHAN,NEWLON",,,,,,,"STEAL  by GILLIHAN,NEWLON",2
16:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:02,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
16:02,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
16:02,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
16:02,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
16:01,"GOOD JUMPER by UGHOVWA,NICHOLAS",35,,36 (+1),,Mill 35-36 (-1),,"GOOD JUMPER by UGHOVWA,NICHOLAS",2
15:45,,35,,38 (+3),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 35-38 (-3),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
15:45,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
15:45,,35,,39 (+4),"GOOD FT by SMITH,RJ",Centre 35-39 (-4),,"GOOD FT by SMITH,RJ",2
15:26,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
15:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:10,,35,,41 (+6),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 35-41 (-6),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
14:50,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
14:43,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",,,"MISS JUMPER by WILSON,DREW(in the paint)",2
14:43,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:42,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
14:42,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",2
14:34,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",2
--,"REBOUND DEF by DYAS,CHANDLER",,,,,,,"REBOUND DEF by DYAS,CHANDLER",2
14:34,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
14:34,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
14:34,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
14:34,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
14:34,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
14:20,"MISS JUMPER by RUCKER,CAM",,,,,,,"MISS JUMPER by RUCKER,CAM",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
14:04,,35,,44 (+9),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 35-44 (-9),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by WILLIAMS,JALEN",,,"ASSIST  by WILLIAMS,JALEN",2
13:37,"MISS JUMPER by DYAS,CHANDLER",,,,,,,"MISS JUMPER by DYAS,CHANDLER",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
13:26,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:24,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",2
13:24,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
13:21,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
13:21,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
13:21,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
13:21,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
13:21,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
13:21,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",2
13:21,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
13:21,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
13:11,"GOOD 3PTR by WATSON,DOUG",38,,44 (+6),,Mill 38-44 (-6),,"GOOD 3PTR by WATSON,DOUG",2
12:46,,,,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
12:32,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
12:23,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
12:23,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
12:23,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
12:23,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
12:23,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
12:02,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",40,,44 (+4),,Mill 40-44 (-4),,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",2
11:45,,40,,46 (+6),"GOOD JUMPER by BAUGHMAN,CARTER",Centre 40-46 (-6),,"GOOD JUMPER by BAUGHMAN,CARTER",2
11:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:28,,,,,"FOUL  by WOOLDRIDGE,CARSON",,,"FOUL  by WOOLDRIDGE,CARSON",2
11:28,,,,,"SUB OUT by WOOLDRIDGE,CARSON",,,"SUB OUT by WOOLDRIDGE,CARSON",2
11:28,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
11:28,"GOOD FT by UGHOVWA,NICHOLAS",41,,46 (+5),,Mill 41-46 (-5),,"GOOD FT by UGHOVWA,NICHOLAS",2
11:28,"GOOD FT by UGHOVWA,NICHOLAS",42,,46 (+4),,Mill 42-46 (-4),,"GOOD FT by UGHOVWA,NICHOLAS",2
11:10,,42,,48 (+6),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 42-48 (-6),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
10:45,"MISS JUMPER by GILLIHAN,NEWLON",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON",2
--,"REBOUND OFF by WATSON,DOUG",,,,,,,"REBOUND OFF by WATSON,DOUG",2
10:34,"GOOD LAYUP by WATSON,DOUG(in the paint)",44,,48 (+4),,Mill 44-48 (-4),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
10:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:21,,44,,50 (+6),"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",Centre 44-50 (-6),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",2
10:11,"GOOD LAYUP by WATSON,DOUG(in the paint)",46,,50 (+4),,Mill 46-50 (-4),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
10:02,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",2
10:02,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
10:02,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
09:57,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
09:57,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
09:57,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
09:57,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
09:20,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",2
09:20,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
09:20,"TURNOVER  by UGHOVWA,NICHOLAS",,,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",2
09:01,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
08:44,"MISS JUMPER by UGHOVWA,NICHOLAS",,,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
08:29,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by BROWN,BROCK",,,,,,,"REBOUND DEF by BROWN,BROCK",2
08:03,"GOOD JUMPER by WILLIAMS,CAMERON",48,,50 (+2),,Mill 48-50 (-2),,"GOOD JUMPER by WILLIAMS,CAMERON",2
07:39,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:30,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
07:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:30,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
07:30,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
07:30,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
07:30,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
07:30,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
07:30,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
07:12,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",2
07:12,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",2
07:07,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
06:38,,48,,52 (+4),"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",Centre 48-52 (-4),,"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",2
06:23,"FOUL  by BASS,DEVIN",,,,,,,"FOUL  by BASS,DEVIN",2
06:23,"TURNOVER  by BASS,DEVIN",,,,,,,"TURNOVER  by BASS,DEVIN",2
06:23,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
06:23,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
06:23,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
06:23,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
06:09,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
06:09,,48,,53 (+5),"GOOD FT by WILLIAMS,JALEN",Centre 48-53 (-5),,"GOOD FT by WILLIAMS,JALEN",2
06:09,,48,,54 (+6),"GOOD FT by WILLIAMS,JALEN",Centre 48-54 (-6),,"GOOD FT by WILLIAMS,JALEN",2
05:47,"GOOD 3PTR by BROWN,BROCK",51,,54 (+3),,Mill 51-54 (-3),,"GOOD 3PTR by BROWN,BROCK",2
--,"ASSIST  by BASS,DEVIN",,,,,,,"ASSIST  by BASS,DEVIN",2
05:30,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
05:17,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
05:08,,51,,56 (+5),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 51-56 (-5),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
04:52,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",2
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",2
04:44,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
04:39,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
04:39,,51,,57 (+6),"GOOD FT by WILLIAMS,JALEN",Centre 51-57 (-6),,"GOOD FT by WILLIAMS,JALEN",2
04:39,,51,,58 (+7),"GOOD FT by WILLIAMS,JALEN",Centre 51-58 (-7),,"GOOD FT by WILLIAMS,JALEN",2
04:39,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
04:39,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
04:39,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:39,,51,,59 (+8),"GOOD FT by SMITH,RJ",Centre 51-59 (-8),,"GOOD FT by SMITH,RJ",2
04:26,"MISS LAYUP by WATSON,DOUG(in the paint)",,,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
04:26,,,,,"BLOCK  by SMITH,RJ",,,"BLOCK  by SMITH,RJ",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
04:19,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
04:04,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
04:04,,,,,"STEAL  by TAYLOR,MARSHALL",,,"STEAL  by TAYLOR,MARSHALL",2
03:58,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
03:58,"STEAL  by GILLIHAN,NEWLON",,,,,,,"STEAL  by GILLIHAN,NEWLON",2
03:46,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",53,,59 (+6),,Mill 53-59 (-6),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
03:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:45,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
03:45,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
03:42,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
03:26,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
03:26,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
03:03,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
03:03,,53,,60 (+7),"GOOD FT by TAYLOR,MARSHALL",Centre 53-60 (-7),,"GOOD FT by TAYLOR,MARSHALL",2
03:03,,53,,61 (+8),"GOOD FT by TAYLOR,MARSHALL",Centre 53-61 (-8),,"GOOD FT by TAYLOR,MARSHALL",2
03:03,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
03:03,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
03:03,,,,,"MISS FT by TAYLOR,MARSHALL",,,"MISS FT by TAYLOR,MARSHALL",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
02:44,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
02:44,,,,,"STEAL  by WILSON,DREW",,,"STEAL  by WILSON,DREW",2
02:30,,53,,63 (+10),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 53-63 (-10),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
02:30,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
02:30,,53,,64 (+11),"GOOD FT by SMITH,RJ",Centre 53-64 (-11),,"GOOD FT by SMITH,RJ",2
02:30,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
02:30,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
02:19,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
02:19,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
01:59,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
01:59,,53,,65 (+12),"GOOD FT by SMITH,RJ",Centre 53-65 (-12),,"GOOD FT by SMITH,RJ",2
01:59,,53,,66 (+13),"GOOD FT by SMITH,RJ",Centre 53-66 (-13),,"GOOD FT by SMITH,RJ",2
01:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:46,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
01:46,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",2
01:19,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND OFF by MOORE,CHEZ",,,"REBOUND OFF by MOORE,CHEZ",2
01:13,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
01:04,"GOOD JUMPER by WATSON,DOUG",55,,66 (+11),,Mill 55-66 (-11),,"GOOD JUMPER by WATSON,DOUG",2
00:40,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
00:30,"GOOD LAYUP by BROWN,BROCK(in the paint)",57,,66 (+9),,Mill 57-66 (-9),,"GOOD LAYUP by BROWN,BROCK(in the paint)",2
00:04,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
