Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
16:59,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",2
16:44,,23,,57 (+34),"GOOD LAYUP by HONROTH,OWEN(in the paint)",Berry 23-57 (-34),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",2
16:14,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
16:01,,23,,59 (+36),"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",Berry 23-59 (-36),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",2
15:46,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
15:21,,23,,61 (+38),"GOOD LAYUP by COSTAS,RILEY(in the paint)",Berry 23-61 (-38),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
14:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:53,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
14:53,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
14:53,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",2
14:53,,,,,"SUB IN by RUSCIANO,ROBBIE",,,"SUB IN by RUSCIANO,ROBBIE",2
14:53,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
14:53,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
14:53,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
14:53,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
14:53,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
14:53,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
14:53,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
14:53,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
14:48,"MISS JUMPER by BROWN,BROCK(in the paint)",,,,,,,"MISS JUMPER by BROWN,BROCK(in the paint)",2
--,"REBOUND OFF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",2
14:44,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",25,,61 (+36),,Mill 25-61 (-36),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
14:10,,25,,64 (+39),"GOOD 3PTR by CAMPBELL,BLAKE",Berry 25-64 (-39),,"GOOD 3PTR by CAMPBELL,BLAKE",2
--,,,,,"ASSIST  by ELLIS,CHASE",,,"ASSIST  by ELLIS,CHASE",2
13:37,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,,,,,"REBOUND DEF by CAMPBELL,BLAKE",,,"REBOUND DEF by CAMPBELL,BLAKE",2
13:30,,25,,67 (+42),"GOOD 3PTR by ELLIS,CHASE(fastbreak)",Berry 25-67 (-42),,"GOOD 3PTR by ELLIS,CHASE(fastbreak)",2
--,,,,,"ASSIST  by JOHNSON,MICHAEL",,,"ASSIST  by JOHNSON,MICHAEL",2
13:10,,,,,"FOUL  by RUSCIANO,ROBBIE",,,"FOUL  by RUSCIANO,ROBBIE",2
13:10,"GOOD FT by GILLIHAN,NEWLON",26,,67 (+41),,Mill 26-67 (-41),,"GOOD FT by GILLIHAN,NEWLON",2
13:10,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
13:10,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
13:10,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",2
13:10,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",2
13:10,"MISS FT by GILLIHAN,NEWLON",,,,,,,"MISS FT by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
12:59,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
12:59,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
12:56,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
12:56,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
12:56,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
12:56,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
12:42,,26,,69 (+43),"GOOD JUMPER by ELLIS,CHASE",Berry 26-69 (-43),,"GOOD JUMPER by ELLIS,CHASE",2
12:18,"MISS 3PTR by HAUPT,KYLE",,,,,,,"MISS 3PTR by HAUPT,KYLE",2
--,"REBOUND OFF by ROTH,DREW",,,,,,,"REBOUND OFF by ROTH,DREW",2
12:15,"GOOD LAYUP by ROTH,DREW(in the paint)",28,,69 (+41),,Mill 28-69 (-41),,"GOOD LAYUP by ROTH,DREW(in the paint)",2
12:01,,28,,72 (+44),"GOOD 3PTR by BENHAM,BRAXTON",Berry 28-72 (-44),,"GOOD 3PTR by BENHAM,BRAXTON",2
11:42,"GOOD JUMPER by URSIN,AARON(in the paint)",30,,72 (+42),,Mill 30-72 (-42),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
--,"ASSIST  by HAUPT,KYLE",,,,,,,"ASSIST  by HAUPT,KYLE",2
11:13,,,,,"MISS JUMPER by RUSCIANO,ROBBIE",,,"MISS JUMPER by RUSCIANO,ROBBIE",2
11:13,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
11:08,"GOOD DUNK by UGHOVWA,NICHOLAS(fastbreak)(in the paint)",32,,72 (+40),,Mill 32-72 (-40),,"GOOD DUNK by UGHOVWA,NICHOLAS(fastbreak)(in the paint)",2
10:51,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
10:44,"TURNOVER  by HAUPT,KYLE",,,,,,,"TURNOVER  by HAUPT,KYLE",2
10:44,,,,,"STEAL  by BENHAM,BRAXTON",,,"STEAL  by BENHAM,BRAXTON",2
10:29,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",2
10:29,"STEAL  by HAUPT,KYLE",,,,,,,"STEAL  by HAUPT,KYLE",2
10:13,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",34,,72 (+38),,Mill 34-72 (-38),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
09:50,,,,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",,,"MISS LAYUP by CAMPBELL,BLAKE(in the paint)",2
--,,,,,"REBOUND OFF by CLARK,BRYCE",,,"REBOUND OFF by CLARK,BRYCE",2
09:47,,,,,"MISS LAYUP by CLARK,BRYCE(in the paint)",,,"MISS LAYUP by CLARK,BRYCE(in the paint)",2
09:47,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
09:47,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",2
09:47,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",2
09:47,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",2
09:47,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",2
09:47,,,,,"SUB OUT by RUSCIANO,ROBBIE",,,"SUB OUT by RUSCIANO,ROBBIE",2
09:47,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",2
09:47,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",2
09:47,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",2
09:47,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
09:47,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
09:47,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
09:47,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
09:47,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
09:47,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
09:47,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
09:47,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
09:47,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
09:47,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
09:36,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",2
--,,,,,"REBOUND OFF by COSTAS,RILEY",,,"REBOUND OFF by COSTAS,RILEY",2
09:14,,34,,74 (+40),"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",Berry 34-74 (-40),,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",2
08:57,,,,,"FOUL  by COSTAS,RILEY",,,"FOUL  by COSTAS,RILEY",2
08:57,"GOOD FT by BROWN,BRYCE",35,,74 (+39),,Mill 35-74 (-39),,"GOOD FT by BROWN,BRYCE",2
08:57,"GOOD FT by BROWN,BRYCE",36,,74 (+38),,Mill 36-74 (-38),,"GOOD FT by BROWN,BRYCE",2
08:57,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
08:57,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
08:35,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
08:20,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
08:20,"TURNOVER  by GILLIHAN,NEWLON",,,,,,,"TURNOVER  by GILLIHAN,NEWLON",2
08:06,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
08:06,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:06,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
08:06,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
08:06,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
08:06,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
08:06,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
08:06,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
08:06,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
07:44,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,"REBOUND OFF by BROWN,BROCK",,,,,,,"REBOUND OFF by BROWN,BROCK",2
07:37,"GOOD DUNK by UGHOVWA,NICHOLAS(in the paint)",38,,74 (+36),,Mill 38-74 (-36),,"GOOD DUNK by UGHOVWA,NICHOLAS(in the paint)",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
07:21,,,,,"MISS LAYUP by COSTAS,RILEY(in the paint)",,,"MISS LAYUP by COSTAS,RILEY(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
07:15,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
06:53,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND OFF by HONROTH,OWEN",,,"REBOUND OFF by HONROTH,OWEN",2
06:48,,,,,"MISS LAYUP by HONROTH,OWEN(in the paint)",,,"MISS LAYUP by HONROTH,OWEN(in the paint)",2
06:48,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:48,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
06:48,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
06:48,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",2
06:48,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",2
06:48,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
06:48,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
06:48,,,,,"SUB IN by STANAKIS,RYAN",,,"SUB IN by STANAKIS,RYAN",2
06:48,,,,,"SUB IN by MCEWEN,DEVAN",,,"SUB IN by MCEWEN,DEVAN",2
06:48,,,,,"SUB IN by CRAFT,JAKE",,,"SUB IN by CRAFT,JAKE",2
06:48,,,,,"SUB IN by DALLIMORE,CALEB",,,"SUB IN by DALLIMORE,CALEB",2
06:34,,,,,"MISS LAYUP by KRUEGER,JORDAN(in the paint)",,,"MISS LAYUP by KRUEGER,JORDAN(in the paint)",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
06:09,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
--,"REBOUND OFF by WATSON,DOUG",,,,,,,"REBOUND OFF by WATSON,DOUG",2
06:02,"GOOD LAYUP by WATSON,DOUG(in the paint)",40,,74 (+34),,Mill 40-74 (-34),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
05:53,,,,,"MISS JUMPER by STANAKIS,RYAN",,,"MISS JUMPER by STANAKIS,RYAN",2
--,,,,,"REBOUND OFF by DALLIMORE,CALEB",,,"REBOUND OFF by DALLIMORE,CALEB",2
05:52,,,,,"TURNOVER  by DALLIMORE,CALEB",,,"TURNOVER  by DALLIMORE,CALEB",2
05:31,"GOOD LAYUP by BROWN,BRYCE(in the paint)",42,,74 (+32),,Mill 42-74 (-32),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",2
05:31,,,,,"FOUL  by MCEWEN,DEVAN",,,"FOUL  by MCEWEN,DEVAN",2
05:31,"GOOD FT by BROWN,BRYCE",43,,74 (+31),,Mill 43-74 (-31),,"GOOD FT by BROWN,BRYCE",2
05:31,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
05:31,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
05:14,,,,,"MISS LAYUP by CRAFT,JAKE(in the paint)",,,"MISS LAYUP by CRAFT,JAKE(in the paint)",2
--,"REBOUND DEF by HAUPT,KYLE",,,,,,,"REBOUND DEF by HAUPT,KYLE",2
05:02,"GOOD LAYUP by HOGAN,TJ(in the paint)",45,,74 (+29),,Mill 45-74 (-29),,"GOOD LAYUP by HOGAN,TJ(in the paint)",2
--,"ASSIST  by HAUPT,KYLE",,,,,,,"ASSIST  by HAUPT,KYLE",2
04:46,,,,,"MISS JUMPER by DALLIMORE,CALEB(in the paint)",,,"MISS JUMPER by DALLIMORE,CALEB(in the paint)",2
04:46,"BLOCK  by GILLIHAN,NEWLON",,,,,,,"BLOCK  by GILLIHAN,NEWLON",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
04:39,,,,,"FOUL  by STANAKIS,RYAN",,,"FOUL  by STANAKIS,RYAN",2
04:39,"GOOD FT by WATSON,DOUG(fastbreak)",46,,74 (+28),,Mill 46-74 (-28),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:39,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
04:39,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
04:39,"GOOD FT by WATSON,DOUG(fastbreak)",47,,74 (+27),,Mill 47-74 (-27),,"GOOD FT by WATSON,DOUG(fastbreak)",2
04:18,,,,,"MISS 3PTR by MCEWEN,DEVAN",,,"MISS 3PTR by MCEWEN,DEVAN",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
04:06,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",2
04:06,,,,,"STEAL  by KRUEGER,JORDAN",,,"STEAL  by KRUEGER,JORDAN",2
03:54,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
03:49,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
03:49,,,,,"STEAL  by STANAKIS,RYAN",,,"STEAL  by STANAKIS,RYAN",2
03:45,,,,,"TURNOVER  by STANAKIS,RYAN",,,"TURNOVER  by STANAKIS,RYAN",2
03:45,"STEAL  by BASS,DEVIN",,,,,,,"STEAL  by BASS,DEVIN",2
03:39,"MISS LAYUP by BASS,DEVIN(in the paint)",,,,,,,"MISS LAYUP by BASS,DEVIN(in the paint)",2
--,,,,,"REBOUND DEF by KRUEGER,JORDAN",,,"REBOUND DEF by KRUEGER,JORDAN",2
03:30,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,"REBOUND OFF by MCEWEN,DEVAN",,,"REBOUND OFF by MCEWEN,DEVAN",2
03:25,,47,,77 (+30),"GOOD 3PTR by CRAFT,JAKE",Berry 47-77 (-30),,"GOOD 3PTR by CRAFT,JAKE",2
--,,,,,"ASSIST  by MCEWEN,DEVAN",,,"ASSIST  by MCEWEN,DEVAN",2
03:02,"MISS 3PTR by BASS,DEVIN",,,,,,,"MISS 3PTR by BASS,DEVIN",2
--,,,,,"REBOUND DEF by MCEWEN,DEVAN",,,"REBOUND DEF by MCEWEN,DEVAN",2
02:55,,47,,80 (+33),"GOOD 3PTR by MCEWEN,DEVAN(fastbreak)",Berry 47-80 (-33),,"GOOD 3PTR by MCEWEN,DEVAN(fastbreak)",2
--,,,,,"ASSIST  by CRAFT,JAKE",,,"ASSIST  by CRAFT,JAKE",2
02:26,"GOOD JUMPER by WATSON,DOUG",49,,80 (+31),,Mill 49-80 (-31),,"GOOD JUMPER by WATSON,DOUG",2
02:11,,,,,"MISS LAYUP by CRAFT,JAKE(in the paint)",,,"MISS LAYUP by CRAFT,JAKE(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
01:59,"GOOD 3PTR by WATSON,DOUG",52,,80 (+28),,Mill 52-80 (-28),,"GOOD 3PTR by WATSON,DOUG",2
01:38,,,,,"MISS 3PTR by KRUEGER,JORDAN",,,"MISS 3PTR by KRUEGER,JORDAN",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
01:16,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by DALLIMORE,CALEB",,,"REBOUND DEF by DALLIMORE,CALEB",2
00:51,,,,,"TURNOVER  by CRAFT,JAKE",,,"TURNOVER  by CRAFT,JAKE",2
00:51,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
00:44,"GOOD 3PTR by BASS,DEVIN(fastbreak)",55,,80 (+25),,Mill 55-80 (-25),,"GOOD 3PTR by BASS,DEVIN(fastbreak)",2
--,"ASSIST  by UGHOVWA,NICHOLAS",,,,,,,"ASSIST  by UGHOVWA,NICHOLAS",2
00:44,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
00:44,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
00:44,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
00:44,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
00:44,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
00:44,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
00:44,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
00:44,"SUB IN by MCNEES,ANDREW",,,,,,,"SUB IN by MCNEES,ANDREW",2
00:35,,,,,"MISS LAYUP by DALLIMORE,CALEB(in the paint)",,,"MISS LAYUP by DALLIMORE,CALEB(in the paint)",2
00:35,"BLOCK  by MCNEES,ANDREW",,,,,,,"BLOCK  by MCNEES,ANDREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:17,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,"REBOUND OFF by GILLIHAN,NEWLON",,,,,,,"REBOUND OFF by GILLIHAN,NEWLON",2
00:13,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",57,,80 (+23),,Mill 57-80 (-23),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
00:13,,,,,"FOUL  by DALLIMORE,CALEB",,,"FOUL  by DALLIMORE,CALEB",2
00:13,"GOOD FT by GILLIHAN,NEWLON",58,,80 (+22),,Mill 58-80 (-22),,"GOOD FT by GILLIHAN,NEWLON",2
00:13,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
00:13,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
