Time Remaining,LOU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
18:21,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
18:21,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
18:21,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
18:21,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
18:21,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
18:21,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
18:21,"GOOD FT by WATKINS,BRANDON",6 (+6),,0,,LOU 6-0 (-6),,"GOOD FT by WATKINS,BRANDON",1
18:21,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",1
18:21,"SUB OUT by WATKINS,BRANDON",,,,,,,"SUB OUT by WATKINS,BRANDON",1
18:08,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",1
--,"REBOUND DEF by REGIS,RAHEEM",,,,,,,"REBOUND DEF by REGIS,RAHEEM",1
18:00,"TURNOVER  by EVANS,STEVE",,,,,,,"TURNOVER  by EVANS,STEVE",1
17:50,,6 (+3),,3,"GOOD 3PTR by WEATHERFORD,MITCH",RHO 6-3 (-3),,"GOOD 3PTR by WEATHERFORD,MITCH",1
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",1
17:36,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",8 (+5),,3,,LOU 8-3 (-5),,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",1
--,"ASSIST  by COTTONHAM,KEVIN",,,,,,,"ASSIST  by COTTONHAM,KEVIN",1
17:25,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",1
17:25,"SUB OUT by LEE,TORRIAN",,,,,,,"SUB OUT by LEE,TORRIAN",1
17:25,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",1
17:25,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",1
17:25,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",1
17:25,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",1
17:25,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",1
17:25,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",1
17:25,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",1
17:25,"SUB IN by DAVIS,D'AARON",,,,,,,"SUB IN by DAVIS,D'AARON",1
17:20,,8 (+2),,6,"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 8-6 (-2),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
17:14,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
17:14,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
17:14,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
17:14,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
17:14,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
17:14,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
17:14,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
17:14,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
17:14,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
17:14,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
17:03,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",1
17:02,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",1
16:55,,8,,9 (+1),"GOOD 3PTR by NYAWATA,ANESU",RHO 8-9 (+1),,"GOOD 3PTR by NYAWATA,ANESU",1
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",1
16:53,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",1
16:53,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",1
16:45,"TURNOVER  by BURKS,NICK",,,,,,,"TURNOVER  by BURKS,NICK",1
16:32,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
16:29,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
16:29,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
16:29,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
16:29,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
16:29,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
16:29,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
16:29,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
16:29,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
16:29,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
16:29,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
16:10,"MISS LAYUP by LEE,TORRIAN",,,,,,,"MISS LAYUP by LEE,TORRIAN",1
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",1
16:06,"GOOD LAYUP by EVANS,STEVE(in the paint)",10 (+1),,9,,LOU 10-9 (-1),,"GOOD LAYUP by EVANS,STEVE(in the paint)",1
16:00,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",1
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",1
15:57,,,,,"TURNOVER  by HARRISON,IAN",,,"TURNOVER  by HARRISON,IAN",1
15:57,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
15:57,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",1
15:57,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",1
15:39,"MISS LAYUP by PARKER,JOHN",,,,,,,"MISS LAYUP by PARKER,JOHN",1
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",1
15:36,"GOOD LAYUP by EVANS,STEVE(in the paint)",12 (+3),,9,,LOU 12-9 (-3),,"GOOD LAYUP by EVANS,STEVE(in the paint)",1
15:20,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",1
15:20,"BLOCK  by EVANS,STEVE",,,,,,,"BLOCK  by EVANS,STEVE",1
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",1
15:12,"TURNOVER  by PARKER,JOHN",,,,,,,"TURNOVER  by PARKER,JOHN",1
15:11,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
15:04,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by DAVIS,D'AARON",,,,,,,"REBOUND DEF by DAVIS,D'AARON",1
14:57,"MISS LAYUP by DAVIS,D'AARON",,,,,,,"MISS LAYUP by DAVIS,D'AARON",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
14:49,,12,,12,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",RHO 12-12 (0),,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",1
--,,,,,"ASSIST  by HARRISON,IAN",,,"ASSIST  by HARRISON,IAN",1
14:18,"GOOD LAYUP by LEE,TORRIAN(in the paint)",14 (+2),,12,,LOU 14-12 (-2),,"GOOD LAYUP by LEE,TORRIAN(in the paint)",1
--,"ASSIST  by GROGAN,TAYLAN",,,,,,,"ASSIST  by GROGAN,TAYLAN",1
14:06,"FOUL  by DAVIS,D'AARON",,,,,,,"FOUL  by DAVIS,D'AARON",1
14:06,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
14:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
14:06,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
14:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
14:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
14:06,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
14:06,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
14:06,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
14:06,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
14:06,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
14:06,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",1
14:06,"SUB OUT by LEE,TORRIAN",,,,,,,"SUB OUT by LEE,TORRIAN",1
14:06,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",1
14:06,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",1
14:06,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",1
14:06,"SUB IN by COTTONHAM,KEVIN",,,,,,,"SUB IN by COTTONHAM,KEVIN",1
14:06,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",1
14:06,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",1
14:06,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",1
14:06,"SUB IN by WATKINS,BRANDON",,,,,,,"SUB IN by WATKINS,BRANDON",1
13:54,,14,,15 (+1),"GOOD 3PTR by GALVIN,OWEN",RHO 14-15 (+1),,"GOOD 3PTR by GALVIN,OWEN",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
13:50,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",1
13:48,"TURNOVER  by WATKINS,BRANDON",,,,,,,"TURNOVER  by WATKINS,BRANDON",1
13:47,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",1
13:45,,14,,18 (+4),"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",RHO 14-18 (+4),,"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
13:42,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",1
13:42,"SUB OUT by WATKINS,BRANDON",,,,,,,"SUB OUT by WATKINS,BRANDON",1
13:34,"TURNOVER  by EVANS,STEVE",,,,,,,"TURNOVER  by EVANS,STEVE",1
13:34,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
13:34,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
13:34,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
13:34,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
13:34,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
13:34,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
13:34,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
13:34,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
13:34,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
13:34,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
13:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:15,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",1
13:12,"TURNOVER  by COTTONHAM,KEVIN",,,,,,,"TURNOVER  by COTTONHAM,KEVIN",1
13:12,,,,,"STEAL  by DE FERIA,NICK",,,"STEAL  by DE FERIA,NICK",1
12:54,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",1
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",1
12:51,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
12:51,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
12:51,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
12:51,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
12:51,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
12:51,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
12:51,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
12:51,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
12:51,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
12:51,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
12:51,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
12:41,"TURNOVER  by REGIS,RAHEEM",,,,,,,"TURNOVER  by REGIS,RAHEEM",1
12:41,"FOUL  by REGIS,RAHEEM",,,,,,,"FOUL  by REGIS,RAHEEM",1
12:41,"SUB IN by DAVIS,D'AARON",,,,,,,"SUB IN by DAVIS,D'AARON",1
12:41,"SUB OUT by REGIS,RAHEEM",,,,,,,"SUB OUT by REGIS,RAHEEM",1
12:22,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",1
12:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:06,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
12:06,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
12:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
12:06,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
12:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
12:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
12:06,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
12:06,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
12:06,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
12:06,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
12:06,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
12:03,"GOOD LAYUP by PARKER,JOHN(in the paint)",16,,18 (+2),,LOU 16-18 (+2),,"GOOD LAYUP by PARKER,JOHN(in the paint)",1
--,"ASSIST  by EVANS,STEVE",,,,,,,"ASSIST  by EVANS,STEVE",1
11:51,"FOUL  by EVANS,STEVE",,,,,,,"FOUL  by EVANS,STEVE",1
11:51,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:51,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",1
11:51,"SUB OUT by DAVIS,D'AARON",,,,,,,"SUB OUT by DAVIS,D'AARON",1
11:51,,16,,19 (+3),"GOOD FT by GALVIN,OWEN",RHO 16-19 (+3),,"GOOD FT by GALVIN,OWEN",1
11:51,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",1
11:40,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",18,,19 (+1),,LOU 18-19 (+1),,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",1
11:26,,18,,22 (+4),"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 18-22 (+4),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
11:19,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
11:19,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
11:19,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
11:19,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
11:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
11:19,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
11:19,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
11:19,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
11:19,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
11:19,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
11:14,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",20,,22 (+2),,LOU 20-22 (+2),,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",1
--,"ASSIST  by COTTONHAM,KEVIN",,,,,,,"ASSIST  by COTTONHAM,KEVIN",1
11:00,,20,,24 (+4),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHO 20-24 (+4),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",1
10:48,"TURNOVER  by COTTONHAM,KEVIN",,,,,,,"TURNOVER  by COTTONHAM,KEVIN",1
10:47,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",1
10:45,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",1
10:28,"MISS LAYUP by EVANS,STEVE",,,,,,,"MISS LAYUP by EVANS,STEVE",1
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",1
10:07,,20,,26 (+6),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 20-26 (+6),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",1
10:01,"TURNOVER  by REGIS,RAHEEM",,,,,,,"TURNOVER  by REGIS,RAHEEM",1
10:00,,,,,"STEAL  by ASHBY,KENDRICK",,,"STEAL  by ASHBY,KENDRICK",1
09:58,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",1
09:58,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
09:58,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
09:58,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
09:58,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
09:58,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
09:58,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
09:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
09:58,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
09:58,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
09:58,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
09:58,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
09:58,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",1
09:58,"SUB OUT by LEE,TORRIAN",,,,,,,"SUB OUT by LEE,TORRIAN",1
09:58,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",1
09:58,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",1
09:58,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",1
09:58,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",1
09:58,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",1
09:58,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",1
09:58,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",1
09:58,"SUB IN by WATKINS,BRANDON",,,,,,,"SUB IN by WATKINS,BRANDON",1
09:54,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",1
09:54,"GOOD FT by BURKS,NICK",21,,26 (+5),,LOU 21-26 (+5),,"GOOD FT by BURKS,NICK",1
09:54,"GOOD FT by BURKS,NICK",22,,26 (+4),,LOU 22-26 (+4),,"GOOD FT by BURKS,NICK",1
09:54,"SUB IN by HILL,PALMER",,,,,,,"SUB IN by HILL,PALMER",1
09:54,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",1
09:38,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",1
09:27,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND DEF by BURKS,NICK",,,,,,,"REBOUND DEF by BURKS,NICK",1
09:15,"MISS JUMPER by BURKS,NICK",,,,,,,"MISS JUMPER by BURKS,NICK",1
--,"REBOUND OFF by WATKINS,BRANDON",,,,,,,"REBOUND OFF by WATKINS,BRANDON",1
09:10,"MISS LAYUP by WATKINS,BRANDON",,,,,,,"MISS LAYUP by WATKINS,BRANDON",1
--,"REBOUND OFF by HILL,PALMER",,,,,,,"REBOUND OFF by HILL,PALMER",1
09:07,"GOOD TIPIN by HILL,PALMER(in the paint)",24,,26 (+2),,LOU 24-26 (+2),,"GOOD TIPIN by HILL,PALMER(in the paint)",1
08:58,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",1
--,"REBOUND DEF by WATKINS,BRANDON",,,,,,,"REBOUND DEF by WATKINS,BRANDON",1
