Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,BER,Game Score,Team Indicator,Play,Period
19:01,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
19:01,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
19:01,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
19:01,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
18:52,,49,,55 (+6),"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",BER 49-55 (-6),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
18:30,"MISS LAYUP by GALVIN,OWEN",,,,,,,"MISS LAYUP by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
18:27,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",2
18:27,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
18:27,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:27,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
18:27,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
18:27,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:27,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
18:27,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:27,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:27,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
18:22,,49,,57 (+8),"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BER 49-57 (-8),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
18:22,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
18:22,,,,,"MISS FT by JOHNSON,CALEB",,,"MISS FT by JOHNSON,CALEB",2
--,"REBOUND DEF by ASHBY,KENDRICK",,,,,,,"REBOUND DEF by ASHBY,KENDRICK",2
18:08,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",2
18:06,"MISS LAYUP by ASHBY,KENDRICK",,,,,,,"MISS LAYUP by ASHBY,KENDRICK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:03,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
18:03,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
18:03,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
18:03,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
18:03,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
18:03,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
18:03,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
18:03,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
18:03,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
18:03,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:53,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
17:49,"GOOD LAYUP by BERRY,BRYCE(in the paint)",51,,57 (+6),,RHO 51-57 (-6),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
17:41,,,,,"MISS LAYUP by KORN,LUKAS",,,"MISS LAYUP by KORN,LUKAS",2
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",2
17:32,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
17:25,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by JOHNSON,CORY",,,"REBOUND DEF by JOHNSON,CORY",2
17:10,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
17:09,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
17:04,"GOOD LAYUP by GEE,TYLER(in the paint)",53,,57 (+4),,RHO 53-57 (-4),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
16:52,,,,,"MISS LAYUP by JOHNSON,CALEB",,,"MISS LAYUP by JOHNSON,CALEB",2
16:52,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
16:44,"GOOD LAYUP by WEIR,JJ(in the paint)",55,,57 (+2),,RHO 55-57 (-2),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
16:26,,,,,"MISS LAYUP by KORN,LUKAS",,,"MISS LAYUP by KORN,LUKAS",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
16:14,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
16:14,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
16:14,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:14,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:14,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:14,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
16:14,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:14,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
16:14,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
16:14,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:14,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:14,,,,,"SUB IN by SPALDING,TANNER",,,"SUB IN by SPALDING,TANNER",2
16:14,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
16:14,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
16:14,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
16:14,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
16:14,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
15:51,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
15:51,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:51,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
15:40,,,,,"TURNOVER  by CLARK,ETHAN",,,"TURNOVER  by CLARK,ETHAN",2
15:39,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
15:30,"MISS LAYUP by GALVIN,OWEN",,,,,,,"MISS LAYUP by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
15:24,,,,,"MISS LAYUP by CLARK,ETHAN",,,"MISS LAYUP by CLARK,ETHAN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
15:15,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",2
14:57,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
14:52,"GOOD 3PTR by DALTON,PRICE",58 (+1),,57,,RHO 58-57 (+1),,"GOOD 3PTR by DALTON,PRICE",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
14:32,,,,,"MISS LAYUP by SPALDING,TANNER",,,"MISS LAYUP by SPALDING,TANNER",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
14:31,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
14:31,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
14:31,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
14:31,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:31,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
14:31,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
14:31,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
14:31,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
14:31,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
14:31,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:31,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
14:31,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
14:31,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
14:13,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
14:13,,,,,"MISS FT by SPALDING,TANNER",,,"MISS FT by SPALDING,TANNER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:13,,58,,58,"GOOD FT by SPALDING,TANNER",BER 58-58 (0),,"GOOD FT by SPALDING,TANNER",2
13:55,,,,,"FOUL  by SPALDING,TANNER",,,"FOUL  by SPALDING,TANNER",2
13:55,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
13:55,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
13:55,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
13:55,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
13:55,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
13:55,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
13:55,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
13:55,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:55,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
13:55,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
13:50,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
13:43,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
13:32,"GOOD LAYUP by BERRY,BRYCE(in the paint)",60 (+2),,58,,RHO 60-58 (+2),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
13:22,,60,,61 (+1),"GOOD 3PTR by FORTE,MCCARTY",BER 60-61 (-1),,"GOOD 3PTR by FORTE,MCCARTY",2
13:12,"GOOD LAYUP by GEE,TYLER(in the paint)",62 (+1),,61,,RHO 62-61 (+1),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",2
13:04,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
13:04,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
12:59,"GOOD 3PTR by LOWRIE,ANDREW",65 (+4),,61,,RHO 65-61 (+4),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
12:37,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,,,,,"REBOUND OFF by FORTE,MCCARTY",,,"REBOUND OFF by FORTE,MCCARTY",2
12:33,,,,,"MISS LAYUP by FORTE,MCCARTY",,,"MISS LAYUP by FORTE,MCCARTY",2
--,,,,,"REBOUND OFF by FORTE,MCCARTY",,,"REBOUND OFF by FORTE,MCCARTY",2
12:33,,65 (+2),,63,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",BER 65-63 (+2),,"GOOD LAYUP by FORTE,MCCARTY(in the paint)",2
12:33,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
12:33,,65 (+1),,64,"GOOD FT by FORTE,MCCARTY",BER 65-64 (+1),,"GOOD FT by FORTE,MCCARTY",2
12:33,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
12:33,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
12:33,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
12:33,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:33,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
12:33,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
12:33,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
12:33,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
12:33,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
12:33,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
12:33,,,,,"SUB IN by MCLENDON,MARC",,,"SUB IN by MCLENDON,MARC",2
12:33,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
12:21,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:13,,65,,67 (+2),"GOOD 3PTR by FORTE,MCCARTY",BER 65-67 (-2),,"GOOD 3PTR by FORTE,MCCARTY",2
--,,,,,"ASSIST  by MCLENDON,MARC",,,"ASSIST  by MCLENDON,MARC",2
12:03,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",67,,67,,RHO 67-67 (0),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
11:46,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
11:44,,,,,"FOUL  by MCCLOUD,ALTON",,,"FOUL  by MCCLOUD,ALTON",2
11:44,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
11:44,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
11:44,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
11:44,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
11:44,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
11:44,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:44,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:44,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:44,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:44,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
11:44,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
11:44,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
11:32,,,,,"FOUL  by SPALDING,TANNER",,,"FOUL  by SPALDING,TANNER",2
11:23,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
11:13,,,,,"MISS JUMPER by SPALDING,TANNER",,,"MISS JUMPER by SPALDING,TANNER",2
--,"REBOUND DEF by ASHBY,KENDRICK",,,,,,,"REBOUND DEF by ASHBY,KENDRICK",2
11:05,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",2
11:05,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:05,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:05,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:05,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:05,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
11:05,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
11:05,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
11:05,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:05,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
11:05,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:05,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
11:05,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
11:03,,,,,"TURNOVER  by MCLENDON,MARC",,,"TURNOVER  by MCLENDON,MARC",2
11:01,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",2
10:54,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
10:52,"GOOD LAYUP by GEE,TYLER(in the paint)",69 (+2),,67,,RHO 69-67 (+2),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
10:39,,,,,"MISS LAYUP by KORN,LUKAS",,,"MISS LAYUP by KORN,LUKAS",2
10:39,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
10:32,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
10:27,,69,,69,"GOOD LAYUP by KORN,LUKAS(in the paint)",BER 69-69 (0),,"GOOD LAYUP by KORN,LUKAS(in the paint)",2
10:12,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND DEF by MCLENDON,MARC",,,"REBOUND DEF by MCLENDON,MARC",2
09:57,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
09:57,,69,,70 (+1),"GOOD FT by KORN,LUKAS",BER 69-70 (-1),,"GOOD FT by KORN,LUKAS",2
09:57,,69,,71 (+2),"GOOD FT by KORN,LUKAS",BER 69-71 (-2),,"GOOD FT by KORN,LUKAS",2
09:57,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:57,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
09:57,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
09:57,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
09:57,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
09:57,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
09:57,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
09:57,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
09:57,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
09:57,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
09:30,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by MARDER,NICK",,,"REBOUND DEF by MARDER,NICK",2
09:27,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
09:27,,69,,72 (+3),"GOOD FT by MARDER,NICK",BER 69-72 (-3),,"GOOD FT by MARDER,NICK",2
09:27,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
09:27,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
09:27,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
09:27,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:27,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
09:27,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
09:27,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
09:27,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
09:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
09:27,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:27,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
09:27,,,,,"SUB IN by GREEN,CADE",,,"SUB IN by GREEN,CADE",2
09:27,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",2
09:14,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:14,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
09:14,"MISS FT by HARRISON,IAN",,,,,,,"MISS FT by HARRISON,IAN",2
--,,,,,"REBOUND DEF by MARDER,NICK",,,"REBOUND DEF by MARDER,NICK",2
09:05,,,,,"TURNOVER  by KORN,LUKAS",,,"TURNOVER  by KORN,LUKAS",2
09:05,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
09:05,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
09:05,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
09:05,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
09:05,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
09:05,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
09:05,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
09:05,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
09:05,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
09:05,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
09:05,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
09:05,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
08:55,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
08:29,,69,,75 (+6),"GOOD 3PTR by ELLINGSWORTH,COLEMAN",BER 69-75 (-6),,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
08:14,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
08:13,,,,,"STEAL  by MARDER,NICK",,,"STEAL  by MARDER,NICK",2
08:11,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
08:11,,69,,76 (+7),"GOOD FT by GREEN,CADE",BER 69-76 (-7),,"GOOD FT by GREEN,CADE",2
08:11,,,,,"MISS FT by GREEN,CADE",,,"MISS FT by GREEN,CADE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:11,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
08:11,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
08:11,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:11,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
08:11,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
08:11,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
07:54,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
