Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,DAL,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
10:04,,89,,100 (+11),"GOOD JUMPER by COLVIN,DARRIUS",DAL 89-100 (-11),,"GOOD JUMPER by COLVIN,DARRIUS",2
09:50,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
09:45,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
09:41,"GOOD LAYUP by GEE,TYLER(in the paint)",91,,100 (+9),,RHO 91-100 (-9),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
09:41,,,,,"FOUL  by GONZALEZ,LORENZO",,,"FOUL  by GONZALEZ,LORENZO",2
09:41,"GOOD FT by GEE,TYLER",92,,100 (+8),,RHO 92-100 (-8),,"GOOD FT by GEE,TYLER",2
09:41,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
09:41,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
09:41,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
09:41,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
09:41,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
09:41,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
09:41,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
09:41,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
09:41,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
09:41,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
09:41,,,,,"SUB IN by MACCALLUM,RORY",,,"SUB IN by MACCALLUM,RORY",2
09:41,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",2
09:36,,92,,102 (+10),"GOOD JUMPER by MACCALLUM,RORY(fastbreak)(in the paint)",DAL 92-102 (-10),,"GOOD JUMPER by MACCALLUM,RORY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
09:24,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND OFF by NESTLEHUTT,JAKE",,,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",2
09:17,"GOOD 3PTR by NESTLEHUTT,JAKE",95,,102 (+7),,RHO 95-102 (-7),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
08:58,,,,,"TURNOVER  by MACCALLUM,RORY",,,"TURNOVER  by MACCALLUM,RORY",2
08:58,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
08:58,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
08:58,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
08:58,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
08:58,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
08:58,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
08:58,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
08:58,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
08:58,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
08:58,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
08:58,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:58,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",2
08:58,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",2
08:56,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",2
08:56,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",2
08:51,"GOOD JUMPER by GEE,TYLER(in the paint)",97,,102 (+5),,RHO 97-102 (-5),,"GOOD JUMPER by GEE,TYLER(in the paint)",2
08:48,,,,,"MISS JUMPER by CALTON,EMMANUEL",,,"MISS JUMPER by CALTON,EMMANUEL",2
--,,,,,"REBOUND OFF by KAISER,TOM",,,"REBOUND OFF by KAISER,TOM",2
08:42,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:38,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
08:38,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
08:38,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
08:38,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
08:38,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
08:38,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
08:38,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
08:38,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:38,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
08:38,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
08:35,,97,,104 (+7),"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",DAL 97-104 (-7),,"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",2
08:15,"GOOD JUMPER by WEATHERFORD,MITCH",99,,104 (+5),,RHO 99-104 (-5),,"GOOD JUMPER by WEATHERFORD,MITCH",2
08:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:03,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
08:03,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
08:03,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
08:03,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:03,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
08:03,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
08:03,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
08:03,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
08:03,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
08:03,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
07:59,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
07:59,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:54,,,,,"TURNOVER  by SARRAT,MICHAEL",,,"TURNOVER  by SARRAT,MICHAEL",2
07:54,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
07:50,"GOOD 3PTR by NYAWATA,ANESU(fastbreak)",102,,104 (+2),,RHO 102-104 (-2),,"GOOD 3PTR by NYAWATA,ANESU(fastbreak)",2
07:39,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
07:39,,102,,105 (+3),"GOOD FT by CALTON,EMMANUEL",DAL 102-105 (-3),,"GOOD FT by CALTON,EMMANUEL",2
07:39,,102,,106 (+4),"GOOD FT by CALTON,EMMANUEL",DAL 102-106 (-4),,"GOOD FT by CALTON,EMMANUEL",2
07:39,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
07:39,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
07:39,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
07:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
07:39,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
07:39,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
07:39,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
07:39,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
07:39,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",2
07:39,,,,,"SUB IN by RICHELSEN,MATTHEW",,,"SUB IN by RICHELSEN,MATTHEW",2
07:39,,,,,"SUB OUT by SARRAT,MICHAEL",,,"SUB OUT by SARRAT,MICHAEL",2
07:39,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",2
07:31,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",104,,106 (+2),,RHO 104-106 (-2),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
07:19,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
07:12,,,,,"MISS LAYUP by RICHELSEN,MATTHEW",,,"MISS LAYUP by RICHELSEN,MATTHEW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:09,,,,,"TURNOVER  by SARRAT,MICHAEL",,,"TURNOVER  by SARRAT,MICHAEL",2
07:06,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
06:59,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,"REBOUND OFF by SULLIVAN,BRENNAN",,,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",2
06:55,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
06:55,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
06:55,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
06:55,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
06:55,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
06:55,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
06:55,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
06:55,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:55,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
06:55,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
06:55,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",2
06:55,,,,,"SUB IN by GARATE,VICTOR",,,"SUB IN by GARATE,VICTOR",2
06:55,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",2
06:55,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",2
06:52,,,,,"FOUL  by RICHELSEN,MATTHEW",,,"FOUL  by RICHELSEN,MATTHEW",2
06:52,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:52,"GOOD FT by GEE,TYLER",105,,106 (+1),,RHO 105-106 (-1),,"GOOD FT by GEE,TYLER",2
06:48,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
06:47,,,,,"STEAL  by GARATE,VICTOR",,,"STEAL  by GARATE,VICTOR",2
06:42,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
06:36,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:33,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
06:33,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
06:33,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
06:33,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
06:33,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
06:33,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
06:33,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
06:33,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:33,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
06:33,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
06:32,,,,,"TURNOVER  by SARRAT,MICHAEL",,,"TURNOVER  by SARRAT,MICHAEL",2
06:31,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
06:29,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:28,,,,,"FOUL  by GARATE,VICTOR",,,"FOUL  by GARATE,VICTOR",2
06:28,"GOOD FT by DALTON,PRICE",106,,106,,RHO 106-106 (0),,"GOOD FT by DALTON,PRICE",2
06:28,"GOOD FT by DALTON,PRICE",107 (+1),,106,,RHO 107-106 (+1),,"GOOD FT by DALTON,PRICE",2
06:28,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",2
06:28,,,,,"SUB OUT by RICHELSEN,MATTHEW",,,"SUB OUT by RICHELSEN,MATTHEW",2
06:17,,107,,108 (+1),"GOOD LAYUP by KAISER,TOM(in the paint)",DAL 107-108 (-1),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
05:59,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",109 (+1),,108,,RHO 109-108 (+1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
05:48,,109,,110 (+1),"GOOD DUNK by KAISER,TOM(fastbreak)(in the paint)",DAL 109-110 (-1),,"GOOD DUNK by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
05:41,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
05:39,,,,,"STEAL  by SARRAT,MICHAEL",,,"STEAL  by SARRAT,MICHAEL",2
05:31,,109,,112 (+3),"GOOD LAYUP by GONZALEZ,LORENZO(fastbreak)(in the paint)",DAL 109-112 (-3),,"GOOD LAYUP by GONZALEZ,LORENZO(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KAISER,TOM",,,"ASSIST  by KAISER,TOM",2
05:17,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
05:15,,,,,"STEAL  by GONZALEZ,LORENZO",,,"STEAL  by GONZALEZ,LORENZO",2
05:11,,,,,"MISS LAYUP by COLVIN,DARRIUS",,,"MISS LAYUP by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by COLVIN,DARRIUS",,,"REBOUND OFF by COLVIN,DARRIUS",2
05:08,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
05:08,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
05:08,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
05:08,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
05:08,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
05:08,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
05:08,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
05:08,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
05:08,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
05:08,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:08,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
05:07,,109,,114 (+5),"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",DAL 109-114 (-5),,"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
05:00,"GOOD 3PTR by BERRY,BRYCE(fastbreak)",112,,114 (+2),,RHO 112-114 (-2),,"GOOD 3PTR by BERRY,BRYCE(fastbreak)",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
04:58,,,,,"FOUL  by GARATE,VICTOR",,,"FOUL  by GARATE,VICTOR",2
04:58,"MISS FT by BERRY,BRYCE",,,,,,,"MISS FT by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
04:58,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",2
04:58,,,,,"SUB OUT by GARATE,VICTOR",,,"SUB OUT by GARATE,VICTOR",2
04:52,,,,,"MISS LAYUP by COLVIN,DARRIUS",,,"MISS LAYUP by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by KAISER,TOM",,,"REBOUND OFF by KAISER,TOM",2
04:48,,112,,116 (+4),"GOOD LAYUP by KAISER,TOM(in the paint)",DAL 112-116 (-4),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
04:42,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
04:42,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
04:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:34,,,,,"MISS JUMPER by GONZALEZ,LORENZO",,,"MISS JUMPER by GONZALEZ,LORENZO",2
--,,,,,"REBOUND OFF by GONZALEZ,LORENZO",,,"REBOUND OFF by GONZALEZ,LORENZO",2
04:19,,112,,118 (+6),"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",DAL 112-118 (-6),,"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
04:09,,,,,"FOUL  by SARRAT,MICHAEL",,,"FOUL  by SARRAT,MICHAEL",2
04:09,"GOOD FT by SULLIVAN,BRENNAN",113,,118 (+5),,RHO 113-118 (-5),,"GOOD FT by SULLIVAN,BRENNAN",2
04:09,"GOOD FT by SULLIVAN,BRENNAN",114,,118 (+4),,RHO 114-118 (-4),,"GOOD FT by SULLIVAN,BRENNAN",2
04:09,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
04:09,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
04:09,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
04:09,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
04:09,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
04:09,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
04:09,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
04:09,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
04:09,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
04:09,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
04:04,,114,,120 (+6),"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",DAL 114-120 (-6),,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
03:53,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
03:51,,,,,"STEAL  by COLVIN,DARRIUS",,,"STEAL  by COLVIN,DARRIUS",2
03:48,,114,,122 (+8),"GOOD DUNK by COLVIN,DARRIUS(fastbreak)(in the paint)",DAL 114-122 (-8),,"GOOD DUNK by COLVIN,DARRIUS(fastbreak)(in the paint)",2
03:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:48,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
03:48,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
03:48,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
03:48,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
03:48,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
03:48,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:48,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
03:48,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
03:48,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
03:48,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
03:20,,,,,"FOUL  by COLVIN,DARRIUS",,,"FOUL  by COLVIN,DARRIUS",2
03:20,"GOOD FT by SULLIVAN,BRENNAN",115,,122 (+7),,RHO 115-122 (-7),,"GOOD FT by SULLIVAN,BRENNAN",2
03:20,"GOOD FT by SULLIVAN,BRENNAN",116,,122 (+6),,RHO 116-122 (-6),,"GOOD FT by SULLIVAN,BRENNAN",2
03:18,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
03:18,,116,,123 (+7),"GOOD FT by GONZALEZ,LORENZO",DAL 116-123 (-7),,"GOOD FT by GONZALEZ,LORENZO",2
03:18,,116,,124 (+8),"GOOD FT by GONZALEZ,LORENZO",DAL 116-124 (-8),,"GOOD FT by GONZALEZ,LORENZO",2
03:18,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
03:18,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
03:12,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
03:06,,116,,126 (+10),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 116-126 (-10),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",2
02:51,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
02:51,,,,,"BLOCK  by KAISER,TOM",,,"BLOCK  by KAISER,TOM",2
--,,,,,"REBOUND DEF by GONZALEZ,LORENZO",,,"REBOUND DEF by GONZALEZ,LORENZO",2
02:39,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
02:39,,116,,127 (+11),"GOOD FT by KAISER,TOM",DAL 116-127 (-11),,"GOOD FT by KAISER,TOM",2
02:39,,116,,128 (+12),"GOOD FT by KAISER,TOM",DAL 116-128 (-12),,"GOOD FT by KAISER,TOM",2
02:39,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
02:39,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
02:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
02:39,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
02:39,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
02:39,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
02:39,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
02:39,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
02:28,,,,,"FOUL  by GONZALEZ,LORENZO",,,"FOUL  by GONZALEZ,LORENZO",2
02:28,"GOOD FT by SULLIVAN,BRENNAN",117,,128 (+11),,RHO 117-128 (-11),,"GOOD FT by SULLIVAN,BRENNAN",2
02:28,"GOOD FT by SULLIVAN,BRENNAN",118,,128 (+10),,RHO 118-128 (-10),,"GOOD FT by SULLIVAN,BRENNAN",2
02:28,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:28,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
02:28,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
02:28,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
02:15,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
02:15,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
02:08,,,,,"MISS JUMPER by COLVIN,DARRIUS",,,"MISS JUMPER by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by KAISER,TOM",,,"REBOUND OFF by KAISER,TOM",2
02:03,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
