Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
08:34,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND OFF by NYAWATA,ANESU",,,,,,,"REBOUND OFF by NYAWATA,ANESU",2
08:28,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
08:27,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
08:23,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,"REBOUND DEF by DE FERIA,NICK",,,,,,,"REBOUND DEF by DE FERIA,NICK",2
08:10,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
08:00,,,,,"MISS LAYUP by PERKINS,ALEX",,,"MISS LAYUP by PERKINS,ALEX",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
07:57,,97 (+20),,77,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 97-77 (+20),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
07:46,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
07:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:46,"GOOD FT by NYAWATA,ANESU",98 (+21),,77,,RHO 98-77 (+21),,"GOOD FT by NYAWATA,ANESU",2
07:46,"GOOD FT by NYAWATA,ANESU",99 (+22),,77,,RHO 99-77 (+22),,"GOOD FT by NYAWATA,ANESU",2
07:46,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
07:46,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
07:46,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
07:46,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
07:46,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:46,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
07:46,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
07:46,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
07:46,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
07:46,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
07:46,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
07:46,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
07:37,,99 (+20),,79,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 99-79 (+20),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
07:14,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
07:14,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
07:12,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
07:12,,99 (+19),,80,"GOOD FT by THOM,IAN",BSC 99-80 (+19),,"GOOD FT by THOM,IAN",2
07:12,,99 (+18),,81,"GOOD FT by THOM,IAN",BSC 99-81 (+18),,"GOOD FT by THOM,IAN",2
07:12,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
07:12,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
07:12,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
07:12,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
07:12,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
07:12,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
07:12,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
07:12,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
07:12,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
07:12,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
07:00,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",2
06:50,,,,,"MISS LAYUP by YANCEY,RICH",,,"MISS LAYUP by YANCEY,RICH",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
06:47,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
06:47,"GOOD FT by NYAWATA,ANESU",100 (+19),,81,,RHO 100-81 (+19),,"GOOD FT by NYAWATA,ANESU",2
06:47,"GOOD FT by NYAWATA,ANESU",101 (+20),,81,,RHO 101-81 (+20),,"GOOD FT by NYAWATA,ANESU",2
06:47,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
06:47,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:47,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
06:47,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
06:47,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
06:47,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:47,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
06:47,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
06:47,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
06:47,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
06:23,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
06:13,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",104 (+23),,81,,RHO 104-81 (+23),,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
05:49,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
05:49,,104 (+22),,82,"GOOD FT by YANCEY,RICH",BSC 104-82 (+22),,"GOOD FT by YANCEY,RICH",2
05:49,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
05:49,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
05:49,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
05:49,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
05:49,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
05:49,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
05:49,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
05:49,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
05:49,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
05:49,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
05:49,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
05:49,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
05:49,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
05:46,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
05:45,,,,,"STEAL  by WALDRUM,AIDAN",,,"STEAL  by WALDRUM,AIDAN",2
05:38,,104 (+20),,84,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC 104-84 (+20),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
05:35,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
05:35,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
05:35,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
05:35,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
05:35,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
05:35,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
05:35,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:35,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
05:13,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
05:13,"GOOD FT by NYAWATA,ANESU",105 (+21),,84,,RHO 105-84 (+21),,"GOOD FT by NYAWATA,ANESU",2
05:13,"GOOD FT by NYAWATA,ANESU",106 (+22),,84,,RHO 106-84 (+22),,"GOOD FT by NYAWATA,ANESU",2
05:13,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
05:13,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
05:13,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
05:13,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
05:13,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
05:13,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
05:13,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
05:13,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
05:13,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:13,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
05:13,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:13,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
05:12,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
05:12,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:12,,106 (+21),,85,"GOOD FT by MURPHY,JUWAN",BSC 106-85 (+21),,"GOOD FT by MURPHY,JUWAN",2
05:12,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
05:12,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
04:45,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
04:45,"GOOD FT by SULLIVAN,BRENNAN",107 (+22),,85,,RHO 107-85 (+22),,"GOOD FT by SULLIVAN,BRENNAN",2
04:45,"GOOD FT by SULLIVAN,BRENNAN",108 (+23),,85,,RHO 108-85 (+23),,"GOOD FT by SULLIVAN,BRENNAN",2
04:45,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
04:45,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
04:45,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
04:45,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
04:45,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
04:45,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
04:39,,108 (+20),,88,"GOOD 3PTR by DENEKA,HARRISON(fastbreak)",BSC 108-88 (+20),,"GOOD 3PTR by DENEKA,HARRISON(fastbreak)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
04:31,"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",111 (+23),,88,,RHO 111-88 (+23),,"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
04:06,,111 (+21),,90,"GOOD LAYUP by THOM,IAN(in the paint)",BSC 111-90 (+21),,"GOOD LAYUP by THOM,IAN(in the paint)",2
03:48,"GOOD LAYUP by GEE,TYLER(in the paint)",113 (+23),,90,,RHO 113-90 (+23),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
03:36,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
03:36,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:36,,113 (+22),,91,"GOOD FT by RUDAK,MATTY",BSC 113-91 (+22),,"GOOD FT by RUDAK,MATTY",2
03:36,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
03:18,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
03:17,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
03:13,,113 (+20),,93,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",BSC 113-93 (+20),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
02:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:37,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:20,,113 (+18),,95,"GOOD DUNK by RUDAK,MATTY(in the paint)",BSC 113-95 (+18),,"GOOD DUNK by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
02:01,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
02:01,"GOOD FT by WEIR,JJ",114 (+19),,95,,RHO 114-95 (+19),,"GOOD FT by WEIR,JJ",2
02:01,"GOOD FT by WEIR,JJ",115 (+20),,95,,RHO 115-95 (+20),,"GOOD FT by WEIR,JJ",2
02:01,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
02:01,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
01:49,,115 (+17),,98,"GOOD 3PTR by LEWIS,EVAN",BSC 115-98 (+17),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
01:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
01:46,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
01:46,"GOOD FT by SULLIVAN,BRENNAN",116 (+18),,98,,RHO 116-98 (+18),,"GOOD FT by SULLIVAN,BRENNAN",2
01:46,"GOOD FT by SULLIVAN,BRENNAN",117 (+19),,98,,RHO 117-98 (+19),,"GOOD FT by SULLIVAN,BRENNAN",2
01:40,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
01:36,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
01:36,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
01:36,,,,,"FOUL TECH by MCLEAN,JAMES",,,"FOUL TECH by MCLEAN,JAMES",2
01:36,"FOUL TECH by SULLIVAN,BRENNAN",,,,,,,"FOUL TECH by SULLIVAN,BRENNAN",2
01:34,,,,,"MISS 3PTR by KILCOYNE,PATRICK",,,"MISS 3PTR by KILCOYNE,PATRICK",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
01:28,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
01:28,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
01:28,"GOOD FT by SULLIVAN,BRENNAN",118 (+20),,98,,RHO 118-98 (+20),,"GOOD FT by SULLIVAN,BRENNAN",2
01:28,"GOOD FT by SULLIVAN,BRENNAN",119 (+21),,98,,RHO 119-98 (+21),,"GOOD FT by SULLIVAN,BRENNAN",2
01:28,"GOOD FT by GEE,TYLER",120 (+22),,98,,RHO 120-98 (+22),,"GOOD FT by GEE,TYLER",2
01:28,"GOOD FT by GEE,TYLER",121 (+23),,98,,RHO 121-98 (+23),,"GOOD FT by GEE,TYLER",2
01:28,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
01:28,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
01:28,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
01:28,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
01:28,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
01:28,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
01:28,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
01:28,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
01:28,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
01:28,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
01:28,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
01:28,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
01:28,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
01:28,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
01:28,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
01:28,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
01:28,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
01:28,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
01:24,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",2
01:22,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
01:22,"MISS FT by MCINTYRE,WILL",,,,,,,"MISS FT by MCINTYRE,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:22,"GOOD FT by MCINTYRE,WILL",122 (+24),,98,,RHO 122-98 (+24),,"GOOD FT by MCINTYRE,WILL",2
01:04,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
00:37,"MISS LAYUP by GALVIN,OWEN",,,,,,,"MISS LAYUP by GALVIN,OWEN",2
--,"REBOUND OFF by MCINTYRE,WILL",,,,,,,"REBOUND OFF by MCINTYRE,WILL",2
00:29,"MISS 3PTR by SAMSON,VAUGHN",,,,,,,"MISS 3PTR by SAMSON,VAUGHN",2
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",2
00:12,,,,,"MISS LAYUP by YANCEY,RICH",,,"MISS LAYUP by YANCEY,RICH",2
--,"REBOUND DEF by NESTLEHUTT,JAKE",,,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",2
