Time Remaining,WIL,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
07:20,"GOOD LAYUP by SCOTT,NATHAN(fastbreak)(in the paint)",94,,97 (+3),,WIL 94-97 (+3),,"GOOD LAYUP by SCOTT,NATHAN(fastbreak)(in the paint)",2
07:07,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:03,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by PATRICK,WILL",,,,,,,"REBOUND DEF by PATRICK,WILL",2
06:56,"TURNOVER  by JONES,CHRISTIAN",,,,,,,"TURNOVER  by JONES,CHRISTIAN",2
06:56,"FOUL  by JONES,CHRISTIAN",,,,,,,"FOUL  by JONES,CHRISTIAN",2
06:56,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:56,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:56,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:56,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:56,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
06:56,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
06:56,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
06:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
06:56,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
06:56,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
06:47,,94,,100 (+6),"GOOD 3PTR by NYAWATA,ANESU",RHO 94-100 (+6),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
06:34,"GOOD LAYUP by ILES,DJ(fastbreak)(in the paint)",96,,100 (+4),,WIL 96-100 (+4),,"GOOD LAYUP by ILES,DJ(fastbreak)(in the paint)",2
06:25,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:25,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:25,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:25,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:25,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
06:25,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
06:25,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
06:25,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
06:25,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
06:25,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
06:25,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
06:25,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
06:25,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
06:25,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
06:25,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
06:25,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
06:25,"SUB IN by JONES,JORDAN",,,,,,,"SUB IN by JONES,JORDAN",2
06:25,"SUB IN by SMITH,PAYTON",,,,,,,"SUB IN by SMITH,PAYTON",2
06:25,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
06:25,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
06:16,,96,,103 (+7),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 96-103 (+7),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
06:04,"GOOD LAYUP by JONES,JORDAN(fastbreak)(in the paint)",98,,103 (+5),,WIL 98-103 (+5),,"GOOD LAYUP by JONES,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by RUSSELL,ANDREW",,,,,,,"ASSIST  by RUSSELL,ANDREW",2
06:04,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
06:04,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
06:04,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
06:04,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:04,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
06:04,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
06:04,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
06:04,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:04,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:04,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:04,"GOOD FT by JONES,JORDAN",99,,103 (+4),,WIL 99-103 (+4),,"GOOD FT by JONES,JORDAN",2
05:58,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
05:56,"STEAL  by SMITH,PAYTON",,,,,,,"STEAL  by SMITH,PAYTON",2
05:55,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
05:55,"GOOD FT by LEWIS,KEVIN",100,,103 (+3),,WIL 100-103 (+3),,"GOOD FT by LEWIS,KEVIN",2
05:55,"GOOD FT by LEWIS,KEVIN",101,,103 (+2),,WIL 101-103 (+2),,"GOOD FT by LEWIS,KEVIN",2
05:46,,101,,106 (+5),"GOOD 3PTR by NYAWATA,ANESU",RHO 101-106 (+5),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
05:23,"GOOD 3PTR by SCOTT,NATHAN",104,,106 (+2),,WIL 104-106 (+2),,"GOOD 3PTR by SCOTT,NATHAN",2
--,"ASSIST  by SMITH,PAYTON",,,,,,,"ASSIST  by SMITH,PAYTON",2
05:11,,104,,108 (+4),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 104-108 (+4),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
05:09,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
05:09,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:09,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
05:09,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
05:09,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:09,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:09,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:09,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
05:09,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
05:09,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
05:00,"MISS LAYUP by SCOTT,NATHAN",,,,,,,"MISS LAYUP by SCOTT,NATHAN",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
04:50,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
04:50,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",2
04:50,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
04:47,"MISS LAYUP by SCOTT,NATHAN",,,,,,,"MISS LAYUP by SCOTT,NATHAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
04:35,,104,,111 (+7),"GOOD 3PTR by DE FERIA,NICK",RHO 104-111 (+7),,"GOOD 3PTR by DE FERIA,NICK",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
04:32,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
04:32,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
04:32,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
04:32,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:32,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:32,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
04:32,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
04:32,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:32,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
04:32,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
04:32,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
04:32,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
04:32,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
04:32,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
04:32,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
04:32,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
04:32,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
04:32,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
04:32,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",2
04:32,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
04:12,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
04:11,"GOOD FT by ILES,DJ",105,,111 (+6),,WIL 105-111 (+6),,"GOOD FT by ILES,DJ",2
04:11,"GOOD FT by ILES,DJ",106,,111 (+5),,WIL 106-111 (+5),,"GOOD FT by ILES,DJ",2
04:11,"SUB IN by PATRICK,WILL",,,,,,,"SUB IN by PATRICK,WILL",2
04:11,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
03:52,,106,,113 (+7),"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",RHO 106-113 (+7),,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",2
03:35,"GOOD LAYUP by LEWIS,KEVIN(in the paint)",108,,113 (+5),,WIL 108-113 (+5),,"GOOD LAYUP by LEWIS,KEVIN(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
03:23,"FOUL  by HECKER,JORDAN",,,,,,,"FOUL  by HECKER,JORDAN",2
03:23,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:23,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:23,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:23,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
03:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
03:23,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:23,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
03:23,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
03:23,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
03:23,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
03:23,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:23,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",2
03:23,"SUB OUT by HECKER,JORDAN",,,,,,,"SUB OUT by HECKER,JORDAN",2
03:23,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by LEWIS,KEVIN",,,,,,,"REBOUND DEF by LEWIS,KEVIN",2
03:18,"MISS 3PTR by ILES,DJ",,,,,,,"MISS 3PTR by ILES,DJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:54,"FOUL  by JONES,CHRISTIAN",,,,,,,"FOUL  by JONES,CHRISTIAN",2
02:54,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:54,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:54,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
02:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
02:54,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
02:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
02:54,,108,,114 (+6),"GOOD FT by GALVIN,OWEN",RHO 108-114 (+6),,"GOOD FT by GALVIN,OWEN",2
02:54,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
02:54,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
02:39,"GOOD 3PTR by LEWIS,KEVIN",111,,114 (+3),,WIL 111-114 (+3),,"GOOD 3PTR by LEWIS,KEVIN",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
02:23,,111,,116 (+5),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHO 111-116 (+5),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
02:13,"TURNOVER  by ILES,DJ",,,,,,,"TURNOVER  by ILES,DJ",2
02:13,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
02:13,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
02:13,"SUB OUT by PATRICK,WILL",,,,,,,"SUB OUT by PATRICK,WILL",2
02:09,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:06,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
02:06,"GOOD FT by ILES,DJ",112,,116 (+4),,WIL 112-116 (+4),,"GOOD FT by ILES,DJ",2
02:06,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:06,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:06,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:06,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
02:06,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
02:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
02:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
02:06,"SUB IN by PATRICK,WILL",,,,,,,"SUB IN by PATRICK,WILL",2
02:06,"SUB OUT by CHATMAN,NOAH",,,,,,,"SUB OUT by CHATMAN,NOAH",2
02:06,"MISS FT by ILES,DJ",,,,,,,"MISS FT by ILES,DJ",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
01:49,,112,,119 (+7),"GOOD 3PTR by LOWRIE,ANDREW",RHO 112-119 (+7),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
01:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:47,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
01:47,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:47,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
01:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:47,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:47,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:47,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:47,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
01:47,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
01:47,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
01:47,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
01:47,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
01:47,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
01:47,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
01:47,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
01:47,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
01:47,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
01:47,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
01:47,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",2
01:27,"MISS 3PTR by JONES,CHRISTIAN",,,,,,,"MISS 3PTR by JONES,CHRISTIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:24,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
01:24,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
01:14,"MISS LAYUP by RUSSELL,ANDREW",,,,,,,"MISS LAYUP by RUSSELL,ANDREW",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
01:14,"FOUL  by RUSSELL,ANDREW",,,,,,,"FOUL  by RUSSELL,ANDREW",2
01:14,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:14,,112,,120 (+8),"GOOD FT by HARRISON,IAN",RHO 112-120 (+8),,"GOOD FT by HARRISON,IAN",2
01:14,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
01:14,"SUB OUT by CHATMAN,NOAH",,,,,,,"SUB OUT by CHATMAN,NOAH",2
01:10,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
01:10,"MISS FT by ILES,DJ",,,,,,,"MISS FT by ILES,DJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:10,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
01:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:10,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
01:10,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
01:10,"GOOD FT by ILES,DJ",113,,120 (+7),,WIL 113-120 (+7),,"GOOD FT by ILES,DJ",2
00:59,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:55,"MISS 3PTR by RUSSELL,ANDREW",,,,,,,"MISS 3PTR by RUSSELL,ANDREW",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
00:38,"FOUL  by ILES,DJ",,,,,,,"FOUL  by ILES,DJ",2
00:38,,113,,121 (+8),"GOOD FT by SULLIVAN,BRENNAN",RHO 113-121 (+8),,"GOOD FT by SULLIVAN,BRENNAN",2
00:38,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
00:38,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
00:38,,113,,122 (+9),"GOOD FT by SULLIVAN,BRENNAN",RHO 113-122 (+9),,"GOOD FT by SULLIVAN,BRENNAN",2
00:38,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
00:38,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
00:34,"MISS LAYUP by SCOTT,NATHAN",,,,,,,"MISS LAYUP by SCOTT,NATHAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
00:31,"FOUL  by JONES,CHRISTIAN",,,,,,,"FOUL  by JONES,CHRISTIAN",2
00:31,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
00:31,"SUB OUT by JONES,CHRISTIAN",,,,,,,"SUB OUT by JONES,CHRISTIAN",2
00:31,,113,,123 (+10),"GOOD FT by SULLIVAN,BRENNAN",RHO 113-123 (+10),,"GOOD FT by SULLIVAN,BRENNAN",2
00:31,,113,,124 (+11),"GOOD FT by SULLIVAN,BRENNAN",RHO 113-124 (+11),,"GOOD FT by SULLIVAN,BRENNAN",2
00:25,"MISS 3PTR by SCOTT,NATHAN",,,,,,,"MISS 3PTR by SCOTT,NATHAN",2
--,"REBOUND OFF by RUSSELL,ANDREW",,,,,,,"REBOUND OFF by RUSSELL,ANDREW",2
00:15,"TURNOVER  by SCOTT,NATHAN",,,,,,,"TURNOVER  by SCOTT,NATHAN",2
00:15,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
