Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
16:54,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
16:54,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
16:54,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
16:54,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
16:54,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:54,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
16:54,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
16:54,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
16:54,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
16:54,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
16:54,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
16:54,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
16:43,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
16:30,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
16:12,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
16:11,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
16:02,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",2
16:00,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
16:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:00,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
16:00,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:00,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
16:00,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
16:00,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:00,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
16:00,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
16:00,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
16:00,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
16:00,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
15:57,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
15:57,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
15:57,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
15:51,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
15:35,,58,,62 (+4),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEW 58-62 (-4),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
15:28,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
15:19,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
15:08,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
15:08,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
15:08,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
15:08,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
15:08,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
15:08,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
15:08,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
15:08,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
15:08,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
15:08,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
15:08,,,,,"SUB IN by SPENCER,JC",,,"SUB IN by SPENCER,JC",2
15:08,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
15:08,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
15:08,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
15:02,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
15:02,"GOOD FT by NYAWATA,ANESU",59,,62 (+3),,RHO 59-62 (-3),,"GOOD FT by NYAWATA,ANESU",2
15:02,"GOOD FT by NYAWATA,ANESU",60,,62 (+2),,RHO 60-62 (-2),,"GOOD FT by NYAWATA,ANESU",2
14:55,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",2
14:45,"GOOD 3PTR by NYAWATA,ANESU",63 (+1),,62,,RHO 63-62 (+1),,"GOOD 3PTR by NYAWATA,ANESU",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
14:33,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
14:33,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
14:33,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:33,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
14:33,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
14:33,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
14:33,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
14:33,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
14:33,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:33,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
14:33,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
14:33,,,,,"SUB OUT by SPENCER,JC",,,"SUB OUT by SPENCER,JC",2
14:14,,63,,64 (+1),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEW 63-64 (-1),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
14:00,"GOOD 3PTR by NESTLEHUTT,JAKE",66 (+2),,64,,RHO 66-64 (+2),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
13:46,,66,,66,"GOOD LAYUP by STONE,BRODY(in the paint)",SEW 66-66 (0),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
13:33,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
13:32,,,,,"STEAL  by LEE,MATTHEW",,,"STEAL  by LEE,MATTHEW",2
13:29,,66,,68 (+2),"GOOD LAYUP by LEE,MATTHEW(in the paint)",SEW 66-68 (-2),,"GOOD LAYUP by LEE,MATTHEW(in the paint)",2
13:09,"GOOD JUMPER by HARRISON,IAN",68,,68,,RHO 68-68 (0),,"GOOD JUMPER by HARRISON,IAN",2
12:55,,68,,70 (+2),"GOOD JUMPER by BARRY,MICHAEL",SEW 68-70 (-2),,"GOOD JUMPER by BARRY,MICHAEL",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
12:42,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
12:42,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
12:42,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
12:42,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
12:42,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
12:42,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
12:42,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
12:42,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
12:42,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
12:42,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
12:42,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
12:42,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
12:42,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
12:42,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
12:42,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
12:42,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
12:42,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
12:39,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
12:39,,,,,"BLOCK  by LEE,MATTHEW",,,"BLOCK  by LEE,MATTHEW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:28,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",2
12:23,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
12:23,,68,,71 (+3),"GOOD FT by LEE,MATTHEW",SEW 68-71 (-3),,"GOOD FT by LEE,MATTHEW",2
12:23,,68,,72 (+4),"GOOD FT by LEE,MATTHEW",SEW 68-72 (-4),,"GOOD FT by LEE,MATTHEW",2
12:23,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:23,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
12:23,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
12:23,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
12:23,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
12:23,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
12:23,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
12:23,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
12:23,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
12:23,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
11:59,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",70,,72 (+2),,RHO 70-72 (-2),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
11:45,,70,,74 (+4),"GOOD JUMPER by LEE,MATTHEW",SEW 70-74 (-4),,"GOOD JUMPER by LEE,MATTHEW",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
11:35,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
11:28,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
11:26,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:26,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
11:26,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
11:26,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
11:26,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
11:26,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
11:26,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:26,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
11:26,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:26,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:26,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
11:26,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
11:26,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
11:12,"GOOD JUMPER by NESTLEHUTT,JAKE",72,,74 (+2),,RHO 72-74 (-2),,"GOOD JUMPER by NESTLEHUTT,JAKE",2
10:53,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
10:53,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
10:53,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
10:53,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
10:53,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
10:53,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
10:53,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
10:53,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
10:53,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
10:53,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
10:53,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
10:45,"GOOD LAYUP by WEIR,JJ(in the paint)",74,,74,,RHO 74-74 (0),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
10:30,,74,,77 (+3),"GOOD 3PTR by WILLIAMS,JORDEN",SEW 74-77 (-3),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
10:14,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:08,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",2
10:08,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
10:01,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
10:01,"GOOD FT by GEE,TYLER",75,,77 (+2),,RHO 75-77 (-2),,"GOOD FT by GEE,TYLER",2
10:01,"GOOD FT by GEE,TYLER",76,,77 (+1),,RHO 76-77 (-1),,"GOOD FT by GEE,TYLER",2
10:01,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
10:01,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
09:45,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
09:38,"MISS 3PTR by GEE,TYLER",,,,,,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
09:34,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
09:27,"GOOD TIPIN by GEE,TYLER(in the paint)",78 (+1),,77,,RHO 78-77 (+1),,"GOOD TIPIN by GEE,TYLER(in the paint)",2
09:19,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by MCINTYRE,WILL",,,,,,,"REBOUND DEF by MCINTYRE,WILL",2
09:15,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
09:15,"GOOD FT by MCINTYRE,WILL",79 (+2),,77,,RHO 79-77 (+2),,"GOOD FT by MCINTYRE,WILL",2
09:15,"GOOD FT by MCINTYRE,WILL",80 (+3),,77,,RHO 80-77 (+3),,"GOOD FT by MCINTYRE,WILL",2
09:15,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
09:15,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
09:15,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
09:15,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
09:15,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:15,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
09:15,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
09:15,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
09:15,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
09:15,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
09:12,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
09:12,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
09:12,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
09:03,,80 (+1),,79,"GOOD DUNK by LEE,MATTHEW(in the paint)",SEW 80-79 (+1),,"GOOD DUNK by LEE,MATTHEW(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
08:55,,,,,"FOUL  by BARRY,MICHAEL",,,"FOUL  by BARRY,MICHAEL",2
08:55,"GOOD FT by NYAWATA,ANESU",81 (+2),,79,,RHO 81-79 (+2),,"GOOD FT by NYAWATA,ANESU",2
08:55,"GOOD FT by NYAWATA,ANESU",82 (+3),,79,,RHO 82-79 (+3),,"GOOD FT by NYAWATA,ANESU",2
08:55,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
08:55,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",2
08:48,,82 (+1),,81,"GOOD LAYUP by STONE,BRODY(in the paint)",SEW 82-81 (+1),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by LEE,MATTHEW",,,"ASSIST  by LEE,MATTHEW",2
08:34,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
08:27,,82,,83 (+1),"GOOD LAYUP by LEE,MATTHEW(in the paint)",SEW 82-83 (-1),,"GOOD LAYUP by LEE,MATTHEW(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
08:27,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
08:27,,82,,84 (+2),"GOOD FT by LEE,MATTHEW",SEW 82-84 (-2),,"GOOD FT by LEE,MATTHEW",2
08:27,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
08:27,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
08:27,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
08:27,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
08:27,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
08:27,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
08:27,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
08:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
08:27,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:27,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
08:27,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
08:27,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
08:20,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",84,,84,,RHO 84-84 (0),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
07:51,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
07:51,,,,,"TURNOVER  by LEE,MATTHEW",,,"TURNOVER  by LEE,MATTHEW",2
07:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:51,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
07:51,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
07:51,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:51,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
07:51,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
07:51,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
07:51,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
07:51,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
07:51,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
07:51,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
07:43,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
07:22,,84,,87 (+3),"GOOD 3PTR by WILLIAMS,JORDEN",SEW 84-87 (-3),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by LEE,MATTHEW",,,"ASSIST  by LEE,MATTHEW",2
07:09,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
06:57,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
06:50,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
06:43,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
06:41,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:41,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
06:41,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
06:41,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
06:41,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
06:41,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
06:41,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
06:41,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
06:41,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
06:41,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
06:31,,84,,89 (+5),"GOOD JUMPER by WILLIAMS,JORDEN",SEW 84-89 (-5),,"GOOD JUMPER by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
06:22,"GOOD JUMPER by NYAWATA,ANESU",86,,89 (+3),,RHO 86-89 (-3),,"GOOD JUMPER by NYAWATA,ANESU",2
06:10,,86,,92 (+6),"GOOD 3PTR by WILLIAMS,JORDEN",SEW 86-92 (-6),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
05:59,"GOOD JUMPER by GEE,TYLER",88,,92 (+4),,RHO 88-92 (-4),,"GOOD JUMPER by GEE,TYLER",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
05:50,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
05:50,,88,,93 (+5),"GOOD FT by BUESCHER,HUNTER",SEW 88-93 (-5),,"GOOD FT by BUESCHER,HUNTER",2
