Time Remaining,EAS,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
03:19,"GOOD FT by GOSEY,JORDAN",97 (+1),,96,,EAS 97-96 (-1),,"GOOD FT by GOSEY,JORDAN",2
03:19,"MISS FT by GOSEY,JORDAN",,,,,,,"MISS FT by GOSEY,JORDAN",2
--,"REBOUND OFF by QUILLAN,JORDAN",,,,,,,"REBOUND OFF by QUILLAN,JORDAN",2
03:17,"MISS 3PTR by AUGUSTINE,DYLAN",,,,,,,"MISS 3PTR by AUGUSTINE,DYLAN",2
--,"REBOUND OFF by GOSEY,JORDAN",,,,,,,"REBOUND OFF by GOSEY,JORDAN",2
02:59,"MISS LAYUP by QUILLAN,JORDAN",,,,,,,"MISS LAYUP by QUILLAN,JORDAN",2
--,"REBOUND OFF by GOSEY,JORDAN",,,,,,,"REBOUND OFF by GOSEY,JORDAN",2
02:57,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
02:57,"GOOD FT by GOSEY,JORDAN",98 (+2),,96,,EAS 98-96 (-2),,"GOOD FT by GOSEY,JORDAN",2
02:57,"GOOD FT by GOSEY,JORDAN",99 (+3),,96,,EAS 99-96 (-3),,"GOOD FT by GOSEY,JORDAN",2
02:42,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND DEF by GOSEY,JORDAN",,,,,,,"REBOUND DEF by GOSEY,JORDAN",2
02:34,"GOOD LAYUP by AUGUSTINE,DYLAN(fastbreak)(in the paint)",101 (+5),,96,,EAS 101-96 (-5),,"GOOD LAYUP by AUGUSTINE,DYLAN(fastbreak)(in the paint)",2
02:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:16,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
02:16,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:16,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
02:16,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:16,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:16,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
02:16,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
02:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
02:16,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
02:03,,101 (+3),,98,"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 101-98 (-3),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
01:54,"MISS 3PTR by AUGUSTINE,DYLAN",,,,,,,"MISS 3PTR by AUGUSTINE,DYLAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
01:44,,101,,101,"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 101-101 (0),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
01:30,"MISS LAYUP by DOOLEY,ROBBY",,,,,,,"MISS LAYUP by DOOLEY,ROBBY",2
01:30,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
01:30,"FOUL  by GOSEY,JORDAN",,,,,,,"FOUL  by GOSEY,JORDAN",2
01:30,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:30,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
01:30,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
01:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:30,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
01:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:30,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:30,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:30,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
01:30,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
01:30,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by QUILLAN,JORDAN",,,,,,,"REBOUND DEF by QUILLAN,JORDAN",2
01:15,"GOOD LAYUP by QUILLAN,JORDAN(in the paint)",103 (+2),,101,,EAS 103-101 (-2),,"GOOD LAYUP by QUILLAN,JORDAN(in the paint)",2
01:04,"FOUL  by GOSEY,JORDAN",,,,,,,"FOUL  by GOSEY,JORDAN",2
01:04,"SUB IN by STANLEY,CLAYTON",,,,,,,"SUB IN by STANLEY,CLAYTON",2
01:04,"SUB OUT by GOSEY,JORDAN",,,,,,,"SUB OUT by GOSEY,JORDAN",2
01:04,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:04,,103 (+1),,102,"GOOD FT by DARST,DANIEL",RHO 103-102 (-1),,"GOOD FT by DARST,DANIEL",2
00:54,"MISS LAYUP by QUILLAN,JORDAN",,,,,,,"MISS LAYUP by QUILLAN,JORDAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:37,,103,,104 (+1),"GOOD JUMPER by NYAWATA,ANESU(in the paint)",RHO 103-104 (+1),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",2
00:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:23,"SUB IN by DAY,TYLER",,,,,,,"SUB IN by DAY,TYLER",2
00:23,"SUB OUT by BARRETT,CHRIS",,,,,,,"SUB OUT by BARRETT,CHRIS",2
00:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:10,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
00:10,"GOOD FT by QUILLAN,JORDAN",104,,104,,EAS 104-104 (0),,"GOOD FT by QUILLAN,JORDAN",2
00:10,"SUB IN by BARRETT,CHRIS",,,,,,,"SUB IN by BARRETT,CHRIS",2
00:10,"SUB OUT by DAY,TYLER",,,,,,,"SUB OUT by DAY,TYLER",2
00:10,"MISS FT by QUILLAN,JORDAN",,,,,,,"MISS FT by QUILLAN,JORDAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
00:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:02,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
00:02,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
00:00,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:00,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",3
05:00,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
05:00,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
05:00,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",3
05:00,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",3
05:00,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",3
05:00,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",3
05:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",3
05:00,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",3
05:00,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",3
05:00,"SUB OUT by AUGUSTINE,DYLAN",,,,,,,"SUB OUT by AUGUSTINE,DYLAN",3
05:00,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",3
05:00,"SUB OUT by QUILLAN,JORDAN",,,,,,,"SUB OUT by QUILLAN,JORDAN",3
05:00,"SUB OUT by BARRETT,CHRIS",,,,,,,"SUB OUT by BARRETT,CHRIS",3
05:00,"SUB OUT by STANLEY,CLAYTON",,,,,,,"SUB OUT by STANLEY,CLAYTON",3
05:00,"SUB IN by AUGUSTINE,DYLAN",,,,,,,"SUB IN by AUGUSTINE,DYLAN",3
05:00,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",3
05:00,"SUB IN by QUILLAN,JORDAN",,,,,,,"SUB IN by QUILLAN,JORDAN",3
05:00,"SUB IN by BARRETT,CHRIS",,,,,,,"SUB IN by BARRETT,CHRIS",3
05:00,"SUB IN by STANLEY,CLAYTON",,,,,,,"SUB IN by STANLEY,CLAYTON",3
04:46,"TURNOVER  by STANLEY,CLAYTON",,,,,,,"TURNOVER  by STANLEY,CLAYTON",3
04:38,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",3
04:38,"BLOCK  by AUGUSTINE,DYLAN",,,,,,,"BLOCK  by AUGUSTINE,DYLAN",3
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",3
04:28,,104,,107 (+3),"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 104-107 (+3),,"GOOD 3PTR by NESTLEHUTT,JAKE",3
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",3
04:14,"TURNOVER  by AUGUSTINE,DYLAN",,,,,,,"TURNOVER  by AUGUSTINE,DYLAN",3
04:13,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",3
03:57,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",3
--,"REBOUND DEF by QUILLAN,JORDAN",,,,,,,"REBOUND DEF by QUILLAN,JORDAN",3
03:48,"GOOD LAYUP by DOOLEY,ROBBY(fastbreak)(in the paint)",106,,107 (+1),,EAS 106-107 (+1),,"GOOD LAYUP by DOOLEY,ROBBY(fastbreak)(in the paint)",3
--,"ASSIST  by QUILLAN,JORDAN",,,,,,,"ASSIST  by QUILLAN,JORDAN",3
03:23,"FOUL  by QUILLAN,JORDAN",,,,,,,"FOUL  by QUILLAN,JORDAN",3
03:23,,106,,108 (+2),"GOOD FT by HARRISON,IAN",RHO 106-108 (+2),,"GOOD FT by HARRISON,IAN",3
03:23,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",3
03:23,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
03:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
03:23,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",3
03:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",3
03:23,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",3
03:23,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",3
03:23,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",3
03:23,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",3
03:23,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",3
03:23,"SUB IN by DAY,TYLER",,,,,,,"SUB IN by DAY,TYLER",3
03:23,"SUB OUT by AUGUSTINE,DYLAN",,,,,,,"SUB OUT by AUGUSTINE,DYLAN",3
03:23,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",3
--,"REBOUND DEF by QUILLAN,JORDAN",,,,,,,"REBOUND DEF by QUILLAN,JORDAN",3
03:14,"MISS LAYUP by BARRETT,CHRIS",,,,,,,"MISS LAYUP by BARRETT,CHRIS",3
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",3
02:55,,106,,110 (+4),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 106-110 (+4),,"GOOD LAYUP by DARST,DANIEL(in the paint)",3
02:44,"GOOD 3PTR by DAY,TYLER",109,,110 (+1),,EAS 109-110 (+1),,"GOOD 3PTR by DAY,TYLER",3
--,"ASSIST  by DOOLEY,ROBBY",,,,,,,"ASSIST  by DOOLEY,ROBBY",3
02:26,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",3
02:25,"STEAL  by DAY,TYLER",,,,,,,"STEAL  by DAY,TYLER",3
02:17,"MISS LAYUP by QUILLAN,JORDAN",,,,,,,"MISS LAYUP by QUILLAN,JORDAN",3
--,"REBOUND OFF by DOOLEY,ROBBY",,,,,,,"REBOUND OFF by DOOLEY,ROBBY",3
02:15,"MISS LAYUP by DOOLEY,ROBBY",,,,,,,"MISS LAYUP by DOOLEY,ROBBY",3
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",3
02:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
02:02,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",3
02:02,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
02:02,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
02:02,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",3
02:02,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",3
02:02,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",3
02:02,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",3
02:02,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",3
02:02,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",3
02:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",3
02:02,"SUB IN by AUGUSTINE,DYLAN",,,,,,,"SUB IN by AUGUSTINE,DYLAN",3
02:02,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",3
01:51,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",3
01:44,"MISS 3PTR by DAY,TYLER",,,,,,,"MISS 3PTR by DAY,TYLER",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
01:37,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
01:34,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",3
01:34,"MISS FT by BARRETT,CHRIS",,,,,,,"MISS FT by BARRETT,CHRIS",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:34,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",3
01:34,"SUB OUT by DAY,TYLER",,,,,,,"SUB OUT by DAY,TYLER",3
01:34,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",3
01:34,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",3
01:34,"GOOD FT by BARRETT,CHRIS",110,,110,,EAS 110-110 (0),,"GOOD FT by BARRETT,CHRIS",3
01:20,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",3
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3
01:16,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",3
01:16,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",3
01:16,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",3
01:16,"GOOD FT by QUILLAN,JORDAN",111 (+1),,110,,EAS 111-110 (-1),,"GOOD FT by QUILLAN,JORDAN",3
01:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",3
01:16,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
01:16,"MISS FT by QUILLAN,JORDAN",,,,,,,"MISS FT by QUILLAN,JORDAN",3
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",3
01:06,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",3
--,"REBOUND DEF by BARRETT,CHRIS",,,,,,,"REBOUND DEF by BARRETT,CHRIS",3
00:56,"GOOD LAYUP by STANLEY,CLAYTON(fastbreak)(in the paint)",113 (+3),,110,,EAS 113-110 (-3),,"GOOD LAYUP by STANLEY,CLAYTON(fastbreak)(in the paint)",3
--,"ASSIST  by BARRETT,CHRIS",,,,,,,"ASSIST  by BARRETT,CHRIS",3
00:47,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",3
--,"REBOUND DEF by QUILLAN,JORDAN",,,,,,,"REBOUND DEF by QUILLAN,JORDAN",3
00:26,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",3
00:26,"GOOD FT by AUGUSTINE,DYLAN",114 (+4),,110,,EAS 114-110 (-4),,"GOOD FT by AUGUSTINE,DYLAN",3
00:26,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",3
00:26,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",3
00:26,"GOOD FT by AUGUSTINE,DYLAN",115 (+5),,110,,EAS 115-110 (-5),,"GOOD FT by AUGUSTINE,DYLAN",3
00:11,,115 (+2),,113,"GOOD 3PTR by NYAWATA,ANESU",RHO 115-113 (-2),,"GOOD 3PTR by NYAWATA,ANESU",3
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",3
00:05,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",117 (+4),,113,,EAS 117-113 (-4),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",3
--,"ASSIST  by BARRETT,CHRIS",,,,,,,"ASSIST  by BARRETT,CHRIS",3
00:05,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",3
00:05,"GOOD FT by DOOLEY,ROBBY",118 (+5),,113,,EAS 118-113 (-5),,"GOOD FT by DOOLEY,ROBBY",3
00:01,,118 (+2),,116,"GOOD 3PTR by DARST,DANIEL",RHO 118-116 (-2),,"GOOD 3PTR by DARST,DANIEL",3
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",3
00:00,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",3
00:00,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",3
00:00,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
00:00,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
00:00,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",3
00:00,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",3
00:00,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",3
00:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",3
00:00,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",3
00:00,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",3
00:00,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",3
00:00,"MISS FT by QUILLAN,JORDAN",,,,,,,"MISS FT by QUILLAN,JORDAN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:00,"GOOD FT by QUILLAN,JORDAN",119 (+3),,116,,EAS 119-116 (-3),,"GOOD FT by QUILLAN,JORDAN",3
