Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
17:49,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
17:49,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
17:49,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
17:49,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
17:49,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
17:45,,63 (+8),,55,"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 63-55 (+8),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
17:43,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
17:43,,63 (+7),,56,"GOOD FT by ALDOUS,HANK",HC 63-56 (+7),,"GOOD FT by ALDOUS,HANK",2
17:37,"GOOD 3PTR by LOWRIE,ANDREW",66 (+10),,56,,RHO 66-56 (+10),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
17:27,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
17:26,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
17:17,"TURNOVER  by NESTLEHUTT,JAKE",,,,,,,"TURNOVER  by NESTLEHUTT,JAKE",2
17:17,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
17:17,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
17:17,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
17:17,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
17:17,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
17:17,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
17:17,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
17:17,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
17:17,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:17,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
17:17,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
17:05,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
16:56,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
16:49,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",2
16:38,,66 (+8),,58,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 66-58 (+8),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
16:18,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
16:18,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:18,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:18,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
16:18,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:18,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
16:18,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:18,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
16:18,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:18,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:18,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
16:11,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
15:59,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
15:58,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
15:54,"GOOD 3PTR by DE FERIA,NICK(fastbreak)",69 (+11),,58,,RHO 69-58 (+11),,"GOOD 3PTR by DE FERIA,NICK(fastbreak)",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
15:31,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
15:19,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
15:19,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
15:19,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
15:19,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
15:19,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
15:19,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:19,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
15:19,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:19,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
15:19,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
15:19,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:19,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
15:19,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
15:19,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
15:19,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
15:19,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
15:19,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
15:19,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
15:13,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",2
14:59,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
14:59,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:59,,69 (+10),,59,"GOOD FT by SMITH,PRESTON",HC 69-59 (+10),,"GOOD FT by SMITH,PRESTON",2
14:45,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",71 (+12),,59,,RHO 71-59 (+12),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",2
14:44,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
14:44,"GOOD FT by NESTLEHUTT,JAKE",72 (+13),,59,,RHO 72-59 (+13),,"GOOD FT by NESTLEHUTT,JAKE",2
14:44,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
14:44,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
14:36,,72 (+11),,61,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",HC 72-61 (+11),,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
14:29,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
14:11,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
14:11,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:11,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
14:11,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
14:11,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
14:11,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:11,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
14:11,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
14:11,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
14:11,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:11,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
14:04,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
13:53,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
13:48,,,,,"MISS LAYUP by PARKER,BRYCE",,,"MISS LAYUP by PARKER,BRYCE",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
13:35,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",74 (+13),,61,,RHO 74-61 (+13),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
13:33,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
13:33,"MISS FT by SAMSON,VAUGHN",,,,,,,"MISS FT by SAMSON,VAUGHN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
13:26,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
13:25,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",2
13:23,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
13:17,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
13:17,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
13:17,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:17,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:17,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
13:17,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:17,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
13:17,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:17,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
13:17,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
13:17,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
13:17,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
13:07,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
13:07,"MISS FT by DE FERIA,NICK",,,,,,,"MISS FT by DE FERIA,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:07,"GOOD FT by DE FERIA,NICK",75 (+14),,61,,RHO 75-61 (+14),,"GOOD FT by DE FERIA,NICK",2
13:05,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
13:04,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
13:00,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
12:48,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:48,,75 (+13),,62,"GOOD FT by PARKER,BRYCE",HC 75-62 (+13),,"GOOD FT by PARKER,BRYCE",2
12:48,,75 (+12),,63,"GOOD FT by PARKER,BRYCE",HC 75-63 (+12),,"GOOD FT by PARKER,BRYCE",2
12:48,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
12:48,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
12:37,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
12:27,,75 (+10),,65,"GOOD LAYUP by PARKER,BRYCE(in the paint)",HC 75-65 (+10),,"GOOD LAYUP by PARKER,BRYCE(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
12:23,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
12:23,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:23,,75 (+9),,66,"GOOD FT by CRISWELL,SEAN",HC 75-66 (+9),,"GOOD FT by CRISWELL,SEAN",2
12:23,,,,,"MISS FT by CRISWELL,SEAN",,,"MISS FT by CRISWELL,SEAN",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
12:13,"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",77 (+11),,66,,RHO 77-66 (+11),,"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
12:13,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
12:13,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
12:13,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
12:13,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
12:13,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
12:13,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
12:13,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
12:13,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
12:00,,,,,"TURNOVER  by CRISWELL,SEAN",,,"TURNOVER  by CRISWELL,SEAN",2
11:59,"STEAL  by HARRISON,IAN",,,,,,,"STEAL  by HARRISON,IAN",2
11:50,"TURNOVER  by NESTLEHUTT,JAKE",,,,,,,"TURNOVER  by NESTLEHUTT,JAKE",2
11:49,,,,,"STEAL  by CRISWELL,SEAN",,,"STEAL  by CRISWELL,SEAN",2
11:41,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
11:41,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:41,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:41,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:41,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
11:41,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:41,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
11:41,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
11:41,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:41,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:41,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
11:41,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
11:41,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
11:31,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
11:31,"GOOD FT by GEE,TYLER",78 (+12),,66,,RHO 78-66 (+12),,"GOOD FT by GEE,TYLER",2
11:31,"GOOD FT by GEE,TYLER",79 (+13),,66,,RHO 79-66 (+13),,"GOOD FT by GEE,TYLER",2
11:22,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
11:14,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",81 (+15),,66,,RHO 81-66 (+15),,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",2
11:06,,81 (+13),,68,"GOOD LAYUP by PARKER,BRYCE(fastbreak)(in the paint)",HC 81-68 (+13),,"GOOD LAYUP by PARKER,BRYCE(fastbreak)(in the paint)",2
10:46,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
10:37,,81 (+11),,70,"GOOD LAYUP by BATCHELOR,BRYCE(fastbreak)(in the paint)",HC 81-70 (+11),,"GOOD LAYUP by BATCHELOR,BRYCE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
10:26,"GOOD 3PTR by WEATHERFORD,MITCH",84 (+14),,70,,RHO 84-70 (+14),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
10:10,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
10:10,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
10:10,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
10:10,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
10:10,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
10:10,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
10:10,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
10:10,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
10:10,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
10:10,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
10:10,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
10:10,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
10:10,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
09:56,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
09:56,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",2
09:56,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
09:56,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
09:47,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
09:47,,84 (+13),,71,"GOOD FT by PARKER,BRYCE",HC 84-71 (+13),,"GOOD FT by PARKER,BRYCE",2
09:47,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
09:47,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
09:47,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
09:47,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
09:47,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
09:32,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",2
09:31,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
09:27,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
09:27,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
09:27,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
09:27,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:27,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
09:27,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
09:27,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
09:27,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
09:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
09:27,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
09:27,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:27,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
09:27,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
09:27,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
09:13,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
09:06,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",2
08:55,"GOOD JUMPER by HARRISON,IAN(in the paint)",86 (+15),,71,,RHO 86-71 (+15),,"GOOD JUMPER by HARRISON,IAN(in the paint)",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
08:37,,86 (+13),,73,"GOOD LAYUP by LITTLEFIELD,GEAREN(fastbreak)(in the paint)",HC 86-73 (+13),,"GOOD LAYUP by LITTLEFIELD,GEAREN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
08:28,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
08:04,,86 (+10),,76,"GOOD 3PTR by SMITH,PRESTON",HC 86-76 (+10),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
07:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:57,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
07:57,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:57,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
07:57,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
07:57,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
07:57,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
07:57,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
07:57,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
07:42,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
07:42,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:25,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
07:22,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
07:22,,86 (+9),,77,"GOOD FT by CRISWELL,SEAN",HC 86-77 (+9),,"GOOD FT by CRISWELL,SEAN",2
07:22,,86 (+8),,78,"GOOD FT by CRISWELL,SEAN",HC 86-78 (+8),,"GOOD FT by CRISWELL,SEAN",2
07:13,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
07:13,"GOOD FT by SULLIVAN,BRENNAN",87 (+9),,78,,RHO 87-78 (+9),,"GOOD FT by SULLIVAN,BRENNAN",2
07:13,"GOOD FT by SULLIVAN,BRENNAN",88 (+10),,78,,RHO 88-78 (+10),,"GOOD FT by SULLIVAN,BRENNAN",2
07:13,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
07:13,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
07:10,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
07:09,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
07:07,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
