Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",1
10:50,,,,,"TURNOVER  by BURT,DERRICK",,,"TURNOVER  by BURT,DERRICK",1
10:49,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",1
10:43,"GOOD 3PTR by LOWRIE,ANDREW",28 (+10),,18,,RHO 28-18 (+10),,"GOOD 3PTR by LOWRIE,ANDREW",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
10:28,,28 (+8),,20,"GOOD LAYUP by MASON,WADE(fastbreak)(in the paint)",MIL 28-20 (+8),,"GOOD LAYUP by MASON,WADE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BURT,DERRICK",,,"ASSIST  by BURT,DERRICK",1
10:13,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",1
10:07,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",1
10:07,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
10:07,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
10:07,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
10:07,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
10:07,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
10:07,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
10:07,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
10:07,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
10:07,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
10:07,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
10:07,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
10:07,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",1
10:07,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",1
10:07,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",1
10:07,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",1
09:58,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
09:57,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",1
09:54,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",1
09:51,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",1
09:51,"GOOD FT by ASHBY,KENDRICK",29 (+9),,20,,RHO 29-20 (+9),,"GOOD FT by ASHBY,KENDRICK",1
09:51,"GOOD FT by ASHBY,KENDRICK",30 (+10),,20,,RHO 30-20 (+10),,"GOOD FT by ASHBY,KENDRICK",1
09:51,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
09:51,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",1
09:51,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",1
09:38,"GOOD JUMPER by GEE,TYLER",32 (+12),,20,,RHO 32-20 (+12),,"GOOD JUMPER by GEE,TYLER",1
09:25,,32 (+10),,22,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",MIL 32-22 (+10),,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",1
09:18,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",1
09:18,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
09:18,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
09:18,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
09:18,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
09:18,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
09:18,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
09:18,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
09:18,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
09:18,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
09:18,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
09:18,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",1
09:18,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",1
09:10,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",1
09:10,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",1
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",1
09:06,,32 (+8),,24,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MIL 32-24 (+8),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",1
08:54,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",1
--,"REBOUND OFF by NYAWATA,ANESU",,,,,,,"REBOUND OFF by NYAWATA,ANESU",1
08:40,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",1
08:40,"GOOD FT by DARST,DANIEL",33 (+9),,24,,RHO 33-24 (+9),,"GOOD FT by DARST,DANIEL",1
08:40,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
08:40,"GOOD LAYUP by DARST,DANIEL(in the paint)",35 (+11),,24,,RHO 35-24 (+11),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
08:40,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
08:40,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
08:40,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
08:40,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
08:40,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
08:40,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
08:40,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
08:40,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
08:31,,,,,"MISS 3PTR by COLEMAN,DANIEL",,,"MISS 3PTR by COLEMAN,DANIEL",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
08:24,"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",37 (+13),,24,,RHO 37-24 (+13),,"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",1
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",1
08:20,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",1
08:20,"MISS FT by HARRISON,IAN",,,,,,,"MISS FT by HARRISON,IAN",1
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",1
08:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
08:20,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
08:20,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",1
08:20,,,,,"SUB IN by WISE,ASA",,,"SUB IN by WISE,ASA",1
08:20,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",1
08:20,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",1
08:20,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",1
08:20,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",1
08:19,,,,,"TURNOVER  by WISE,ASA",,,"TURNOVER  by WISE,ASA",1
08:03,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",1
07:59,,,,,"TURNOVER  by TULLOS,ZACHARY",,,"TURNOVER  by TULLOS,ZACHARY",1
07:55,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",1
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",1
07:52,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
07:52,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
07:52,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
07:52,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
07:52,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
07:52,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
07:52,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
07:52,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
07:52,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
07:52,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
07:50,,,,,"MISS LAYUP by WISE,ASA",,,"MISS LAYUP by WISE,ASA",1
--,,,,,"REBOUND OFF by WISE,ASA",,,"REBOUND OFF by WISE,ASA",1
07:48,,,,,"TURNOVER  by WISE,ASA",,,"TURNOVER  by WISE,ASA",1
07:47,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",1
07:45,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)(in the paint)",40 (+16),,24,,RHO 40-24 (+16),,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)(in the paint)",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
07:33,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
07:31,,40 (+15),,25,"GOOD FT by GARDNER,ROBERT",MIL 40-25 (+15),,"GOOD FT by GARDNER,ROBERT",1
07:24,,40 (+14),,26,"GOOD FT by GARDNER,ROBERT",MIL 40-26 (+14),,"GOOD FT by GARDNER,ROBERT",1
07:24,,,,,"SUB IN by BURT,DERRICK",,,"SUB IN by BURT,DERRICK",1
07:24,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",1
07:16,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
07:13,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",1
07:13,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:13,"GOOD FT by GEE,TYLER",41 (+15),,26,,RHO 41-26 (+15),,"GOOD FT by GEE,TYLER",1
07:13,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
07:13,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
07:13,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
07:13,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
07:13,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
07:13,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
07:13,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
07:13,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
07:13,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
07:13,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
07:04,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
07:04,,,,,"MISS FT by TULLOS,ZACHARY",,,"MISS FT by TULLOS,ZACHARY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:04,,41 (+14),,27,"GOOD FT by TULLOS,ZACHARY",MIL 41-27 (+14),,"GOOD FT by TULLOS,ZACHARY",1
07:04,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",1
07:04,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",1
06:58,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
06:51,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",1
06:50,"STEAL  by DE FERIA,NICK",,,,,,,"STEAL  by DE FERIA,NICK",1
06:42,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
06:42,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",1
06:34,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
06:31,"GOOD LAYUP by DARST,DANIEL(in the paint)",43 (+16),,27,,RHO 43-27 (+16),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
06:18,,,,,"TURNOVER  by BURT,DERRICK",,,"TURNOVER  by BURT,DERRICK",1
06:17,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",1
06:15,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",45 (+18),,27,,RHO 45-27 (+18),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",1
06:03,,,,,"TURNOVER  by BURT,DERRICK",,,"TURNOVER  by BURT,DERRICK",1
06:01,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",1
05:57,"GOOD 3PTR by DE FERIA,NICK(fastbreak)(in the paint)",48 (+21),,27,,RHO 48-27 (+21),,"GOOD 3PTR by DE FERIA,NICK(fastbreak)(in the paint)",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
05:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
05:49,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
05:49,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
05:49,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
05:49,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
05:49,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
05:49,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
05:49,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
05:49,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
05:49,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
05:49,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
05:49,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",1
05:49,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",1
05:47,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",1
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",1
05:44,,,,,"MISS LAYUP by TURNER,JAMES",,,"MISS LAYUP by TURNER,JAMES",1
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",1
05:41,,48 (+19),,29,"GOOD LAYUP by TURNER,JAMES(in the paint)",MIL 48-29 (+19),,"GOOD LAYUP by TURNER,JAMES(in the paint)",1
05:39,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",1
05:39,,,,,"MISS FT by TURNER,JAMES",,,"MISS FT by TURNER,JAMES",1
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",1
05:39,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",1
05:23,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
05:22,"STEAL  by HARRISON,IAN",,,,,,,"STEAL  by HARRISON,IAN",1
05:15,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",1
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",1
05:10,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
05:10,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
05:10,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
05:10,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
05:10,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
05:10,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
05:10,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
05:10,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
05:10,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
05:10,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
05:10,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
05:10,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",1
05:10,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",1
05:10,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",1
05:10,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
05:07,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,"REBOUND DEF by GARDNER,ROBERT",,,"REBOUND DEF by GARDNER,ROBERT",1
04:57,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",1
04:44,"GOOD LAYUP by GEE,TYLER(in the paint)",50 (+21),,29,,RHO 50-29 (+21),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
04:35,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
04:35,,50 (+20),,30,"GOOD FT by BLANZ,BUCK",MIL 50-30 (+20),,"GOOD FT by BLANZ,BUCK",1
04:35,,50 (+19),,31,"GOOD FT by BLANZ,BUCK",MIL 50-31 (+19),,"GOOD FT by BLANZ,BUCK",1
04:35,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
04:35,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
04:25,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",1
04:23,,,,,"STEAL  by BLANZ,BUCK",,,"STEAL  by BLANZ,BUCK",1
04:20,,50 (+17),,33,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",MIL 50-33 (+17),,"GOOD LAYUP by GARDNER,ROBERT(fastbreak)(in the paint)",1
04:09,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
04:05,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",1
04:05,"GOOD FT by DARST,DANIEL",51 (+18),,33,,RHO 51-33 (+18),,"GOOD FT by DARST,DANIEL",1
04:05,"GOOD FT by DARST,DANIEL",52 (+19),,33,,RHO 52-33 (+19),,"GOOD FT by DARST,DANIEL",1
04:05,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",1
04:05,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",1
04:05,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",1
04:05,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",1
03:57,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",1
03:57,"STEAL  by ASHBY,KENDRICK",,,,,,,"STEAL  by ASHBY,KENDRICK",1
03:52,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
03:52,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
03:52,,52 (+18),,34,"GOOD FT by MANNING,JOHNATHAN",MIL 52-34 (+18),,"GOOD FT by MANNING,JOHNATHAN",1
03:52,,52 (+17),,35,"GOOD FT by MANNING,JOHNATHAN",MIL 52-35 (+17),,"GOOD FT by MANNING,JOHNATHAN",1
03:45,,,,,"FOUL  by MANNING,JOHNATHAN",,,"FOUL  by MANNING,JOHNATHAN",1
03:45,"GOOD FT by NYAWATA,ANESU",53 (+18),,35,,RHO 53-35 (+18),,"GOOD FT by NYAWATA,ANESU",1
03:45,"MISS FT by NYAWATA,ANESU",,,,,,,"MISS FT by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",1
03:45,,53 (+16),,37,"GOOD JUMPER by MASON,WADE(fastbreak)(in the paint)",MIL 53-37 (+16),,"GOOD JUMPER by MASON,WADE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by COLEMAN,DANIEL",,,"ASSIST  by COLEMAN,DANIEL",1
03:45,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
03:45,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
03:45,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
03:45,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
03:45,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
03:45,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
03:45,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
03:45,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
03:45,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
03:45,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
03:35,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",55 (+18),,37,,RHO 55-37 (+18),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",1
03:20,,,,,"TURNOVER  by MANNING,JOHNATHAN",,,"TURNOVER  by MANNING,JOHNATHAN",1
03:20,,,,,"FOUL  by MANNING,JOHNATHAN",,,"FOUL  by MANNING,JOHNATHAN",1
03:20,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
03:20,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
03:20,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
03:20,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
03:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
03:20,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
03:20,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
03:20,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
03:20,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
03:20,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:20,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
03:20,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",1
02:59,"MISS LAYUP by HARRISON,IAN",,,,,,,"MISS LAYUP by HARRISON,IAN",1
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",1
02:53,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
--,,,,,"REBOUND DEF by MANNING,JOHNATHAN",,,"REBOUND DEF by MANNING,JOHNATHAN",1
02:53,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",1
02:53,,,,,"MISS FT by MANNING,JOHNATHAN",,,"MISS FT by MANNING,JOHNATHAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:53,,55 (+17),,38,"GOOD FT by MANNING,JOHNATHAN",MIL 55-38 (+17),,"GOOD FT by MANNING,JOHNATHAN",1
02:53,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
02:53,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
02:53,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
02:53,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
