Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,UTD,Game Score,Team Indicator,Play,Period
00:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:06,,,,,"MISS 3PTR by ALLEN,CURTIS",,,"MISS 3PTR by ALLEN,CURTIS",1
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",1
00:00,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:40,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
19:34,,56,,57 (+1),"GOOD LAYUP by SMITH,BEN(in the paint)",UTD 56-57 (-1),,"GOOD LAYUP by SMITH,BEN(in the paint)",2
--,,,,,"ASSIST  by COULTER,KYLE",,,"ASSIST  by COULTER,KYLE",2
19:19,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
19:18,,,,,"STEAL  by SMITH,BEN",,,"STEAL  by SMITH,BEN",2
19:15,,,,,"MISS LAYUP by BANKS,CALEB",,,"MISS LAYUP by BANKS,CALEB",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
19:07,"GOOD LAYUP by GEE,TYLER(in the paint)",58 (+1),,57,,RHO 58-57 (+1),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
19:02,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
19:02,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
19:02,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
19:02,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
19:02,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
19:02,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
19:02,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
19:02,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
19:02,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
19:02,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
19:01,,,,,"TURNOVER  by BANKS,CALEB",,,"TURNOVER  by BANKS,CALEB",2
18:55,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
18:54,,,,,"STEAL  by BANKS,CALEB",,,"STEAL  by BANKS,CALEB",2
18:33,,58,,59 (+1),"GOOD LAYUP by BANKS,CALEB(in the paint)",UTD 58-59 (-1),,"GOOD LAYUP by BANKS,CALEB(in the paint)",2
18:23,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:20,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
18:20,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
18:20,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
18:20,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
18:20,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
18:20,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
18:20,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:20,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
18:20,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
18:20,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
18:14,,58,,61 (+3),"GOOD LAYUP by KEOGH,REAGAN(in the paint)",UTD 58-61 (-3),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
--,,,,,"ASSIST  by SMITH,BEN",,,"ASSIST  by SMITH,BEN",2
18:03,"MISS 3PTR by GEE,TYLER",,,,,,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",2
18:00,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",60,,61 (+1),,RHO 60-61 (-1),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
17:44,,60,,63 (+3),"GOOD LAYUP by SMITH,BEN(in the paint)",UTD 60-63 (-3),,"GOOD LAYUP by SMITH,BEN(in the paint)",2
--,,,,,"ASSIST  by BANKS,CALEB",,,"ASSIST  by BANKS,CALEB",2
17:42,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
17:42,,,,,"MISS FT by SMITH,BEN",,,"MISS FT by SMITH,BEN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
17:17,,,,,"FOUL  by SMITH,BEN",,,"FOUL  by SMITH,BEN",2
17:17,"GOOD FT by GEE,TYLER",61,,63 (+2),,RHO 61-63 (-2),,"GOOD FT by GEE,TYLER",2
17:17,"GOOD FT by GEE,TYLER",62,,63 (+1),,RHO 62-63 (-1),,"GOOD FT by GEE,TYLER",2
17:17,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
17:17,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
17:17,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
17:17,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
17:17,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
17:17,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
17:17,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
17:17,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
17:17,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
17:17,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
17:17,,,,,"SUB IN by OGUNFEITIMI,DAPO",,,"SUB IN by OGUNFEITIMI,DAPO",2
17:17,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",,,"SUB IN by UNDERWOOD,DIMITRIUS",2
17:17,,,,,"SUB OUT by KEOGH,REAGAN",,,"SUB OUT by KEOGH,REAGAN",2
17:17,,,,,"SUB OUT by SMITH,BEN",,,"SUB OUT by SMITH,BEN",2
17:12,,,,,"TURNOVER  by COULTER,KYLE",,,"TURNOVER  by COULTER,KYLE",2
16:53,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:48,,,,,"MISS LAYUP by OGUNFEITIMI,DAPO",,,"MISS LAYUP by OGUNFEITIMI,DAPO",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
16:43,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",2
16:35,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by HATCHER,JON",,,"REBOUND DEF by HATCHER,JON",2
16:28,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
16:28,,62,,64 (+2),"GOOD FT by UNDERWOOD,DIMITRIUS",UTD 62-64 (-2),,"GOOD FT by UNDERWOOD,DIMITRIUS",2
16:28,,62,,65 (+3),"GOOD FT by UNDERWOOD,DIMITRIUS",UTD 62-65 (-3),,"GOOD FT by UNDERWOOD,DIMITRIUS",2
16:28,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
16:28,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:28,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:28,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
16:28,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
16:28,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
16:28,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
16:28,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
16:28,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:28,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
16:19,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",64,,65 (+1),,RHO 64-65 (-1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
16:10,,,,,"TURNOVER  by HATCHER,JON",,,"TURNOVER  by HATCHER,JON",2
16:04,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",2
15:59,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
15:59,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:59,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
15:59,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
15:59,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
15:59,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
15:59,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
15:59,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
15:59,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:59,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
15:59,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
15:59,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
15:53,,,,,"TURNOVER  by BANKS,CALEB",,,"TURNOVER  by BANKS,CALEB",2
15:41,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",2
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",2
15:37,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",2
15:37,,,,,"SUB IN by KEOGH,REAGAN",,,"SUB IN by KEOGH,REAGAN",2
15:37,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
15:17,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
15:17,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:17,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
15:17,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
15:17,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
15:17,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
15:17,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
15:17,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
15:17,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:17,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
15:11,,64,,67 (+3),"GOOD LAYUP by KEOGH,REAGAN(in the paint)",UTD 64-67 (-3),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
--,,,,,"ASSIST  by COULTER,KYLE",,,"ASSIST  by COULTER,KYLE",2
14:56,,,,,"FOUL  by KEOGH,REAGAN",,,"FOUL  by KEOGH,REAGAN",2
14:56,"GOOD LAYUP by DARST,DANIEL(in the paint)",66,,67 (+1),,RHO 66-67 (-1),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
14:35,,,,,"TURNOVER  by KEOGH,REAGAN",,,"TURNOVER  by KEOGH,REAGAN",2
14:21,,,,,"FOUL  by KEOGH,REAGAN",,,"FOUL  by KEOGH,REAGAN",2
14:21,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:21,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:21,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
14:21,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
14:21,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
14:21,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
14:21,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:21,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
14:21,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
14:21,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
14:21,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",,,"SUB IN by UNDERWOOD,DIMITRIUS",2
14:21,,,,,"SUB OUT by KEOGH,REAGAN",,,"SUB OUT by KEOGH,REAGAN",2
14:14,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
14:14,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
14:07,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
14:04,,66,,69 (+3),"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",UTD 66-69 (-3),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",2
--,,,,,"ASSIST  by OGUNFEITIMI,DAPO",,,"ASSIST  by OGUNFEITIMI,DAPO",2
13:47,"GOOD LAYUP by BERRY,BRYCE(in the paint)",68,,69 (+1),,RHO 68-69 (-1),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
13:42,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
13:42,,,,,"TURNOVER  by HATCHER,JON",,,"TURNOVER  by HATCHER,JON",2
13:42,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
13:42,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:42,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
13:42,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:42,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
13:42,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:42,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:42,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:42,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
13:42,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
13:42,,,,,"SUB IN by ALLEN,CURTIS",,,"SUB IN by ALLEN,CURTIS",2
13:42,,,,,"SUB IN by SMITH,BEN",,,"SUB IN by SMITH,BEN",2
13:42,,,,,"SUB OUT by OGUNFEITIMI,DAPO",,,"SUB OUT by OGUNFEITIMI,DAPO",2
13:42,,,,,"SUB OUT by HATCHER,JON",,,"SUB OUT by HATCHER,JON",2
13:33,"GOOD LAYUP by MCINTYRE,WILL(in the paint)",70 (+1),,69,,RHO 70-69 (+1),,"GOOD LAYUP by MCINTYRE,WILL(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
13:22,,,,,"TURNOVER  by COULTER,KYLE",,,"TURNOVER  by COULTER,KYLE",2
13:16,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
13:15,,,,,"STEAL  by UNDERWOOD,DIMITRIUS",,,"STEAL  by UNDERWOOD,DIMITRIUS",2
13:12,,70,,71 (+1),"GOOD LAYUP by UNDERWOOD,DIMITRIUS(fastbreak)(in the paint)",UTD 70-71 (-1),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(fastbreak)(in the paint)",2
13:12,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
13:12,,70,,72 (+2),"GOOD FT by UNDERWOOD,DIMITRIUS",UTD 70-72 (-2),,"GOOD FT by UNDERWOOD,DIMITRIUS",2
13:03,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",72,,72,,RHO 72-72 (0),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
12:49,,,,,"FOUL  by UNDERWOOD,DIMITRIUS",,,"FOUL  by UNDERWOOD,DIMITRIUS",2
12:49,,,,,"TURNOVER  by UNDERWOOD,DIMITRIUS",,,"TURNOVER  by UNDERWOOD,DIMITRIUS",2
12:49,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
12:49,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
12:49,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
12:49,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:49,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
12:49,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
12:49,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
12:49,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
12:49,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
12:49,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
12:45,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
12:43,,,,,"TURNOVER  by COULTER,KYLE",,,"TURNOVER  by COULTER,KYLE",2
12:36,"GOOD JUMPER by LOVE,KERRY(in the paint)",74 (+2),,72,,RHO 74-72 (+2),,"GOOD JUMPER by LOVE,KERRY(in the paint)",2
12:18,,74,,74,"GOOD LAYUP by ALLEN,CURTIS(in the paint)",UTD 74-74 (0),,"GOOD LAYUP by ALLEN,CURTIS(in the paint)",2
--,,,,,"ASSIST  by COULTER,KYLE",,,"ASSIST  by COULTER,KYLE",2
12:06,"GOOD LAYUP by DARST,DANIEL(in the paint)",76 (+2),,74,,RHO 76-74 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",2
11:52,,76,,76,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",UTD 76-76 (0),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",2
--,,,,,"ASSIST  by BANKS,CALEB",,,"ASSIST  by BANKS,CALEB",2
11:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:51,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:51,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:51,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:51,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:51,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:51,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
11:51,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:51,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:51,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:51,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
11:51,,,,,"SUB IN by KEOGH,REAGAN",,,"SUB IN by KEOGH,REAGAN",2
11:51,,,,,"SUB OUT by COULTER,KYLE",,,"SUB OUT by COULTER,KYLE",2
11:39,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",78 (+2),,76,,RHO 78-76 (+2),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
11:37,,,,,"FOUL  by KEOGH,REAGAN",,,"FOUL  by KEOGH,REAGAN",2
11:37,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:37,"MISS FT by SULLIVAN,BRENNAN",,,,,,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by SMITH,BEN",,,"REBOUND DEF by SMITH,BEN",2
11:37,,,,,"SUB IN by COULTER,KYLE",,,"SUB IN by COULTER,KYLE",2
11:37,,,,,"SUB IN by HATCHER,JON",,,"SUB IN by HATCHER,JON",2
11:37,,,,,"SUB OUT by ALLEN,CURTIS",,,"SUB OUT by ALLEN,CURTIS",2
11:37,,,,,"SUB OUT by KEOGH,REAGAN",,,"SUB OUT by KEOGH,REAGAN",2
11:30,,,,,"TURNOVER  by HATCHER,JON",,,"TURNOVER  by HATCHER,JON",2
11:19,"GOOD LAYUP by BERRY,BRYCE(in the paint)",80 (+4),,76,,RHO 80-76 (+4),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
11:17,,,,,"FOUL  by SMITH,BEN",,,"FOUL  by SMITH,BEN",2
11:17,"GOOD FT by BERRY,BRYCE",81 (+5),,76,,RHO 81-76 (+5),,"GOOD FT by BERRY,BRYCE",2
11:17,,,,,"SUB IN by ALLEN,CURTIS",,,"SUB IN by ALLEN,CURTIS",2
11:17,,,,,"SUB IN by OGUNFEITIMI,DAPO",,,"SUB IN by OGUNFEITIMI,DAPO",2
11:17,,,,,"SUB OUT by SMITH,BEN",,,"SUB OUT by SMITH,BEN",2
11:17,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
11:10,,,,,"TURNOVER  by HATCHER,JON",,,"TURNOVER  by HATCHER,JON",2
11:09,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
10:58,,,,,"FOUL  by COULTER,KYLE",,,"FOUL  by COULTER,KYLE",2
10:58,"MISS FT by BERRY,BRYCE",,,,,,,"MISS FT by BERRY,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:58,"GOOD FT by BERRY,BRYCE",82 (+6),,76,,RHO 82-76 (+6),,"GOOD FT by BERRY,BRYCE",2
10:58,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
10:58,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
10:58,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
10:58,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
10:58,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
10:58,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
10:58,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
10:58,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
10:58,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
10:58,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
10:50,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
10:50,,82 (+5),,77,"GOOD FT by HATCHER,JON",UTD 82-77 (+5),,"GOOD FT by HATCHER,JON",2
10:50,,82 (+4),,78,"GOOD FT by HATCHER,JON",UTD 82-78 (+4),,"GOOD FT by HATCHER,JON",2
10:32,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",2
10:24,,82 (+2),,80,"GOOD LAYUP by COULTER,KYLE(in the paint)",UTD 82-80 (+2),,"GOOD LAYUP by COULTER,KYLE(in the paint)",2
--,,,,,"ASSIST  by BANKS,CALEB",,,"ASSIST  by BANKS,CALEB",2
10:12,"GOOD 3PTR by MCINTYRE,WILL",85 (+5),,80,,RHO 85-80 (+5),,"GOOD 3PTR by MCINTYRE,WILL",2
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",2
10:01,,85 (+3),,82,"GOOD LAYUP by BANKS,CALEB(in the paint)",UTD 85-82 (+3),,"GOOD LAYUP by BANKS,CALEB(in the paint)",2
10:01,"FOUL  by MCINTYRE,WILL",,,,,,,"FOUL  by MCINTYRE,WILL",2
10:01,,85 (+2),,83,"GOOD FT by BANKS,CALEB",UTD 85-83 (+2),,"GOOD FT by BANKS,CALEB",2
10:01,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
10:01,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
10:01,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
10:01,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
