Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:37,,34 (+3),,31,"GOOD FT by CRUMP,DAWSON(fastbreak)",Centre 34-31 (-3),,"GOOD FT by CRUMP,DAWSON(fastbreak)",2
17:18,"GOOD 3PTR by ESTES,DJ",37 (+6),,31,,Berry 37-31 (-6),,"GOOD 3PTR by ESTES,DJ",2
17:03,,,,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:43,,,,,"MISS 3PTR by WELLS,GAGE",,,"MISS 3PTR by WELLS,GAGE",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
16:34,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
16:15,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
16:04,"GOOD JUMPER by ESTES,DJ",39 (+8),,31,,Berry 39-31 (-8),,"GOOD JUMPER by ESTES,DJ",2
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",2
15:33,,39 (+5),,34,"GOOD 3PTR by CRUMP,DAWSON",Centre 39-34 (-5),,"GOOD 3PTR by CRUMP,DAWSON",2
15:23,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
15:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:23,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
15:23,,,,,"SUB OUT by WELLS,GAGE",,,"SUB OUT by WELLS,GAGE",2
15:23,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
15:23,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
15:23,"GOOD FT by BROOKS,AUSTIN",40 (+6),,34,,Berry 40-34 (-6),,"GOOD FT by BROOKS,AUSTIN",2
15:23,"GOOD FT by BROOKS,AUSTIN",41 (+7),,34,,Berry 41-34 (-7),,"GOOD FT by BROOKS,AUSTIN",2
15:23,,41 (+5),,36,"GOOD JUMPER by GERALD,DUSTIN",Centre 41-36 (-5),,"GOOD JUMPER by GERALD,DUSTIN",2
14:49,"GOOD JUMPER by JOHNSON,MICAH(in the paint)",43 (+7),,36,,Berry 43-36 (-7),,"GOOD JUMPER by JOHNSON,MICAH(in the paint)",2
14:23,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:21,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
14:21,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
14:11,,43 (+5),,38,"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",Centre 43-38 (-5),,"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",2
13:49,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
13:49,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
13:49,,,,,"SUB IN by WELLS,GAGE",,,"SUB IN by WELLS,GAGE",2
13:49,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",2
13:49,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
13:49,"SUB IN by MBENOUN,ROB",,,,,,,"SUB IN by MBENOUN,ROB",2
13:49,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
13:44,"TURNOVER  by MBENOUN,ROB",,,,,,,"TURNOVER  by MBENOUN,ROB",2
13:44,,,,,"STEAL  by WELLS,GAGE",,,"STEAL  by WELLS,GAGE",2
13:29,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
13:20,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",45 (+7),,38,,Berry 45-38 (-7),,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",2
13:02,"FOUL  by ESTES,DJ",,,,,,,"FOUL  by ESTES,DJ",2
12:56,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
12:45,"GOOD 3PTR by ESTES,DJ",48 (+10),,38,,Berry 48-38 (-10),,"GOOD 3PTR by ESTES,DJ",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
12:18,,,,,"TURNOVER  by RING,NOAH",,,"TURNOVER  by RING,NOAH",2
12:18,"STEAL  by BROOKS,AUSTIN",,,,,,,"STEAL  by BROOKS,AUSTIN",2
11:57,,,,,"FOUL  by WELLS,GAGE",,,"FOUL  by WELLS,GAGE",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
11:57,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
11:57,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
11:57,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
11:57,"MISS FT by BROOKS,AUSTIN",,,,,,,"MISS FT by BROOKS,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:57,"GOOD FT by BROOKS,AUSTIN",49 (+11),,38,,Berry 49-38 (-11),,"GOOD FT by BROOKS,AUSTIN",2
11:57,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
11:57,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
11:36,,49 (+9),,40,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",Centre 49-40 (-9),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
11:20,"MISS 3PTR by ESTES,DJ",,,,,,,"MISS 3PTR by ESTES,DJ",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
11:10,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
11:10,,,,,"TURNOVER  by KNOCHELMANN,PETE",,,"TURNOVER  by KNOCHELMANN,PETE",2
11:10,"GOOD JUMPER by ESTES,DJ(in the paint)",51 (+11),,40,,Berry 51-40 (-11),,"GOOD JUMPER by ESTES,DJ(in the paint)",2
11:10,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
11:10,,,,,"MISS FT by GERALD,DUSTIN",,,"MISS FT by GERALD,DUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:34,,51 (+10),,41,"GOOD FT by GERALD,DUSTIN",Centre 51-41 (-10),,"GOOD FT by GERALD,DUSTIN",2
10:15,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",2
10:15,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",2
10:12,"MISS JUMPER by WEHUNT,DAWSON",,,,,,,"MISS JUMPER by WEHUNT,DAWSON",2
--,"REBOUND OFF by ELLIS,CHASE",,,,,,,"REBOUND OFF by ELLIS,CHASE",2
09:55,"GOOD 3PTR by ESTES,DJ",54 (+13),,41,,Berry 54-41 (-13),,"GOOD 3PTR by ESTES,DJ",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
09:30,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
09:30,,,,,"FOUL  by GERALD,DUSTIN",,,"FOUL  by GERALD,DUSTIN",2
09:30,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
09:22,,,,,"SUB OUT by WELLS,GAGE",,,"SUB OUT by WELLS,GAGE",2
09:22,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
09:22,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
09:22,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
09:18,"GOOD JUMPER by ELLIS,CHASE(in the paint)",56 (+15),,41,,Berry 56-41 (-15),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
09:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:00,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
09:00,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
08:43,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
08:43,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
08:43,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
08:27,"GOOD 3PTR by ESTES,DJ",59 (+18),,41,,Berry 59-41 (-18),,"GOOD 3PTR by ESTES,DJ",2
07:59,,,,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",,,"MISS JUMPER by WILLIAMS,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by WILLIAMS,JALEN",,,"REBOUND OFF by WILLIAMS,JALEN",2
07:55,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",2
07:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:55,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
07:55,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
07:55,,59 (+17),,42,"GOOD FT by GERALD,DUSTIN",Centre 59-42 (-17),,"GOOD FT by GERALD,DUSTIN",2
07:55,,,,,"MISS FT by GERALD,DUSTIN",,,"MISS FT by GERALD,DUSTIN",2
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",2
07:35,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
07:35,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
07:31,"GOOD 3PTR by JOHNSON,MICHAEL",62 (+20),,42,,Berry 62-42 (-20),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by WEHUNT,DAWSON",,,,,,,"ASSIST  by WEHUNT,DAWSON",2
07:10,,62 (+17),,45,"GOOD 3PTR by WILSON,DREW",Centre 62-45 (-17),,"GOOD 3PTR by WILSON,DREW",2
06:47,"MISS 3PTR by WEHUNT,DAWSON",,,,,,,"MISS 3PTR by WEHUNT,DAWSON",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
06:36,,62 (+15),,47,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",Centre 62-47 (-15),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",2
06:18,"GOOD 3PTR by JONES,DREW",65 (+18),,47,,Berry 65-47 (-18),,"GOOD 3PTR by JONES,DREW",2
--,"ASSIST  by WEHUNT,DAWSON",,,,,,,"ASSIST  by WEHUNT,DAWSON",2
06:02,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
05:47,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",2
05:37,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
05:31,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
05:31,,,,,"SUB IN by WELLS,GAGE",,,"SUB IN by WELLS,GAGE",2
05:31,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
05:31,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
05:10,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
05:10,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
05:09,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",2
--,"REBOUND OFF by JOHNSON,MICHAEL",,,,,,,"REBOUND OFF by JOHNSON,MICHAEL",2
05:00,"GOOD 3PTR by JOHNSON,MICHAEL",68 (+21),,47,,Berry 68-47 (-21),,"GOOD 3PTR by JOHNSON,MICHAEL",2
04:56,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
04:56,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
04:56,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
04:43,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
04:43,"STEAL  by ESTES,DJ",,,,,,,"STEAL  by ESTES,DJ",2
04:39,"TURNOVER  by ESTES,DJ",,,,,,,"TURNOVER  by ESTES,DJ",2
04:39,,,,,"STEAL  by WELLS,GAGE",,,"STEAL  by WELLS,GAGE",2
04:29,,68 (+19),,49,"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",Centre 68-49 (-19),,"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",2
04:14,"GOOD 3PTR by JONES,DREW",71 (+22),,49,,Berry 71-49 (-22),,"GOOD 3PTR by JONES,DREW",2
04:05,,,,,"MISS 3PTR by WELLS,GAGE",,,"MISS 3PTR by WELLS,GAGE",2
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",2
04:05,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
04:05,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
04:05,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
04:05,"GOOD FT by BROOKS,AUSTIN",72 (+23),,49,,Berry 72-49 (-23),,"GOOD FT by BROOKS,AUSTIN",2
04:05,"GOOD FT by BROOKS,AUSTIN",73 (+24),,49,,Berry 73-49 (-24),,"GOOD FT by BROOKS,AUSTIN",2
03:41,,73 (+22),,51,"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 73-51 (-22),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
03:22,"GOOD 3PTR by ESTES,DJ",76 (+25),,51,,Berry 76-51 (-25),,"GOOD 3PTR by ESTES,DJ",2
03:08,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
02:55,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
02:55,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:55,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
02:55,,,,,"SUB OUT by WELLS,GAGE",,,"SUB OUT by WELLS,GAGE",2
02:55,,,,,"SUB IN by BRITT,WILL",,,"SUB IN by BRITT,WILL",2
02:55,,,,,"SUB IN by BLAIR,ANDY",,,"SUB IN by BLAIR,ANDY",2
02:55,"GOOD FT by ELLIS,CHASE",77 (+26),,51,,Berry 77-51 (-26),,"GOOD FT by ELLIS,CHASE",2
02:34,,77 (+24),,53,"GOOD JUMPER by RING,NOAH(in the paint)",Centre 77-53 (-24),,"GOOD JUMPER by RING,NOAH(in the paint)",2
02:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:31,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
02:31,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",2
02:31,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
02:31,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
02:31,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
02:31,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
02:31,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
02:31,"SUB IN by BARKER,HARRIS",,,,,,,"SUB IN by BARKER,HARRIS",2
02:31,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
02:31,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
02:23,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
02:23,,,,,"SUB IN by STEELE,CHANDLER",,,"SUB IN by STEELE,CHANDLER",2
02:11,"TURNOVER  by CLARK,BRYCE",,,,,,,"TURNOVER  by CLARK,BRYCE",2
02:11,,,,,"STEAL  by STEELE,CHANDLER",,,"STEAL  by STEELE,CHANDLER",2
02:06,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
--,"REBOUND DEF by CLARK,BRYCE",,,,,,,"REBOUND DEF by CLARK,BRYCE",2
01:54,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
01:38,,77 (+22),,55,"GOOD JUMPER by STEELE,CHANDLER(in the paint)",Centre 77-55 (-22),,"GOOD JUMPER by STEELE,CHANDLER(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,MARSHALL",,,"ASSIST  by TAYLOR,MARSHALL",2
01:21,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
01:10,,,,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",,,"MISS LAYUP by TAYLOR,MARSHALL(in the paint)",2
01:10,"BLOCK  by CAMPBELL,BLAKE",,,,,,,"BLOCK  by CAMPBELL,BLAKE",2
--,"REBOUND DEF by CAMPBELL,BLAKE",,,,,,,"REBOUND DEF by CAMPBELL,BLAKE",2
01:04,"GOOD JUMPER by KRUEGER,JORDAN(in the paint)",79 (+24),,55,,Berry 79-55 (-24),,"GOOD JUMPER by KRUEGER,JORDAN(in the paint)",2
00:45,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
00:45,,,,,"MISS FT by STEELE,CHANDLER",,,"MISS FT by STEELE,CHANDLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:45,,79 (+23),,56,"GOOD FT by STEELE,CHANDLER",Centre 79-56 (-23),,"GOOD FT by STEELE,CHANDLER",2
00:30,"GOOD 3PTR by BARKER,HARRIS",82 (+26),,56,,Berry 82-56 (-26),,"GOOD 3PTR by BARKER,HARRIS",2
00:03,,,,,"MISS 3PTR by BRITT,WILL",,,"MISS 3PTR by BRITT,WILL",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
